Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Inner Mongolia,Mainland China,6/09/2020 18:00,235,1,226,0,0
Sichuan,Mainland China,6/09/2020 18:00,582,3,558,0,0
Shanghai,Mainland China,6/09/2020 18:00,678,7,665,0,0
Shandong,Mainland China,6/09/2020 18:00,792,7,781,0,0
Guangdong,Mainland China,6/09/2020 18:00,1604,8,1586,0,0
Beijing,Mainland China,6/09/2020 18:00,594,9,584,0,0
Fujian,Mainland China,6/09/2020 18:00,359,1,356,0,0
Shaanxi,Mainland China,6/09/2020 18:00,311,3,305,0,0
Hainan,Mainland China,6/09/2020 18:00,170,6,162,0,0
Tianjin,Mainland China,6/09/2020 18:00,193,3,189,0,0
Hubei,Mainland China,6/09/2020 18:00,68135,4512,63623,0,0
Henan,Mainland China,6/09/2020 18:00,1276,22,1254,0,0
Zhejiang,Mainland China,6/09/2020 18:00,1268,1,1267,0,0
Hunan,Mainland China,6/09/2020 18:00,1019,4,1015,0,0
Anhui,Mainland China,6/09/2020 18:00,991,6,985,0,0
Heilongjiang,Mainland China,6/09/2020 18:00,945,13,932,0,0
Jiangxi,Mainland China,6/09/2020 18:00,937,1,936,0,0
Jiangsu,Mainland China,6/09/2020 18:00,653,0,653,0,0
Chongqing,Mainland China,6/09/2020 18:00,579,6,573,0,0
Hebei,Mainland China,6/09/2020 18:00,328,6,322,0,0
Guangxi,Mainland China,6/09/2020 18:00,254,2,252,0,0
Shanxi,Mainland China,6/09/2020 18:00,198,0,198,0,0
Yunnan,Mainland China,6/09/2020 18:00,185,2,183,0,0
Jilin,Mainland China,6/09/2020 18:00,155,2,153,0,0
Liaoning,Mainland China,6/09/2020 18:00,149,2,147,0,0
Guizhou,Mainland China,6/09/2020 18:00,147,2,145,0,0
Gansu,Mainland China,6/09/2020 18:00,139,2,137,0,0
Xinjiang,Mainland China,6/09/2020 18:00,76,3,73,0,0
Ningxia,Mainland China,6/09/2020 18:00,75,0,75,0,0
Qinghai,Mainland China,6/09/2020 18:00,18,0,18,0,0
Tibet,Mainland China,6/09/2020 18:00,1,0,1,0,0
New South Wales,Australia,6/09/2020 18:00,3114,48,2729,575865,0
Queensland,Australia,6/09/2020 18:00,1062,6,1051,224050,0
Victoria,Australia,6/09/2020 18:00,1687,19,1602,547899,0
South Australia,Australia,6/09/2020 18:00,440,4,435,116561,0
Western Australia,Australia,6/09/2020 18:00,599,9,560,122387,0
Tasmania,Australia,6/09/2020 18:00,228,13,211,36970,0
Australian Capital Territory,Australia,6/09/2020 18:00,108,3,104,20975,0
Northern Territory,Australia,6/09/2020 18:00,29,0,29,9558,0
New York,US,6/09/2020 18:00,384561,30458,47715,0,0
New Jersey,US,6/09/2020 18:00,164796,12303,3856,0,0
California,US,6/09/2020 18:00,134804,4682,21601,0,0
Illinois,US,6/09/2020 18:00,129216,6018,70558,0,0
Massachusetts,US,6/09/2020 18:00,103891,7353,30437,0,0
Pennsylvania,US,6/09/2020 18:00,80870,6014,1369,0,0
Texas,US,6/09/2020 18:00,77724,1863,50962,0,0
Michigan,US,6/09/2020 18:00,64701,5912,42041,0,0
Florida,US,6/09/2020 18:00,66000,2766,381,0,0
Maryland,US,6/09/2020 18:00,58904,2811,4279,0,0
Georgia,US,6/09/2020 18:00,53273,2286,340,0,0
Virginia,US,6/09/2020 18:00,51738,1497,6677,0,0
Connecticut,US,6/09/2020 18:00,44179,4097,63,0,0
Louisiana,US,6/09/2020 18:00,43612,2957,33904,0,0
Ohio,US,6/09/2020 18:00,39163,2423,5090,0,0
Indiana,US,6/09/2020 18:00,38033,2339,2159,0,0
North Carolina,US,6/09/2020 18:00,37207,1068,23653,0,0
Colorado,US,6/09/2020 18:00,28201,1543,2404,0,0
Minnesota,US,6/09/2020 18:00,28523,1228,24221,0,0
Tennessee,US,6/09/2020 18:00,27659,434,18009,0,0
WA,US,6/09/2020 18:00,24799,1163,5156,0,0
Arizona,US,6/09/2020 18:00,28296,1076,174,0,0
Iowa,US,6/09/2020 18:00,22240,623,13411,0,0
Wisconsin,US,6/09/2020 18:00,21313,661,14242,0,0
Alabama,US,6/09/2020 18:00,21422,729,11395,0,0
Mississippi,US,6/09/2020 18:00,17769,837,11203,0,0
Rhode Island,US,6/09/2020 18:00,15691,808,1398,0,0
Veteran Affair,US,6/09/2020 18:00,16195,1400,0,0,0
Nebraska,US,6/09/2020 18:00,15786,188,7598,0,0
Missouri,US,6/09/2020 18:00,15324,841,3499,0,0
South Carolina,US,6/09/2020 18:00,15228,568,5076,0,0
Kentucky,US,6/09/2020 18:00,11707,477,3359,0,0
Kansas,US,6/09/2020 18:00,10593,236,5552,0,0
Utah,US,6/09/2020 18:00,12562,127,4075,0,0
US Military,US,6/09/2020 18:00,10822,36,6328,0,0
Delaware,US,6/09/2020 18:00,10020,410,5888,0,0
Washington DC,US,6/09/2020 18:00,9474,495,1143,0,0
Nevada,US,6/09/2020 18:00,10039,445,7373,0,0
New Mexico,US,6/09/2020 18:00,9062,400,3380,0,0
Arkansas,US,6/09/2020 18:00,10080,161,6875,0,0
Oklahoma,US,6/09/2020 18:00,7365,353,6080,0,0
Federal Bureau of Prisons,US,6/09/2020 18:00,6822,79,4428,0,0
Navajo Nation,US,6/09/2020 18:00,6110,277,930,0,0
South Dakota,US,6/09/2020 18:00,5523,68,4483,0,0
New Hampshire,US,6/09/2020 18:00,5079,286,3392,0,0
Oregon,US,6/09/2020 18:00,4992,169,1894,0,0
Puerto Rico,US,6/09/2020 18:00,5185,142,850,0,0
Idaho,US,6/09/2020 18:00,3139,83,2509,0,0
North Dakota,US,6/09/2020 18:00,2901,72,2450,0,0
Maine,US,6/09/2020 18:00,2606,100,1992,0,0
West Virginia,US,6/09/2020 18:00,2169,84,1477,0,0
Vermont,US,6/09/2020 18:00,1084,55,901,0,0
Wyoming,US,6/09/2020 18:00,972,17,773,0,0
Hawaii,US,6/09/2020 18:00,676,17,618,0,0
Montana,US,6/09/2020 18:00,554,18,485,0,0
Alaska,US,6/09/2020 18:00,573,11,389,0,0
Guam,US,6/09/2020 18:00,180,5,143,0,0
Grand Princess,US,6/09/2020 18:00,103,3,0,0,0
US Virgin Islands,US,6/09/2020 18:00,71,6,63,0,0
Diamond Princess,US,6/09/2020 18:00,49,0,0,0,0
Northern Mariana Islands,US,6/09/2020 18:00,30,2,16,0,0
