Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,4/04/2020 06:00,67803,3207,63762
Beijing,Mainland China,4/04/2020 06:00,585,8,438
Shanghai,Mainland China,4/04/2020 06:00,529,6,348
Guangdong,Mainland China,4/04/2020 06:00,1516,8,1378
Fujian,Mainland China,4/04/2020 06:00,350,1,301
Zhejiang,Mainland China,4/04/2020 06:00,1262,1,1229
Tianjin,Mainland China,4/04/2020 06:00,180,3,140
Inner Mongolia,Mainland China,4/04/2020 06:00,117,1,74
Shandong,Mainland China,4/04/2020 06:00,778,7,755
Jiangsu,Mainland China,4/04/2020 06:00,651,0,632
Sichuan,Mainland China,4/04/2020 06:00,557,3,538
Gansu,Mainland China,4/04/2020 06:00,138,2,131
Shaanxi,Mainland China,4/04/2020 06:00,256,3,245
Yunnan,Mainland China,4/04/2020 06:00,184,2,172
Liaoning,Mainland China,4/04/2020 06:00,141,2,125
Jilin,Mainland China,4/04/2020 06:00,98,1,92
Hebei,Mainland China,4/04/2020 06:00,326,6,310
Henan,Mainland China,4/04/2020 06:00,1276,22,1251
Chongqing,Mainland China,4/04/2020 06:00,579,6,570
Heilongjiang,Mainland China,4/04/2020 06:00,491,13,469
Guangxi,Mainland China,4/04/2020 06:00,254,2,252
Shanxi,Mainland China,4/04/2020 06:00,137,0,133
Jiangxi,Mainland China,4/04/2020 06:00,937,1,935
Hunan,Mainland China,4/04/2020 06:00,1019,4,1014
Anhui,Mainland China,4/04/2020 06:00,990,6,984
Hainan,Mainland China,4/04/2020 06:00,168,6,162
Guizhou,Mainland China,4/04/2020 06:00,147,2,144
Xinjiang,Mainland China,4/04/2020 06:00,76,3,73
Ningxia,Mainland China,4/04/2020 06:00,75,0,75
Qinghai,Mainland China,4/04/2020 06:00,18,0,18
Tibet,Mainland China,4/04/2020 06:00,1,0,1
New South Wales,Australia,4/04/2020 06:00,2493,11,4
Queensland,Australia,4/04/2020 06:00,900,4,9
Victoria,Australia,4/04/2020 06:00,1115,8,476
South Australia,Australia,4/04/2020 06:00,407,0,44
Western Australia,Australia,4/04/2020 06:00,436,3,92
Tasmania,Australia,4/04/2020 06:00,80,2,3
Australian Capital Territory,Australia,4/04/2020 06:00,93,2,18
Northern Territory,Australia,4/04/2020 06:00,25,0,1
,Artania Cruise,4/04/2020 06:00,41,0,0
New York,US,4/04/2020 06:00,103169,2935,6662
New Jersey,US,4/04/2020 06:00,29895,646,0
Michigan,US,4/04/2020 06:00,12744,479,44
California,US,4/04/2020 06:00,12507,280,212
Massachusetts,US,4/04/2020 06:00,10402,192,10
Louisiana,US,4/04/2020 06:00,10297,370,0
Florida,US,4/04/2020 06:00,10268,170,0
Illinois,US,4/04/2020 06:00,9266,210,7
Pennsylvania,US,4/04/2020 06:00,8570,102,67
