Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Heilongjiang,Mainland China,5/05/2020 07:00,944,13,719,0,0
Shanghai,Mainland China,5/05/2020 07:00,656,7,620,0,0
Inner Mongolia,Mainland China,5/05/2020 07:00,201,1,160,0,0
Shaanxi,Mainland China,5/05/2020 07:00,306,3,263,0,0
Beijing,Mainland China,5/05/2020 07:00,593,9,554,0,0
Shanxi,Mainland China,5/05/2020 07:00,198,0,190,0,0
Guangdong,Mainland China,5/05/2020 07:00,1588,8,1571,0,0
Shandong,Mainland China,5/05/2020 07:00,788,7,773,0,0
Jilin,Mainland China,5/05/2020 07:00,112,1,103,0,0
Jiangsu,Mainland China,5/05/2020 07:00,653,0,650,0,0
Fujian,Mainland China,5/05/2020 07:00,356,1,353,0,0
Tianjin,Mainland China,5/05/2020 07:00,190,3,186,0,0
Hebei,Mainland China,5/05/2020 07:00,328,6,320,0,0
Yunnan,Mainland China,5/05/2020 07:00,185,2,181,0,0
Hubei,Mainland China,5/05/2020 07:00,68128,4512,63616,0,0
Henan,Mainland China,5/05/2020 07:00,1276,22,1254,0,0
Zhejiang,Mainland China,5/05/2020 07:00,1268,1,1267,0,0
Hunan,Mainland China,5/05/2020 07:00,1019,4,1015,0,0
Anhui,Mainland China,5/05/2020 07:00,991,6,985,0,0
Jiangxi,Mainland China,5/05/2020 07:00,937,1,936,0,0
Chongqing,Mainland China,5/05/2020 07:00,579,6,573,0,0
Sichuan,Mainland China,5/05/2020 07:00,561,3,558,0,0
Guangxi,Mainland China,5/05/2020 07:00,254,2,252,0,0
Hainan,Mainland China,5/05/2020 07:00,168,6,162,0,0
Guizhou,Mainland China,5/05/2020 07:00,147,2,145,0,0
Liaoning,Mainland China,5/05/2020 07:00,146,2,144,0,0
Gansu,Mainland China,5/05/2020 07:00,139,2,137,0,0
Xinjiang,Mainland China,5/05/2020 07:00,76,3,73,0,0
Ningxia,Mainland China,5/05/2020 07:00,75,0,75,0,0
Qinghai,Mainland China,5/05/2020 07:00,18,0,18,0,0
Tibet,Mainland China,5/05/2020 07:00,1,0,1,0,0
New South Wales,Australia,5/05/2020 07:00,3035,43,2349,253995,0
Queensland,Australia,5/05/2020 07:00,1043,6,980,117721,0
Victoria,Australia,5/05/2020 07:00,1423,18,1311,152000,0
South Australia,Australia,5/05/2020 07:00,438,4,428,62139,0
Western Australia,Australia,5/05/2020 07:00,551,8,528,48153,0
Tasmania,Australia,5/05/2020 07:00,223,13,165,15828,0
Australian Capital Territory,Australia,5/05/2020 07:00,107,3,103,9829,0
Northern Territory,Australia,5/05/2020 07:00,29,0,27,4855,0
New York,US,5/05/2020 07:00,327454,24999,35362,0,0
New Jersey,US,5/05/2020 07:00,128269,7910,730,0,0
Massachusetts,US,5/05/2020 07:00,69087,4004,4710,0,0
Illinois,US,5/05/2020 07:00,63840,2662,645,0,0
California,US,5/05/2020 07:00,56135,2289,3916,0,0
Pennsylvania,US,5/05/2020 07:00,52816,2838,916,0,0
Michigan,US,5/05/2020 07:00,43990,4139,15674,0,0
Florida,US,5/05/2020 07:00,36897,1399,174,0,0
Louisiana,US,5/05/2020 07:00,29673,2064,20316,0,0
Connecticut,US,5/05/2020 07:00,29973,2556,63,0,0
Texas,US,5/05/2020 07:00,32812,902,14316,0,0
Georgia,US,5/05/2020 07:00,29452,1246,340,0,0
Maryland,US,5/05/2020 07:00,26408,1324,1517,0,0
Ohio,US,5/05/2020 07:00,20474,1057,448,0,0
Indiana,US,5/05/2020 07:00,20507,1151,1559,0,0
WA,US,5/05/2020 07:00,16096,841,2052,0,0
Colorado,US,5/05/2020 07:00,16918,851,559,0,0
Virginia,US,5/05/2020 07:00,19493,684,721,0,0
Tennessee,US,5/05/2020 07:00,13571,219,6081,0,0
North Carolina,US,5/05/2020 07:00,11971,442,1812,0,0
Rhode Island,US,5/05/2020 07:00,9652,341,601,0,0
Missouri,US,5/05/2020 07:00,8946,386,1987,0,0
Veteran Affair,US,5/05/2020 07:00,9627,722,0,0,0
Arizona,US,5/05/2020 07:00,8924,362,6,0,0
Alabama,US,5/05/2020 07:00,8112,298,0,0,0
US Military,US,5/05/2020 07:00,6962,27,2263,0,0
Mississippi,US,5/05/2020 07:00,7877,310,3413,0,0
Wisconsin,US,5/05/2020 07:00,8236,340,3973,0,0
South Carolina,US,5/05/2020 07:00,6757,283,3252,0,0
Iowa,US,5/05/2020 07:00,9703,188,3486,0,0
Nevada,US,5/05/2020 07:00,5630,265,3535,0,0
Utah,US,5/05/2020 07:00,5317,50,1952,0,0
Kentucky,US,5/05/2020 07:00,5245,261,1675,0,0
Delaware,US,5/05/2020 07:00,5288,182,1640,0,0
Washington DC,US,5/05/2020 07:00,5170,258,666,0,0
Minnesota,US,5/05/2020 07:00,7234,427,4212,0,0
Kansas,US,5/05/2020 07:00,5383,156,1157,0,0
Oklahoma,US,5/05/2020 07:00,4044,238,2683,0,0
Nebraska,US,5/05/2020 07:00,6037,78,0,0,0
Arkansas,US,5/05/2020 07:00,3469,80,2044,0,0
New Mexico,US,5/05/2020 07:00,4031,156,842,0,0
Oregon,US,5/05/2020 07:00,2759,109,595,0,0
South Dakota,US,5/05/2020 07:00,2668,21,1830,0,0
Idaho,US,5/05/2020 07:00,2106,64,867,0,0
New Hampshire,US,5/05/2020 07:00,2588,86,1107,0,0
Navajo Nation,US,5/05/2020 07:00,1977,62,0,0,0
Puerto Rico,US,5/05/2020 07:00,1843,97,0,0,0
Federal Bureau of Prisons,US,5/05/2020 07:00,2340,40,692,0,0
West Virginia,US,5/05/2020 07:00,1224,48,572,0,0
Maine,US,5/05/2020 07:00,1205,57,720,0,0
North Dakota,US,5/05/2020 07:00,1225,25,540,0,0
Vermont,US,5/05/2020 07:00,902,53,0,0,0
Hawaii,US,5/05/2020 07:00,621,17,548,0,0
Wyoming,US,5/05/2020 07:00,596,7,405,0,0
Montana,US,5/05/2020 07:00,457,16,404,0,0
Alaska,US,5/05/2020 07:00,370,9,264,0,0
Guam,US,5/05/2020 07:00,145,5,128,0,0
Grand Princess,US,5/05/2020 07:00,103,3,0,0,0
US Virgin Islands,US,5/05/2020 07:00,66,4,51,0,0
Diamond Princess,US,5/05/2020 07:00,49,0,0,0,0
Northern Mariana Islands,US,5/05/2020 07:00,14,2,12,0,0
Quebec,Canada,5/05/2020 07:00,32631,2281,7578,0,0
Ontario,Canada,5/05/2020 07:00,19097,1446,12505,0,0
Alberta,Canada,5/05/2020 07:00,5836,104,2942,0,0
British Columbia,Canada,5/05/2020 07:00,2224,117,1417,0,0
Nova Scotia,Canada,5/05/2020 07:00,985,38,638,0,0
Saskatchewan,Canada,5/05/2020 07:00,467,7,307,0,0
Manitoba,Canada,5/05/2020 07:00,283,6,238,0,0
Newfoundland and Labrador,Canada,5/05/2020 07:00,259,3,233,0,0
New Brunswick,Canada,5/05/2020 07:00,118,0,118,0,0
Prince Edward Island,Canada,5/05/2020 07:00,27,0,25,0,0
Yukon,Canada,5/05/2020 07:00,11,0,11,0,0
Northwest Territories,Canada,5/05/2020 07:00,5,0,5,0,0
Nunavut,Canada,5/05/2020 07:00,1,0,1,0,0
,Spain,5/05/2020 07:00,248301,25428,151633,1932455,2254
,Italy,5/05/2020 07:00,211938,29079,82879,2191403,1479
,UK,5/05/2020 07:00,190584,28734,910,1291591,1559
,France,5/05/2020 07:00,169462,25201,51371,1100228,3696
,Germany,5/05/2020 07:00,166199,6993,135100,2547052,1949
,Russia,5/05/2020 07:00,155370,1451,19865,4460357,2300
,Turkey,5/05/2020 07:00,127659,3461,68166,1171138,1384
,Brazil,5/05/2020 07:00,108620,7367,45815,339552,8318
,Iran,5/05/2020 07:00,99970,6340,80475,519543,2685
Brussels,Belgium,5/05/2020 07:00,50509,8016,12441,456194,646
,Peru,5/05/2020 07:00,47372,1344,14427,385492,694
,India,5/05/2020 07:00,46476,1571,12849,1191946,0
,Netherlands,5/05/2020 07:00,40770,5082,322,235909,683
,Ecuador,5/05/2020 07:00,31881,1569,3433,80171,159
,Switzerland,5/05/2020 07:00,30009,1784,25200,286403,141
,Saudi Arabia,5/05/2020 07:00,28656,191,4476,365093,143
,Portugal,5/05/2020 07:00,25524,1063,1712,450000,143
,Mexico,5/05/2020 07:00,24905,2271,15938,100041,378
,Sweden,5/05/2020 07:00,22721,2769,4074,119500,455
,Ireland,5/05/2020 07:00,21772,1319,13386,169377,93
,Pakistan,5/05/2020 07:00,21501,486,5782,222404,111
,Chile,5/05/2020 07:00,20643,270,10415,214131,464
,Singapore,5/05/2020 07:00,19410,18,1457,143919,22
,Belarus,5/05/2020 07:00,17489,103,3259,211369,92
,Qatar,5/05/2020 07:00,17142,12,1924,109762,72
,Israel,5/05/2020 07:00,16268,237,10223,414349,89
,Austria,5/05/2020 07:00,15650,606,13462,285883,104
,United Arab Emirates,5/05/2020 07:00,15192,146,3153,1200000,1
,Japan,5/05/2020 07:00,15078,536,4156,184586,328
,Poland,5/05/2020 07:00,14242,700,4280,383804,160
,Romania,5/05/2020 07:00,13837,827,5454,205842,244
,Ukraine,5/05/2020 07:00,12697,316,1875,139759,167
,Indonesia,5/05/2020 07:00,12071,872,2197,121547,0
,Bangladesh,5/05/2020 07:00,10929,183,1403,93405,1
,South Korea,5/05/2020 07:00,10804,254,9283,640237,55
,Denmark,5/05/2020 07:00,9821,493,7088,257738,57
,Philippines,5/05/2020 07:00,9684,637,1408,130889,31
,Serbia,5/05/2020 07:00,9557,197,1574,106461,53
,Dominican Republic,5/05/2020 07:00,8235,346,1771,33377,144
,Colombia,5/05/2020 07:00,7973,358,1807,123029,120
,Norway,5/05/2020 07:00,7904,214,32,182285,27
,Czechia,5/05/2020 07:00,7841,252,3816,269093,59
,Panama,5/05/2020 07:00,7387,203,726,35556,93
,South Africa,5/05/2020 07:00,7220,138,2746,257541,36
,Egypt,5/05/2020 07:00,6813,436,1632,90000,0
,Malaysia,5/05/2020 07:00,6383,106,4567,213220,24
,Kuwait,5/05/2020 07:00,5804,40,2032,196397,90
,Finland,5/05/2020 07:00,5412,240,3500,103500,49
,Morocco,5/05/2020 07:00,5153,180,1799,47837,1
,Argentina,5/05/2020 07:00,4887,260,1442,67920,157
,Algeria,5/05/2020 07:00,4648,465,1998,6500,22
,Moldova,5/05/2020 07:00,4248,133,1544,20447,237
,Kazakhstan,5/05/2020 07:00,4179,29,1264,320411,40
,Luxembourg,5/05/2020 07:00,3828,96,3405,48339,21
,Bahrain,5/05/2020 07:00,3679,8,1762,149586,1
,Afghanistan,5/05/2020 07:00,3224,95,421,13076,7
,Hungary,5/05/2020 07:00,3065,363,709,85557,55
,Thailand,5/05/2020 07:00,2988,54,2747,227860,61
,Nigeria,5/05/2020 07:00,2802,93,417,18536,4
,Oman,5/05/2020 07:00,2735,12,858,40459,17
,Ghana,5/05/2020 07:00,2719,18,294,129461,4
,Greece,5/05/2020 07:00,2632,146,1374,80951,35
,Armenia,5/05/2020 07:00,2619,40,1111,25846,10
,Iraq,5/05/2020 07:00,2346,98,1544,107586,0
,Uzbekistan,5/05/2020 07:00,2189,10,1454,325000,8
,Cameroon,5/05/2020 07:00,2104,64,953,0,12
,Croatia,5/05/2020 07:00,2101,80,1522,39040,15
,Azerbaijan,5/05/2020 07:00,1984,26,1480,157932,18
,Bosnia and Herzegovina,5/05/2020 07:00,1946,79,911,35296,4
,Iceland,5/05/2020 07:00,1799,10,1723,50477,0
,Estonia,5/05/2020 07:00,1711,55,261,57423,6
,Guinea,5/05/2020 07:00,1710,9,450,0,0
,Bulgaria,5/05/2020 07:00,1689,78,342,50303,37
,Bolivia,5/05/2020 07:00,1681,82,174,7651,3
,Cuba,5/05/2020 07:00,1668,69,876,55542,9
,North Macedonia,5/05/2020 07:00,1518,85,992,17359,21
,New Zealand,5/05/2020 07:00,1486,20,1302,155928,0
,Slovenia,5/05/2020 07:00,1445,98,244,57504,17
,Ivory Coast,5/05/2020 07:00,1432,17,693,10778,0
,Lithuania,5/05/2020 07:00,1423,46,678,149106,17
,Slovakia,5/05/2020 07:00,1421,25,741,99864,6
,Senegal,5/05/2020 07:00,1271,10,415,17787,6
,Honduras,5/05/2020 07:00,1178,83,122,5243,10
,Djibouti,5/05/2020 07:00,1116,2,713,14222,0
Hong Kong,Hong Kong,5/05/2020 07:00,1041,4,920,154989,1
,Tunisia,5/05/2020 07:00,1018,43,406,24853,18
,Latvia,5/05/2020 07:00,896,17,348,66150,4
,Cyprus,5/05/2020 07:00,874,15,296,65725,15
,Kyrgyzstan,5/05/2020 07:00,843,11,600,56488,13
,Albania,5/05/2020 07:00,820,31,570,9276,7
,Somalia,5/05/2020 07:00,756,35,61,0,2
,Niger,5/05/2020 07:00,755,37,534,5309,0
,Sri Lanka,5/05/2020 07:00,755,9,197,26842,1
,Andorra,5/05/2020 07:00,750,45,499,1673,16
,Costa Rica,5/05/2020 07:00,742,6,399,13988,5
,Lebanon,5/05/2020 07:00,741,25,201,42009,43
,Guatemala,5/05/2020 07:00,730,19,79,7200,5
Yokohama,Japan,5/05/2020 07:00,712,13,645,0,4
,Mayotte,5/05/2020 07:00,686,6,352,3400,6
,DRC,5/05/2020 07:00,682,34,80,0,0
,Sudan,5/05/2020 07:00,678,41,61,0,0
,Burkina Faso,5/05/2020 07:00,672,46,545,0,0
,Uruguay,5/05/2020 07:00,657,17,447,22805,10
,Georgia,5/05/2020 07:00,604,9,240,15904,6
,San Marino,5/05/2020 07:00,589,41,92,2538,5
,El Salvador,5/05/2020 07:00,587,13,201,30387,3
,Mali,5/05/2020 07:00,580,29,223,2172,0
,Maldives,5/05/2020 07:00,557,1,17,8327,2
,Channel Islands,5/05/2020 07:00,544,41,406,5342,0
,Kenya,5/05/2020 07:00,490,24,173,24784,2
,Malta,5/05/2020 07:00,482,5,403,36945,1
,Tanzania,5/05/2020 07:00,480,16,167,0,7
,Jamaica,5/05/2020 07:00,471,9,49,5633,2
,Jordan,5/05/2020 07:00,465,9,370,87618,5
Taiwan,Taiwan,5/05/2020 07:00,438,6,334,64958,0
,Reunion,5/05/2020 07:00,424,0,300,0,2
,Paraguay,5/05/2020 07:00,415,10,130,10766,7
,Guinea-Bissau,5/05/2020 07:00,413,1,19,1500,0
,Gabon,5/05/2020 07:00,367,6,93,724,1
,Palestine,5/05/2020 07:00,362,2,102,32200,0
,Venezuela,5/05/2020 07:00,361,10,158,482953,1
,Mauritius,5/05/2020 07:00,332,10,316,18959,3
,Isle of Man,5/05/2020 07:00,325,23,271,3401,21
,Montenegro,5/05/2020 07:00,324,8,253,7816,2
,Equatorial Guinea,5/05/2020 07:00,315,3,13,854,0
,Vietnam,5/05/2020 07:00,271,0,232,261004,8
,Rwanda,5/05/2020 07:00,261,0,128,35096,0
,Congo,5/05/2020 07:00,236,10,26,0,0
,Tajikistan,5/05/2020 07:00,230,3,0,0,0
,Faeroe Islands,5/05/2020 07:00,187,0,185,8066,0
,Martinique,5/05/2020 07:00,181,14,83,0,5
,Sierra Leone,5/05/2020 07:00,178,9,37,0,0
,Cabo Verde,5/05/2020 07:00,175,2,37,791,0
,Liberia,5/05/2020 07:00,166,18,58,0,0
,Myanmar,5/05/2020 07:00,161,6,49,9025,0
,Guadeloupe,5/05/2020 07:00,152,12,98,0,5
,Madagascar,5/05/2020 07:00,149,0,99,3772,1
,Ethiopia,5/05/2020 07:00,145,4,91,25135,0
,Gibraltar,5/05/2020 07:00,144,0,133,2931,0
,Brunei,5/05/2020 07:00,138,1,131,14610,2
,Zambia,5/05/2020 07:00,137,3,78,7277,1
,French Guiana,5/05/2020 07:00,133,1,100,0,2
,Togo,5/05/2020 07:00,126,9,74,7891,0
,Cambodia,5/05/2020 07:00,122,0,120,12461,1
,Chad,5/05/2020 07:00,117,10,39,0,0
,Trinidad and Tobago,5/05/2020 07:00,116,8,102,2055,0
,Eswatini,5/05/2020 07:00,116,1,12,714,0
,Bermuda,5/05/2020 07:00,115,7,54,3270,4
,Haiti,5/05/2020 07:00,100,11,10,1026,0
,Aruba,5/05/2020 07:00,100,2,81,1758,4
,Uganda,5/05/2020 07:00,97,0,55,41478,0
,Benin,5/05/2020 07:00,96,2,50,0,0
,Monaco,5/05/2020 07:00,95,4,78,0,1
,Guyana,5/05/2020 07:00,92,9,27,579,3
,CAR,5/05/2020 07:00,85,0,10,3498,0
,Bahamas,5/05/2020 07:00,83,11,25,1391,1
,Barbados,5/05/2020 07:00,82,7,46,2458,4
,Liechtenstein,5/05/2020 07:00,82,1,55,900,0
,Nepal,5/05/2020 07:00,82,0,16,64492,0
,Mozambique,5/05/2020 07:00,80,0,19,2466,0
,Sint Maarten,5/05/2020 07:00,76,13,44,329,7
,Cayman Islands,5/05/2020 07:00,75,1,14,2528,3
,Libya,5/05/2020 07:00,63,3,23,2338,0
,French Polynesia,5/05/2020 07:00,58,0,53,2665,1
,South Sudan,5/05/2020 07:00,52,0,0,1247,0
Macau,Macau,5/05/2020 07:00,45,0,39,0,1
,Syria,5/05/2020 07:00,44,3,27,0,0
,Malawi,5/05/2020 07:00,41,3,9,907,1
,Mongolia,5/05/2020 07:00,41,0,13,8889,0
,Eritrea,5/05/2020 07:00,39,0,26,0,0
,Saint Martin,5/05/2020 07:00,38,3,29,0,1
,Angola,5/05/2020 07:00,35,2,11,3000,0
,Zimbabwe,5/05/2020 07:00,34,4,5,7642,0
,Antigua and Barbuda,5/05/2020 07:00,25,3,15,151,1
,Timor-Leste,5/05/2020 07:00,24,0,20,664,0
,Sao Tome and Principe,5/05/2020 07:00,23,3,4,175,0
,Botswana,5/05/2020 07:00,23,1,8,8636,0
,Grenada,5/05/2020 07:00,21,0,13,1406,4
,Laos,5/05/2020 07:00,19,0,9,2418,0
,Belize,5/05/2020 07:00,18,2,14,1043,1
,Fiji,5/05/2020 07:00,18,0,14,1007,0
,New Caledonia,5/05/2020 07:00,18,0,17,5052,1
,Saint Lucia,5/05/2020 07:00,18,0,15,446,0
,Gambia,5/05/2020 07:00,17,1,9,401,0
,St. Vincent Grenadines,5/05/2020 07:00,17,0,9,137,0
,Curacao,5/05/2020 07:00,16,1,13,351,0
,Dominica,5/05/2020 07:00,16,0,13,383,0
,Namibia,5/05/2020 07:00,16,0,8,1122,0
,Nicaragua,5/05/2020 07:00,15,5,7,0,0
,Burundi,5/05/2020 07:00,15,1,7,284,0
,Saint Kitts and Nevis,5/05/2020 07:00,15,0,8,294,0
,Falkland Islands,5/05/2020 07:00,13,0,13,388,0
