Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Heilongjiang,Mainland China,5/16/2020 22:00,945,13,931,0,0
Shanghai,Mainland China,5/16/2020 22:00,665,7,641,0,0
Inner Mongolia,Mainland China,5/16/2020 22:00,209,1,196,0,0
Shaanxi,Mainland China,5/16/2020 22:00,308,3,301,0,0
Hubei,Mainland China,5/16/2020 22:00,68134,4512,63616,0,0
Beijing,Mainland China,5/16/2020 22:00,593,9,576,0,0
Guangdong,Mainland China,5/16/2020 22:00,1589,8,1579,0,0
Shandong,Mainland China,5/16/2020 22:00,788,7,780,0,0
Jilin,Mainland China,5/16/2020 22:00,140,1,108,0,0
Tianjin,Mainland China,5/16/2020 22:00,191,3,187,0,0
Hebei,Mainland China,5/16/2020 22:00,328,6,321,0,0
Liaoning,Mainland China,5/16/2020 22:00,149,2,144,0,0
Hainan,Mainland China,5/16/2020 22:00,169,6,162,0,0
Henan,Mainland China,5/16/2020 22:00,1276,22,1254,0,0
Zhejiang,Mainland China,5/16/2020 22:00,1268,1,1267,0,0
Hunan,Mainland China,5/16/2020 22:00,1019,4,1015,0,0
Anhui,Mainland China,5/16/2020 22:00,991,6,985,0,0
Jiangxi,Mainland China,5/16/2020 22:00,937,1,936,0,0
Jiangsu,Mainland China,5/16/2020 22:00,653,0,653,0,0
Chongqing,Mainland China,5/16/2020 22:00,579,6,573,0,0
Sichuan,Mainland China,5/16/2020 22:00,561,3,558,0,0
Fujian,Mainland China,5/16/2020 22:00,356,1,355,0,0
Guangxi,Mainland China,5/16/2020 22:00,254,2,252,0,0
Shanxi,Mainland China,5/16/2020 22:00,198,0,198,0,0
Yunnan,Mainland China,5/16/2020 22:00,185,2,183,0,0
Guizhou,Mainland China,5/16/2020 22:00,147,2,145,0,0
Gansu,Mainland China,5/16/2020 22:00,139,2,137,0,0
Xinjiang,Mainland China,5/16/2020 22:00,76,3,73,0,0
Ningxia,Mainland China,5/16/2020 22:00,75,0,75,0,0
Qinghai,Mainland China,5/16/2020 22:00,18,0,18,0,0
Tibet,Mainland China,5/16/2020 22:00,1,0,1,0,0
New South Wales,Australia,5/16/2020 22:00,3074,45,2611,355738,0
Queensland,Australia,5/16/2020 22:00,1055,6,1036,151854,0
Victoria,Australia,5/16/2020 22:00,1554,18,1417,323970,0
South Australia,Australia,5/16/2020 22:00,439,4,435,77728,0
Western Australia,Australia,5/16/2020 22:00,556,9,541,64646,0
Tasmania,Australia,5/16/2020 22:00,228,13,195,21449,0
Australian Capital Territory,Australia,5/16/2020 22:00,107,3,104,13854,0
Northern Territory,Australia,5/16/2020 22:00,29,0,28,6116,0
New York,US,5/16/2020 22:00,353800,27596,39817,0,0
New Jersey,US,5/16/2020 22:00,145089,10261,3295,0,0
Illinois,US,5/16/2020 22:00,92457,4129,2032,0,0
Massachusetts,US,5/16/2020 22:00,84933,5705,13354,0,0
California,US,5/16/2020 22:00,77516,3166,11713,0,0
Pennsylvania,US,5/16/2020 22:00,65185,4480,1120,0,0
Michigan,US,5/16/2020 22:00,50538,4881,22686,0,0
Florida,US,5/16/2020 22:00,44811,1964,371,0,0
Texas,US,5/16/2020 22:00,47397,1318,26204,0,0
Connecticut,US,5/16/2020 22:00,36703,3339,63,0,0
Louisiana,US,5/16/2020 22:00,34117,2479,22608,0,0
Georgia,US,5/16/2020 22:00,37161,1593,340,0,0
Maryland,US,5/16/2020 22:00,37968,1957,2806,0,0
Indiana,US,5/16/2020 22:00,27280,1741,1883,0,0
Ohio,US,5/16/2020 22:00,27474,1610,4168,0,0
Virginia,US,5/16/2020 22:00,29683,1003,3909,0,0
Colorado,US,5/16/2020 22:00,21232,1151,1422,0,0
WA,US,5/16/2020 22:00,18565,997,3695,0,0
Tennessee,US,5/16/2020 22:00,17263,295,9534,0,0
North Carolina,US,5/16/2020 22:00,18101,676,9115,0,0
Iowa,US,5/16/2020 22:00,14328,346,6927,0,0
Rhode Island,US,5/16/2020 22:00,12434,489,947,0,0
Veteran Affair,US,5/16/2020 22:00,11996,1000,0,0,0
Arizona,US,5/16/2020 22:00,13631,679,6,0,0
Missouri,US,5/16/2020 22:00,10922,593,2807,0,0
Wisconsin,US,5/16/2020 22:00,12187,453,6580,0,0
Alabama,US,5/16/2020 22:00,11523,485,0,0,0
Mississippi,US,5/16/2020 22:00,11123,510,4421,0,0
Minnesota,US,5/16/2020 22:00,14969,709,10271,0,0
US Military,US,5/16/2020 22:00,8374,27,3950,0,0
South Carolina,US,5/16/2020 22:00,8666,381,5076,0,0
Nebraska,US,5/16/2020 22:00,9772,119,349,0,0
Nevada,US,5/16/2020 22:00,6807,347,5057,0,0
Kansas,US,5/16/2020 22:00,7916,194,2539,0,0
Utah,US,5/16/2020 22:00,7068,78,1952,0,0
Delaware,US,5/16/2020 22:00,7547,286,3367,0,0
Washington DC,US,5/16/2020 22:00,7042,375,998,0,0
Kentucky,US,5/16/2020 22:00,7688,334,2739,0,0
Oklahoma,US,5/16/2020 22:00,5237,288,3947,0,0
New Mexico,US,5/16/2020 22:00,5662,253,1671,0,0
Arkansas,US,5/16/2020 22:00,4463,98,3390,0,0
Oregon,US,5/16/2020 22:00,3612,137,1406,0,0
South Dakota,US,5/16/2020 22:00,3959,44,2673,0,0
New Hampshire,US,5/16/2020 22:00,3464,159,1254,0,0
Federal Bureau of Prisons,US,5/16/2020 22:00,2569,56,2237,0,0
Idaho,US,5/16/2020 22:00,2389,73,1442,0,0
Navajo Nation,US,5/16/2020 22:00,3632,127,0,0,0
Puerto Rico,US,5/16/2020 22:00,2589,122,850,0,0
North Dakota,US,5/16/2020 22:00,1848,42,1111,0,0
West Virginia,US,5/16/2020 22:00,1447,64,870,0,0
Maine,US,5/16/2020 22:00,1648,70,1012,0,0
Vermont,US,5/16/2020 22:00,934,53,796,0,0
Hawaii,US,5/16/2020 22:00,638,17,567,0,0
Wyoming,US,5/16/2020 22:00,741,7,498,0,0
Montana,US,5/16/2020 22:00,468,16,431,0,0
Alaska,US,5/16/2020 22:00,388,10,343,0,0
Guam,US,5/16/2020 22:00,154,5,128,0,0
Grand Princess,US,5/16/2020 22:00,103,3,0,0,0
US Virgin Islands,US,5/16/2020 22:00,69,6,61,0,0
Diamond Princess,US,5/16/2020 22:00,49,0,0,0,0
Northern Mariana Islands,US,5/16/2020 22:00,21,2,12,0,0
Quebec,Canada,5/16/2020 22:00,42192,3484,11458,0,0
Ontario,Canada,5/16/2020 22:00,23635,1974,17020,0,0
Alberta,Canada,5/16/2020 22:00,6587,126,5377,0,0
British Columbia,Canada,5/16/2020 22:00,2407,140,1908,0,0
Nova Scotia,Canada,5/16/2020 22:00,1034,55,930,0,0
Saskatchewan,Canada,5/16/2020 22:00,591,7,433,0,0
Manitoba,Canada,5/16/2020 22:00,289,7,257,0,0
Newfoundland and Labrador,Canada,5/16/2020 22:00,260,3,249,0,0
New Brunswick,Canada,5/16/2020 22:00,120,0,120,0,0
Prince Edward Island,Canada,5/16/2020 22:00,27,0,27,0,0
Yukon,Canada,5/16/2020 22:00,11,0,11,0,0
Northwest Territories,Canada,5/16/2020 22:00,5,0,5,0,0
,Spain,5/16/2020 22:00,276505,27563,192253,3037840,1208
,Russia,5/16/2020 22:00,272043,2537,63166,6656340,2300
,UK,5/16/2020 22:00,240161,34466,1043,2489563,1559
,Brazil,5/16/2020 22:00,233511,15662,89672,735224,8318
,Italy,5/16/2020 22:00,224760,31763,122810,2944859,775
,France,5/16/2020 22:00,179365,27625,61066,1384633,2132
,Germany,5/16/2020 22:00,176247,8027,152600,3147771,1203
,Turkey,5/16/2020 22:00,148067,4096,108137,1589625,906
,Iran,5/16/2020 22:00,118392,6937,93147,672679,2716
,India,5/16/2020 22:00,90648,2871,34224,2134277,0
,Peru,5/16/2020 22:00,88541,2523,28272,630482,840
Brussels,Belgium,5/16/2020 22:00,54989,9005,14460,663755,364
,Saudi Arabia,5/16/2020 22:00,52016,302,23666,565228,166
,Mexico,5/16/2020 22:00,47144,5045,31848,163691,378
,Netherlands,5/16/2020 22:00,43870,5670,322,287943,346
,Chile,5/16/2020 22:00,41428,421,18014,350325,751
,Pakistan,5/16/2020 22:00,38799,834,10880,359264,111
,Ecuador,5/16/2020 22:00,32763,2688,3433,93344,197
,Qatar,5/16/2020 22:00,30972,15,3788,152704,158
,Switzerland,5/16/2020 22:00,30572,1879,27400,339364,69
,Sweden,5/16/2020 22:00,29677,3674,4971,177500,278
,Portugal,5/16/2020 22:00,28810,1203,3822,600061,115
,Belarus,5/16/2020 22:00,28681,160,9498,335057,92
,Singapore,5/16/2020 22:00,27356,22,8342,224262,16
,Ireland,5/16/2020 22:00,24048,1533,19470,258808,69
,United Arab Emirates,5/16/2020 22:00,22627,214,7931,1560923,1
,Bangladesh,5/16/2020 22:00,20995,314,4117,167114,1
,Poland,5/16/2020 22:00,18257,915,7175,601394,160
,Ukraine,5/16/2020 22:00,17858,497,4906,220638,231
,Indonesia,5/16/2020 22:00,17025,1089,3911,182818,0
,Romania,5/16/2020 22:00,16704,1094,9574,303734,206
,Israel,5/16/2020 22:00,16608,268,12855,498711,59
,Japan,5/16/2020 22:00,16237,725,10338,240368,232
,Austria,5/16/2020 22:00,16201,629,14524,357393,50
,Colombia,5/16/2020 22:00,14939,562,3587,190114,136
,South Africa,5/16/2020 22:00,14355,261,6478,439559,119
