Province/State,Country/Region,Last Update,Confirmed,Recovered,Deaths,City
Hubei,Mainland China,2/09/2020 17:30,29631,1795,871,
Guangdong,Mainland China,2/09/2020 17:30,1131,136,1,
Zhejiang,Mainland China,2/09/2020 17:30,1075,199,0,
Henan,Mainland China,2/09/2020 17:30,1033,151,6,
Hunan,Mainland China,2/09/2020 17:30,838,184,1,
Anhui,Mainland China,2/09/2020 17:30,779,72,1,
Jiangxi,Mainland China,2/09/2020 17:30,740,72,0,
Jiangsu,Mainland China,2/09/2020 17:30,468,72,0,
Chongqing,Mainland China,2/09/2020 17:30,450,50,2,
Shandong,Mainland China,2/09/2020 17:30,444,61,1,
Sichuan,Mainland China,2/09/2020 17:30,386,71,1,
Beijing,Mainland China,2/09/2020 17:30,326,37,2,
Heilongjiang,Mainland China,2/09/2020 17:30,307,15,6,
Shanghai,Mainland China,2/09/2020 17:30,293,44,1,
Fujian,Mainland China,2/09/2020 17:30,250,35,0,
Shaanxi,Mainland China,2/09/2020 17:30,208,25,0,
Hebei,Mainland China,2/09/2020 17:30,206,32,2,
Guangxi,Mainland China,2/09/2020 17:30,195,18,1,
Yunnan,Mainland China,2/09/2020 17:30,141,18,0,
Hainan,Mainland China,2/09/2020 17:30,131,19,3,
Shanxi,Mainland China,2/09/2020 17:30,119,22,0,
Liaoning,Mainland China,2/09/2020 17:30,107,12,0,
Guizhou,Mainland China,2/09/2020 17:30,99,7,1,
Tianjin,Mainland China,2/09/2020 17:30,91,4,1,
Gansu,Mainland China,2/09/2020 17:30,83,16,1,
Jilin,Mainland China,2/09/2020 17:30,78,12,1,
Yokohama,Japan,2/09/2020 17:30,70,0,0,
Inner Mongolia,Mainland China,2/09/2020 17:30,54,5,0,
Ningxia,Mainland China,2/09/2020 17:30,45,13,0,
Xinjiang,Mainland China,2/09/2020 17:30,45,0,0,
,Singapore,2/09/2020 17:30,43,6,0,
,Thailand,2/09/2020 17:30,32,10,0,
Hong Kong,Hong Kong,2/09/2020 17:30,36,0,1,
,South Korea,2/09/2020 17:30,27,3,0,
,Japan,2/09/2020 17:30,26,4,0,
Qinghai,Mainland China,2/09/2020 17:30,18,3,0,
Taiwan,Taiwan,2/09/2020 17:30,18,1,0,
,Malaysia,2/09/2020 17:30,17,1,0,
,Germany,2/09/2020 17:30,14,0,0,
,Vietnam,2/09/2020 17:30,14,3,0,
,France,2/09/2020 17:30,11,0,0,
Macau,Macau,2/09/2020 17:30,10,1,0,
,United Arab Emirates,2/09/2020 17:30,7,0,0,
California,US,2/09/2020 17:30,6,0,0,"San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/09/2020 17:30,5,0,0,
New South Wales,Australia,2/09/2020 17:30,4,3,0,
Victoria,Australia,2/09/2020 17:30,4,2,0,
British Columbia,Canada,2/09/2020 17:30,4,0,0,
Ontario,Canada,2/09/2020 17:30,3,0,0,
,India,2/09/2020 17:30,3,0,0,
,Philippines,2/09/2020 17:30,3,2,1,
,UK,2/09/2020 17:30,4,0,0,
,Italy,2/09/2020 17:30,3,0,0,
,Russia,2/09/2020 17:30,2,0,0,
Illinois,US,2/09/2020 17:30,2,2,0,Chicago
South Australia,Australia,2/09/2020 17:30,2,0,0,
,Cambodia,2/09/2020 17:30,1,1,0,
,Finland,2/09/2020 17:30,1,1,0,
,Sri Lanka,2/09/2020 17:30,1,1,0,
Tibet,Mainland China,2/09/2020 17:30,1,0,0,
,Nepal,2/09/2020 17:30,1,0,0,
,Spain,2/09/2020 17:30,2,0,0,
,Sweden,2/09/2020 17:30,1,0,0,
Massachusetts,US,2/09/2020 17:30,1,0,0,Boston
WA,US,2/09/2020 17:30,1,0,0,Seattle
Arizona,US,2/09/2020 17:30,1,0,0,Tempe
Brussels,Belgium,2/09/2020 17:30,1,0,0,
WI,US,2/09/2020 17:30,1,0,0,Madison
