Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Beijing,Mainland China,6/16/2020 07:00,700,9,584,0,0
Guangdong,Mainland China,6/16/2020 07:00,1628,8,1592,0,0
Shanghai,Mainland China,6/16/2020 07:00,695,7,667,0,0
Sichuan,Mainland China,6/16/2020 07:00,588,3,564,0,0
Inner Mongolia,Mainland China,6/16/2020 07:00,238,1,234,0,0
Fujian,Mainland China,6/16/2020 07:00,362,1,356,0,0
Shaanxi,Mainland China,6/16/2020 07:00,313,3,306,0,0
Tianjin,Mainland China,6/16/2020 07:00,196,3,189,0,0
Shandong,Mainland China,6/16/2020 07:00,792,7,783,0,0
Hainan,Mainland China,6/16/2020 07:00,171,6,163,0,0
Liaoning,Mainland China,6/16/2020 07:00,152,2,147,0,0
Chongqing,Mainland China,6/16/2020 07:00,582,6,573,0,0
Hebei,Mainland China,6/16/2020 07:00,335,6,322,0,0
Hubei,Mainland China,6/16/2020 07:00,68135,4512,63623,0,0
Henan,Mainland China,6/16/2020 07:00,1276,22,1254,0,0
Zhejiang,Mainland China,6/16/2020 07:00,1268,1,1267,0,0
Hunan,Mainland China,6/16/2020 07:00,1019,4,1015,0,0
Anhui,Mainland China,6/16/2020 07:00,991,6,985,0,0
Heilongjiang,Mainland China,6/16/2020 07:00,945,13,932,0,0
Jiangxi,Mainland China,6/16/2020 07:00,937,1,936,0,0
Jiangsu,Mainland China,6/16/2020 07:00,653,0,653,0,0
Guangxi,Mainland China,6/16/2020 07:00,254,2,252,0,0
Shanxi,Mainland China,6/16/2020 07:00,198,0,198,0,0
Yunnan,Mainland China,6/16/2020 07:00,185,2,183,0,0
Jilin,Mainland China,6/16/2020 07:00,155,2,153,0,0
Guizhou,Mainland China,6/16/2020 07:00,147,2,145,0,0
Gansu,Mainland China,6/16/2020 07:00,139,2,137,0,0
Xinjiang,Mainland China,6/16/2020 07:00,76,3,73,0,0
Ningxia,Mainland China,6/16/2020 07:00,75,0,75,0,0
Qinghai,Mainland China,6/16/2020 07:00,18,0,18,0,0
Tibet,Mainland China,6/16/2020 07:00,1,0,1,0,0
New South Wales,Australia,6/16/2020 07:00,3134,48,2768,649337,0
Queensland,Australia,6/16/2020 07:00,1065,6,1051,254554,0
Victoria,Australia,6/16/2020 07:00,1741,19,1664,599895,0
South Australia,Australia,6/16/2020 07:00,440,4,436,127815,0
Western Australia,Australia,6/16/2020 07:00,602,9,591,143418,0
Tasmania,Australia,6/16/2020 07:00,228,13,213,41321,0
Australian Capital Territory,Australia,6/16/2020 07:00,108,3,104,23837,0
Northern Territory,Australia,6/16/2020 07:00,29,0,29,10665,0
New York,US,6/16/2020 07:00,389176,30835,50024,0,0
New Jersey,US,6/16/2020 07:00,167103,12708,3879,0,0
California,US,6/16/2020 07:00,155726,5115,38894,0,0
Illinois,US,6/16/2020 07:00,133016,6326,70558,0,0
Massachusetts,US,6/16/2020 07:00,105690,7647,84621,0,0
Pennsylvania,US,6/16/2020 07:00,83589,6243,1369,0,0
Texas,US,6/16/2020 07:00,90211,2001,59111,0,0
Michigan,US,6/16/2020 07:00,66162,6019,44964,0,0
Florida,US,6/16/2020 07:00,77326,2939,381,0,0
Maryland,US,6/16/2020 07:00,62032,2947,4567,0,0
Georgia,US,6/16/2020 07:00,58420,2494,340,0,0
Virginia,US,6/16/2020 07:00,54886,1553,7230,0,0
Connecticut,US,6/16/2020 07:00,45235,4204,63,0,0
Louisiana,US,6/16/2020 07:00,47172,3018,37017,0,0
Ohio,US,6/16/2020 07:00,41576,2575,5090,0,0
Indiana,US,6/16/2020 07:00,40430,2433,2365,0,0
North Carolina,US,6/16/2020 07:00,45115,1140,29219,0,0
Colorado,US,6/16/2020 07:00,29325,1605,2569,0,0
Minnesota,US,6/16/2020 07:00,30693,1335,26609,0,0
Tennessee,US,6/16/2020 07:00,31004,482,20059,0,0
WA,US,6/16/2020 07:00,26362,1223,5204,0,0
Arizona,US,6/16/2020 07:00,36844,1203,174,0,0
Iowa,US,6/16/2020 07:00,24082,658,14747,0,0
Wisconsin,US,6/16/2020 07:00,22932,694,16837,0,0
Alabama,US,6/16/2020 07:00,26272,774,13508,0,0
Mississippi,US,6/16/2020 07:00,19799,895,15323,0,0
Rhode Island,US,6/16/2020 07:00,16093,851,1474,0,0
Veteran Affair,US,6/16/2020 07:00,17155,1438,13019,0,0
Nebraska,US,6/16/2020 07:00,16851,220,10351,0,0
Missouri,US,6/16/2020 07:00,16474,874,3786,0,0
South Carolina,US,6/16/2020 07:00,19378,602,5076,0,0
Kentucky,US,6/16/2020 07:00,12647,505,3409,0,0
Kansas,US,6/16/2020 07:00,11319,246,6484,0,0
Utah,US,6/16/2020 07:00,14608,143,4075,0,0
US Military,US,6/16/2020 07:00,12152,36,7028,0,0
Delaware,US,6/16/2020 07:00,10340,423,6172,0,0
Washington DC,US,6/16/2020 07:00,9799,515,1155,0,0
