Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Beijing,Mainland China,7/09/2020 16:30,929,9,645,0,0
Shanghai,Mainland China,7/09/2020 16:30,721,7,689,0,0
Gansu,Mainland China,7/09/2020 16:30,167,2,162,0,0
Hebei,Mainland China,7/09/2020 16:30,349,6,339,0,0
Sichuan,Mainland China,7/09/2020 16:30,599,3,582,0,0
Shaanxi,Mainland China,7/09/2020 16:30,321,3,314,0,0
Guangdong,Mainland China,7/09/2020 16:30,1647,8,1631,0,0
Fujian,Mainland China,7/09/2020 16:30,363,1,360,0,0
Liaoning,Mainland China,7/09/2020 16:30,162,2,150,0,0
Chongqing,Mainland China,7/09/2020 16:30,582,6,575,0,0
Tianjin,Mainland China,7/09/2020 16:30,199,3,195,0,0
Zhejiang,Mainland China,7/09/2020 16:30,1269,1,1267,0,0
Shanxi,Mainland China,7/09/2020 16:30,199,0,198,0,0
Yunnan,Mainland China,7/09/2020 16:30,187,2,183,0,0
Inner Mongolia,Mainland China,7/09/2020 16:30,244,1,237,0,0
Hubei,Mainland China,7/09/2020 16:30,68135,4512,63623,0,0
Henan,Mainland China,7/09/2020 16:30,1276,22,1254,0,0
Hunan,Mainland China,7/09/2020 16:30,1019,4,1015,0,0
Anhui,Mainland China,7/09/2020 16:30,991,6,985,0,0
Heilongjiang,Mainland China,7/09/2020 16:30,945,13,932,0,0
Jiangxi,Mainland China,7/09/2020 16:30,937,1,936,0,0
Shandong,Mainland China,7/09/2020 16:30,792,7,785,0,0
Jiangsu,Mainland China,7/09/2020 16:30,654,0,654,0,0
Guangxi,Mainland China,7/09/2020 16:30,254,2,252,0,0
Hainan,Mainland China,7/09/2020 16:30,171,6,163,0,0
Jilin,Mainland China,7/09/2020 16:30,155,2,153,0,0
Guizhou,Mainland China,7/09/2020 16:30,147,2,145,0,0
Xinjiang,Mainland China,7/09/2020 16:30,76,3,73,0,0
Ningxia,Mainland China,7/09/2020 16:30,75,0,75,0,0
Qinghai,Mainland China,7/09/2020 16:30,18,0,18,0,0
Tibet,Mainland China,7/09/2020 16:30,1,0,1,0,0
New South Wales,Australia,7/09/2020 16:30,3264,48,2797,997000,0
Queensland,Australia,7/09/2020 16:30,1068,6,1057,406672,0
Victoria,Australia,7/09/2020 16:30,3098,22,2142,1030462,0
South Australia,Australia,7/09/2020 16:30,443,4,439,167653,0
Western Australia,Australia,7/09/2020 16:30,627,9,602,203091,0
Tasmania,Australia,7/09/2020 16:30,228,13,213,55513,0
Australian Capital Territory,Australia,7/09/2020 16:30,112,3,105,33920,0
Northern Territory,Australia,7/09/2020 16:30,30,0,29,15784,0
New York,US,7/09/2020 16:30,404650,32283,56614,0,0
California,US,7/09/2020 16:30,292926,6726,74839,0,0
Florida,US,7/09/2020 16:30,232718,4009,381,0,0
Texas,US,7/09/2020 16:30,231252,2936,116494,0,0
New Jersey,US,7/09/2020 16:30,174270,15542,3947,0,0
Illinois,US,7/09/2020 16:30,150453,7119,75345,0,0
Massachusetts,US,7/09/2020 16:30,110897,8268,93157,0,0
Arizona,US,7/09/2020 16:30,112671,2038,174,0,0
Georgia,US,7/09/2020 16:30,106731,2931,340,0,0
Pennsylvania,US,7/09/2020 16:30,97542,6848,1369,0,0
North Carolina,US,7/09/2020 16:30,79357,1469,55318,0,0
Michigan,US,7/09/2020 16:30,75066,6271,52841,0,0
Maryland,US,7/09/2020 16:30,71447,3288,5132,0,0
Louisiana,US,7/09/2020 16:30,71994,3355,46334,0,0
Virginia,US,7/09/2020 16:30,67988,1938,9065,0,0
Ohio,US,7/09/2020 16:30,60182,2991,7194,0,0
Connecticut,US,7/09/2020 16:30,47209,4348,63,0,0
Indiana,US,7/09/2020 16:30,49575,2739,2657,0,0
Tennessee,US,7/09/2020 16:30,57327,709,33513,0,0
Alabama,US,7/09/2020 16:30,49174,1068,25783,0,0
Minnesota,US,7/09/2020 16:30,40163,1528,35193,0,0
South Carolina,US,7/09/2020 16:30,50548,899,5076,0,0
Colorado,US,7/09/2020 16:30,35116,1709,3027,0,0
WA,US,7/09/2020 16:30,38084,1386,5355,0,0
Iowa,US,7/09/2020 16:30,33124,739,26292,0,0
Wisconsin,US,7/09/2020 16:30,33908,809,26792,0,0
Mississippi,US,7/09/2020 16:30,33566,1203,22167,0,0
Veteran Affair,US,7/09/2020 16:30,26870,1747,13019,0,0
Nebraska,US,7/09/2020 16:30,20478,289,14641,0,0
Missouri,US,7/09/2020 16:30,27186,1101,4102,0,0
Rhode Island,US,7/09/2020 16:30,17204,971,1683,0,0
Utah,US,7/09/2020 16:30,27356,205,4075,0,0
Arkansas,US,7/09/2020 16:30,25246,305,19396,0,0
Kentucky,US,7/09/2020 16:30,17920,608,4912,0,0
US Military,US,7/09/2020 16:30,22168,40,9472,0,0
Nevada,US,7/09/2020 16:30,24905,571,16060,0,0
Kansas,US,7/09/2020 16:30,17661,293,10887,0,0
Delaware,US,7/09/2020 16:30,12531,517,6901,0,0
New Mexico,US,7/09/2020 16:30,14017,527,6051,0,0
Washington DC,US,7/09/2020 16:30,10679,568,1662,0,0
Oklahoma,US,7/09/2020 16:30,18497,410,14103,0,0
Federal Bureau of Prisons,US,7/09/2020 16:30,8530,95,5750,0,0
Navajo Nation,US,7/09/2020 16:30,7981,382,930,0,0
South Dakota,US,7/09/2020 16:30,7336,101,6331,0,0
New Hampshire,US,7/09/2020 16:30,5952,386,4817,0,0
