Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/20/2020 20:00,62442,2144,11788,
Guangdong,Mainland China,2/20/2020 20:00,1332,5,642,
Henan,Mainland China,2/20/2020 20:00,1267,19,717,
Zhejiang,Mainland China,2/20/2020 20:00,1175,1,633,
Hunan,Mainland China,2/20/2020 20:00,1010,4,634,
Anhui,Mainland China,2/20/2020 20:00,988,6,500,
Jiangxi,Mainland China,2/20/2020 20:00,934,1,433,
Jiangsu,Mainland China,2/20/2020 20:00,631,0,352,
Chongqing,Mainland China,2/20/2020 20:00,567,6,299,
Shandong,Mainland China,2/20/2020 20:00,546,4,254,
Sichuan,Mainland China,2/20/2020 20:00,525,3,222,
Heilongjiang,Mainland China,2/20/2020 20:00,479,12,141,
Beijing,Mainland China,2/20/2020 20:00,396,4,169,
Yokohama,Japan,2/20/2020 20:00,634,2,3,
Shanghai,Mainland China,2/20/2020 20:00,334,2,199,
Hebei,Mainland China,2/20/2020 20:00,308,5,170,
Fujian,Mainland China,2/20/2020 20:00,293,1,134,
Guangxi,Mainland China,2/20/2020 20:00,246,2,95,
Shaanxi,Mainland China,2/20/2020 20:00,245,1,117,
Yunnan,Mainland China,2/20/2020 20:00,174,2,79,
Hainan,Mainland China,2/20/2020 20:00,168,4,89,
Guizhou,Mainland China,2/20/2020 20:00,146,2,76,
Shanxi,Mainland China,2/20/2020 20:00,132,0,76,
Tianjin,Mainland China,2/20/2020 20:00,131,3,59,
Liaoning,Mainland China,2/20/2020 20:00,121,1,59,
Gansu,Mainland China,2/20/2020 20:00,91,2,71,
Jilin,Mainland China,2/20/2020 20:00,91,1,44,
,Singapore,2/20/2020 20:00,85,0,37,
Xinjiang,Mainland China,2/20/2020 20:00,76,1,22,
Ningxia,Mainland China,2/20/2020 20:00,71,0,44,
Inner Mongolia,Mainland China,2/20/2020 20:00,75,0,16,
Hong Kong,Hong Kong,2/20/2020 20:00,68,2,6,
,Japan,2/20/2020 20:00,94,1,20,
,Thailand,2/20/2020 20:00,35,0,15,
,South Korea,2/20/2020 20:00,156,1,16,
,Malaysia,2/20/2020 20:00,22,0,17,
Qinghai,Mainland China,2/20/2020 20:00,18,0,16,
Taiwan,Taiwan,2/20/2020 20:00,24,1,2,
,Germany,2/20/2020 20:00,16,0,13,
,Vietnam,2/20/2020 20:00,16,0,14,
,France,2/20/2020 20:00,12,1,7,
Macau,Macau,2/20/2020 20:00,10,0,6,
,UK,2/20/2020 20:00,9,0,8,
,United Arab Emirates,2/20/2020 20:00,9,0,3,
British Columbia,Canada,2/20/2020 20:00,5,0,0,
,India,2/20/2020 20:00,3,0,3,
Ontario,Canada,2/20/2020 20:00,3,0,1,
,Philippines,2/20/2020 20:00,3,1,2,
,Italy,2/20/2020 20:00,4,0,0,
,Russia,2/20/2020 20:00,2,0,2,
Northern Territory,Australia,2/20/2020 20:00,2,0,0,
Victoria,Australia,2/20/2020 20:00,4,0,4,
New South Wales,Australia,2/20/2020 20:00,4,0,4,
South Australia,Australia,2/20/2020 20:00,2,0,2,
Queensland,Australia,2/20/2020 20:00,5,0,0,
,Spain,2/20/2020 20:00,2,0,2,
,Cambodia,2/20/2020 20:00,1,0,1,
,Finland,2/20/2020 20:00,1,0,1,
,Sri Lanka,2/20/2020 20:00,1,0,1,
Tibet,Mainland China,2/20/2020 20:00,1,0,1,
,Nepal,2/20/2020 20:00,1,0,1,
,Sweden,2/20/2020 20:00,1,0,0,
,Egypt,2/20/2020 20:00,1,0,1,
Brussels,Belgium,2/20/2020 20:00,1,0,1,
Illinois,US,2/20/2020 20:00,2,0,2,Chicago
Massachusetts,US,2/20/2020 20:00,1,0,0,Boston
WA,US,2/20/2020 20:00,1,0,1,Seattle
Arizona,US,2/20/2020 20:00,1,0,0,Tempe
Wisconsin,US,2/20/2020 20:00,1,0,0,Madison
Texas,US,2/20/2020 20:00,1,0,0,San Antonio
California,US,2/20/2020 20:00,9,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt"
,Iran,2/20/2020 20:00,5,2,0,
