Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
Hubei,Mainland China,4/18/2020 16:30,68128,4512,63494,0
Heilongjiang,Mainland China,4/18/2020 16:30,892,13,472,0
Shanghai,Mainland China,4/18/2020 16:30,628,7,512,0
Beijing,Mainland China,4/18/2020 16:30,593,8,509,0
Guangdong,Mainland China,4/18/2020 16:30,1579,8,1482,0
Inner Mongolia,Mainland China,4/18/2020 16:30,193,1,104,0
Fujian,Mainland China,4/18/2020 16:30,355,1,336,0
Shanxi,Mainland China,4/18/2020 16:30,197,0,135,0
Zhejiang,Mainland China,4/18/2020 16:30,1268,1,1246,0
Tianjin,Mainland China,4/18/2020 16:30,189,3,173,0
Shandong,Mainland China,4/18/2020 16:30,787,7,765,0
Jiangsu,Mainland China,4/18/2020 16:30,653,0,643,0
Sichuan,Mainland China,4/18/2020 16:30,561,3,553,0
Liaoning,Mainland China,4/18/2020 16:30,146,2,142,0
Yunnan,Mainland China,4/18/2020 16:30,184,2,177,0
Hebei,Mainland China,4/18/2020 16:30,328,6,316,0
Shaanxi,Mainland China,4/18/2020 16:30,256,3,252,0
Jilin,Mainland China,4/18/2020 16:30,102,1,97,0
Chongqing,Mainland China,4/18/2020 16:30,579,6,570,0
Henan,Mainland China,4/18/2020 16:30,1276,22,1254,0
Gansu,Mainland China,4/18/2020 16:30,139,2,137,0
Hunan,Mainland China,4/18/2020 16:30,1019,4,1015,0
Anhui,Mainland China,4/18/2020 16:30,991,6,984,0
Jiangxi,Mainland China,4/18/2020 16:30,937,1,936,0
Guizhou,Mainland China,4/18/2020 16:30,147,2,144,0
Guangxi,Mainland China,4/18/2020 16:30,254,2,252,0
Hainan,Mainland China,4/18/2020 16:30,168,6,162,0
Xinjiang,Mainland China,4/18/2020 16:30,76,3,73,0
Ningxia,Mainland China,4/18/2020 16:30,75,0,75,0
Qinghai,Mainland China,4/18/2020 16:30,18,0,18,0
Tibet,Mainland China,4/18/2020 16:30,1,0,1,0
New South Wales,Australia,4/18/2020 16:30,2936,26,1353,160454
Queensland,Australia,4/18/2020 16:30,1014,6,738,82763
Victoria,Australia,4/18/2020 16:30,1319,14,1172,79000
South Australia,Australia,4/18/2020 16:30,435,4,346,55695
Western Australia,Australia,4/18/2020 16:30,544,7,388,27175
Tasmania,Australia,4/18/2020 16:30,187,8,67,5376
Australian Capital Territory,Australia,4/18/2020 16:30,103,3,88,6856
Northern Territory,Australia,4/18/2020 16:30,27,0,11,3606
,Artania Cruise,4/18/2020 16:30,41,2,0,0
New York,US,4/18/2020 16:30,241712,17671,28265,0
New Jersey,US,4/18/2020 16:30,81420,4070,470,0
Massachusetts,US,4/18/2020 16:30,36372,1404,729,0
Pennsylvania,US,4/18/2020 16:30,31652,1042,340,0
