Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,3/25/2020 19:50,67801,3163,60810
Beijing,Mainland China,3/25/2020 19:50,561,8,403
Guangdong,Mainland China,3/25/2020 19:50,1433,8,1334
Gansu,Mainland China,3/25/2020 19:50,136,2,119
Shanghai,Mainland China,3/25/2020 19:50,433,5,330
Sichuan,Mainland China,3/25/2020 19:50,547,3,536
Heilongjiang,Mainland China,3/25/2020 19:50,484,13,468
Zhejiang,Mainland China,3/25/2020 19:50,1241,1,1221
Shandong,Mainland China,3/25/2020 19:50,769,7,752
Shaanxi,Mainland China,3/25/2020 19:50,250,3,240
Guangxi,Mainland China,3/25/2020 19:50,254,2,250
Hebei,Mainland China,3/25/2020 19:50,319,6,310
Hainan,Mainland China,3/25/2020 19:50,168,6,162
Henan,Mainland China,3/25/2020 19:50,1274,22,1250
Jiangsu,Mainland China,3/25/2020 19:50,638,0,631
Chongqing,Mainland China,3/25/2020 19:50,578,6,570
Guizhou,Mainland China,3/25/2020 19:50,146,2,144
Tianjin,Mainland China,3/25/2020 19:50,145,3,133
Jilin,Mainland China,3/25/2020 19:50,94,1,92
Hunan,Mainland China,3/25/2020 19:50,1018,4,1014
Anhui,Mainland China,3/25/2020 19:50,990,6,984
Jiangxi,Mainland China,3/25/2020 19:50,936,1,934
Fujian,Mainland China,3/25/2020 19:50,322,1,295
Yunnan,Mainland China,3/25/2020 19:50,176,2,172
Shanxi,Mainland China,3/25/2020 19:50,134,0,133
Liaoning,Mainland China,3/25/2020 19:50,127,2,124
Xinjiang,Mainland China,3/25/2020 19:50,76,3,73
Ningxia,Mainland China,3/25/2020 19:50,75,0,75
Inner Mongolia,Mainland China,3/25/2020 19:50,77,1,74
Qinghai,Mainland China,3/25/2020 19:50,18,0,18
Tibet,Mainland China,3/25/2020 19:50,1,0,1
New South Wales,Australia,3/25/2020 19:50,1219,6,4
Queensland,Australia,3/25/2020 19:50,443,2,9
Victoria,Australia,3/25/2020 19:50,520,2,113
South Australia,Australia,3/25/2020 19:50,197,0,6
Western Australia,Australia,3/25/2020 19:50,205,1,1
Tasmania,Australia,3/25/2020 19:50,42,0,3
Australian Capital Territory,Australia,3/25/2020 19:50,44,0,1
Northern Territory,Australia,3/25/2020 19:50,7,0,0
,Artania Cruise,3/25/2020 19:50,7,0,0
New York,US,3/25/2020 19:50,30851,285,0
New Jersey,US,3/25/2020 19:50,4402,62,1
California,US,3/25/2020 19:50,3018,65,6
WA,US,3/25/2020 19:50,2591,133,1
Michigan,US,3/25/2020 19:50,2298,43,0
Florida,US,3/25/2020 19:50,1911,23,0
Illinois,US,3/25/2020 19:50,1869,19,2
Massachusetts,US,3/25/2020 19:50,1838,15,1
