Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,3/31/2020 01:10,67801,3187,63153
Beijing,Mainland China,3/31/2020 01:10,577,8,415
Shanghai,Mainland China,3/31/2020 01:10,498,5,338
Guangdong,Mainland China,3/31/2020 01:10,1484,8,1351
Fujian,Mainland China,3/31/2020 01:10,340,1,295
Zhejiang,Mainland China,3/31/2020 01:10,1255,1,1225
Tianjin,Mainland China,3/31/2020 01:10,174,3,133
Inner Mongolia,Mainland China,3/31/2020 01:10,97,1,74
Shandong,Mainland China,3/31/2020 01:10,773,7,753
Jiangsu,Mainland China,3/31/2020 01:10,645,0,631
Sichuan,Mainland China,3/31/2020 01:10,550,3,536
Gansu,Mainland China,3/31/2020 01:10,138,2,125
Shaanxi,Mainland China,3/31/2020 01:10,253,3,242
Yunnan,Mainland China,3/31/2020 01:10,180,2,172
Liaoning,Mainland China,3/31/2020 01:10,136,2,124
Jilin,Mainland China,3/31/2020 01:10,98,1,92
Hebei,Mainland China,3/31/2020 01:10,321,6,310
Henan,Mainland China,3/31/2020 01:10,1276,22,1251
Chongqing,Mainland China,3/31/2020 01:10,579,6,570
Heilongjiang,Mainland China,3/31/2020 01:10,484,13,469
Guangxi,Mainland China,3/31/2020 01:10,254,2,250
Shanxi,Mainland China,3/31/2020 01:10,136,0,133
Jiangxi,Mainland China,3/31/2020 01:10,937,1,935
Hunan,Mainland China,3/31/2020 01:10,1018,4,1014
Anhui,Mainland China,3/31/2020 01:10,990,6,984
Hainan,Mainland China,3/31/2020 01:10,168,6,162
Guizhou,Mainland China,3/31/2020 01:10,147,2,144
Xinjiang,Mainland China,3/31/2020 01:10,76,3,73
Ningxia,Mainland China,3/31/2020 01:10,75,0,75
Qinghai,Mainland China,3/31/2020 01:10,18,0,18
Tibet,Mainland China,3/31/2020 01:10,1,0,1
New South Wales,Australia,3/31/2020 01:10,2032,7,4
Queensland,Australia,3/31/2020 01:10,743,3,9
Victoria,Australia,3/31/2020 01:10,917,4,248
South Australia,Australia,3/31/2020 01:10,305,0,6
Western Australia,Australia,3/31/2020 01:10,355,2,41
Tasmania,Australia,3/31/2020 01:10,69,1,3
Australian Capital Territory,Australia,3/31/2020 01:10,78,1,2
Northern Territory,Australia,3/31/2020 01:10,14,0,0
,Artania Cruise,3/31/2020 01:10,29,0,0
New York,US,3/31/2020 01:10,67384,1342,0
New Jersey,US,3/31/2020 01:10,16636,198,1
California,US,3/31/2020 01:10,7385,146,6
Michigan,US,3/31/2020 01:10,6498,185,0
Massachusetts,US,3/31/2020 01:10,5752,56,1
Florida,US,3/31/2020 01:10,5704,71,0
WA,US,3/31/2020 01:10,5187,219,1
Illinois,US,3/31/2020 01:10,5057,73,2
Pennsylvania,US,3/31/2020 01:10,4155,51,0
Louisiana,US,3/31/2020 01:10,4025,185,0
Texas,US,3/31/2020 01:10,3305,47,0
Georgia,US,3/31/2020 01:10,3032,102,0
Colorado,US,3/31/2020 01:10,2627,51,0
Connecticut,US,3/31/2020 01:10,2571,36,0
Tennessee,US,3/31/2020 01:10,1937,14,0
Ohio,US,3/31/2020 01:10,1933,40,0
Indiana,US,3/31/2020 01:10,1787,35,0
Maryland,US,3/31/2020 01:10,1413,15,3
North Carolina,US,3/31/2020 01:10,1346,8,0
Wisconsin,US,3/31/2020 01:10,1285,24,1
Arizona,US,3/31/2020 01:10,1157,20,1
Missouri,US,3/31/2020 01:10,1110,13,0
Virginia,US,3/31/2020 01:10,1020,25,0
Nevada,US,3/31/2020 01:10,1008,17,0
Alabama,US,3/31/2020 01:10,947,11,0
South Carolina,US,3/31/2020 01:10,925,18,0
Mississippi,US,3/31/2020 01:10,847,16,0
Utah,US,3/31/2020 01:10,806,4,0
