Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/18/2020 16:30,59989,1789,7943,
Guangdong,Mainland China,2/18/2020 16:30,1328,4,565,
Henan,Mainland China,2/18/2020 16:30,1257,19,522,
Zhejiang,Mainland China,2/18/2020 16:30,1172,0,535,
Hunan,Mainland China,2/18/2020 16:30,1007,4,527,
Anhui,Mainland China,2/18/2020 16:30,982,6,361,
Jiangxi,Mainland China,2/18/2020 16:30,933,1,310,
Jiangsu,Mainland China,2/18/2020 16:30,629,0,280,
Chongqing,Mainland China,2/18/2020 16:30,553,5,235,
Shandong,Mainland China,2/18/2020 16:30,543,3,211,
Sichuan,Mainland China,2/18/2020 16:30,508,3,169,
Heilongjiang,Mainland China,2/18/2020 16:30,464,11,108,
Beijing,Mainland China,2/18/2020 16:30,387,4,122,
Yokohama,Japan,2/18/2020 16:30,542,0,3,
Shanghai,Mainland China,2/18/2020 16:30,333,1,177,
Hebei,Mainland China,2/18/2020 16:30,302,4,136,
Fujian,Mainland China,2/18/2020 16:30,292,0,93,
Guangxi,Mainland China,2/18/2020 16:30,242,2,69,
Shaanxi,Mainland China,2/18/2020 16:30,240,0,89,
Yunnan,Mainland China,2/18/2020 16:30,172,0,57,
Hainan,Mainland China,2/18/2020 16:30,163,4,79,
Guizhou,Mainland China,2/18/2020 16:30,146,2,66,
Shanxi,Mainland China,2/18/2020 16:30,130,0,60,
Tianjin,Mainland China,2/18/2020 16:30,127,3,48,
Liaoning,Mainland China,2/18/2020 16:30,121,1,53,
Gansu,Mainland China,2/18/2020 16:30,91,2,62,
Jilin,Mainland China,2/18/2020 16:30,89,1,36,
,Singapore,2/18/2020 16:30,81,0,29,
Xinjiang,Mainland China,2/18/2020 16:30,76,1,12,
Ningxia,Mainland China,2/18/2020 16:30,70,0,42,
Inner Mongolia,Mainland China,2/18/2020 16:30,73,0,8,
Hong Kong,Hong Kong,2/18/2020 16:30,62,1,2,
,Japan,2/18/2020 16:30,74,1,20,
,Thailand,2/18/2020 16:30,35,0,15,
,South Korea,2/18/2020 16:30,31,0,12,
,Malaysia,2/18/2020 16:30,22,0,11,
Qinghai,Mainland China,2/18/2020 16:30,18,0,15,
Taiwan,Taiwan,2/18/2020 16:30,22,1,2,
,Germany,2/18/2020 16:30,16,0,9,
,Vietnam,2/18/2020 16:30,16,0,7,
,France,2/18/2020 16:30,12,1,7,
Macau,Macau,2/18/2020 16:30,10,0,5,
,UK,2/18/2020 16:30,9,0,8,
,United Arab Emirates,2/18/2020 16:30,9,0,3,
California,US,2/18/2020 16:30,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/18/2020 16:30,5,0,0,
British Columbia,Canada,2/18/2020 16:30,5,0,0,
New South Wales,Australia,2/18/2020 16:30,4,0,4,
Victoria,Australia,2/18/2020 16:30,4,0,4,
,India,2/18/2020 16:30,3,0,3,
Ontario,Canada,2/18/2020 16:30,3,0,1,
,Philippines,2/18/2020 16:30,3,1,2,
,Italy,2/18/2020 16:30,3,0,0,
,Russia,2/18/2020 16:30,2,0,2,
Illinois,US,2/18/2020 16:30,2,0,2,Chicago
South Australia,Australia,2/18/2020 16:30,2,0,0,
,Spain,2/18/2020 16:30,2,0,2,
,Cambodia,2/18/2020 16:30,1,0,1,
,Finland,2/18/2020 16:30,1,0,1,
,Sri Lanka,2/18/2020 16:30,1,0,1,
Tibet,Mainland China,2/18/2020 16:30,1,0,1,
,Nepal,2/18/2020 16:30,1,0,1,
,Sweden,2/18/2020 16:30,1,0,0,
Massachusetts,US,2/18/2020 16:30,1,0,0,Boston
WA,US,2/18/2020 16:30,1,0,1,Seattle
Arizona,US,2/18/2020 16:30,1,0,0,Tempe
Brussels,Belgium,2/18/2020 16:30,1,0,0,
WI,US,2/18/2020 16:30,1,0,0,Madison
Texas,US,2/18/2020 16:30,1,0,0,
,Egypt,2/18/2020 16:30,1,0,0,
