Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Heilongjiang,Mainland China,5/01/2020 07:00,944,13,605,0,0
Shanghai,Mainland China,5/01/2020 07:00,652,7,599,0,0
Inner Mongolia,Mainland China,5/01/2020 07:00,201,1,152,0,0
Shaanxi,Mainland China,5/01/2020 07:00,306,3,254,0,0
Beijing,Mainland China,5/01/2020 07:00,593,9,547,0,0
Shanxi,Mainland China,5/01/2020 07:00,197,0,172,0,0
Guangdong,Mainland China,5/01/2020 07:00,1588,8,1565,0,0
Shandong,Mainland China,5/01/2020 07:00,787,7,772,0,0
Jilin,Mainland China,5/01/2020 07:00,111,1,101,0,0
Jiangsu,Mainland China,5/01/2020 07:00,653,0,650,0,0
Zhejiang,Mainland China,5/01/2020 07:00,1268,1,1264,0,0
Fujian,Mainland China,5/01/2020 07:00,356,1,353,0,0
Tianjin,Mainland China,5/01/2020 07:00,190,3,184,0,0
Hebei,Mainland China,5/01/2020 07:00,328,6,318,0,0
Yunnan,Mainland China,5/01/2020 07:00,185,2,181,0,0
Liaoning,Mainland China,5/01/2020 07:00,146,2,143,0,0
Hubei,Mainland China,5/01/2020 07:00,68128,4512,63616,0,0
Henan,Mainland China,5/01/2020 07:00,1276,22,1254,0,0
Hunan,Mainland China,5/01/2020 07:00,1019,4,1015,0,0
Anhui,Mainland China,5/01/2020 07:00,991,6,985,0,0
Jiangxi,Mainland China,5/01/2020 07:00,937,1,936,0,0
Chongqing,Mainland China,5/01/2020 07:00,579,6,573,0,0
Sichuan,Mainland China,5/01/2020 07:00,561,3,558,0,0
Guangxi,Mainland China,5/01/2020 07:00,254,2,252,0,0
Hainan,Mainland China,5/01/2020 07:00,168,6,162,0,0
Guizhou,Mainland China,5/01/2020 07:00,147,2,145,0,0
Gansu,Mainland China,5/01/2020 07:00,139,2,137,0,0
Xinjiang,Mainland China,5/01/2020 07:00,76,3,73,0,0
Ningxia,Mainland China,5/01/2020 07:00,75,0,75,0,0
Qinghai,Mainland China,5/01/2020 07:00,18,0,18,0,0
Tibet,Mainland China,5/01/2020 07:00,1,0,1,0,0
New South Wales,Australia,5/01/2020 07:00,3025,41,2293,227084,0
Queensland,Australia,5/01/2020 07:00,1033,6,948,111017,0
Victoria,Australia,5/01/2020 07:00,1364,18,1293,123500,0
South Australia,Australia,5/01/2020 07:00,438,4,422,58670,0
