Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/08/2020 20:00,27100,780,1439,
Guangdong,Mainland China,2/08/2020 20:00,1095,1,116,
Zhejiang,Mainland China,2/08/2020 20:00,1048,0,175,
Henan,Mainland China,2/08/2020 20:00,1033,6,131,
Hunan,Mainland China,2/08/2020 20:00,838,1,159,
Anhui,Mainland China,2/08/2020 20:00,779,1,59,
Jiangxi,Mainland China,2/08/2020 20:00,698,0,55,
Jiangsu,Mainland China,2/08/2020 20:00,468,0,51,
Chongqing,Mainland China,2/08/2020 20:00,446,2,39,
Shandong,Mainland China,2/08/2020 20:00,416,0,44,
Sichuan,Mainland China,2/08/2020 20:00,386,1,60,
Beijing,Mainland China,2/08/2020 20:00,315,2,34,
Heilongjiang,Mainland China,2/08/2020 20:00,307,6,13,
Shanghai,Mainland China,2/08/2020 20:00,292,1,41,
Fujian,Mainland China,2/08/2020 20:00,239,0,24,
Hebei,Mainland China,2/08/2020 20:00,206,2,30,
Shaanxi,Mainland China,2/08/2020 20:00,195,0,20,
Guangxi,Mainland China,2/08/2020 20:00,195,1,18,
Yunnan,Mainland China,2/08/2020 20:00,140,0,17,
Hainan,Mainland China,2/08/2020 20:00,128,2,15,
Shanxi,Mainland China,2/08/2020 20:00,115,0,21,
Liaoning,Mainland China,2/08/2020 20:00,105,0,8,
Guizhou,Mainland China,2/08/2020 20:00,96,1,7,
Tianjin,Mainland China,2/08/2020 20:00,88,1,4,
Gansu,Mainland China,2/08/2020 20:00,79,1,12,
Jilin,Mainland China,2/08/2020 20:00,78,1,5,
Yokohama,Japan,2/08/2020 20:00,64,0,0,
Inner Mongolia,Mainland China,2/08/2020 20:00,52,0,5,
Ningxia,Mainland China,2/08/2020 20:00,45,0,13,
Xinjiang,Mainland China,2/08/2020 20:00,42,0,0,
,Singapore,2/08/2020 20:00,40,0,2,
,Thailand,2/08/2020 20:00,32,0,10,
Hong Kong,Hong Kong,2/08/2020 20:00,26,1,0,
,Japan,2/08/2020 20:00,25,0,4,
,South Korea,2/08/2020 20:00,24,0,2,
Qinghai,Mainland China,2/08/2020 20:00,18,0,3,
Taiwan,Taiwan,2/08/2020 20:00,17,0,1,
,Malaysia,2/08/2020 20:00,16,0,1,
,Germany,2/08/2020 20:00,14,0,0,
,Vietnam,2/08/2020 20:00,13,0,3,
,France,2/08/2020 20:00,11,0,0,
Macau,Macau,2/08/2020 20:00,10,0,1,
,United Arab Emirates,2/08/2020 20:00,7,0,0,
California,US,2/08/2020 20:00,6,0,0,"San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/08/2020 20:00,5,0,0,
New South Wales,Australia,2/08/2020 20:00,4,0,3,
Victoria,Australia,2/08/2020 20:00,4,0,0,
British Columbia,Canada,2/08/2020 20:00,4,0,0,
Ontario,Canada,2/08/2020 20:00,3,0,0,
,India,2/08/2020 20:00,3,0,0,
,Philippines,2/08/2020 20:00,3,1,0,
,UK,2/08/2020 20:00,3,0,0,
,Italy,2/08/2020 20:00,3,0,0,
,Russia,2/08/2020 20:00,2,0,0,
Illinois,US,2/08/2020 20:00,2,0,2,Chicago
South Australia,Australia,2/08/2020 20:00,2,0,0,
,Cambodia,2/08/2020 20:00,1,0,1,
,Finland,2/08/2020 20:00,1,0,1,
,Sri Lanka,2/08/2020 20:00,1,0,1,
Tibet,Mainland China,2/08/2020 20:00,1,0,0,
,Nepal,2/08/2020 20:00,1,0,0,
,Spain,2/08/2020 20:00,1,0,0,
,Sweden,2/08/2020 20:00,1,0,0,
Massachusetts,US,2/08/2020 20:00,1,0,0,Boston
WA,US,2/08/2020 20:00,1,0,0,Seattle
Arizona,US,2/08/2020 20:00,1,0,0,Tempe
Brussels,Belgium,2/08/2020 20:00,1,0,0,
WI,US,2/08/2020 20:00,1,0,0,Madison
