Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Inner Mongolia,Mainland China,6/13/2020 07:00,237,1,232,0,0
Sichuan,Mainland China,6/13/2020 07:00,583,3,562,0,0
Shanghai,Mainland China,6/13/2020 07:00,690,7,666,0,0
Shandong,Mainland China,6/13/2020 07:00,792,7,781,0,0
Guangdong,Mainland China,6/13/2020 07:00,1608,8,1590,0,0
Beijing,Mainland China,6/13/2020 07:00,601,9,584,0,0
Fujian,Mainland China,6/13/2020 07:00,361,1,356,0,0
Shaanxi,Mainland China,6/13/2020 07:00,311,3,306,0,0
Hainan,Mainland China,6/13/2020 07:00,171,6,162,0,0
Tianjin,Mainland China,6/13/2020 07:00,196,3,189,0,0
Hubei,Mainland China,6/13/2020 07:00,68135,4512,63623,0,0
Henan,Mainland China,6/13/2020 07:00,1276,22,1254,0,0
Zhejiang,Mainland China,6/13/2020 07:00,1268,1,1267,0,0
Hunan,Mainland China,6/13/2020 07:00,1019,4,1015,0,0
Anhui,Mainland China,6/13/2020 07:00,991,6,985,0,0
Heilongjiang,Mainland China,6/13/2020 07:00,945,13,932,0,0
Jiangxi,Mainland China,6/13/2020 07:00,937,1,936,0,0
Jiangsu,Mainland China,6/13/2020 07:00,653,0,653,0,0
Chongqing,Mainland China,6/13/2020 07:00,579,6,573,0,0
Hebei,Mainland China,6/13/2020 07:00,328,6,322,0,0
Guangxi,Mainland China,6/13/2020 07:00,254,2,252,0,0
Shanxi,Mainland China,6/13/2020 07:00,198,0,198,0,0
Yunnan,Mainland China,6/13/2020 07:00,185,2,183,0,0
Jilin,Mainland China,6/13/2020 07:00,155,2,153,0,0
Liaoning,Mainland China,6/13/2020 07:00,149,2,147,0,0
Guizhou,Mainland China,6/13/2020 07:00,147,2,145,0,0
Gansu,Mainland China,6/13/2020 07:00,139,2,137,0,0
Xinjiang,Mainland China,6/13/2020 07:00,76,3,73,0,0
Ningxia,Mainland China,6/13/2020 07:00,75,0,75,0,0
Qinghai,Mainland China,6/13/2020 07:00,18,0,18,0,0
Tibet,Mainland China,6/13/2020 07:00,1,0,1,0,0
New South Wales,Australia,6/13/2020 07:00,3119,48,2763,620650,0
Queensland,Australia,6/13/2020 07:00,1065,6,1051,245713,0
Victoria,Australia,6/13/2020 07:00,1711,19,1641,582514,0
South Australia,Australia,6/13/2020 07:00,440,4,436,124541,0
Western Australia,Australia,6/13/2020 07:00,602,9,575,140106,0
Tasmania,Australia,6/13/2020 07:00,228,13,213,39981,0
Australian Capital Territory,Australia,6/13/2020 07:00,108,3,104,22779,0
Northern Territory,Australia,6/13/2020 07:00,29,0,29,10340,0
New York,US,6/13/2020 07:00,386948,30758,50024,0,0
New Jersey,US,6/13/2020 07:00,166164,12489,3867,0,0
California,US,6/13/2020 07:00,146659,4979,36656,0,0
Illinois,US,6/13/2020 07:00,131198,6260,70558,0,0
Massachusetts,US,6/13/2020 07:00,105059,7538,84621,0,0
Pennsylvania,US,6/13/2020 07:00,82481,6162,1369,0,0
Texas,US,6/13/2020 07:00,84927,1956,55327,0,0
Michigan,US,6/13/2020 07:00,65711,5994,42041,0,0
Florida,US,6/13/2020 07:00,70971,2878,381,0,0
Maryland,US,6/13/2020 07:00,60613,2900,4365,0,0
Georgia,US,6/13/2020 07:00,55871,2422,340,0,0
Virginia,US,6/13/2020 07:00,53211,1535,7002,0,0
Connecticut,US,6/13/2020 07:00,44689,4159,63,0,0
Louisiana,US,6/13/2020 07:00,44995,2996,33904,0,0
Ohio,US,6/13/2020 07:00,40425,2510,5090,0,0
Indiana,US,6/13/2020 07:00,39146,2396,2365,0,0
North Carolina,US,6/13/2020 07:00,41418,1121,23653,0,0
Colorado,US,6/13/2020 07:00,28842,1584,2529,0,0
Minnesota,US,6/13/2020 07:00,29795,1305,25028,0,0
Tennessee,US,6/13/2020 07:00,29118,466,19418,0,0
WA,US,6/13/2020 07:00,25741,1201,5199,0,0
Arizona,US,6/13/2020 07:00,33039,1156,174,0,0
Iowa,US,6/13/2020 07:00,23350,644,14290,0,0
Wisconsin,US,6/13/2020 07:00,22246,689,16270,0,0
Alabama,US,6/13/2020 07:00,23710,769,13508,0,0
Mississippi,US,6/13/2020 07:00,19091,881,13356,0,0
Rhode Island,US,6/13/2020 07:00,15947,833,1435,0,0
Veteran Affair,US,6/13/2020 07:00,16865,1422,13019,0,0
Nebraska,US,6/13/2020 07:00,16522,215,9229,0,0
Missouri,US,6/13/2020 07:00,15873,870,3699,0,0
South Carolina,US,6/13/2020 07:00,17174,593,5076,0,0
Kentucky,US,6/13/2020 07:00,12166,497,3390,0,0
Kansas,US,6/13/2020 07:00,10973,243,6005,0,0
Utah,US,6/13/2020 07:00,13577,139,4075,0,0
US Military,US,6/13/2020 07:00,11439,36,6809,0,0
Delaware,US,6/13/2020 07:00,10173,414,6062,0,0
Washington DC,US,6/13/2020 07:00,9654,506,1143,0,0
Nevada,US,6/13/2020 07:00,10704,461,7852,0,0
New Mexico,US,6/13/2020 07:00,9526,420,3983,0,0
Arkansas,US,6/13/2020 07:00,11547,176,7607,0,0
Oklahoma,US,6/13/2020 07:00,7849,360,6396,0,0
Federal Bureau of Prisons,US,6/13/2020 07:00,6859,81,4960,0,0
Navajo Nation,US,6/13/2020 07:00,6470,303,930,0,0
South Dakota,US,6/13/2020 07:00,5742,74,4755,0,0
New Hampshire,US,6/13/2020 07:00,5251,315,3843,0,0
Oregon,US,6/13/2020 07:00,5377,173,1894,0,0
Puerto Rico,US,6/13/2020 07:00,5536,146,850,0,0
Idaho,US,6/13/2020 07:00,3353,87,2628,0,0
