Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Xinjiang,Mainland China,7/27/2020 16:30,254,3,73,0,0
Beijing,Mainland China,7/27/2020 16:30,929,9,881,0,0
Guangdong,Mainland China,7/27/2020 16:30,1672,8,1645,0,0
Shanghai,Mainland China,7/27/2020 16:30,741,7,717,0,0
Liaoning,Mainland China,7/27/2020 16:30,203,2,160,0,0
Inner Mongolia,Mainland China,7/27/2020 16:30,258,1,244,0,0
Shandong,Mainland China,7/27/2020 16:30,799,7,785,0,0
Sichuan,Mainland China,7/27/2020 16:30,604,3,594,0,0
Tianjin,Mainland China,7/27/2020 16:30,204,3,195,0,0
Shaanxi,Mainland China,7/27/2020 16:30,323,3,318,0,0
Jilin,Mainland China,7/27/2020 16:30,157,2,153,0,0
Zhejiang,Mainland China,7/27/2020 16:30,1270,1,1268,0,0
Fujian,Mainland China,7/27/2020 16:30,366,1,361,0,0
Jiangsu,Mainland China,7/27/2020 16:30,655,0,654,0,0
Chongqing,Mainland China,7/27/2020 16:30,583,6,576,0,0
Yunnan,Mainland China,7/27/2020 16:30,189,2,186,0,0
Hubei,Mainland China,7/27/2020 16:30,68135,4512,63623,0,0
Henan,Mainland China,7/27/2020 16:30,1276,22,1254,0,0
Hunan,Mainland China,7/27/2020 16:30,1019,4,1015,0,0
Anhui,Mainland China,7/27/2020 16:30,991,6,985,0,0
Heilongjiang,Mainland China,7/27/2020 16:30,945,13,932,0,0
Jiangxi,Mainland China,7/27/2020 16:30,937,1,936,0,0
Hebei,Mainland China,7/27/2020 16:30,349,6,343,0,0
Guangxi,Mainland China,7/27/2020 16:30,255,2,253,0,0
Shanxi,Mainland China,7/27/2020 16:30,201,0,201,0,0
Hainan,Mainland China,7/27/2020 16:30,171,6,163,0,0
Gansu,Mainland China,7/27/2020 16:30,167,2,165,0,0
Guizhou,Mainland China,7/27/2020 16:30,147,2,145,0,0
Ningxia,Mainland China,7/27/2020 16:30,75,0,75,0,0
Qinghai,Mainland China,7/27/2020 16:30,18,0,18,0,0
Tibet,Mainland China,7/27/2020 16:30,1,0,1,0,0
New South Wales,Australia,7/27/2020 16:30,3496,49,2799,1375135,0
Queensland,Australia,7/27/2020 16:30,1076,6,1063,505628,0
Victoria,Australia,7/27/2020 16:30,8696,77,3817,1518107,0
South Australia,Australia,7/27/2020 16:30,447,4,441,209996,0
Western Australia,Australia,7/27/2020 16:30,658,9,647,241439,0
Tasmania,Australia,7/27/2020 16:30,229,13,213,65470,0
Australian Capital Territory,Australia,7/27/2020 16:30,113,3,109,48240,0
Northern Territory,Australia,7/27/2020 16:30,31,0,29,22251,0
California,US,7/27/2020 16:30,453155,8457,128636,0,0
Florida,US,7/27/2020 16:30,432747,5931,381,0,0
New York,US,7/27/2020 16:30,416995,32630,59827,0,0
Texas,US,7/27/2020 16:30,394927,5085,229995,0,0
New Jersey,US,7/27/2020 16:30,179812,15896,3993,0,0
Illinois,US,7/27/2020 16:30,172652,7417,77607,0,0
Georgia,US,7/27/2020 16:30,170846,3511,340,0,0
Arizona,US,7/27/2020 16:30,163827,3305,174,0,0
Massachusetts,US,7/27/2020 16:30,115926,8529,94347,0,0
Pennsylvania,US,7/27/2020 16:30,112946,7128,1369,0,0
North Carolina,US,7/27/2020 16:30,114335,1790,78707,0,0
Louisiana,US,7/27/2020 16:30,109917,3786,61456,0,0
Michigan,US,7/27/2020 16:30,87186,6413,57502,0,0
Maryland,US,7/27/2020 16:30,84876,3447,5434,0,0
Tennessee,US,7/27/2020 16:30,96489,980,57239,0,0
Virginia,US,7/27/2020 16:30,86072,2082,10940,0,0
Ohio,US,7/27/2020 16:30,85179,3345,7630,0,0
South Carolina,US,7/27/2020 16:30,82071,1452,5076,0,0
Alabama,US,7/27/2020 16:30,81115,1491,32510,0,0
Indiana,US,7/27/2020 16:30,62909,2906,3169,0,0
Connecticut,US,7/27/2020 16:30,48983,4418,63,0,0
WA,US,7/27/2020 16:30,52828,1511,5492,0,0
Minnesota,US,7/27/2020 16:30,51803,1616,45198,0,0
Mississippi,US,7/27/2020 16:30,52304,1495,30315,0,0
Wisconsin,US,7/27/2020 16:30,49417,894,37971,0,0
Colorado,US,7/27/2020 16:30,44354,1794,3671,0,0
Iowa,US,7/27/2020 16:30,42531,833,29826,0,0
Nevada,US,7/27/2020 16:30,43831,739,33105,0,0
Missouri,US,7/27/2020 16:30,44442,1246,4102,0,0
Utah,US,7/27/2020 16:30,38409,281,4075,0,0
Arkansas,US,7/27/2020 16:30,39449,407,32365,0,0
Veteran Affair,US,7/27/2020 16:30,36062,1997,13019,0,0
US Military,US,7/27/2020 16:30,36659,56,15122,0,0
Oklahoma,US,7/27/2020 16:30,32536,496,25219,0,0
Kentucky,US,7/27/2020 16:30,27586,708,7421,0,0
Nebraska,US,7/27/2020 16:30,24595,322,17499,0,0
Kansas,US,7/27/2020 16:30,25519,332,14605,0,0
Rhode Island,US,7/27/2020 16:30,18224,1002,1683,0,0
New Mexico,US,7/27/2020 16:30,19042,614,7349,0,0
Oregon,US,7/27/2020 16:30,17088,289,1885,0,0
Idaho,US,7/27/2020 16:30,18177,146,3022,0,0
Delaware,US,7/27/2020 16:30,14406,579,8035,0,0
Puerto Rico,US,7/27/2020 16:30,15431,201,850,0,0
Washington DC,US,7/27/2020 16:30,11858,582,9639,0,0
Federal Bureau of Prisons,US,7/27/2020 16:30,11490,102,6943,0,0
Navajo Nation,US,7/27/2020 16:30,8837,434,930,0,0
South Dakota,US,7/27/2020 16:30,8444,123,7404,0,0
New Hampshire,US,7/27/2020 16:30,6436,409,5438,0,0
North Dakota,US,7/27/2020 16:30,5986,100,4829,0,0
West Virginia,US,7/27/2020 16:30,5999,104,4194,0,0
Maine,US,7/27/2020 16:30,3832,119,3292,0,0
Montana,US,7/27/2020 16:30,3381,47,2090,0,0
Wyoming,US,7/27/2020 16:30,2521,25,1883,0,0
Alaska,US,7/27/2020 16:30,2623,20,798,0,0
Vermont,US,7/27/2020 16:30,1402,56,1182,0,0
Hawaii,US,7/27/2020 16:30,1683,26,1179,0,0
Guam,US,7/27/2020 16:30,337,5,143,0,0
US Virgin Islands,US,7/27/2020 16:30,364,7,250,0,0
Grand Princess,US,7/27/2020 16:30,103,3,0,0,0
Diamond Princess,US,7/27/2020 16:30,49,0,0,0,0
Northern Mariana Islands,US,7/27/2020 16:30,31,2,16,0,0
Quebec,Canada,7/27/2020 16:30,58728,5667,50886,0,0
Ontario,Canada,7/27/2020 16:30,40672,2807,36048,0,0
Alberta,Canada,7/27/2020 16:30,10086,178,8567,0,0
British Columbia,Canada,7/27/2020 16:30,3419,191,2934,0,0
Saskatchewan,Canada,7/27/2020 16:30,1209,16,886,0,0
Nova Scotia,Canada,7/27/2020 16:30,1067,63,1004,0,0
Manitoba,Canada,7/27/2020 16:30,400,7,319,0,0
Newfoundland and Labrador,Canada,7/27/2020 16:30,266,3,259,0,0
New Brunswick,Canada,7/27/2020 16:30,170,2,165,0,0
Prince Edward Island,Canada,7/27/2020 16:30,36,0,34,0,0
Yukon,Canada,7/27/2020 16:30,14,0,11,0,0
Northwest Territories,Canada,7/27/2020 16:30,5,0,5,0,0
,Brazil,7/27/2020 16:30,2442375,87618,1634274,12601096,8318
,India,7/27/2020 16:30,1482503,33448,953189,16806803,8944
,Russia,7/27/2020 16:30,818120,13354,603329,27141966,2300
