Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/20/2020 02:00,62031,2029,10338,
Guangdong,Mainland China,2/20/2020 02:00,1332,5,624,
Henan,Mainland China,2/20/2020 02:00,1265,19,616,
Zhejiang,Mainland China,2/20/2020 02:00,1175,0,610,
Hunan,Mainland China,2/20/2020 02:00,1010,4,597,
Anhui,Mainland China,2/20/2020 02:00,987,6,439,
Jiangxi,Mainland China,2/20/2020 02:00,934,1,433,
Jiangsu,Mainland China,2/20/2020 02:00,631,0,336,
Chongqing,Mainland China,2/20/2020 02:00,560,5,274,
Shandong,Mainland China,2/20/2020 02:00,546,4,242,
Sichuan,Mainland China,2/20/2020 02:00,520,3,209,
Heilongjiang,Mainland China,2/20/2020 02:00,476,12,127,
Beijing,Mainland China,2/20/2020 02:00,395,4,153,
Yokohama,Japan,2/20/2020 02:00,621,2,3,
Shanghai,Mainland China,2/20/2020 02:00,334,2,199,
Hebei,Mainland China,2/20/2020 02:00,307,5,154,
Fujian,Mainland China,2/20/2020 02:00,293,1,112,
Guangxi,Mainland China,2/20/2020 02:00,245,2,89,
Shaanxi,Mainland China,2/20/2020 02:00,245,1,106,
Yunnan,Mainland China,2/20/2020 02:00,173,1,79,
Hainan,Mainland China,2/20/2020 02:00,168,4,84,
Guizhou,Mainland China,2/20/2020 02:00,146,2,71,
Shanxi,Mainland China,2/20/2020 02:00,131,0,70,
Tianjin,Mainland China,2/20/2020 02:00,130,3,54,
Liaoning,Mainland China,2/20/2020 02:00,121,1,58,
Gansu,Mainland China,2/20/2020 02:00,91,2,65,
Jilin,Mainland China,2/20/2020 02:00,91,1,40,
,Singapore,2/20/2020 02:00,84,0,34,
Xinjiang,Mainland China,2/20/2020 02:00,76,1,20,
Ningxia,Mainland China,2/20/2020 02:00,71,0,44,
Inner Mongolia,Mainland China,2/20/2020 02:00,75,0,12,
Hong Kong,Hong Kong,2/20/2020 02:00,65,2,6,
,Japan,2/20/2020 02:00,87,1,20,
,Thailand,2/20/2020 02:00,35,0,15,
,South Korea,2/20/2020 02:00,87,0,16,
,Malaysia,2/20/2020 02:00,22,0,15,
Qinghai,Mainland China,2/20/2020 02:00,18,0,16,
Taiwan,Taiwan,2/20/2020 02:00,24,1,2,
,Germany,2/20/2020 02:00,16,0,9,
,Vietnam,2/20/2020 02:00,16,0,14,
,France,2/20/2020 02:00,12,1,7,
Macau,Macau,2/20/2020 02:00,10,0,6,
,UK,2/20/2020 02:00,9,0,8,
,United Arab Emirates,2/20/2020 02:00,9,0,3,
Queensland,Australia,2/20/2020 02:00,5,0,0,
British Columbia,Canada,2/20/2020 02:00,5,0,0,
New South Wales,Australia,2/20/2020 02:00,4,0,4,
Victoria,Australia,2/20/2020 02:00,4,0,4,
,India,2/20/2020 02:00,3,0,3,
Ontario,Canada,2/20/2020 02:00,3,0,1,
,Philippines,2/20/2020 02:00,3,1,2,
,Italy,2/20/2020 02:00,3,0,0,
,Russia,2/20/2020 02:00,2,0,2,
South Australia,Australia,2/20/2020 02:00,2,0,0,
,Spain,2/20/2020 02:00,2,0,2,
,Cambodia,2/20/2020 02:00,1,0,1,
,Finland,2/20/2020 02:00,1,0,1,
,Sri Lanka,2/20/2020 02:00,1,0,1,
Tibet,Mainland China,2/20/2020 02:00,1,0,1,
,Nepal,2/20/2020 02:00,1,0,1,
,Sweden,2/20/2020 02:00,1,0,0,
,Egypt,2/20/2020 02:00,1,0,0,
Brussels,Belgium,2/20/2020 02:00,1,0,1,
Illinois,US,2/20/2020 02:00,2,0,2,Chicago
Massachusetts,US,2/20/2020 02:00,1,0,0,Boston
WA,US,2/20/2020 02:00,1,0,1,Seattle
Arizona,US,2/20/2020 02:00,1,0,0,Tempe
Wisconsin,US,2/20/2020 02:00,1,0,0,Madison
Texas,US,2/20/2020 02:00,1,0,0,San Antonio
California,US,2/20/2020 02:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
,Iran,2/20/2020 02:00,2,2,0,
