Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,3/29/2020 06:00,67801,3182,62565
Beijing,Mainland China,3/29/2020 06:00,577,8,411
Shanghai,Mainland China,3/29/2020 06:00,492,5,334
Guangdong,Mainland China,3/29/2020 06:00,1475,8,1349
Fujian,Mainland China,3/29/2020 06:00,338,1,295
Zhejiang,Mainland China,3/29/2020 06:00,1254,1,1225
Tianjin,Mainland China,3/29/2020 06:00,166,3,133
Inner Mongolia,Mainland China,3/29/2020 06:00,95,1,74
Shandong,Mainland China,3/29/2020 06:00,772,7,752
Jiangsu,Mainland China,3/29/2020 06:00,644,0,631
Sichuan,Mainland China,3/29/2020 06:00,550,3,536
Gansu,Mainland China,3/29/2020 06:00,136,2,125
Shaanxi,Mainland China,3/29/2020 06:00,253,3,242
Yunnan,Mainland China,3/29/2020 06:00,180,2,172
Liaoning,Mainland China,3/29/2020 06:00,134,2,124
Jilin,Mainland China,3/29/2020 06:00,98,1,92
Hebei,Mainland China,3/29/2020 06:00,319,6,310
Henan,Mainland China,3/29/2020 06:00,1276,22,1251
Chongqing,Mainland China,3/29/2020 06:00,579,6,570
Heilongjiang,Mainland China,3/29/2020 06:00,484,13,469
Guangxi,Mainland China,3/29/2020 06:00,254,2,250
Shanxi,Mainland China,3/29/2020 06:00,136,0,133
Jiangxi,Mainland China,3/29/2020 06:00,937,1,934
Hunan,Mainland China,3/29/2020 06:00,1018,4,1014
Anhui,Mainland China,3/29/2020 06:00,990,6,984
Hainan,Mainland China,3/29/2020 06:00,168,6,162
Guizhou,Mainland China,3/29/2020 06:00,147,2,144
Xinjiang,Mainland China,3/29/2020 06:00,76,3,73
Ningxia,Mainland China,3/29/2020 06:00,75,0,75
Qinghai,Mainland China,3/29/2020 06:00,18,0,18
Tibet,Mainland China,3/29/2020 06:00,1,0,1
New South Wales,Australia,3/29/2020 06:00,1791,7,4
Queensland,Australia,3/29/2020 06:00,656,3,9
Victoria,Australia,3/29/2020 06:00,769,4,188
South Australia,Australia,3/29/2020 06:00,299,0,6
Western Australia,Australia,3/29/2020 06:00,312,2,28
Tasmania,Australia,3/29/2020 06:00,66,0,3
Australian Capital Territory,Australia,3/29/2020 06:00,77,0,2
Northern Territory,Australia,3/29/2020 06:00,14,0,0
,Artania Cruise,3/29/2020 06:00,9,0,0
New York,US,3/29/2020 06:00,53520,834,0
New Jersey,US,3/29/2020 06:00,11124,140,1
California,US,3/29/2020 06:00,5648,120,6
Michigan,US,3/29/2020 06:00,4659,112,0
WA,US,3/29/2020 06:00,4311,189,1
Massachusetts,US,3/29/2020 06:00,4257,44,1
Florida,US,3/29/2020 06:00,4038,54,0
Illinois,US,3/29/2020 06:00,3498,47,2
Louisiana,US,3/29/2020 06:00,3315,137,0
Pennsylvania,US,3/29/2020 06:00,2909,35,0
Texas,US,3/29/2020 06:00,2534,34,0
Georgia,US,3/29/2020 06:00,2446,79,0
Colorado,US,3/29/2020 06:00,2063,44,0
Connecticut,US,3/29/2020 06:00,1524,33,0
Tennessee,US,3/29/2020 06:00,1512,7,0
Ohio,US,3/29/2020 06:00,1406,25,0
Indiana,US,3/29/2020 06:00,1232,31,0
Maryland,US,3/29/2020 06:00,1068,10,3
North Carolina,US,3/29/2020 06:00,1062,5,0
Wisconsin,US,3/29/2020 06:00,1055,17,1
Missouri,US,3/29/2020 06:00,847,11,0
Arizona,US,3/29/2020 06:00,773,15,1
Virginia,US,3/29/2020 06:00,740,17,0
Nevada,US,3/29/2020 06:00,738,14,0
Alabama,US,3/29/2020 06:00,721,9,0
Mississippi,US,3/29/2020 06:00,663,13,0
South Carolina,US,3/29/2020 06:00,661,15,0
Utah,US,3/29/2020 06:00,604,3,0
Oregon,US,3/29/2020 06:00,479,13,0
Minnesota,US,3/29/2020 06:00,441,5,0
Arkansas,US,3/29/2020 06:00,409,5,0
Kentucky,US,3/29/2020 06:00,394,9,1
Oklahoma,US,3/29/2020 06:00,377,15,0
Washington DC,US,3/29/2020 06:00,342,4,0
Iowa,US,3/29/2020 06:00,298,3,0
Kansas,US,3/29/2020 06:00,269,5,0
Idaho,US,3/29/2020 06:00,265,5,0
Rhode Island,US,3/29/2020 06:00,239,2,0
New Hampshire,US,3/29/2020 06:00,214,2,0
Delaware,US,3/29/2020 06:00,214,5,0
Vermont,US,3/29/2020 06:00,211,12,0
Maine,US,3/29/2020 06:00,211,1,0
New Mexico,US,3/29/2020 06:00,208,2,0
Hawaii,US,3/29/2020 06:00,149,0,0
Montana,US,3/29/2020 06:00,147,1,0
West Virginia,US,3/29/2020 06:00,113,0,0
Nebraska,US,3/29/2020 06:00,108,2,0
Grand Princess,US,3/29/2020 06:00,103,3,0
Alaska,US,3/29/2020 06:00,102,2,0
Puerto Rico,US,3/29/2020 06:00,100,3,1
North Dakota,US,3/29/2020 06:00,94,1,0
Wyoming,US,3/29/2020 06:00,84,0,0
South Dakota,US,3/29/2020 06:00,68,1,0
Guam,US,3/29/2020 06:00,55,1,0
Diamond Princess,US,3/29/2020 06:00,49,0,0
US Virgin Islands,US,3/29/2020 06:00,22,0,0
Quebec,Canada,3/29/2020 06:00,2498,22,0
Ontario,Canada,3/29/2020 06:00,1144,18,6
British Columbia,Canada,3/29/2020 06:00,884,17,4
Alberta,Canada,3/29/2020 06:00,621,2,0
Saskatchewan,Canada,3/29/2020 06:00,134,0,0
Newfoundland and Labrador,Canada,3/29/2020 06:00,120,0,0
Nova Scotia,Canada,3/29/2020 06:00,110,0,0
Manitoba,Canada,3/29/2020 06:00,64,1,0
New Brunswick,Canada,3/29/2020 06:00,51,0,0
Prince Edward Island,Canada,3/29/2020 06:00,11,0,0
Yukon,Canada,3/29/2020 06:00,4,0,0
Northwest Territories,Canada,3/29/2020 06:00,1,0,0
,US,3/29/2020 06:00,0,0,3220
,Canada,3/29/2020 06:00,0,0,498
,Italy,3/29/2020 06:00,92472,10023,12384
,Spain,3/29/2020 06:00,78797,6528,14709
,Germany,3/29/2020 06:00,58247,455,8481
,Iran,3/29/2020 06:00,38309,2640,12391
,France,3/29/2020 06:00,37575,2314,5700
,UK,3/29/2020 06:00,17089,1019,135
,Switzerland,3/29/2020 06:00,14352,282,1595
Brussels,Belgium,3/29/2020 06:00,10836,431,1359
,Netherlands,3/29/2020 06:00,9762,639,3
,South Korea,3/29/2020 06:00,9583,152,5033
,Austria,3/29/2020 06:00,8411,86,479
,Turkey,3/29/2020 06:00,7402,108,70
,Portugal,3/29/2020 06:00,5170,100,43
,Norway,3/29/2020 06:00,4054,23,7
,Brazil,3/29/2020 06:00,3904,114,6
,Israel,3/29/2020 06:00,3865,13,89
,Sweden,3/29/2020 06:00,3447,105,16
,Czechia,3/29/2020 06:00,2669,13,11
,Malaysia,3/29/2020 06:00,2470,34,388
,Ireland,3/29/2020 06:00,2415,36,5
,Denmark,3/29/2020 06:00,2201,65,1
,Chile,3/29/2020 06:00,1909,6,61
,Luxembourg,3/29/2020 06:00,1831,18,40
,Ecuador,3/29/2020 06:00,1823,48,3
,Romania,3/29/2020 06:00,1760,38,169
,Poland,3/29/2020 06:00,1717,19,7
,Japan,3/29/2020 06:00,1693,52,404
,Russia,3/29/2020 06:00,1534,8,64
,Pakistan,3/29/2020 06:00,1526,13,29
,Philippines,3/29/2020 06:00,1418,71,42
,Thailand,3/29/2020 06:00,1388,7,97
,Indonesia,3/29/2020 06:00,1285,114,64
,Finland,3/29/2020 06:00,1221,9,10
,Saudi Arabia,3/29/2020 06:00,1203,4,37
,South Africa,3/29/2020 06:00,1187,1,31
,Greece,3/29/2020 06:00,1061,32,52
,India,3/29/2020 06:00,987,25,87
,Iceland,3/29/2020 06:00,963,2,114
,Panama,3/29/2020 06:00,901,17,4
,Mexico,3/29/2020 06:00,848,16,4
,Singapore,3/29/2020 06:00,802,3,198
,Argentina,3/29/2020 06:00,745,19,72
,Slovenia,3/29/2020 06:00,730,11,10
,Dominican Republic,3/29/2020 06:00,719,28,3
Yokohama,Japan,3/29/2020 06:00,712,10,597
,Estonia,3/29/2020 06:00,679,3,20
,Peru,3/29/2020 06:00,671,16,16
,Serbia,3/29/2020 06:00,659,11,42
,Croatia,3/29/2020 06:00,657,5,45
,Colombia,3/29/2020 06:00,608,6,10
,Qatar,3/29/2020 06:00,590,1,45
Hong Kong,Hong Kong,3/29/2020 06:00,582,4,112
,Egypt,3/29/2020 06:00,576,36,121
,Iraq,3/29/2020 06:00,547,42,143
,New Zealand,3/29/2020 06:00,514,1,56
,Bahrain,3/29/2020 06:00,499,4,272
,United Arab Emirates,3/29/2020 06:00,468,2,55
,Algeria,3/29/2020 06:00,454,29,31
,Lebanon,3/29/2020 06:00,438,10,30
,Morocco,3/29/2020 06:00,437,26,12
,Lithuania,3/29/2020 06:00,437,7,1
,Armenia,3/29/2020 06:00,424,3,30
,Ukraine,3/29/2020 06:00,418,9,5
,Hungary,3/29/2020 06:00,408,13,34
,Latvia,3/29/2020 06:00,347,0,1
,Bulgaria,3/29/2020 06:00,338,8,11
,Bosnia and Herzegovina,3/29/2020 06:00,323,6,8
,Slovakia,3/29/2020 06:00,314,0,2
,Andorra,3/29/2020 06:00,308,3,1
,Uruguay,3/29/2020 06:00,304,1,0
Taiwan,Taiwan,3/29/2020 06:00,298,2,30
,Costa Rica,3/29/2020 06:00,295,2,3
,Tunisia,3/29/2020 06:00,278,8,2
,Kuwait,3/29/2020 06:00,255,0,67
,Kazakhstan,3/29/2020 06:00,251,1,18
,Jordan,3/29/2020 06:00,246,1,18
,North Macedonia,3/29/2020 06:00,241,4,3
,Moldova,3/29/2020 06:00,231,2,2
,San Marino,3/29/2020 06:00,224,22,6
,Albania,3/29/2020 06:00,212,10,33
,Burkina Faso,3/29/2020 06:00,207,11,21
,Reunion,3/29/2020 06:00,183,0,1
,Azerbaijan,3/29/2020 06:00,182,4,15
,Cyprus,3/29/2020 06:00,179,5,15
,Vietnam,3/29/2020 06:00,179,0,21
,Oman,3/29/2020 06:00,167,0,23
,Faeroe Islands,3/29/2020 06:00,159,0,70
,Malta,3/29/2020 06:00,149,0,2
,Senegal,3/29/2020 06:00,142,0,27
,Ghana,3/29/2020 06:00,141,5,2
,Ivory Coast,3/29/2020 06:00,140,0,3
,Uzbekistan,3/29/2020 06:00,133,2,7
,Brunei,3/29/2020 06:00,126,1,34
,Cuba,3/29/2020 06:00,119,3,4
,Venezuela,3/29/2020 06:00,119,2,39
,Sri Lanka,3/29/2020 06:00,115,1,10
,Afghanistan,3/29/2020 06:00,110,4,2
,Honduras,3/29/2020 06:00,110,1,3
,Palestine,3/29/2020 06:00,106,1,18
,Cambodia,3/29/2020 06:00,103,0,21
,Guadeloupe,3/29/2020 06:00,102,2,17
,Mauritius,3/29/2020 06:00,102,2,0
,Channel Islands,3/29/2020 06:00,100,1,0
,Nigeria,3/29/2020 06:00,97,1,3
,Belarus,3/29/2020 06:00,94,0,32
,Martinique,3/29/2020 06:00,93,1,0
,Cameroon,3/29/2020 06:00,91,2,2
,Georgia,3/29/2020 06:00,90,0,18
,Montenegro,3/29/2020 06:00,84,1,0
,Kyrgyzstan,3/29/2020 06:00,84,0,0
,Bolivia,3/29/2020 06:00,81,0,0
,Trinidad and Tobago,3/29/2020 06:00,76,3,1
,DRC,3/29/2020 06:00,65,6,2
,Mayotte,3/29/2020 06:00,63,0,0
,Rwanda,3/29/2020 06:00,60,0,0
,Paraguay,3/29/2020 06:00,56,3,1
,Gibraltar,3/29/2020 06:00,56,0,14
,Liechtenstein,3/29/2020 06:00,56,0,0
,Bangladesh,3/29/2020 06:00,48,5,15
