Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/15/2020 23:00,56249,1596,5623,
Guangdong,Mainland China,2/15/2020 23:00,1316,2,438,
Henan,Mainland China,2/15/2020 23:00,1231,13,415,
Zhejiang,Mainland China,2/15/2020 23:00,1167,0,437,
Hunan,Mainland China,2/15/2020 23:00,1004,3,449,
Anhui,Mainland China,2/15/2020 23:00,962,6,242,
Jiangxi,Mainland China,2/15/2020 23:00,925,1,239,
Jiangsu,Mainland China,2/15/2020 23:00,617,0,207,
Chongqing,Mainland China,2/15/2020 23:00,544,5,184,
Shandong,Mainland China,2/15/2020 23:00,537,2,164,
Sichuan,Mainland China,2/15/2020 23:00,481,3,130,
Heilongjiang,Mainland China,2/15/2020 23:00,445,11,73,
Beijing,Mainland China,2/15/2020 23:00,380,4,105,
Yokohama,Japan,2/15/2020 23:00,355,0,0,
Shanghai,Mainland China,2/15/2020 23:00,328,1,140,
Hebei,Mainland China,2/15/2020 23:00,300,3,101,
Fujian,Mainland China,2/15/2020 23:00,287,0,77,
Guangxi,Mainland China,2/15/2020 23:00,237,2,46,
Shaanxi,Mainland China,2/15/2020 23:00,236,0,64,
Yunnan,Mainland China,2/15/2020 23:00,169,0,42,
Hainan,Mainland China,2/15/2020 23:00,162,4,39,
Guizhou,Mainland China,2/15/2020 23:00,144,1,41,
Shanxi,Mainland China,2/15/2020 23:00,128,0,46,
Tianjin,Mainland China,2/15/2020 23:00,122,3,37,
Liaoning,Mainland China,2/15/2020 23:00,120,1,35,
Gansu,Mainland China,2/15/2020 23:00,90,2,49,
Jilin,Mainland China,2/15/2020 23:00,89,1,28,
,Singapore,2/15/2020 23:00,72,0,18,
Xinjiang,Mainland China,2/15/2020 23:00,71,1,11,
Ningxia,Mainland China,2/15/2020 23:00,70,0,33,
Inner Mongolia,Mainland China,2/15/2020 23:00,70,0,7,
Hong Kong,Hong Kong,2/15/2020 23:00,56,1,1,
,Japan,2/15/2020 23:00,53,1,12,
,Thailand,2/15/2020 23:00,34,0,14,
,South Korea,2/15/2020 23:00,29,0,9,
,Malaysia,2/15/2020 23:00,22,0,7,
Qinghai,Mainland China,2/15/2020 23:00,18,0,13,
Taiwan,Taiwan,2/15/2020 23:00,18,0,2,
,Germany,2/15/2020 23:00,16,0,3,
,Vietnam,2/15/2020 23:00,16,0,7,
,France,2/15/2020 23:00,12,1,4,
Macau,Macau,2/15/2020 23:00,10,0,3,
,UK,2/15/2020 23:00,9,0,8,
,United Arab Emirates,2/15/2020 23:00,8,0,3,
California,US,2/15/2020 23:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/15/2020 23:00,5,0,0,
British Columbia,Canada,2/15/2020 23:00,5,0,0,
New South Wales,Australia,2/15/2020 23:00,4,0,4,
Victoria,Australia,2/15/2020 23:00,4,0,4,
,India,2/15/2020 23:00,3,0,3,
Ontario,Canada,2/15/2020 23:00,3,0,1,
,Philippines,2/15/2020 23:00,3,1,2,
,Italy,2/15/2020 23:00,3,0,0,
,Russia,2/15/2020 23:00,2,0,2,
Illinois,US,2/15/2020 23:00,2,0,2,Chicago
South Australia,Australia,2/15/2020 23:00,2,0,0,
,Spain,2/15/2020 23:00,2,0,2,
,Cambodia,2/15/2020 23:00,1,0,1,
,Finland,2/15/2020 23:00,1,0,1,
,Sri Lanka,2/15/2020 23:00,1,0,1,
Tibet,Mainland China,2/15/2020 23:00,1,0,1,
,Nepal,2/15/2020 23:00,1,0,1,
,Sweden,2/15/2020 23:00,1,0,0,
Massachusetts,US,2/15/2020 23:00,1,0,0,Boston
WA,US,2/15/2020 23:00,1,0,1,Seattle
Arizona,US,2/15/2020 23:00,1,0,0,Tempe
Brussels,Belgium,2/15/2020 23:00,1,0,0,
WI,US,2/15/2020 23:00,1,0,0,Madison
Texas,US,2/15/2020 23:00,1,0,0,
,Egypt,2/15/2020 23:00,1,0,0,
