Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
Hubei,Mainland China,4/18/2020 07:00,68128,4512,63494,0
Heilongjiang,Mainland China,4/18/2020 07:00,892,13,472,0
Shanghai,Mainland China,4/18/2020 07:00,628,7,512,0
Beijing,Mainland China,4/18/2020 07:00,593,8,509,0
Guangdong,Mainland China,4/18/2020 07:00,1579,8,1482,0
Inner Mongolia,Mainland China,4/18/2020 07:00,193,1,104,0
Fujian,Mainland China,4/18/2020 07:00,355,1,336,0
Shanxi,Mainland China,4/18/2020 07:00,197,0,135,0
Zhejiang,Mainland China,4/18/2020 07:00,1268,1,1246,0
Tianjin,Mainland China,4/18/2020 07:00,189,3,173,0
Shandong,Mainland China,4/18/2020 07:00,787,7,765,0
Jiangsu,Mainland China,4/18/2020 07:00,653,0,643,0
Sichuan,Mainland China,4/18/2020 07:00,561,3,553,0
Liaoning,Mainland China,4/18/2020 07:00,146,2,142,0
Yunnan,Mainland China,4/18/2020 07:00,184,2,177,0
Hebei,Mainland China,4/18/2020 07:00,328,6,316,0
Shaanxi,Mainland China,4/18/2020 07:00,256,3,252,0
Jilin,Mainland China,4/18/2020 07:00,102,1,97,0
Chongqing,Mainland China,4/18/2020 07:00,579,6,570,0
Henan,Mainland China,4/18/2020 07:00,1276,22,1254,0
Gansu,Mainland China,4/18/2020 07:00,139,2,137,0
Hunan,Mainland China,4/18/2020 07:00,1019,4,1015,0
Anhui,Mainland China,4/18/2020 07:00,991,6,984,0
Jiangxi,Mainland China,4/18/2020 07:00,937,1,936,0
Guizhou,Mainland China,4/18/2020 07:00,147,2,144,0
Guangxi,Mainland China,4/18/2020 07:00,254,2,252,0
Hainan,Mainland China,4/18/2020 07:00,168,6,162,0
Xinjiang,Mainland China,4/18/2020 07:00,76,3,73,0
Ningxia,Mainland China,4/18/2020 07:00,75,0,75,0
Qinghai,Mainland China,4/18/2020 07:00,18,0,18,0
Tibet,Mainland China,4/18/2020 07:00,1,0,1,0
New South Wales,Australia,4/18/2020 07:00,2936,26,1353,160454
Queensland,Australia,4/18/2020 07:00,1014,6,738,77727
Victoria,Australia,4/18/2020 07:00,1319,14,1172,79000
South Australia,Australia,4/18/2020 07:00,435,4,346,55695
Western Australia,Australia,4/18/2020 07:00,544,7,388,27175
Tasmania,Australia,4/18/2020 07:00,187,8,67,4810
Australian Capital Territory,Australia,4/18/2020 07:00,103,3,88,6856
Northern Territory,Australia,4/18/2020 07:00,27,0,11,3606
,Artania Cruise,4/18/2020 07:00,41,2,0,0
New York,US,4/18/2020 07:00,235395,17131,28227,0
New Jersey,US,4/18/2020 07:00,78467,3840,470,0
Massachusetts,US,4/18/2020 07:00,34402,1404,729,0
Pennsylvania,US,4/18/2020 07:00,30031,921,340,0
Michigan,US,4/18/2020 07:00,30023,2227,502,0
California,US,4/18/2020 07:00,29425,1057,2560,0
Illinois,US,4/18/2020 07:00,27577,1132,465,0
Florida,US,4/18/2020 07:00,24759,726,174,0
Louisiana,US,4/18/2020 07:00,23118,1213,0,0
Texas,US,4/18/2020 07:00,18078,459,4202,0
Georgia,US,4/18/2020 07:00,17432,668,340,0
Connecticut,US,4/18/2020 07:00,16809,1036,63,0
WA,US,4/18/2020 07:00,11707,610,1757,0
Maryland,US,4/18/2020 07:00,11572,493,736,0
Indiana,US,4/18/2020 07:00,10154,519,150,0
Ohio,US,4/18/2020 07:00,9107,418,448,0
Colorado,US,4/18/2020 07:00,9047,391,510,0
Virginia,US,4/18/2020 07:00,7491,231,721,0
Tennessee,US,4/18/2020 07:00,6589,142,3018,0
North Carolina,US,4/18/2020 07:00,6198,181,997,0
Missouri,US,4/18/2020 07:00,5446,189,502,0
Alabama,US,4/18/2020 07:00,4572,151,0,0
Arizona,US,4/18/2020 07:00,4511,169,6,0
Rhode Island,US,4/18/2020 07:00,4177,118,0,0
South Carolina,US,4/18/2020 07:00,4086,116,0,0
Wisconsin,US,4/18/2020 07:00,4053,206,135,0
Mississippi,US,4/18/2020 07:00,3793,140,0,0
Nevada,US,4/18/2020 07:00,3524,142,1664,0
Utah,US,4/18/2020 07:00,2810,23,220,0
Kentucky,US,4/18/2020 07:00,2522,137,956,0
Washington DC,US,4/18/2020 07:00,2476,86,573,0
Oklahoma,US,4/18/2020 07:00,2465,136,1060,0
Iowa,US,4/18/2020 07:00,2333,64,1007,0
Delaware,US,4/18/2020 07:00,2323,61,378,0
Minnesota,US,4/18/2020 07:00,2070,111,1066,0
Oregon,US,4/18/2020 07:00,1785,70,42,0
Kansas,US,4/18/2020 07:00,1742,84,421,0
New Mexico,US,4/18/2020 07:00,1711,51,382,0
Arkansas,US,4/18/2020 07:00,1695,37,548,0
Idaho,US,4/18/2020 07:00,1655,41,390,0
South Dakota,US,4/18/2020 07:00,1411,7,457,0
New Hampshire,US,4/18/2020 07:00,1287,37,468,0
Nebraska,US,4/18/2020 07:00,1138,24,0,0
Puerto Rico,US,4/18/2020 07:00,1068,58,0,0
Navajo Nation,US,4/18/2020 07:00,1042,41,0,0
Maine,US,4/18/2020 07:00,827,29,352,0
Vermont,US,4/18/2020 07:00,779,35,0,0
West Virginia,US,4/18/2020 07:00,776,16,223,0
Hawaii,US,4/18/2020 07:00,553,9,374,0
North Dakota,US,4/18/2020 07:00,439,9,172,0
Montana,US,4/18/2020 07:00,422,10,233,0
Alaska,US,4/18/2020 07:00,309,9,110,0
Wyoming,US,4/18/2020 07:00,305,2,187,0
Guam,US,4/18/2020 07:00,136,5,97,0
Grand Princess,US,4/18/2020 07:00,103,3,0,0
US Virgin Islands,US,4/18/2020 07:00,51,2,43,0
Diamond Princess,US,4/18/2020 07:00,49,0,0,0
Quebec,Canada,4/18/2020 07:00,16798,688,3068,0
Ontario,Canada,4/18/2020 07:00,10456,524,4556,0
Alberta,Canada,4/18/2020 07:00,2397,50,1124,0
British Columbia,Canada,4/18/2020 07:00,1618,78,983,0
Nova Scotia,Canada,4/18/2020 07:00,606,4,177,0
Saskatchewan,Canada,4/18/2020 07:00,307,4,228,0
Newfoundland and Labrador,Canada,4/18/2020 07:00,256,3,176,0
Manitoba,Canada,4/18/2020 07:00,250,5,132,0
New Brunswick,Canada,4/18/2020 07:00,117,0,83,0
Prince Edward Island,Canada,4/18/2020 07:00,26,0,23,0
Yukon,Canada,4/18/2020 07:00,8,0,6,0
Northwest Territories,Canada,4/18/2020 07:00,5,0,3,0
