Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,3/07/2020 17:00,67666,2959,43468
Guangdong,Mainland China,3/07/2020 17:00,1352,7,1234
Zhejiang,Mainland China,3/07/2020 17:00,1215,1,1149
Shandong,Mainland China,3/07/2020 17:00,758,6,625
Henan,Mainland China,3/07/2020 17:00,1272,22,1243
Anhui,Mainland China,3/07/2020 17:00,990,6,979
Jiangxi,Mainland China,3/07/2020 17:00,935,1,916
Hunan,Mainland China,3/07/2020 17:00,1018,4,959
Heilongjiang,Mainland China,3/07/2020 17:00,481,13,402
Sichuan,Mainland China,3/07/2020 17:00,539,3,448
Chongqing,Mainland China,3/07/2020 17:00,576,6,520
Jiangsu,Mainland China,3/07/2020 17:00,631,0,602
Beijing,Mainland China,3/07/2020 17:00,426,8,303
Guangxi,Mainland China,3/07/2020 17:00,252,2,219
Fujian,Mainland China,3/07/2020 17:00,296,1,284
Shanghai,Mainland China,3/07/2020 17:00,342,3,313
Hebei,Mainland China,3/07/2020 17:00,318,6,305
Shaanxi,Mainland China,3/07/2020 17:00,245,1,226
Yunnan,Mainland China,3/07/2020 17:00,174,2,170
Tianjin,Mainland China,3/07/2020 17:00,136,3,128
Hainan,Mainland China,3/07/2020 17:00,168,6,158
Guizhou,Mainland China,3/07/2020 17:00,146,2,115
Liaoning,Mainland China,3/07/2020 17:00,125,1,106
Shanxi,Mainland China,3/07/2020 17:00,133,0,126
Inner Mongolia,Mainland China,3/07/2020 17:00,75,1,67
Xinjiang,Mainland China,3/07/2020 17:00,76,3,71
Jilin,Mainland China,3/07/2020 17:00,93,1,90
Ningxia,Mainland China,3/07/2020 17:00,75,0,71
Gansu,Mainland China,3/07/2020 17:00,119,2,87
Qinghai,Mainland China,3/07/2020 17:00,18,0,18
Tibet,Mainland China,3/07/2020 17:00,1,0,1
British Columbia,Canada,3/07/2020 17:00,27,0,3
Alberta,Canada,3/07/2020 17:00,2,0,0
Ontario,Canada,3/07/2020 17:00,28,0,3
Quebec,Canada,3/07/2020 17:00,3,0,0
WA,US,3/07/2020 17:00,107,16,1
California,US,3/07/2020 17:00,99,1,2
New York,US,3/07/2020 17:00,76,0,0
Diamond Princess,US,3/07/2020 17:00,42,0,0
Texas,US,3/07/2020 17:00,13,0,0
Massachusetts,US,3/07/2020 17:00,13,0,1
Florida,US,3/07/2020 17:00,9,2,0
Colorado,US,3/07/2020 17:00,8,0,0
Oregon,US,3/07/2020 17:00,7,0,0
Illinois,US,3/07/2020 17:00,6,0,2
Arizona,US,3/07/2020 17:00,5,0,1
Georgia,US,3/07/2020 17:00,5,0,0
New Jersey,US,3/07/2020 17:00,4,0,0
Rhode Island,US,3/07/2020 17:00,3,0,0
Maryland,US,3/07/2020 17:00,3,0,0
New Hampshire,US,3/07/2020 17:00,2,0,0
North Carolina,US,3/07/2020 17:00,2,0,0
Nevada,US,3/07/2020 17:00,2,0,0
Pennsylvania,US,3/07/2020 17:00,2,0,0
