Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/22/2020 03:00,63454,2250,13652,
Guangdong,Mainland China,2/22/2020 03:00,1339,5,720,
Zhejiang,Mainland China,2/22/2020 03:00,1205,1,704,
Shandong,Mainland China,2/22/2020 03:00,750,4,301,
Henan,Mainland China,2/22/2020 03:00,1270,19,805,
Anhui,Mainland China,2/22/2020 03:00,989,6,597,
Jiangxi,Mainland China,2/22/2020 03:00,934,1,555,
Hunan,Mainland China,2/22/2020 03:00,1013,4,684,
Heilongjiang,Mainland China,2/22/2020 03:00,479,12,199,
Sichuan,Mainland China,2/22/2020 03:00,526,3,244,
Chongqing,Mainland China,2/22/2020 03:00,572,6,316,
Jiangsu,Mainland China,2/22/2020 03:00,631,0,401,
Beijing,Mainland China,2/22/2020 03:00,399,4,178,
Guangxi,Mainland China,2/22/2020 03:00,249,2,104,
Fujian,Mainland China,2/22/2020 03:00,293,1,155,
Shanghai,Mainland China,2/22/2020 03:00,334,2,227,
Hebei,Mainland China,2/22/2020 03:00,309,6,191,
Shaanxi,Mainland China,2/22/2020 03:00,245,1,141,
Yunnan,Mainland China,2/22/2020 03:00,174,2,107,
Tianjin,Mainland China,2/22/2020 03:00,135,3,64,
Hainan,Mainland China,2/22/2020 03:00,168,4,99,
Hong Kong,Hong Kong,2/22/2020 03:00,68,2,6,
Guizhou,Mainland China,2/22/2020 03:00,146,2,90,
Liaoning,Mainland China,2/22/2020 03:00,121,1,66,
Shanxi,Mainland China,2/22/2020 03:00,132,0,78,
Inner Mongolia,Mainland China,2/22/2020 03:00,75,0,22,
Xinjiang,Mainland China,2/22/2020 03:00,76,2,24,
Jilin,Mainland China,2/22/2020 03:00,91,1,47,
Ningxia,Mainland China,2/22/2020 03:00,71,0,48,
Taiwan,Taiwan,2/22/2020 03:00,26,1,2,
Gansu,Mainland China,2/22/2020 03:00,91,2,76,
Macau,Macau,2/22/2020 03:00,10,0,6,
Qinghai,Mainland China,2/22/2020 03:00,18,0,18,
Tibet,Mainland China,2/22/2020 03:00,1,0,1,
Yokohama,Japan,2/22/2020 03:00,634,2,3,
,South Korea,2/22/2020 03:00,346,2,17,
,Japan,2/22/2020 03:00,110,1,22,
,Singapore,2/22/2020 03:00,86,0,47,
,Thailand,2/22/2020 03:00,35,0,15,
,Italy,2/22/2020 03:00,22,1,1,
,Malaysia,2/22/2020 03:00,22,0,17,
,Iran,2/22/2020 03:00,18,4,0,
,Germany,2/22/2020 03:00,16,0,14,
,Vietnam,2/22/2020 03:00,16,0,15,
,France,2/22/2020 03:00,12,1,7,
,United Arab Emirates,2/22/2020 03:00,11,0,3,
,UK,2/22/2020 03:00,9,0,8,
,Philippines,2/22/2020 03:00,3,1,2,
,India,2/22/2020 03:00,3,0,3,
,Russia,2/22/2020 03:00,2,0,2,
,Spain,2/22/2020 03:00,2,0,2,
Brussels,Belgium,2/22/2020 03:00,1,0,1,
,Cambodia,2/22/2020 03:00,1,0,1,
,Egypt,2/22/2020 03:00,1,0,1,
,Finland,2/22/2020 03:00,1,0,1,
,Israel,2/22/2020 03:00,1,0,0,
,Lebanon,2/22/2020 03:00,1,0,0,
,Nepal,2/22/2020 03:00,1,0,1,
,Sri Lanka,2/22/2020 03:00,1,0,1,
,Sweden,2/22/2020 03:00,1,0,0,
British Columbia,Canada,2/22/2020 03:00,6,0,0,
Ontario,Canada,2/22/2020 03:00,3,0,1,
Illinois,US,2/22/2020 03:00,2,0,2,Chicago
Massachusetts,US,2/22/2020 03:00,1,0,0,Boston
WA,US,2/22/2020 03:00,1,0,1,Seattle
Arizona,US,2/22/2020 03:00,1,0,0,Tempe
Wisconsin,US,2/22/2020 03:00,1,0,0,Madison
Texas,US,2/22/2020 03:00,1,0,0,San Antonio
California,US,2/22/2020 03:00,10,0,2,"Sacramento, San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt"
Nebraska,US,2/22/2020 03:00,18,0,0,
Victoria,Australia,2/22/2020 03:00,6,0,4,
New South Wales,Australia,2/22/2020 03:00,4,0,4,
Queensland,Australia,2/22/2020 03:00,7,0,0,
Western Australia,Australia,2/22/2020 03:00,1,0,0,
South Australia,Australia,2/22/2020 03:00,3,0,2,
