Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,4/01/2020 06:00,67801,3187,63153
Beijing,Mainland China,4/01/2020 06:00,580,8,418
Shanghai,Mainland China,4/01/2020 06:00,516,6,341
Guangdong,Mainland China,4/01/2020 06:00,1494,8,1356
Fujian,Mainland China,4/01/2020 06:00,343,1,295
Zhejiang,Mainland China,4/01/2020 06:00,1257,1,1226
Tianjin,Mainland China,4/01/2020 06:00,174,3,135
Inner Mongolia,Mainland China,4/01/2020 06:00,107,1,74
Shandong,Mainland China,4/01/2020 06:00,774,7,753
Jiangsu,Mainland China,4/01/2020 06:00,646,0,631
Sichuan,Mainland China,4/01/2020 06:00,552,3,536
Gansu,Mainland China,4/01/2020 06:00,138,2,125
Shaanxi,Mainland China,4/01/2020 06:00,255,3,242
Yunnan,Mainland China,4/01/2020 06:00,182,2,172
Liaoning,Mainland China,4/01/2020 06:00,140,2,124
Jilin,Mainland China,4/01/2020 06:00,98,1,92
Hebei,Mainland China,4/01/2020 06:00,323,6,310
Henan,Mainland China,4/01/2020 06:00,1276,22,1251
Chongqing,Mainland China,4/01/2020 06:00,579,6,570
Heilongjiang,Mainland China,4/01/2020 06:00,484,13,469
Guangxi,Mainland China,4/01/2020 06:00,254,2,250
Shanxi,Mainland China,4/01/2020 06:00,137,0,133
Jiangxi,Mainland China,4/01/2020 06:00,937,1,935
Hunan,Mainland China,4/01/2020 06:00,1018,4,1014
Anhui,Mainland China,4/01/2020 06:00,990,6,984
Hainan,Mainland China,4/01/2020 06:00,168,6,162
Guizhou,Mainland China,4/01/2020 06:00,147,2,144
Xinjiang,Mainland China,4/01/2020 06:00,76,3,73
Ningxia,Mainland China,4/01/2020 06:00,75,0,75
Qinghai,Mainland China,4/01/2020 06:00,18,0,18
Tibet,Mainland China,4/01/2020 06:00,1,0,1
New South Wales,Australia,4/01/2020 06:00,2182,9,4
Queensland,Australia,4/01/2020 06:00,781,3,9
Victoria,Australia,4/01/2020 06:00,968,4,343
South Australia,Australia,4/01/2020 06:00,367,0,6
Western Australia,Australia,4/01/2020 06:00,392,2,64
Tasmania,Australia,4/01/2020 06:00,71,2,3
Australian Capital Territory,Australia,4/01/2020 06:00,84,1,2
Northern Territory,Australia,4/01/2020 06:00,18,0,0
,Artania Cruise,4/01/2020 06:00,36,0,0
New York,US,4/01/2020 06:00,76049,1714,0
New Jersey,US,4/01/2020 06:00,18997,267,1
California,US,4/01/2020 06:00,8558,182,6
Michigan,US,4/01/2020 06:00,7615,259,0
Florida,US,4/01/2020 06:00,6741,85,0
Massachusetts,US,4/01/2020 06:00,6620,89,1
Illinois,US,4/01/2020 06:00,5998,100,2
WA,US,4/01/2020 06:00,5453,225,1
Louisiana,US,4/01/2020 06:00,5237,239,0
Pennsylvania,US,4/01/2020 06:00,4994,67,0
Georgia,US,4/01/2020 06:00,4117,125,0
Texas,US,4/01/2020 06:00,3925,58,0
Connecticut,US,4/01/2020 06:00,3128,69,0
Colorado,US,4/01/2020 06:00,2968,69,0
Tennessee,US,4/01/2020 06:00,2391,23,0
Ohio,US,4/01/2020 06:00,2199,55,0
Indiana,US,4/01/2020 06:00,2159,49,0
Maryland,US,4/01/2020 06:00,1660,19,3
North Carolina,US,4/01/2020 06:00,1561,12,0
Wisconsin,US,4/01/2020 06:00,1412,25,1
Missouri,US,4/01/2020 06:00,1407,15,0
Arizona,US,4/01/2020 06:00,1289,24,1
Virginia,US,4/01/2020 06:00,1250,27,0
Nevada,US,4/01/2020 06:00,1138,26,0
South Carolina,US,4/01/2020 06:00,1083,22,0
Alabama,US,4/01/2020 06:00,999,24,0
Mississippi,US,4/01/2020 06:00,937,20,0
Utah,US,4/01/2020 06:00,888,5,0
Oregon,US,4/01/2020 06:00,690,18,0
Kentucky,US,4/01/2020 06:00,632,18,1
Minnesota,US,4/01/2020 06:00,629,12,0
Oklahoma,US,4/01/2020 06:00,568,23,0
Arkansas,US,4/01/2020 06:00,564,8,0
Idaho,US,4/01/2020 06:00,525,8,0
Washington DC,US,4/01/2020 06:00,507,9,0
Iowa,US,4/01/2020 06:00,497,7,0
Rhode Island,US,4/01/2020 06:00,488,8,0
Kansas,US,4/01/2020 06:00,441,9,0
New Hampshire,US,4/01/2020 06:00,367,3,0
Delaware,US,4/01/2020 06:00,319,10,0
New Mexico,US,4/01/2020 06:00,316,5,0
Maine,US,4/01/2020 06:00,303,5,0
Vermont,US,4/01/2020 06:00,293,13,0
Puerto Rico,US,4/01/2020 06:00,239,8,1
Hawaii,US,4/01/2020 06:00,224,1,0
Montana,US,4/01/2020 06:00,198,5,0
Nebraska,US,4/01/2020 06:00,177,4,0
West Virginia,US,4/01/2020 06:00,162,1,0
Alaska,US,4/01/2020 06:00,133,3,0
North Dakota,US,4/01/2020 06:00,122,3,0
Wyoming,US,4/01/2020 06:00,120,0,0
South Dakota,US,4/01/2020 06:00,108,1,0
Grand Princess,US,4/01/2020 06:00,103,3,0
Guam,US,4/01/2020 06:00,69,2,0
Diamond Princess,US,4/01/2020 06:00,49,0,0
US Virgin Islands,US,4/01/2020 06:00,30,0,0
Quebec,Canada,4/01/2020 06:00,4162,31,0
Ontario,Canada,4/01/2020 06:00,1966,33,6
British Columbia,Canada,4/01/2020 06:00,1013,24,4
Alberta,Canada,4/01/2020 06:00,754,9,0
Saskatchewan,Canada,4/01/2020 06:00,184,2,0
Newfoundland and Labrador,Canada,4/01/2020 06:00,152,1,0
Nova Scotia,Canada,4/01/2020 06:00,147,0,0
Manitoba,Canada,4/01/2020 06:00,103,1,0
New Brunswick,Canada,4/01/2020 06:00,70,0,0
Prince Edward Island,Canada,4/01/2020 06:00,21,0,0
Yukon,Canada,4/01/2020 06:00,5,0,0
Northwest Territories,Canada,4/01/2020 06:00,1,0,0
,US,4/01/2020 06:00,0,0,7233
,Canada,4/01/2020 06:00,0,0,1232
,Italy,4/01/2020 06:00,105792,12428,15729
,Spain,4/01/2020 06:00,102136,9053,22647
,Germany,4/01/2020 06:00,72383,788,16100
,France,4/01/2020 06:00,52128,3523,9444
,Iran,4/01/2020 06:00,47593,3036,15473
,UK,4/01/2020 06:00,25150,1789,135
,Switzerland,4/01/2020 06:00,16605,433,2967
Brussels,Belgium,4/01/2020 06:00,13964,828,2132
,Turkey,4/01/2020 06:00,13531,214,243
,Netherlands,4/01/2020 06:00,12595,1039,250
,Austria,4/01/2020 06:00,10387,146,1095
,South Korea,4/01/2020 06:00,9887,165,5567
,Portugal,4/01/2020 06:00,7443,160,43
,Brazil,4/01/2020 06:00,5812,202,127
,Israel,4/01/2020 06:00,5591,21,226
,Norway,4/01/2020 06:00,4699,40,13
,Sweden,4/01/2020 06:00,4435,180,16
,Czechia,4/01/2020 06:00,3330,32,45
,Ireland,4/01/2020 06:00,3235,71,5
,Malaysia,4/01/2020 06:00,2908,45,645
,Denmark,4/01/2020 06:00,2860,90,1
,Russia,4/01/2020 06:00,2777,24,190
,Chile,4/01/2020 06:00,2738,12,156
,Romania,4/01/2020 06:00,2460,85,252
,Poland,4/01/2020 06:00,2347,35,7
,Philippines,4/01/2020 06:00,2311,96,50
,Ecuador,4/01/2020 06:00,2302,79,58
,Japan,4/01/2020 06:00,2178,57,472
,Luxembourg,4/01/2020 06:00,2178,23,80
,Pakistan,4/01/2020 06:00,2042,26,82
,Thailand,4/01/2020 06:00,1771,12,416
,Indonesia,4/01/2020 06:00,1677,157,103
,India,4/01/2020 06:00,1590,45,148
,Saudi Arabia,4/01/2020 06:00,1563,10,165
,Finland,4/01/2020 06:00,1446,17,10
,South Africa,4/01/2020 06:00,1353,5,50
,Greece,4/01/2020 06:00,1314,49,52
,Mexico,4/01/2020 06:00,1215,29,35
,Panama,4/01/2020 06:00,1181,30,9
,Iceland,4/01/2020 06:00,1135,2,198
,Dominican Republic,4/01/2020 06:00,1109,51,5
,Peru,4/01/2020 06:00,1065,30,394
,Argentina,4/01/2020 06:00,1054,27,240
,Singapore,4/01/2020 06:00,926,3,240
,Colombia,4/01/2020 06:00,906,16,31
,Serbia,4/01/2020 06:00,900,23,42
,Croatia,4/01/2020 06:00,867,6,67
,Slovenia,4/01/2020 06:00,841,15,10
,Qatar,4/01/2020 06:00,781,2,62
,Estonia,4/01/2020 06:00,779,5,33
Hong Kong,Hong Kong,4/01/2020 06:00,765,4,147
,Algeria,4/01/2020 06:00,716,44,46
Yokohama,Japan,4/01/2020 06:00,712,11,603
,Egypt,4/01/2020 06:00,710,46,157
,New Zealand,4/01/2020 06:00,708,1,83
,Iraq,4/01/2020 06:00,694,50,170
,Ukraine,4/01/2020 06:00,669,17,10
,United Arab Emirates,4/01/2020 06:00,664,6,61
,Morocco,4/01/2020 06:00,638,36,24
,Lithuania,4/01/2020 06:00,581,8,7
,Armenia,4/01/2020 06:00,571,3,31
