Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Shanghai,Mainland China,5/28/2020 04:00,670,7,655,0,0
Inner Mongolia,Mainland China,5/28/2020 04:00,232,1,205,0,0
Hubei,Mainland China,5/28/2020 04:00,68135,4512,63618,0,0
Beijing,Mainland China,5/28/2020 04:00,593,9,581,0,0
Guangdong,Mainland China,5/28/2020 04:00,1592,8,1581,0,0
Shandong,Mainland China,5/28/2020 04:00,788,7,780,0,0
Fujian,Mainland China,5/28/2020 04:00,357,1,355,0,0
Jilin,Mainland China,5/28/2020 04:00,155,2,128,0,0
Tianjin,Mainland China,5/28/2020 04:00,192,3,188,0,0
Sichuan,Mainland China,5/28/2020 04:00,564,3,558,0,0
Hainan,Mainland China,5/28/2020 04:00,169,6,162,0,0
Henan,Mainland China,5/28/2020 04:00,1276,22,1254,0,0
Zhejiang,Mainland China,5/28/2020 04:00,1268,1,1267,0,0
Hunan,Mainland China,5/28/2020 04:00,1019,4,1015,0,0
Anhui,Mainland China,5/28/2020 04:00,991,6,985,0,0
Heilongjiang,Mainland China,5/28/2020 04:00,945,13,932,0,0
Jiangxi,Mainland China,5/28/2020 04:00,937,1,936,0,0
Jiangsu,Mainland China,5/28/2020 04:00,653,0,653,0,0
Chongqing,Mainland China,5/28/2020 04:00,579,6,573,0,0
Hebei,Mainland China,5/28/2020 04:00,328,6,322,0,0
Shaanxi,Mainland China,5/28/2020 04:00,308,3,305,0,0
Guangxi,Mainland China,5/28/2020 04:00,254,2,252,0,0
Shanxi,Mainland China,5/28/2020 04:00,198,0,198,0,0
Yunnan,Mainland China,5/28/2020 04:00,185,2,183,0,0
Liaoning,Mainland China,5/28/2020 04:00,149,2,147,0,0
Guizhou,Mainland China,5/28/2020 04:00,147,2,145,0,0
Gansu,Mainland China,5/28/2020 04:00,139,2,137,0,0
Xinjiang,Mainland China,5/28/2020 04:00,76,3,73,0,0
Ningxia,Mainland China,5/28/2020 04:00,75,0,75,0,0
Qinghai,Mainland China,5/28/2020 04:00,18,0,18,0,0
Tibet,Mainland China,5/28/2020 04:00,1,0,1,0,0
New South Wales,Australia,5/28/2020 04:00,3090,48,2670,474223,0
Queensland,Australia,5/28/2020 04:00,1058,7,1044,184039,0
Victoria,Australia,5/28/2020 04:00,1628,19,1544,480693,0
South Australia,Australia,5/28/2020 04:00,440,4,435,93812,0
Western Australia,Australia,5/28/2020 04:00,577,9,550,83318,0
Tasmania,Australia,5/28/2020 04:00,228,13,205,26592,0
Australian Capital Territory,Australia,5/28/2020 04:00,107,3,104,17069,0
Northern Territory,Australia,5/28/2020 04:00,29,0,29,7698,0
New York,US,5/28/2020 04:00,370231,29484,44040,0,0
New Jersey,US,5/28/2020 04:00,156628,11339,3770,0,0
Illinois,US,5/28/2020 04:00,114325,5083,3554,0,0
Massachusetts,US,5/28/2020 04:00,94220,6547,24090,0,0
California,US,5/28/2020 04:00,101807,3919,18782,0,0
Pennsylvania,US,5/28/2020 04:00,73557,5265,1369,0,0
Michigan,US,5/28/2020 04:00,55611,5334,33168,0,0
Florida,US,5/28/2020 04:00,52634,2319,381,0,0
Texas,US,5/28/2020 04:00,57555,1549,36482,0,0
Connecticut,US,5/28/2020 04:00,41303,3769,63,0,0
Louisiana,US,5/28/2020 04:00,38497,2723,28700,0,0
Georgia,US,5/28/2020 04:00,44445,1908,340,0,0
Maryland,US,5/28/2020 04:00,48423,2392,3401,0,0
Indiana,US,5/28/2020 04:00,32437,2030,1954,0,0
Ohio,US,5/28/2020 04:00,33439,2044,4604,0,0
Virginia,US,5/28/2020 04:00,40249,1281,5227,0,0
Colorado,US,5/28/2020 04:00,24574,1352,1722,0,0
WA,US,5/28/2020 04:00,21074,1088,4798,0,0
Tennessee,US,5/28/2020 04:00,21288,353,13903,0,0
North Carolina,US,5/28/2020 04:00,24897,838,14954,0,0
Iowa,US,5/28/2020 04:00,18303,489,9952,0,0
Rhode Island,US,5/28/2020 04:00,14353,655,1175,0,0
Veteran Affair,US,5/28/2020 04:00,13653,1200,0,0,0
Arizona,US,5/28/2020 04:00,17277,834,6,0,0
Missouri,US,5/28/2020 04:00,12678,697,3047,0,0
Wisconsin,US,5/28/2020 04:00,16462,539,9846,0,0
Alabama,US,5/28/2020 04:00,15843,581,7951,0,0
Mississippi,US,5/28/2020 04:00,14044,670,9401,0,0
Minnesota,US,5/28/2020 04:00,22464,942,16314,0,0
US Military,US,5/28/2020 04:00,9276,35,5161,0,0
South Carolina,US,5/28/2020 04:00,10623,466,5076,0,0
Nebraska,US,5/28/2020 04:00,12619,153,349,0,0
Nevada,US,5/28/2020 04:00,8148,396,5951,0,0
Kansas,US,5/28/2020 04:00,9270,212,4019,0,0
Utah,US,5/28/2020 04:00,8706,105,4075,0,0
Delaware,US,5/28/2020 04:00,9096,344,4909,0,0
Washington DC,US,5/28/2020 04:00,8406,445,1082,0,0
Kentucky,US,5/28/2020 04:00,8951,394,3115,0,0
Oklahoma,US,5/28/2020 04:00,6229,322,5138,0,0
New Mexico,US,5/28/2020 04:00,7130,325,2564,0,0
Arkansas,US,5/28/2020 04:00,6180,119,4332,0,0
Oregon,US,5/28/2020 04:00,4036,148,1894,0,0
South Dakota,US,5/28/2020 04:00,4710,54,3619,0,0
New Hampshire,US,5/28/2020 04:00,4231,214,2550,0,0
Federal Bureau of Prisons,US,5/28/2020 04:00,5643,64,3646,0,0
Idaho,US,5/28/2020 04:00,2626,79,1688,0,0
Navajo Nation,US,5/28/2020 04:00,4689,157,930,0,0
Puerto Rico,US,5/28/2020 04:00,3397,129,850,0,0
North Dakota,US,5/28/2020 04:00,2457,56,1762,0,0
West Virginia,US,5/28/2020 04:00,1867,74,1180,0,0
Maine,US,5/28/2020 04:00,2137,81,1357,0,0
Vermont,US,5/28/2020 04:00,971,54,843,0,0
Hawaii,US,5/28/2020 04:00,647,17,593,0,0
Wyoming,US,5/28/2020 04:00,850,12,607,0,0
Montana,US,5/28/2020 04:00,481,17,444,0,0
Alaska,US,5/28/2020 04:00,412,10,374,0,0
Guam,US,5/28/2020 04:00,170,5,143,0,0
Grand Princess,US,5/28/2020 04:00,103,3,0,0,0
US Virgin Islands,US,5/28/2020 04:00,69,6,61,0,0
Diamond Princess,US,5/28/2020 04:00,49,0,0,0,0
Northern Mariana Islands,US,5/28/2020 04:00,22,2,13,0,0
Quebec,Canada,5/28/2020 04:00,49148,4229,15319,0,0
Ontario,Canada,5/28/2020 04:00,27898,2253,20372,0,0
Alberta,Canada,5/28/2020 04:00,6901,139,6048,0,0
British Columbia,Canada,5/28/2020 04:00,2541,161,2122,0,0
Nova Scotia,Canada,5/28/2020 04:00,1053,59,976,0,0
Saskatchewan,Canada,5/28/2020 04:00,637,10,559,0,0
Manitoba,Canada,5/28/2020 04:00,292,7,271,0,0
Newfoundland and Labrador,Canada,5/28/2020 04:00,260,3,255,0,0
New Brunswick,Canada,5/28/2020 04:00,123,0,120,0,0
Prince Edward Island,Canada,5/28/2020 04:00,27,0,27,0,0
Yukon,Canada,5/28/2020 04:00,11,0,11,0,0
Northwest Territories,Canada,5/28/2020 04:00,5,0,5,0,0
,Brazil,5/28/2020 04:00,414661,25697,166647,871839,8318
,Russia,5/28/2020 04:00,379051,4142,150993,9701280,2300
,Spain,5/28/2020 04:00,283849,27118,196958,3556567,854
,UK,5/28/2020 04:00,267240,37460,1058,3798490,1559
,Italy,5/28/2020 04:00,231139,33072,147101,3607251,505
,France,5/28/2020 04:00,182913,28596,66584,1384633,1501
,Germany,5/28/2020 04:00,181895,8533,163200,3952971,763
,Turkey,5/28/2020 04:00,159797,4431,122793,1894650,723
,India,5/28/2020 04:00,158613,4540,67753,3362136,8944
,Iran,5/28/2020 04:00,141591,7564,111176,856546,2551
,Peru,5/28/2020 04:00,135905,3983,56169,905278,926
,Chile,5/28/2020 04:00,82289,841,33540,514523,1251
,Saudi Arabia,5/28/2020 04:00,78541,425,51022,754268,384
,Mexico,5/28/2020 04:00,78023,8597,54383,244858,378
,Pakistan,5/28/2020 04:00,61227,1260,20231,508086,111
Brussels,Belgium,5/28/2020 04:00,57592,9364,15465,804890,220
,Qatar,5/28/2020 04:00,48947,30,13283,201180,203
,Netherlands,5/28/2020 04:00,45768,5871,322,335524,188
,Belarus,5/28/2020 04:00,38956,214,15923,485534,92
,Bangladesh,5/28/2020 04:00,38292,544,7925,266456,1
,Ecuador,5/28/2020 04:00,38103,3275,18425,109541,219
,Sweden,5/28/2020 04:00,35088,4220,4971,238800,264
,Singapore,5/28/2020 04:00,33249,23,17276,334691,7
,United Arab Emirates,5/28/2020 04:00,31969,255,16371,2072493,1
,Portugal,5/28/2020 04:00,31292,1356,18349,764093,66
,Switzerland,5/28/2020 04:00,30776,1917,28300,380671,42
,South Africa,5/28/2020 04:00,25937,552,13451,634996,128
,Ireland,5/28/2020 04:00,24803,1631,22089,325795,54
,Colombia,5/28/2020 04:00,24104,803,6111,283346,136
,Indonesia,5/28/2020 04:00,23851,1473,6057,278411,0
,Kuwait,5/28/2020 04:00,23267,175,7946,278945,193
,Poland,5/28/2020 04:00,22600,1030,10560,824774,160
,Ukraine,5/28/2020 04:00,22382,669,8439,322746,263
,Egypt,5/28/2020 04:00,19666,816,5205,135000,41
,Romania,5/28/2020 04:00,18594,1229,12162,397563,198
,Israel,5/28/2020 04:00,16809,281,14602,558516,41
,Japan,5/28/2020 04:00,16651,858,13973,278642,147
,Austria,5/28/2020 04:00,16591,645,15228,427372,32
,Dominican Republic,5/28/2020 04:00,15723,474,8790,70972,123
,Philippines,5/28/2020 04:00,15588,921,3598,315363,81
,Argentina,5/28/2020 04:00,13933,500,4349,140218,171
,Afghanistan,5/28/2020 04:00,13036,235,1209,34903,19
,Panama,5/28/2020 04:00,11728,315,7379,61895,72
,Denmark,5/28/2020 04:00,11480,565,10106,576061,22
,South Korea,5/28/2020 04:00,11344,269,10340,868666,15
,Serbia,5/28/2020 04:00,11275,240,6277,229485,10
,Bahrain,5/28/2020 04:00,9692,15,5152,291127,10
,Kazakhstan,5/28/2020 04:00,9576,37,4768,735273,58
,Czechia,5/28/2020 04:00,9103,317,6377,424423,21
,Algeria,5/28/2020 04:00,8857,623,5129,0,32
,Nigeria,5/28/2020 04:00,8733,254,2501,44458,7
,Norway,5/28/2020 04:00,8401,235,7727,239864,11
,Oman,5/28/2020 04:00,8373,40,2177,72000,31
,Armenia,5/28/2020 04:00,8216,113,3287,54931,10
,Bolivia,5/28/2020 04:00,7768,280,689,22294,3
,Malaysia,5/28/2020 04:00,7619,115,6083,519944,8
,Morocco,5/28/2020 04:00,7601,202,4978,170713,1
,Moldova,5/28/2020 04:00,7537,276,4123,40565,256
,Ghana,5/28/2020 04:00,7303,34,2412,205890,16
,Finland,5/28/2020 04:00,6692,313,5100,173313,11
,Cameroon,5/28/2020 04:00,5436,175,1996,0,28
,Iraq,5/28/2020 04:00,5135,175,2904,206381,41
,Honduras,5/28/2020 04:00,4640,194,506,14790,13
,Azerbaijan,5/28/2020 04:00,4568,54,2897,280663,42
,Sudan,5/28/2020 04:00,4346,195,749,401,0
,Guatemala,5/28/2020 04:00,4145,68,493,31427,5
,Luxembourg,5/28/2020 04:00,4001,110,3791,70148,4
,Hungary,5/28/2020 04:00,3816,509,1996,174011,24
,Tajikistan,5/28/2020 04:00,3424,47,1575,0,0
,Uzbekistan,5/28/2020 04:00,3396,14,2668,460000,4
,Guinea,5/28/2020 04:00,3275,20,1673,14407,24
,Senegal,5/28/2020 04:00,3253,38,1586,37547,18
,Thailand,5/28/2020 04:00,3065,57,2945,375453,59
,Greece,5/28/2020 04:00,2903,173,1374,166245,17
,Djibouti,5/28/2020 04:00,2697,18,1185,23140,0
,DRC,5/28/2020 04:00,2660,69,381,0,0
,Ivory Coast,5/28/2020 04:00,2556,31,1302,25524,0
,Bulgaria,5/28/2020 04:00,2477,134,965,77664,22
,Bosnia and Herzegovina,5/28/2020 04:00,2435,151,1744,61111,4
,Gabon,5/28/2020 04:00,2319,14,631,12060,12
,Croatia,5/28/2020 04:00,2244,101,2047,64266,6
,El Salvador,5/28/2020 04:00,2194,39,1002,82243,32
,North Macedonia,5/28/2020 04:00,2039,119,1470,26463,21
,Cuba,5/28/2020 04:00,1974,82,1724,97003,4
,Estonia,5/28/2020 04:00,1851,66,1574,80724,0
,Iceland,5/28/2020 04:00,1805,10,1792,59613,0
,Somalia,5/28/2020 04:00,1731,67,265,0,2
,Lithuania,5/28/2020 04:00,1656,68,1193,287982,17
,Mayotte,5/28/2020 04:00,1645,20,1314,5200,10
,Kyrgyzstan,5/28/2020 04:00,1594,16,1066,109521,4
,Slovakia,5/28/2020 04:00,1520,28,1332,165714,0
,New Zealand,5/28/2020 04:00,1504,22,1474,271690,0
,Slovenia,5/28/2020 04:00,1471,108,1354,77947,2
,Kenya,5/28/2020 04:00,1471,55,408,67341,7
,Sri Lanka,5/28/2020 04:00,1469,10,732,59165,1
,Maldives,5/28/2020 04:00,1457,5,197,11775,9
,Haiti,5/28/2020 04:00,1320,34,22,3475,0
,Venezuela,5/28/2020 04:00,1245,11,302,897695,4
,Guinea-Bissau,5/28/2020 04:00,1195,7,42,1500,0
,Lebanon,5/28/2020 04:00,1161,26,692,77488,3
,Mali,5/28/2020 04:00,1116,70,632,3483,0
Hong Kong,Hong Kong,5/28/2020 04:00,1067,4,1034,202930,1
,Latvia,5/28/2020 04:00,1061,24,741,105504,3
,Zambia,5/28/2020 04:00,1057,7,779,24275,1
,Tunisia,5/28/2020 04:00,1051,48,929,49113,2
,Albania,5/28/2020 04:00,1050,33,812,13768,3
,Equatorial Guinea,5/28/2020 04:00,1043,12,165,854,0
,South Sudan,5/28/2020 04:00,994,10,6,3356,0
,Costa Rica,5/28/2020 04:00,984,10,639,24338,2
,Niger,5/28/2020 04:00,952,63,796,5989,0
,Cyprus,5/28/2020 04:00,939,17,594,106028,4
,Nepal,5/28/2020 04:00,886,4,183,158564,0
,Paraguay,5/28/2020 04:00,884,11,392,26760,0
,Burkina Faso,5/28/2020 04:00,845,53,672,0,0
,Uruguay,5/28/2020 04:00,803,22,650,40229,5
,Sierra Leone,5/28/2020 04:00,782,45,297,0,0
,Andorra,5/28/2020 04:00,763,51,676,3750,3
,Nicaragua,5/28/2020 04:00,759,35,370,0,0
,Georgia,5/28/2020 04:00,738,12,573,52117,6
,Ethiopia,5/28/2020 04:00,731,6,181,91616,1
,Jordan,5/28/2020 04:00,720,9,486,167892,5
,Chad,5/28/2020 04:00,715,64,359,0,0
Yokohama,Japan,5/28/2020 04:00,712,13,651,0,4
,CAR,5/28/2020 04:00,702,1,23,11570,0
,San Marino,5/28/2020 04:00,667,42,294,4079,0
,Malta,5/28/2020 04:00,612,7,491,64334,1
,Madagascar,5/28/2020 04:00,612,2,151,9681,10
,Congo,5/28/2020 04:00,571,19,161,0,0
,Jamaica,5/28/2020 04:00,569,9,279,11259,2
,Channel Islands,5/28/2020 04:00,560,45,512,10255,0
,Tanzania,5/28/2020 04:00,509,21,183,0,7
,Reunion,5/28/2020 04:00,460,1,411,17200,1
,Sao Tome and Principe,5/28/2020 04:00,443,12,68,175,0
Taiwan,Taiwan,5/28/2020 04:00,441,7,420,71581,0
,Palestine,5/28/2020 04:00,435,3,365,44876,0
,French Guiana,5/28/2020 04:00,406,1,150,0,2
,Togo,5/28/2020 04:00,395,13,183,17501,0
,Cabo Verde,5/28/2020 04:00,390,4,155,1307,0
,Rwanda,5/28/2020 04:00,346,0,245,60443,0
,Isle of Man,5/28/2020 04:00,336,24,306,4669,2
,Mauritius,5/28/2020 04:00,334,10,322,108501,0
,Vietnam,5/28/2020 04:00,327,0,278,275000,1
,Montenegro,5/28/2020 04:00,324,9,315,10167,0
,Mauritania,5/28/2020 04:00,292,16,15,2583,0
,Uganda,5/28/2020 04:00,281,0,69,90832,0
,Eswatini,5/28/2020 04:00,272,2,168,4994,0
,Liberia,5/28/2020 04:00,266,27,144,0,0
,Yemen,5/28/2020 04:00,256,53,10,120,0
,Mozambique,5/28/2020 04:00,227,1,71,9036,0
