Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Beijing,Mainland China,6/18/2020 07:00,752,9,584,0,0
Shanghai,Mainland China,6/18/2020 07:00,697,7,668,0,0
Sichuan,Mainland China,6/18/2020 07:00,589,3,567,0,0
Guangdong,Mainland China,6/18/2020 07:00,1628,8,1603,0,0
Gansu,Mainland China,6/18/2020 07:00,150,2,137,0,0
Hebei,Mainland China,6/18/2020 07:00,338,6,322,0,0
Fujian,Mainland China,6/18/2020 07:00,362,1,356,0,0
Shaanxi,Mainland China,6/18/2020 07:00,314,3,306,0,0
Tianjin,Mainland China,6/18/2020 07:00,197,3,191,0,0
Chongqing,Mainland China,6/18/2020 07:00,582,6,573,0,0
Inner Mongolia,Mainland China,6/18/2020 07:00,238,1,234,0,0
Liaoning,Mainland China,6/18/2020 07:00,152,2,147,0,0
Shandong,Mainland China,6/18/2020 07:00,792,7,783,0,0
Hainan,Mainland China,6/18/2020 07:00,171,6,163,0,0
Zhejiang,Mainland China,6/18/2020 07:00,1269,1,1267,0,0
Hubei,Mainland China,6/18/2020 07:00,68135,4512,63623,0,0
Henan,Mainland China,6/18/2020 07:00,1276,22,1254,0,0
Hunan,Mainland China,6/18/2020 07:00,1019,4,1015,0,0
Anhui,Mainland China,6/18/2020 07:00,991,6,985,0,0
Heilongjiang,Mainland China,6/18/2020 07:00,945,13,932,0,0
Jiangxi,Mainland China,6/18/2020 07:00,937,1,936,0,0
Jiangsu,Mainland China,6/18/2020 07:00,653,0,653,0,0
Guangxi,Mainland China,6/18/2020 07:00,254,2,252,0,0
Shanxi,Mainland China,6/18/2020 07:00,198,0,198,0,0
Yunnan,Mainland China,6/18/2020 07:00,185,2,183,0,0
Jilin,Mainland China,6/18/2020 07:00,155,2,153,0,0
Guizhou,Mainland China,6/18/2020 07:00,147,2,145,0,0
Xinjiang,Mainland China,6/18/2020 07:00,76,3,73,0,0
Ningxia,Mainland China,6/18/2020 07:00,75,0,75,0,0
Qinghai,Mainland China,6/18/2020 07:00,18,0,18,0,0
Tibet,Mainland China,6/18/2020 07:00,1,0,1,0,0
New South Wales,Australia,6/18/2020 07:00,3137,48,2770,678618,0
Queensland,Australia,6/18/2020 07:00,1066,6,1052,264106,0
Victoria,Australia,6/18/2020 07:00,1780,19,1671,621226,0
South Australia,Australia,6/18/2020 07:00,440,4,436,130121,0
Western Australia,Australia,6/18/2020 07:00,603,9,592,152603,0
Tasmania,Australia,6/18/2020 07:00,228,13,213,42395,0
Australian Capital Territory,Australia,6/18/2020 07:00,108,3,105,24971,0
Northern Territory,Australia,6/18/2020 07:00,29,0,29,11088,0
New York,US,6/18/2020 07:00,390347,30939,50456,0,0
New Jersey,US,6/18/2020 07:00,167703,12835,3887,0,0
California,US,6/18/2020 07:00,162798,5272,41133,0,0
Illinois,US,6/18/2020 07:00,134251,6486,70558,0,0
Massachusetts,US,6/18/2020 07:00,106151,7734,84621,0,0
Pennsylvania,US,6/18/2020 07:00,84289,6319,1369,0,0
Texas,US,6/18/2020 07:00,97699,2089,62519,0,0
Michigan,US,6/18/2020 07:00,66502,6036,44964,0,0
