Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/12/2020 20:00,48206,1310,3441,
Guangdong,Mainland China,2/12/2020 20:00,1219,1,275,
Henan,Mainland China,2/12/2020 20:00,1169,10,258,
Zhejiang,Mainland China,2/12/2020 20:00,1145,0,327,
Hunan,Mainland China,2/12/2020 20:00,946,2,304,
Anhui,Mainland China,2/12/2020 20:00,910,5,128,
Jiangxi,Mainland China,2/12/2020 20:00,872,1,170,
Jiangsu,Mainland China,2/12/2020 20:00,570,0,131,
Chongqing,Mainland China,2/12/2020 20:00,518,3,102,
Shandong,Mainland China,2/12/2020 20:00,506,2,98,
Sichuan,Mainland China,2/12/2020 20:00,451,1,93,
Heilongjiang,Mainland China,2/12/2020 20:00,395,9,31,
Beijing,Mainland China,2/12/2020 20:00,352,3,56,
Shanghai,Mainland China,2/12/2020 20:00,313,1,57,
Fujian,Mainland China,2/12/2020 20:00,279,0,54,
Hebei,Mainland China,2/12/2020 20:00,265,3,54,
Shaanxi,Mainland China,2/12/2020 20:00,225,0,43,
Guangxi,Mainland China,2/12/2020 20:00,222,2,33,
Yokohama,Japan,2/12/2020 20:00,174,0,0,
Yunnan,Mainland China,2/12/2020 20:00,154,0,25,
Hainan,Mainland China,2/12/2020 20:00,157,4,27,
Guizhou,Mainland China,2/12/2020 20:00,135,1,20,
Shanxi,Mainland China,2/12/2020 20:00,126,0,33,
Liaoning,Mainland China,2/12/2020 20:00,116,1,20,
Tianjin,Mainland China,2/12/2020 20:00,112,2,11,
Gansu,Mainland China,2/12/2020 20:00,87,2,31,
Jilin,Mainland China,2/12/2020 20:00,84,1,22,
Inner Mongolia,Mainland China,2/12/2020 20:00,61,0,6,
Xinjiang,Mainland China,2/12/2020 20:00,63,1,3,
Ningxia,Mainland China,2/12/2020 20:00,58,0,24,
Hong Kong,Hong Kong,2/12/2020 20:00,50,1,1,
,Singapore,2/12/2020 20:00,50,0,15,
,Thailand,2/12/2020 20:00,33,0,10,
,South Korea,2/12/2020 20:00,28,0,4,
,Japan,2/12/2020 20:00,29,0,9,
Qinghai,Mainland China,2/12/2020 20:00,18,0,9,
Taiwan,Taiwan,2/12/2020 20:00,18,0,1,
,Malaysia,2/12/2020 20:00,18,0,3,
,Germany,2/12/2020 20:00,16,0,0,
,Vietnam,2/12/2020 20:00,15,0,6,
,France,2/12/2020 20:00,11,0,0,
Macau,Macau,2/12/2020 20:00,10,0,2,
,UK,2/12/2020 20:00,9,0,1,
,United Arab Emirates,2/12/2020 20:00,8,0,1,
California,US,2/12/2020 20:00,7,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/12/2020 20:00,5,0,0,
New South Wales,Australia,2/12/2020 20:00,4,0,3,
Victoria,Australia,2/12/2020 20:00,4,0,2,
British Columbia,Canada,2/12/2020 20:00,4,0,0,
Ontario,Canada,2/12/2020 20:00,3,0,0,
,India,2/12/2020 20:00,3,0,0,
,Philippines,2/12/2020 20:00,3,1,2,
,Italy,2/12/2020 20:00,3,0,0,
,Russia,2/12/2020 20:00,2,0,2,
Illinois,US,2/12/2020 20:00,2,0,2,Chicago
South Australia,Australia,2/12/2020 20:00,2,0,0,
,Spain,2/12/2020 20:00,2,0,0,
,Cambodia,2/12/2020 20:00,1,0,1,
,Finland,2/12/2020 20:00,1,0,1,
,Sri Lanka,2/12/2020 20:00,1,0,1,
Tibet,Mainland China,2/12/2020 20:00,1,0,1,
,Nepal,2/12/2020 20:00,1,0,0,
,Sweden,2/12/2020 20:00,1,0,0,
Massachusetts,US,2/12/2020 20:00,1,0,0,Boston
WA,US,2/12/2020 20:00,1,0,1,Seattle
Arizona,US,2/12/2020 20:00,1,0,0,Tempe
Brussels,Belgium,2/12/2020 20:00,1,0,0,
WI,US,2/12/2020 20:00,1,0,0,Madison
