Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/08/2020 03:00,24953,699,1132,
Guangdong,Mainland China,2/08/2020 03:00,1075,1,105,
Zhejiang,Mainland China,2/08/2020 03:00,1048,0,170,
Henan,Mainland China,2/08/2020 03:00,981,4,104,
Hunan,Mainland China,2/08/2020 03:00,803,0,135,
Anhui,Mainland China,2/08/2020 03:00,733,0,59,
Jiangxi,Mainland China,2/08/2020 03:00,698,0,55,
Jiangsu,Mainland China,2/08/2020 03:00,439,0,46,
Chongqing,Mainland China,2/08/2020 03:00,428,2,32,
Shandong,Mainland China,2/08/2020 03:00,416,0,42,
Sichuan,Mainland China,2/08/2020 03:00,363,1,54,
Beijing,Mainland China,2/08/2020 03:00,315,2,34,
Heilongjiang,Mainland China,2/08/2020 03:00,295,5,13,
Shanghai,Mainland China,2/08/2020 03:00,286,1,41,
Fujian,Mainland China,2/08/2020 03:00,239,0,24,
Hebei,Mainland China,2/08/2020 03:00,195,1,28,
Shaanxi,Mainland China,2/08/2020 03:00,195,0,19,
Guangxi,Mainland China,2/08/2020 03:00,183,0,17,
Yunnan,Mainland China,2/08/2020 03:00,138,0,16,
Hainan,Mainland China,2/08/2020 03:00,124,2,11,
Shanxi,Mainland China,2/08/2020 03:00,104,0,20,
Liaoning,Mainland China,2/08/2020 03:00,103,0,7,
Guizhou,Mainland China,2/08/2020 03:00,89,1,7,
Tianjin,Mainland China,2/08/2020 03:00,88,1,2,
Gansu,Mainland China,2/08/2020 03:00,71,1,9,
Jilin,Mainland China,2/08/2020 03:00,69,1,4,
Yokohama,Japan,2/08/2020 03:00,64,0,0,
Inner Mongolia,Mainland China,2/08/2020 03:00,52,0,5,
Ningxia,Mainland China,2/08/2020 03:00,45,0,5,
Xinjiang,Mainland China,2/08/2020 03:00,42,0,0,
,Singapore,2/08/2020 03:00,33,0,2,
Hong Kong,Hong Kong,2/08/2020 03:00,26,1,0,
,Thailand,2/08/2020 03:00,25,0,9,
,Japan,2/08/2020 03:00,25,0,4,
,South Korea,2/08/2020 03:00,24,0,2,
Qinghai,Mainland China,2/08/2020 03:00,18,0,3,
Taiwan,Taiwan,2/08/2020 03:00,17,0,1,
,Malaysia,2/08/2020 03:00,15,0,1,
,Germany,2/08/2020 03:00,14,0,0,
,Vietnam,2/08/2020 03:00,13,0,3,
Macau,Macau,2/08/2020 03:00,10,0,1,
,United Arab Emirates,2/08/2020 03:00,7,0,0,
,France,2/08/2020 03:00,6,0,0,
California,US,2/08/2020 03:00,6,0,0,"San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/08/2020 03:00,5,0,0,
New South Wales,Australia,2/08/2020 03:00,4,0,3,
Victoria,Australia,2/08/2020 03:00,4,0,0,
British Columbia,Canada,2/08/2020 03:00,4,0,0,
Ontario,Canada,2/08/2020 03:00,3,0,0,
,India,2/08/2020 03:00,3,0,0,
,Philippines,2/08/2020 03:00,3,1,0,
,UK,2/08/2020 03:00,3,0,0,
,Italy,2/08/2020 03:00,3,0,0,
,Russia,2/08/2020 03:00,2,0,0,
Illinois,US,2/08/2020 03:00,2,0,2,Chicago
South Australia,Australia,2/08/2020 03:00,2,0,0,
,Cambodia,2/08/2020 03:00,1,0,1,
,Finland,2/08/2020 03:00,1,0,1,
,Sri Lanka,2/08/2020 03:00,1,0,1,
Tibet,Mainland China,2/08/2020 03:00,1,0,0,
,Nepal,2/08/2020 03:00,1,0,0,
,Spain,2/08/2020 03:00,1,0,0,
,Sweden,2/08/2020 03:00,1,0,0,
Massachusetts,US,2/08/2020 03:00,1,0,0,Boston
WA,US,2/08/2020 03:00,1,0,0,Seattle
Arizona,US,2/08/2020 03:00,1,0,0,Tempe
Brussels,Belgium,2/08/2020 03:00,1,0,0,
WI,US,2/08/2020 03:00,1,0,0,Madison
