Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,3/20/2020 04:30,67800,3132,58381
Beijing,Mainland China,3/20/2020 04:30,480,8,380
Guangdong,Mainland China,3/20/2020 04:30,1378,8,1318
Gansu,Mainland China,3/20/2020 04:30,134,2,98
Shanghai,Mainland China,3/20/2020 04:30,371,3,326
Sichuan,Mainland China,3/20/2020 04:30,540,3,536
Heilongjiang,Mainland China,3/20/2020 04:30,483,13,460
Zhejiang,Mainland China,3/20/2020 04:30,1233,1,1217
Shandong,Mainland China,3/20/2020 04:30,761,7,747
Shaanxi,Mainland China,3/20/2020 04:30,246,3,237
Liaoning,Mainland China,3/20/2020 04:30,125,1,122
Guangxi,Mainland China,3/20/2020 04:30,254,2,250
Inner Mongolia,Mainland China,3/20/2020 04:30,75,1,74
Hebei,Mainland China,3/20/2020 04:30,318,6,310
Hainan,Mainland China,3/20/2020 04:30,168,6,161
Ningxia,Mainland China,3/20/2020 04:30,75,0,75
Henan,Mainland China,3/20/2020 04:30,1273,22,1250
Jiangsu,Mainland China,3/20/2020 04:30,631,0,631
Chongqing,Mainland China,3/20/2020 04:30,576,6,570
Guizhou,Mainland China,3/20/2020 04:30,146,2,144
Tianjin,Mainland China,3/20/2020 04:30,137,3,133
Jilin,Mainland China,3/20/2020 04:30,93,1,92
Hunan,Mainland China,3/20/2020 04:30,1018,4,1014
Anhui,Mainland China,3/20/2020 04:30,990,6,984
Jiangxi,Mainland China,3/20/2020 04:30,935,1,934
Fujian,Mainland China,3/20/2020 04:30,296,1,295
Yunnan,Mainland China,3/20/2020 04:30,176,2,172
Shanxi,Mainland China,3/20/2020 04:30,133,0,133
Xinjiang,Mainland China,3/20/2020 04:30,76,3,73
Qinghai,Mainland China,3/20/2020 04:30,18,0,18
Tibet,Mainland China,3/20/2020 04:30,1,0,1
New South Wales,Australia,3/20/2020 04:30,381,5,4
Queensland,Australia,3/20/2020 04:30,184,1,9
Victoria,Australia,3/20/2020 04:30,178,0,28
South Australia,Australia,3/20/2020 04:30,50,0,6
Western Australia,Australia,3/20/2020 04:30,64,1,1
Tasmania,Australia,3/20/2020 04:30,10,0,3
Australian Capital Territory,Australia,3/20/2020 04:30,6,0,1
Northern Territory,Australia,3/20/2020 04:30,2,0,0
New York,US,3/20/2020 04:30,5712,38,0
WA,US,3/20/2020 04:30,1377,74,1
California,US,3/20/2020 04:30,1041,19,6
New Jersey,US,3/20/2020 04:30,742,9,1
Florida,US,3/20/2020 04:30,432,9,0
Illinois,US,3/20/2020 04:30,423,4,2
Louisiana,US,3/20/2020 04:30,392,10,0
Michigan,US,3/20/2020 04:30,334,3,0
Massachusetts,US,3/20/2020 04:30,328,0,1
Texas,US,3/20/2020 04:30,321,5,0
Georgia,US,3/20/2020 04:30,288,10,0
Colorado,US,3/20/2020 04:30,277,4,0
Pennsylvania,US,3/20/2020 04:30,206,1,0
Wisconsin,US,3/20/2020 04:30,160,2,1
Connecticut,US,3/20/2020 04:30,159,3,0
Tennessee,US,3/20/2020 04:30,155,0,0
North Carolina,US,3/20/2020 04:30,139,0,0
Ohio,US,3/20/2020 04:30,120,1,0
Maryland,US,3/20/2020 04:30,107,1,3
Virginia,US,3/20/2020 04:30,104,2,0
Nevada,US,3/20/2020 04:30,95,1,0
Minnesota,US,3/20/2020 04:30,89,0,0
Oregon,US,3/20/2020 04:30,88,3,0
South Carolina,US,3/20/2020 04:30,81,1,0
Utah,US,3/20/2020 04:30,78,0,0
Alabama,US,3/20/2020 04:30,78,0,0
Washington DC,US,3/20/2020 04:30,71,0,0
Arkansas,US,3/20/2020 04:30,62,0,0
Indiana,US,3/20/2020 04:30,61,2,0
Diamond Princess,US,3/20/2020 04:30,55,0,0
Arizona,US,3/20/2020 04:30,53,0,1
Mississippi,US,3/20/2020 04:30,52,1,0
Maine,US,3/20/2020 04:30,52,0,0
Kentucky,US,3/20/2020 04:30,50,2,1
Rhode Island,US,3/20/2020 04:30,44,0,0
New Hampshire,US,3/20/2020 04:30,44,0,0
Oklahoma,US,3/20/2020 04:30,44,1,0
Iowa,US,3/20/2020 04:30,44,0,0
Missouri,US,3/20/2020 04:30,41,1,0
Kansas,US,3/20/2020 04:30,36,1,0
New Mexico,US,3/20/2020 04:30,35,0,0
Nebraska,US,3/20/2020 04:30,32,0,0
Delaware,US,3/20/2020 04:30,30,0,0
Hawaii,US,3/20/2020 04:30,26,0,0
Grand Princess,US,3/20/2020 04:30,23,1,0
Idaho,US,3/20/2020 04:30,23,0,0
Vermont,US,3/20/2020 04:30,22,2,0
North Dakota,US,3/20/2020 04:30,19,0,0
Wyoming,US,3/20/2020 04:30,18,0,0
Montana,US,3/20/2020 04:30,15,0,0
South Dakota,US,3/20/2020 04:30,14,1,0
Alaska,US,3/20/2020 04:30,12,0,0
West Virginia,US,3/20/2020 04:30,5,0,0
British Columbia,Canada,3/20/2020 04:30,271,8,4
Ontario,Canada,3/20/2020 04:30,257,2,5
Alberta,Canada,3/20/2020 04:30,146,1,0
Quebec,Canada,3/20/2020 04:30,121,1,0
Saskatchewan,Canada,3/20/2020 04:30,20,0,0
Manitoba,Canada,3/20/2020 04:30,17,0,0
Nova Scotia,Canada,3/20/2020 04:30,14,0,0
New Brunswick,Canada,3/20/2020 04:30,11,0,0
Newfoundland and Labrador,Canada,3/20/2020 04:30,3,0,0
Prince Edward Island,Canada,3/20/2020 04:30,2,0,0
,Italy,3/20/2020 04:30,41035,3405,4440
,Iran,3/20/2020 04:30,18407,1284,5979
,Spain,3/20/2020 04:30,18077,831,1107
,Germany,3/20/2020 04:30,15439,44,115
,France,3/20/2020 04:30,10995,372,1295
,South Korea,3/20/2020 04:30,8652,94,2233
,Switzerland,3/20/2020 04:30,4222,43,15
,UK,3/20/2020 04:30,3269,144,65
,Netherlands,3/20/2020 04:30,2460,76,2
,Austria,3/20/2020 04:30,2203,6,9
Brussels,Belgium,3/20/2020 04:30,1795,21,165
,Norway,3/20/2020 04:30,1794,7,1
,Sweden,3/20/2020 04:30,1452,11,16
,Denmark,3/20/2020 04:30,1226,9,1
,Japan,3/20/2020 04:30,963,33,215
,Malaysia,3/20/2020 04:30,915,2,75
,Portugal,3/20/2020 04:30,786,4,4
,Czechia,3/20/2020 04:30,774,0,3
Yokohama,Japan,3/20/2020 04:30,712,7,527
,Israel,3/20/2020 04:30,677,0,14
,Brazil,3/20/2020 04:30,647,7,2
,Ireland,3/20/2020 04:30,557,3,5
,Luxembourg,3/20/2020 04:30,484,4,6
,Greece,3/20/2020 04:30,464,6,19
,Qatar,3/20/2020 04:30,460,0,10
,Pakistan,3/20/2020 04:30,456,3,13
,Finland,3/20/2020 04:30,400,0,10
,Indonesia,3/20/2020 04:30,369,32,17
,Poland,3/20/2020 04:30,367,5,13
,Turkey,3/20/2020 04:30,359,4,0
,Singapore,3/20/2020 04:30,345,0,124
,Chile,3/20/2020 04:30,342,0,0
,Iceland,3/20/2020 04:30,330,0,5
,Thailand,3/20/2020 04:30,322,1,42
,Slovenia,3/20/2020 04:30,319,1,0
,Bahrain,3/20/2020 04:30,279,1,110
,Romania,3/20/2020 04:30,277,0,25
,Saudi Arabia,3/20/2020 04:30,274,0,8
,Estonia,3/20/2020 04:30,267,0,1
,Ecuador,3/20/2020 04:30,260,4,1
,Egypt,3/20/2020 04:30,256,7,42
Hong Kong,Hong Kong,3/20/2020 04:30,256,4,98
,Peru,3/20/2020 04:30,234,3,1
,Philippines,3/20/2020 04:30,230,18,8
,India,3/20/2020 04:30,206,5,20
,Russia,3/20/2020 04:30,199,1,9
,Iraq,3/20/2020 04:30,192,13,49
,Mexico,3/20/2020 04:30,164,1,4
,Kuwait,3/20/2020 04:30,159,0,18
,Lebanon,3/20/2020 04:30,158,4,4
,South Africa,3/20/2020 04:30,150,0,0
,San Marino,3/20/2020 04:30,144,14,4
,United Arab Emirates,3/20/2020 04:30,140,0,31
,Panama,3/20/2020 04:30,137,1,1
,Armenia,3/20/2020 04:30,136,0,1
Taiwan,Taiwan,3/20/2020 04:30,135,2,28
,Argentina,3/20/2020 04:30,128,3,3
,Colombia,3/20/2020 04:30,128,0,1
,Slovakia,3/20/2020 04:30,124,0,0
,Serbia,3/20/2020 04:30,118,0,2
,Croatia,3/20/2020 04:30,113,1,5
,Bulgaria,3/20/2020 04:30,112,3,0
,Latvia,3/20/2020 04:30,111,0,1
,Uruguay,3/20/2020 04:30,94,0,0
,Algeria,3/20/2020 04:30,90,9,32
,Costa Rica,3/20/2020 04:30,89,2,0
,Vietnam,3/20/2020 04:30,87,0,16
,Hungary,3/20/2020 04:30,85,1,7
,Faeroe Islands,3/20/2020 04:30,80,0,2
,Andorra,3/20/2020 04:30,74,0,1
,Brunei,3/20/2020 04:30,73,0,0
,Belarus,3/20/2020 04:30,69,0,15
,Jordan,3/20/2020 04:30,69,0,1
,Cyprus,3/20/2020 04:30,67,0,0
,Morocco,3/20/2020 04:30,66,3,2
,Sri Lanka,3/20/2020 04:30,65,0,3
,Albania,3/20/2020 04:30,64,2,0
,Bosnia and Herzegovina,3/20/2020 04:30,64,0,2
,Malta,3/20/2020 04:30,53,0,2
,Tunisia,3/20/2020 04:30,50,1,1
,North Macedonia,3/20/2020 04:30,50,0,1
,Moldova,3/20/2020 04:30,49,1,1
,Kazakhstan,3/20/2020 04:30,49,0,0
,Lithuania,3/20/2020 04:30,48,0,1
,Oman,3/20/2020 04:30,48,0,13
,Cambodia,3/20/2020 04:30,47,0,1
,Palestine,3/20/2020 04:30,47,0,0
,Guadeloupe,3/20/2020 04:30,45,0,0
,Azerbaijan,3/20/2020 04:30,44,1,7
,Georgia,3/20/2020 04:30,43,0,1
,Venezuela,3/20/2020 04:30,42,0,0
,New Zealand,3/20/2020 04:30,39,0,0
,Senegal,3/20/2020 04:30,36,0,2
,Dominican Republic,3/20/2020 04:30,34,2,0
,Burkina Faso,3/20/2020 04:30,33,1,0
,Uzbekistan,3/20/2020 04:30,33,0,0
,Martinique,3/20/2020 04:30,32,1,0
,Liechtenstein,3/20/2020 04:30,28,0,0
,Reunion,3/20/2020 04:30,28,0,0
,Ukraine,3/20/2020 04:30,26,3,0
,Afghanistan,3/20/2020 04:30,24,0,1
,Honduras,3/20/2020 04:30,24,0,0
,Cameroon,3/20/2020 04:30,20,0,2
,Bangladesh,3/20/2020 04:30,18,1,3
,DRC,3/20/2020 04:30,18,0,0
Macau,Macau,3/20/2020 04:30,17,0,10
,Bolivia,3/20/2020 04:30,17,0,0
,Cuba,3/20/2020 04:30,16,1,0
,Jamaica,3/20/2020 04:30,16,1,2
,French Guiana,3/20/2020 04:30,15,0,0
,Guam,3/20/2020 04:30,14,0,0
,Maldives,3/20/2020 04:30,13,0,0
,Montenegro,3/20/2020 04:30,13,0,0
,Paraguay,3/20/2020 04:30,13,0,0
,Nigeria,3/20/2020 04:30,12,0,1
,Monaco,3/20/2020 04:30,11,0,0
,Channel Islands,3/20/2020 04:30,11,0,0
,French Polynesia,3/20/2020 04:30,11,0,0
,Ghana,3/20/2020 04:30,11,0,0
,Rwanda,3/20/2020 04:30,11,0,0
,Gibraltar,3/20/2020 04:30,10,0,2
,Guatemala,3/20/2020 04:30,9,1,0
,Ivory Coast,3/20/2020 04:30,9,0,1
,Ethiopia,3/20/2020 04:30,9,0,0
,Togo,3/20/2020 04:30,9,0,0
,Trinidad and Tobago,3/20/2020 04:30,9,0,0
