Confirmed,Recovered,Deaths,Date_last_updated_AEDT,date_day,New,DayElapsed
136,118,2,2020-03-24 20:30:00,2020-03-24,0,19
136,114,2,2020-03-23 22:40:00,2020-03-23,2,18
134,113,2,2020-03-22 22:00:00,2020-03-22,0,17
134,113,2,2020-03-21 22:00:00,2020-03-21,0,16
134,98,2,2020-03-20 22:20:00,2020-03-20,1,15
133,91,2,2020-03-19 22:30:00,2020-03-19,0,14
133,91,2,2020-03-18 23:00:00,2020-03-18,0,13
133,91,2,2020-03-17 22:00:00,2020-03-17,0,12
133,91,2,2020-03-16 22:00:00,2020-03-16,1,11
132,91,2,2020-03-15 22:00:00,2020-03-15,3,10
129,89,2,2020-03-14 22:00:00,2020-03-14,2,9
127,88,2,2020-03-13 22:00:00,2020-03-13,0,8
127,88,2,2020-03-12 22:00:00,2020-03-12,2,7
125,88,2,2020-03-11 22:00:00,2020-03-11,1,6
124,88,2,2020-03-10 22:00:00,2020-03-10,0,5
124,87,2,2020-03-09 22:00:00,2020-03-09,4,4
120,87,2,2020-03-08 22:00:00,2020-03-08,1,3
119,87,2,2020-03-07 22:00:00,2020-03-07,17,2
102,87,2,2020-03-06 22:00:00,2020-03-06,11,1
91,87,2,2020-03-05 22:00:00,2020-03-05,0,0
91,86,2,2020-03-04 22:00:00,2020-03-04,0,0
91,85,2,2020-03-03 22:00:00,2020-03-03,0,0
91,84,2,2020-03-02 22:00:00,2020-03-02,0,0
91,82,2,2020-03-01 22:00:00,2020-03-01,0,0
91,82,2,2020-02-29 22:00:00,2020-02-29,0,0
91,82,2,2020-02-28 22:00:00,2020-02-28,0,0
91,81,2,2020-02-27 22:00:00,2020-02-27,0,0
91,80,2,2020-02-26 22:00:00,2020-02-26,0,0
91,80,2,2020-02-25 22:00:00,2020-02-25,0,0
91,78,2,2020-02-24 22:00:00,2020-02-24,0,0
91,76,2,2020-02-23 22:00:00,2020-02-23,0,0
91,76,2,2020-02-22 22:00:00,2020-02-22,0,0
91,71,2,2020-02-21 22:00:00,2020-02-21,0,0
91,65,2,2020-02-20 22:00:00,2020-02-20,0,0
91,62,2,2020-02-19 22:00:00,2020-02-19,0,0
91,59,2,2020-02-18 22:00:00,2020-02-18,1,0
90,54,2,2020-02-17 22:00:00,2020-02-17,0,0
90,51,2,2020-02-16 22:00:00,2020-02-16,0,0
90,46,2,2020-02-15 22:00:00,2020-02-15,0,0
90,39,2,2020-02-14 22:00:00,2020-02-14,3,0
87,34,2,2020-02-13 22:00:00,2020-02-13,1,0
86,28,2,2020-02-12 22:00:00,2020-02-12,0,0
86,21,2,2020-02-11 21:30:00,2020-02-11,3,0
83,17,2,2020-02-10 22:00:00,2020-02-10,4,0
79,14,1,2020-02-09 22:00:00,2020-02-09,8,0
71,9,1,2020-02-08 22:00:00,2020-02-08,4,0
67,9,0,2020-02-07 22:00:00,2020-02-07,5,0
62,6,0,2020-02-06 22:00:00,2020-02-06,5,0
57,4,0,2020-02-05 22:00:00,2020-02-05,2,0
55,3,0,2020-02-04 21:00:00,2020-02-04,4,0
51,3,0,2020-02-03 21:00:00,2020-02-03,11,0
40,0,0,2020-02-02 21:00:00,2020-02-02,5,0
35,0,0,2020-02-01 11:00:00,2020-02-01,6,0
29,0,0,2020-01-31 13:30:00,2020-01-31,3,0
26,0,0,2020-01-30 13:00:00,2020-01-30,2,0
24,0,0,2020-01-29 15:00:00,2020-01-29,5,0
19,0,0,2020-01-28 12:30:00,2020-01-28,5,0
14,0,0,2020-01-27 15:00:00,2020-01-27,7,0
7,0,0,2020-01-26 14:00:00,2020-01-26,3,0
4,0,0,2020-01-25 16:00:00,2020-01-25,2,0
2,0,0,2020-01-24 16:00:00,2020-01-24,0,0
2,0,0,2020-01-23 16:00:00,2020-01-23,2,0
0,0,0,2020-01-22 16:00:00,2020-01-22,0,0
0,0,0,2020-01-21 16:00:00,2020-01-21,0,0
