Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/20/2020 14:43,248417,18298,29275,0,0
New Jersey,US,4/20/2020 14:43,85301,4362,730,0,0
Massachusetts,US,4/20/2020 14:43,38077,1706,1299,0,0
Pennsylvania,US,4/20/2020 14:43,32902,1276,466,0,0
California,US,4/20/2020 14:43,31528,1179,3053,0,0
Michigan,US,4/20/2020 14:43,31424,2391,3237,0,0
Illinois,US,4/20/2020 14:43,30357,1290,606,0,0
Florida,US,4/20/2020 14:43,26314,774,174,0,0
Louisiana,US,4/20/2020 14:43,23928,1296,0,0,0
Texas,US,4/20/2020 14:43,19408,500,5534,0,0
Georgia,US,4/20/2020 14:43,18301,687,340,0,0
Connecticut,US,4/20/2020 14:43,17962,1127,63,0,0
Maryland,US,4/20/2020 14:43,12847,548,914,0,0
WA,US,4/20/2020 14:43,11904,634,1778,0,0
Ohio,US,4/20/2020 14:43,11602,471,448,0,0
Indiana,US,4/20/2020 14:43,11211,562,1557,0,0
Colorado,US,4/20/2020 14:43,9730,422,559,0,0
Virginia,US,4/20/2020 14:43,8542,277,721,0,0
Tennessee,US,4/20/2020 14:43,7070,148,3344,0,0
North Carolina,US,4/20/2020 14:43,6605,200,1177,0,0
Missouri,US,4/20/2020 14:43,5761,199,518,0,0
Arizona,US,4/20/2020 14:43,4933,184,6,0,0
Alabama,US,4/20/2020 14:43,4903,160,0,0,0
Rhode Island,US,4/20/2020 14:43,4706,150,0,0,0
South Carolina,US,4/20/2020 14:43,4377,120,0,0,0
Wisconsin,US,4/20/2020 14:43,4346,220,194,0,0
Mississippi,US,4/20/2020 14:43,4274,159,0,0,0
Nevada,US,4/20/2020 14:43,3728,158,1880,0,0
Utah,US,4/20/2020 14:43,3069,27,218,0,0
Kentucky,US,4/20/2020 14:43,2960,148,1174,0,0
Iowa,US,4/20/2020 14:43,2902,75,1171,0,0
Washington DC,US,4/20/2020 14:43,2793,96,622,0,0
Oklahoma,US,4/20/2020 14:43,2599,140,1575,0,0
Delaware,US,4/20/2020 14:43,2538,67,466,0,0
Minnesota,US,4/20/2020 14:43,2356,134,1160,0,0
Kansas,US,4/20/2020 14:43,1941,94,444,0,0
Oregon,US,4/20/2020 14:43,1910,74,42,0,0
New Mexico,US,4/20/2020 14:43,1845,55,465,0,0
Arkansas,US,4/20/2020 14:43,1781,39,726,0,0
Idaho,US,4/20/2020 14:43,1668,44,520,0,0
South Dakota,US,4/20/2020 14:43,1635,7,646,0,0
Nebraska,US,4/20/2020 14:43,1474,28,0,0,0
New Hampshire,US,4/20/2020 14:43,1392,41,513,0,0
Puerto Rico,US,4/20/2020 14:43,1213,62,0,0,0
Navajo Nation,US,4/20/2020 14:43,1197,44,0,0,0
West Virginia,US,4/20/2020 14:43,890,20,265,0,0
Maine,US,4/20/2020 14:43,867,34,393,0,0
Vermont,US,4/20/2020 14:43,813,38,0,0,0
North Dakota,US,4/20/2020 14:43,585,10,189,0,0
Hawaii,US,4/20/2020 14:43,580,10,414,0,0
Montana,US,4/20/2020 14:43,433,10,243,0,0
Alaska,US,4/20/2020 14:43,319,9,153,0,0
Wyoming,US,4/20/2020 14:43,313,2,233,0,0
Guam,US,4/20/2020 14:43,136,5,97,0,0
Grand Princess,US,4/20/2020 14:43,103,3,0,0,0
US Virgin Islands,US,4/20/2020 14:43,53,3,46,0,0
Diamond Princess,US,4/20/2020 14:43,49,0,0,0,0
Quebec,Canada,4/20/2020 14:43,18357,877,3555,0,0
Ontario,Canada,4/20/2020 14:43,11561,591,5209,0,0
Alberta,Canada,4/20/2020 14:43,2803,55,1198,0,0
British Columbia,Canada,4/20/2020 14:43,1647,81,996,0,0
Nova Scotia,Canada,4/20/2020 14:43,675,9,200,0,0
