Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
New York,US,4/17/2020 21:42,223691,12248,28103,0
New Jersey,US,4/17/2020 21:42,75317,3518,470,0
Massachusetts,US,4/17/2020 21:42,32181,1245,729,0
Michigan,US,4/17/2020 21:42,29263,2093,502,0
Pennsylvania,US,4/17/2020 21:42,28314,848,317,0
California,US,4/17/2020 21:42,28157,973,1473,0
Illinois,US,4/17/2020 21:42,25733,1073,465,0
Florida,US,4/17/2020 21:42,23340,668,174,0
Louisiana,US,4/17/2020 21:42,22532,1156,0,0
Texas,US,4/17/2020 21:42,17263,429,3677,0
Georgia,US,4/17/2020 21:42,16368,617,340,0
Connecticut,US,4/17/2020 21:42,15884,971,63,0
WA,US,4/17/2020 21:42,11285,587,1719,0
Maryland,US,4/17/2020 21:42,10784,392,736,0
Indiana,US,4/17/2020 21:42,9549,480,150,0
Colorado,US,4/17/2020 21:42,8675,374,510,0
Ohio,US,4/17/2020 21:42,8414,391,367,0
Virginia,US,4/17/2020 21:42,6889,208,721,0
Tennessee,US,4/17/2020 21:42,6263,141,2196,0
North Carolina,US,4/17/2020 21:42,5668,155,964,0
Missouri,US,4/17/2020 21:42,5239,175,472,0
Alabama,US,4/17/2020 21:42,4404,137,0,0
Arizona,US,4/17/2020 21:42,4241,150,6,0
South Carolina,US,4/17/2020 21:42,3931,109,0,0
Wisconsin,US,4/17/2020 21:42,3889,197,93,0
Rhode Island,US,4/17/2020 21:42,3838,105,0,0
Mississippi,US,4/17/2020 21:42,3624,129,0,0
Nevada,US,4/17/2020 21:42,3321,142,1531,0
Utah,US,4/17/2020 21:42,2689,21,219,0
Kentucky,US,4/17/2020 21:42,2435,129,956,0
Oklahoma,US,4/17/2020 21:42,2357,131,1060,0
Washington DC,US,4/17/2020 21:42,2350,81,552,0
Iowa,US,4/17/2020 21:42,2141,60,987,0
Delaware,US,4/17/2020 21:42,2075,52,378,0
Minnesota,US,4/17/2020 21:42,1912,95,1020,0
Oregon,US,4/17/2020 21:42,1736,64,42,0
Arkansas,US,4/17/2020 21:42,1620,37,548,0
Kansas,US,4/17/2020 21:42,1617,80,391,0
Idaho,US,4/17/2020 21:42,1609,41,390,0
New Mexico,US,4/17/2020 21:42,1597,44,353,0
South Dakota,US,4/17/2020 21:42,1311,7,373,0
New Hampshire,US,4/17/2020 21:42,1211,34,455,0
Nebraska,US,4/17/2020 21:42,1066,24,0,0
Puerto Rico,US,4/17/2020 21:42,1043,56,0,0
Navajo Nation,US,4/17/2020 21:42,1042,41,0,0
Maine,US,4/17/2020 21:42,796,27,333,0
Vermont,US,4/17/2020 21:42,768,35,0,0
West Virginia,US,4/17/2020 21:42,739,13,223,0
Hawaii,US,4/17/2020 21:42,541,9,374,0
Montana,US,4/17/2020 21:42,415,7,218,0
North Dakota,US,4/17/2020 21:42,393,9,163,0
Alaska,US,4/17/2020 21:42,300,9,106,0
Wyoming,US,4/17/2020 21:42,296,2,164,0
Guam,US,4/17/2020 21:42,135,5,66,0
Grand Princess,US,4/17/2020 21:42,103,3,0,0
US Virgin Islands,US,4/17/2020 21:42,51,1,43,0
Diamond Princess,US,4/17/2020 21:42,49,0,0,0
Quebec,Canada,4/17/2020 21:42,15857,630,2841,0
Ontario,Canada,4/17/2020 21:42,9828,459,4194,0
Alberta,Canada,4/17/2020 21:42,2158,50,914,0
British Columbia,Canada,4/17/2020 21:42,1575,77,983,0
Nova Scotia,Canada,4/17/2020 21:42,579,3,176,0
Saskatchewan,Canada,4/17/2020 21:42,305,4,219,0
Newfoundland and Labrador,Canada,4/17/2020 21:42,252,3,170,0
Manitoba,Canada,4/17/2020 21:42,250,5,121,0
New Brunswick,Canada,4/17/2020 21:42,117,0,80,0
Prince Edward Island,Canada,4/17/2020 21:42,26,0,23,0
Yukon,Canada,4/17/2020 21:42,8,0,6,0
Northwest Territories,Canada,4/17/2020 21:42,5,0,2,0
,US,4/17/2020 21:42,0,0,0,3411394
,Canada,4/17/2020 21:42,0,0,0,487625
,Spain,4/17/2020 21:42,184948,19315,74797,930230
,Italy,4/17/2020 21:42,168941,22170,40164,1178403
,France,4/17/2020 21:42,165027,17920,32812,333807
,Germany,4/17/2020 21:42,138221,4098,81800,1728357
,UK,4/17/2020 21:42,103093,13729,626,417649
,Iran,4/17/2020 21:42,79494,4958,54064,319879
,Turkey,4/17/2020 21:42,74193,1643,7089,518143
Brussels,Belgium,4/17/2020 21:42,36138,5163,7961,134303
,Russia,4/17/2020 21:42,32008,273,2590,1718019
,Brazil,4/17/2020 21:42,30891,1952,14026,62985
,Netherlands,4/17/2020 21:42,29214,3315,250,147948
,Switzerland,4/17/2020 21:42,27078,1288,15900,206400
,Portugal,4/17/2020 21:42,19022,657,519,221049
,Austria,4/17/2020 21:42,14527,410,9704,169272
