Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,3/20/2020 21:58,5712,38,0.0
WA,US,3/20/2020 21:58,1377,74,1.0
California,US,3/20/2020 21:58,1041,19,6.0
New Jersey,US,3/20/2020 21:58,742,9,1.0
Florida,US,3/20/2020 21:58,432,9,0.0
Illinois,US,3/20/2020 21:58,423,4,2.0
Louisiana,US,3/20/2020 21:58,392,10,0.0
Michigan,US,3/20/2020 21:58,334,3,0.0
Massachusetts,US,3/20/2020 21:58,328,0,1.0
Texas,US,3/20/2020 21:58,321,5,0.0
Georgia,US,3/20/2020 21:58,288,10,0.0
Colorado,US,3/20/2020 21:58,277,4,0.0
Pennsylvania,US,3/20/2020 21:58,206,1,0.0
Wisconsin,US,3/20/2020 21:58,160,2,1.0
Connecticut,US,3/20/2020 21:58,159,3,0.0
Tennessee,US,3/20/2020 21:58,155,0,0.0
North Carolina,US,3/20/2020 21:58,139,0,0.0
Ohio,US,3/20/2020 21:58,120,1,0.0
Maryland,US,3/20/2020 21:58,107,1,3.0
Virginia,US,3/20/2020 21:58,104,2,0.0
Nevada,US,3/20/2020 21:58,95,1,0.0
Minnesota,US,3/20/2020 21:58,89,0,0.0
Oregon,US,3/20/2020 21:58,88,3,0.0
South Carolina,US,3/20/2020 21:58,81,1,0.0
Utah,US,3/20/2020 21:58,78,0,0.0
Alabama,US,3/20/2020 21:58,78,0,0.0
Washington DC,US,3/20/2020 21:58,71,0,0.0
Arkansas,US,3/20/2020 21:58,62,0,0.0
Indiana,US,3/20/2020 21:58,61,2,0.0
From Diamond Princess cruise,US,3/20/2020 21:58,55,0,0.0
Arizona,US,3/20/2020 21:58,53,0,1.0
Mississippi,US,3/20/2020 21:58,52,1,0.0
Maine,US,3/20/2020 21:58,52,0,0.0
Kentucky,US,3/20/2020 21:58,50,2,1.0
Rhode Island,US,3/20/2020 21:58,44,0,0.0
New Hampshire,US,3/20/2020 21:58,44,0,0.0
Oklahoma,US,3/20/2020 21:58,44,1,0.0
Iowa,US,3/20/2020 21:58,44,0,0.0
Missouri,US,3/20/2020 21:58,41,1,0.0
Kansas,US,3/20/2020 21:58,36,1,0.0
New Mexico,US,3/20/2020 21:58,35,0,0.0
Nebraska,US,3/20/2020 21:58,32,0,0.0
Delaware,US,3/20/2020 21:58,30,0,0.0
Hawaii,US,3/20/2020 21:58,26,0,0.0
From Grand Princess,US,3/20/2020 21:58,23,1,0.0
Idaho,US,3/20/2020 21:58,23,0,0.0
Vermont,US,3/20/2020 21:58,22,2,0.0
North Dakota,US,3/20/2020 21:58,19,0,0.0
Wyoming,US,3/20/2020 21:58,18,0,0.0
Montana,US,3/20/2020 21:58,15,0,0.0
South Dakota,US,3/20/2020 21:58,14,1,0.0
Alaska,US,3/20/2020 21:58,12,0,0.0
,,3/20/2020 21:58,12,0,
,,3/20/2020 21:58,5,0,
West Virginia,US,3/20/2020 21:58,5,0,0.0
,,3/20/2020 21:58,3,0,
British Columbia,Canada,3/20/2020 21:58,271,8,4.0
Ontario,Canada,3/20/2020 21:58,257,2,5.0
Alberta,Canada,3/20/2020 21:58,146,1,0.0
Quebec,Canada,3/20/2020 21:58,121,1,0.0
Saskatchewan,Canada,3/20/2020 21:58,20,0,0.0
Manitoba,Canada,3/20/2020 21:58,17,0,0.0
Nova Scotia,Canada,3/20/2020 21:58,14,0,0.0
New Brunswick,Canada,3/20/2020 21:58,11,0,0.0
,,3/20/2020 21:58,10,0,
Newfoundland and Labrador,Canada,3/20/2020 21:58,3,0,0.0
Prince Edward Island,Canada,3/20/2020 21:58,2,0,0.0
,Italy,3/20/2020 21:58,41035,3405,4440.0
,Spain,3/20/2020 21:58,19980,1002,1588.0
,Iran,3/20/2020 21:58,18407,1284,5979.0
,Germany,3/20/2020 21:58,16626,44,115.0
,France,3/20/2020 21:58,10995,372,1295.0
,South Korea,3/20/2020 21:58,8652,94,2233.0
,Switzerland,3/20/2020 21:58,4222,43,15.0
,UK,3/20/2020 21:58,3269,144,65.0
,Netherlands,3/20/2020 21:58,2460,76,2.0
Brussels,Belgium,3/20/2020 21:58,2257,37,204.0
,Austria,3/20/2020 21:58,2203,6,9.0
,Norway,3/20/2020 21:58,1802,7,1.0
,Sweden,3/20/2020 21:58,1456,11,16.0
,Denmark,3/20/2020 21:58,1226,9,1.0
,Malaysia,3/20/2020 21:58,1030,2,87.0
,Japan,3/20/2020 21:58,963,33,215.0
,Portugal,3/20/2020 21:58,786,4,4.0
,Czechia,3/20/2020 21:58,774,0,3.0
Yokohama,Japan,3/20/2020 21:58,712,7,527.0
,Israel,3/20/2020 21:58,705,0,15.0
,Brazil,3/20/2020 21:58,647,7,2.0
,Ireland,3/20/2020 21:58,557,3,5.0
,Luxembourg,3/20/2020 21:58,484,4,6.0
,Greece,3/20/2020 21:58,464,6,19.0
,Qatar,3/20/2020 21:58,460,0,10.0
,Pakistan,3/20/2020 21:58,456,3,13.0
,Finland,3/20/2020 21:58,400,0,10.0
,Poland,3/20/2020 21:58,378,6,13.0
,Indonesia,3/20/2020 21:58,369,32,17.0
,Turkey,3/20/2020 21:58,359,4,0.0
,Singapore,3/20/2020 21:58,345,0,124.0
,Chile,3/20/2020 21:58,342,0,0.0
,Iceland,3/20/2020 21:58,330,0,5.0
,Thailand,3/20/2020 21:58,322,1,42.0
,Slovenia,3/20/2020 21:58,319,1,0.0
,Bahrain,3/20/2020 21:58,284,1,110.0
,Estonia,3/20/2020 21:58,283,0,1.0
,Romania,3/20/2020 21:58,277,0,25.0
,Saudi Arabia,3/20/2020 21:58,274,0,8.0
,Ecuador,3/20/2020 21:58,260,4,1.0
,Egypt,3/20/2020 21:58,256,7,42.0
Hong Kong,Hong Kong,3/20/2020 21:58,256,4,98.0
,Peru,3/20/2020 21:58,234,3,1.0
,Philippines,3/20/2020 21:58,230,18,8.0
,India,3/20/2020 21:58,206,5,20.0
,South Africa,3/20/2020 21:58,202,0,0.0
