Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/19/2020 12:38,242570,17627,28884,0,0
New Jersey,US,4/19/2020 12:38,81420,4070,470,0,0
Massachusetts,US,4/19/2020 12:38,36372,1560,1299,0,0
Pennsylvania,US,4/19/2020 12:38,31795,1105,373,0,0
Michigan,US,4/19/2020 12:38,30791,2308,3237,0,0
California,US,4/19/2020 12:38,30774,1148,2740,0,0
Illinois,US,4/19/2020 12:38,29161,1259,606,0,0
Florida,US,4/19/2020 12:38,25492,748,174,0,0
Louisiana,US,4/19/2020 12:38,23580,1267,0,0,0
Texas,US,4/19/2020 12:38,18905,483,4806,0,0
Georgia,US,4/19/2020 12:38,17841,677,340,0,0
Connecticut,US,4/19/2020 12:38,17550,1086,63,0,0
Maryland,US,4/19/2020 12:38,12326,537,771,0,0
WA,US,4/19/2020 12:38,12064,630,1765,0,0
Indiana,US,4/19/2020 12:38,10641,545,173,0,0
Ohio,US,4/19/2020 12:38,10222,451,448,0,0
Colorado,US,4/19/2020 12:38,9440,413,529,0,0
Virginia,US,4/19/2020 12:38,8053,258,721,0,0
Tennessee,US,4/19/2020 12:38,6762,146,3234,0,0
North Carolina,US,4/19/2020 12:38,6368,190,1174,0,0
Missouri,US,4/19/2020 12:38,5582,197,502,0,0
Arizona,US,4/19/2020 12:38,4724,180,6,0,0
Alabama,US,4/19/2020 12:38,4723,147,0,0,0
Rhode Island,US,4/19/2020 12:38,4491,137,0,0,0
South Carolina,US,4/19/2020 12:38,4248,119,0,0,0
Wisconsin,US,4/19/2020 12:38,4199,212,194,0,0
Mississippi,US,4/19/2020 12:38,3974,152,0,0,0
Nevada,US,4/19/2020 12:38,3644,151,1770,0,0
Utah,US,4/19/2020 12:38,2933,25,220,0,0
Kentucky,US,4/19/2020 12:38,2707,144,979,0,0
Washington DC,US,4/19/2020 12:38,2666,91,608,0,0
Oklahoma,US,4/19/2020 12:38,2570,139,1534,0,0
Delaware,US,4/19/2020 12:38,2538,67,466,0,0
Iowa,US,4/19/2020 12:38,2513,74,1095,0,0
Minnesota,US,4/19/2020 12:38,2213,121,1118,0,0
Kansas,US,4/19/2020 12:38,1854,86,421,0,0
