Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
New York,US,4/18/2020 21:46,235395,17131,28227,0
New Jersey,US,4/18/2020 21:46,78467,3840,470,0
Massachusetts,US,4/18/2020 21:46,34402,1404,729,0
Pennsylvania,US,4/18/2020 21:46,30031,921,340,0
Michigan,US,4/18/2020 21:46,30023,2227,502,0
California,US,4/18/2020 21:46,29425,1057,2560,0
Illinois,US,4/18/2020 21:46,27577,1132,465,0
Florida,US,4/18/2020 21:46,24759,726,174,0
Louisiana,US,4/18/2020 21:46,23118,1213,0,0
Texas,US,4/18/2020 21:46,18078,459,4202,0
Georgia,US,4/18/2020 21:46,17432,668,340,0
Connecticut,US,4/18/2020 21:46,16809,1036,63,0
WA,US,4/18/2020 21:46,11707,610,1757,0
Maryland,US,4/18/2020 21:46,11572,493,736,0
Indiana,US,4/18/2020 21:46,10154,519,150,0
Ohio,US,4/18/2020 21:46,9107,418,448,0
Colorado,US,4/18/2020 21:46,9047,391,510,0
Virginia,US,4/18/2020 21:46,7491,231,721,0
Tennessee,US,4/18/2020 21:46,6589,142,3018,0
North Carolina,US,4/18/2020 21:46,6198,181,997,0
Missouri,US,4/18/2020 21:46,5446,189,502,0
Alabama,US,4/18/2020 21:46,4572,151,0,0
Arizona,US,4/18/2020 21:46,4511,169,6,0
Rhode Island,US,4/18/2020 21:46,4177,118,0,0
South Carolina,US,4/18/2020 21:46,4086,116,0,0
Wisconsin,US,4/18/2020 21:46,4053,206,135,0
Mississippi,US,4/18/2020 21:46,3793,140,0,0
Nevada,US,4/18/2020 21:46,3524,142,1664,0
Utah,US,4/18/2020 21:46,2810,23,220,0
Kentucky,US,4/18/2020 21:46,2522,137,956,0
Washington DC,US,4/18/2020 21:46,2476,86,573,0
Oklahoma,US,4/18/2020 21:46,2465,136,1060,0
Iowa,US,4/18/2020 21:46,2333,64,1007,0
Delaware,US,4/18/2020 21:46,2323,61,378,0
Minnesota,US,4/18/2020 21:46,2070,111,1066,0
Oregon,US,4/18/2020 21:46,1785,70,42,0
Kansas,US,4/18/2020 21:46,1742,84,421,0
New Mexico,US,4/18/2020 21:46,1711,51,382,0
Arkansas,US,4/18/2020 21:46,1695,37,548,0
Idaho,US,4/18/2020 21:46,1655,41,390,0
South Dakota,US,4/18/2020 21:46,1411,7,457,0
New Hampshire,US,4/18/2020 21:46,1287,37,468,0
Nebraska,US,4/18/2020 21:46,1138,24,0,0
Puerto Rico,US,4/18/2020 21:46,1068,58,0,0
Navajo Nation,US,4/18/2020 21:46,1042,41,0,0
Maine,US,4/18/2020 21:46,827,29,352,0
Vermont,US,4/18/2020 21:46,779,35,0,0
West Virginia,US,4/18/2020 21:46,776,16,223,0
Hawaii,US,4/18/2020 21:46,553,9,374,0
North Dakota,US,4/18/2020 21:46,439,9,172,0
Montana,US,4/18/2020 21:46,422,10,233,0
Alaska,US,4/18/2020 21:46,309,9,110,0
Wyoming,US,4/18/2020 21:46,305,2,187,0
Guam,US,4/18/2020 21:46,136,5,97,0
Grand Princess,US,4/18/2020 21:46,103,3,0,0
US Virgin Islands,US,4/18/2020 21:46,51,2,43,0
Diamond Princess,US,4/18/2020 21:46,49,0,0,0
Quebec,Canada,4/18/2020 21:46,16798,688,3068,0
Ontario,Canada,4/18/2020 21:46,10456,524,4556,0
Alberta,Canada,4/18/2020 21:46,2397,50,1124,0
British Columbia,Canada,4/18/2020 21:46,1618,78,983,0
Nova Scotia,Canada,4/18/2020 21:46,606,4,177,0
Saskatchewan,Canada,4/18/2020 21:46,307,4,228,0
Newfoundland and Labrador,Canada,4/18/2020 21:46,256,3,176,0
