Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
New York,US,4/18/2020 19:42,235395,17131,28227,0
New Jersey,US,4/18/2020 19:42,78467,3840,470,0
Massachusetts,US,4/18/2020 19:42,34402,1404,729,0
Pennsylvania,US,4/18/2020 19:42,30031,921,340,0
Michigan,US,4/18/2020 19:42,30023,2227,502,0
California,US,4/18/2020 19:42,29425,1057,2560,0
Illinois,US,4/18/2020 19:42,27577,1132,465,0
Florida,US,4/18/2020 19:42,24759,726,174,0
Louisiana,US,4/18/2020 19:42,23118,1213,0,0
Texas,US,4/18/2020 19:42,18078,459,4202,0
Georgia,US,4/18/2020 19:42,17432,668,340,0
Connecticut,US,4/18/2020 19:42,16809,1036,63,0
WA,US,4/18/2020 19:42,11707,610,1757,0
Maryland,US,4/18/2020 19:42,11572,493,736,0
Indiana,US,4/18/2020 19:42,10154,519,150,0
Ohio,US,4/18/2020 19:42,9107,418,448,0
Colorado,US,4/18/2020 19:42,9047,391,510,0
Virginia,US,4/18/2020 19:42,7491,231,721,0
Tennessee,US,4/18/2020 19:42,6589,142,3018,0
North Carolina,US,4/18/2020 19:42,6198,181,997,0
Missouri,US,4/18/2020 19:42,5446,189,502,0
Alabama,US,4/18/2020 19:42,4572,151,0,0
Arizona,US,4/18/2020 19:42,4511,169,6,0
Rhode Island,US,4/18/2020 19:42,4177,118,0,0
South Carolina,US,4/18/2020 19:42,4086,116,0,0
Wisconsin,US,4/18/2020 19:42,4053,206,135,0
Mississippi,US,4/18/2020 19:42,3793,140,0,0
Nevada,US,4/18/2020 19:42,3524,142,1664,0
Utah,US,4/18/2020 19:42,2810,23,220,0
Kentucky,US,4/18/2020 19:42,2522,137,956,0
Washington DC,US,4/18/2020 19:42,2476,86,573,0
Oklahoma,US,4/18/2020 19:42,2465,136,1060,0
Iowa,US,4/18/2020 19:42,2333,64,1007,0
Delaware,US,4/18/2020 19:42,2323,61,378,0
Minnesota,US,4/18/2020 19:42,2070,111,1066,0
Oregon,US,4/18/2020 19:42,1785,70,42,0
Kansas,US,4/18/2020 19:42,1742,84,421,0
New Mexico,US,4/18/2020 19:42,1711,51,382,0
Arkansas,US,4/18/2020 19:42,1695,37,548,0
Idaho,US,4/18/2020 19:42,1655,41,390,0
South Dakota,US,4/18/2020 19:42,1411,7,457,0
New Hampshire,US,4/18/2020 19:42,1287,37,468,0
Nebraska,US,4/18/2020 19:42,1138,24,0,0
Puerto Rico,US,4/18/2020 19:42,1068,58,0,0
