Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/20/2020 07:29,247698,18133,28884,0,0
New Jersey,US,4/20/2020 07:29,85301,4362,498,0,0
Massachusetts,US,4/20/2020 07:29,38077,1706,1299,0,0
Pennsylvania,US,4/20/2020 07:29,32809,1275,373,0,0
Michigan,US,4/20/2020 07:29,31053,2308,3237,0,0
California,US,4/20/2020 07:29,30983,1151,2740,0,0
Illinois,US,4/20/2020 07:29,30357,1290,606,0,0
Florida,US,4/20/2020 07:29,25996,764,174,0,0
Louisiana,US,4/20/2020 07:29,23928,1296,0,0,0
Texas,US,4/20/2020 07:29,18984,486,4810,0,0
Georgia,US,4/20/2020 07:29,18301,687,340,0,0
Connecticut,US,4/20/2020 07:29,17550,1086,63,0,0
Maryland,US,4/20/2020 07:29,12847,548,771,0,0
WA,US,4/20/2020 07:29,12254,630,1765,0,0
Ohio,US,4/20/2020 07:29,11602,471,448,0,0
Indiana,US,4/20/2020 07:29,11211,562,173,0,0
Colorado,US,4/20/2020 07:29,9440,413,529,0,0
Virginia,US,4/20/2020 07:29,8542,277,721,0,0
Tennessee,US,4/20/2020 07:29,6762,146,3234,0,0
North Carolina,US,4/20/2020 07:29,6596,195,1177,0,0
Missouri,US,4/20/2020 07:29,5722,199,511,0,0
Arizona,US,4/20/2020 07:29,4933,184,6,0,0
Alabama,US,4/20/2020 07:29,4837,154,0,0,0
Rhode Island,US,4/20/2020 07:29,4706,150,0,0,0
South Carolina,US,4/20/2020 07:29,4382,119,0,0,0
Wisconsin,US,4/20/2020 07:29,4346,220,194,0,0
Mississippi,US,4/20/2020 07:29,4274,159,0,0,0
Nevada,US,4/20/2020 07:29,3728,156,1863,0,0
Utah,US,4/20/2020 07:29,3069,27,218,0,0
Iowa,US,4/20/2020 07:29,2902,75,1171,0,0
Washington DC,US,4/20/2020 07:29,2793,96,622,0,0
Kentucky,US,4/20/2020 07:29,2707,144,979,0,0
Oklahoma,US,4/20/2020 07:29,2599,140,1575,0,0
Delaware,US,4/20/2020 07:29,2538,67,466,0,0
Minnesota,US,4/20/2020 07:29,2356,134,1118,0,0
Oregon,US,4/20/2020 07:29,1910,74,42,0,0
Kansas,US,4/20/2020 07:29,1899,93,444,0,0
New Mexico,US,4/20/2020 07:29,1798,53,465,0,0
Arkansas,US,4/20/2020 07:29,1781,39,726,0,0
Idaho,US,4/20/2020 07:29,1668,44,520,0,0
South Dakota,US,4/20/2020 07:29,1635,7,646,0,0
New Hampshire,US,4/20/2020 07:29,1342,38,513,0,0
Nebraska,US,4/20/2020 07:29,1287,28,0,0,0
Puerto Rico,US,4/20/2020 07:29,1213,62,0,0,0
Navajo Nation,US,4/20/2020 07:29,1127,44,0,0,0
Maine,US,4/20/2020 07:29,867,34,382,0,0
West Virginia,US,4/20/2020 07:29,865,18,265,0,0
Vermont,US,4/20/2020 07:29,813,38,0,0,0
North Dakota,US,4/20/2020 07:29,584,10,183,0,0
Hawaii,US,4/20/2020 07:29,574,9,390,0,0
Montana,US,4/20/2020 07:29,433,10,243,0,0
Alaska,US,4/20/2020 07:29,319,9,128,0,0
Wyoming,US,4/20/2020 07:29,309,2,227,0,0
Guam,US,4/20/2020 07:29,136,5,97,0,0
Grand Princess,US,4/20/2020 07:29,103,3,0,0,0
US Virgin Islands,US,4/20/2020 07:29,53,3,46,0,0
Diamond Princess,US,4/20/2020 07:29,49,0,0,0,0
Quebec,Canada,4/20/2020 07:29,17950,820,3315,0,0
Ontario,Canada,4/20/2020 07:29,11150,564,4875,0,0
Alberta,Canada,4/20/2020 07:29,2562,51,1162,0,0
British Columbia,Canada,4/20/2020 07:29,1647,81,996,0,0
Nova Scotia,Canada,4/20/2020 07:29,675,9,200,0,0
Saskatchewan,Canada,4/20/2020 07:29,315,4,234,0,0
Newfoundland and Labrador,Canada,4/20/2020 07:29,257,3,189,0,0
Manitoba,Canada,4/20/2020 07:29,254,5,140,0,0
New Brunswick,Canada,4/20/2020 07:29,118,0,87,0,0
Prince Edward Island,Canada,4/20/2020 07:29,26,0,23,0,0
Yukon,Canada,4/20/2020 07:29,9,0,8,0,0
Northwest Territories,Canada,4/20/2020 07:29,5,0,3,0,0
,US,4/20/2020 07:29,0,0,0,3846500,13556
,Canada,4/20/2020 07:29,0,0,0,536062,557
,Spain,4/20/2020 07:29,196664,20595,77357,930230,7371
,Italy,4/20/2020 07:29,178972,23660,47055,1356541,2635
,France,4/20/2020 07:29,152894,19718,36578,463662,5744
,Germany,4/20/2020 07:29,145184,4586,88000,1728357,2889
,UK,4/20/2020 07:29,120067,16060,626,482063,1559
,Turkey,4/20/2020 07:29,86306,2017,11976,634277,1922
,Iran,4/20/2020 07:29,82211,5118,57023,341662,3456
,Russia,4/20/2020 07:29,42853,361,3291,1940000,8
,Brazil,4/20/2020 07:29,38654,2462,14026,62985,6634
Brussels,Belgium,4/20/2020 07:29,38496,5683,8757,153778,1081
,Netherlands,4/20/2020 07:29,32655,3684,250,154911,1176
,Switzerland,4/20/2020 07:29,27740,1393,17800,221263,386
,Portugal,4/20/2020 07:29,20206,714,610,235878,224
