Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,4/10/2020 19:43,161807,7067,16234
New Jersey,US,4/10/2020 19:43,51027,1709,51
Michigan,US,4/10/2020 19:43,21504,1076,94
California,US,4/10/2020 19:43,20169,547,705
Massachusetts,US,4/10/2020 19:43,18941,503,729
Pennsylvania,US,4/10/2020 19:43,18633,365,170
Louisiana,US,4/10/2020 19:43,18283,702,0
Florida,US,4/10/2020 19:43,16826,371,0
Illinois,US,4/10/2020 19:43,16424,529,158
Texas,US,4/10/2020 19:43,11483,223,1365
Georgia,US,4/10/2020 19:43,10885,412,0
Connecticut,US,4/10/2020 19:43,9784,380,0
WA,US,4/10/2020 19:43,9753,457,1076
Indiana,US,4/10/2020 19:43,6351,245,28
Colorado,US,4/10/2020 19:43,6202,226,0
Maryland,US,4/10/2020 19:43,6185,138,288
Ohio,US,4/10/2020 19:43,5512,213,0
Tennessee,US,4/10/2020 19:43,4634,94,627
Virginia,US,4/10/2020 19:43,4042,109,2
North Carolina,US,4/10/2020 19:43,3844,82,281
Missouri,US,4/10/2020 19:43,3624,92,108
Arizona,US,4/10/2020 19:43,3018,89,3
Wisconsin,US,4/10/2020 19:43,2890,111,84
Alabama,US,4/10/2020 19:43,2838,78,0
South Carolina,US,4/10/2020 19:43,2793,67,0
Nevada,US,4/10/2020 19:43,2456,81,48
Mississippi,US,4/10/2020 19:43,2260,76,0
Utah,US,4/10/2020 19:43,1977,13,26
Rhode Island,US,4/10/2020 19:43,1727,43,0
Oklahoma,US,4/10/2020 19:43,1686,80,409
Washington DC,US,4/10/2020 19:43,1523,32,393
Kentucky,US,4/10/2020 19:43,1452,73,306
Idaho,US,4/10/2020 19:43,1354,24,0
Oregon,US,4/10/2020 19:43,1321,44,0
Iowa,US,4/10/2020 19:43,1270,29,476
Minnesota,US,4/10/2020 19:43,1242,50,675
Delaware,US,4/10/2020 19:43,1209,23,159
Arkansas,US,4/10/2020 19:43,1146,21,305
Kansas,US,4/10/2020 19:43,1117,42,4
New Mexico,US,4/10/2020 19:43,989,17,171
New Hampshire,US,4/10/2020 19:43,819,21,227
Puerto Rico,US,4/10/2020 19:43,683,33,0
Vermont,US,4/10/2020 19:43,628,23,0
Nebraska,US,4/10/2020 19:43,577,15,0
Maine,US,4/10/2020 19:43,560,16,202
Navajo Nation,US,4/10/2020 19:43,558,22,0
West Virginia,US,4/10/2020 19:43,524,5,0
South Dakota,US,4/10/2020 19:43,447,6,161
Hawaii,US,4/10/2020 19:43,442,6,251
Montana,US,4/10/2020 19:43,354,6,157
North Dakota,US,4/10/2020 19:43,269,5,101
Wyoming,US,4/10/2020 19:43,239,0,101
Alaska,US,4/10/2020 19:43,235,7,49
Guam,US,4/10/2020 19:43,128,4,31
Grand Princess,US,4/10/2020 19:43,103,3,0
US Virgin Islands,US,4/10/2020 19:43,50,1,43
Diamond Princess,US,4/10/2020 19:43,49,0,0
Quebec,Canada,4/10/2020 19:43,10912,216,1112
Ontario,Canada,4/10/2020 19:43,5759,200,2305
Alberta,Canada,4/10/2020 19:43,1451,32,592
British Columbia,Canada,4/10/2020 19:43,1370,50,858
Nova Scotia,Canada,4/10/2020 19:43,373,2,82
Saskatchewan,Canada,4/10/2020 19:43,278,3,115
Newfoundland and Labrador,Canada,4/10/2020 19:43,236,3,96
Manitoba,Canada,4/10/2020 19:43,224,3,76
New Brunswick,Canada,4/10/2020 19:43,111,0,53
Prince Edward Island,Canada,4/10/2020 19:43,25,0,17
Yukon,Canada,4/10/2020 19:43,8,0,4
Northwest Territories,Canada,4/10/2020 19:43,5,0,1
,Spain,4/10/2020 19:43,157022,15843,55668
,Italy,4/10/2020 19:43,143626,18279,28470
,Germany,4/10/2020 19:43,118235,2607,52407
,France,4/10/2020 19:43,117749,12210,23206
,Iran,4/10/2020 19:43,66220,4110,32309
,UK,4/10/2020 19:43,65077,7978,135
,Turkey,4/10/2020 19:43,42282,908,2142
Brussels,Belgium,4/10/2020 19:43,26667,3019,5568
,Switzerland,4/10/2020 19:43,24172,958,10600
,Netherlands,4/10/2020 19:43,21762,2396,250
,Brazil,4/10/2020 19:43,18176,957,173
,Portugal,4/10/2020 19:43,13956,409,205
,Austria,4/10/2020 19:43,13377,319,6064
,Russia,4/10/2020 19:43,11917,94,795
,South Korea,4/10/2020 19:43,10450,208,7117
,Israel,4/10/2020 19:43,10095,92,1061
,Sweden,4/10/2020 19:43,9141,793,205
,India,4/10/2020 19:43,6771,228,635
,Ireland,4/10/2020 19:43,6574,263,25
,Norway,4/10/2020 19:43,6219,108,32
,Chile,4/10/2020 19:43,5972,57,1274
,Poland,4/10/2020 19:43,5742,175,318
,Denmark,4/10/2020 19:43,5635,237,1736
,Czechia,4/10/2020 19:43,5589,113,309
,Japan,4/10/2020 19:43,5530,99,685
,Peru,4/10/2020 19:43,5256,138,1438
,Romania,4/10/2020 19:43,5202,257,647
,Ecuador,4/10/2020 19:43,4965,272,339
,Pakistan,4/10/2020 19:43,4601,66,727
,Malaysia,4/10/2020 19:43,4346,70,1830
,Philippines,4/10/2020 19:43,4195,221,140
,Indonesia,4/10/2020 19:43,3512,306,282
,Mexico,4/10/2020 19:43,3441,194,633
,Saudi Arabia,4/10/2020 19:43,3287,44,666
,Luxembourg,4/10/2020 19:43,3115,52,500
,United Arab Emirates,4/10/2020 19:43,2990,14,268
,Serbia,4/10/2020 19:43,2867,66,118
,Panama,4/10/2020 19:43,2752,66,16
,Finland,4/10/2020 19:43,2605,42,300
,Thailand,4/10/2020 19:43,2473,33,1013
,Qatar,4/10/2020 19:43,2376,6,206
,Dominican Republic,4/10/2020 19:43,2349,118,80
,Colombia,4/10/2020 19:43,2223,69,174
,Ukraine,4/10/2020 19:43,2203,69,61
,Greece,4/10/2020 19:43,1955,87,269
,South Africa,4/10/2020 19:43,1934,18,95
,Singapore,4/10/2020 19:43,1910,6,460
,Argentina,4/10/2020 19:43,1894,79,365
,Egypt,4/10/2020 19:43,1699,118,348
,Algeria,4/10/2020 19:43,1666,235,347
,Iceland,4/10/2020 19:43,1648,6,688
,Belarus,4/10/2020 19:43,1486,16,139
,Morocco,4/10/2020 19:43,1431,105,114
,Croatia,4/10/2020 19:43,1407,20,219
,Moldova,4/10/2020 19:43,1289,29,56
