Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/22/2020 14:36,258484,19466,29806,0,0
New Jersey,US,4/22/2020 14:36,92387,4753,730,0,0
Massachusetts,US,4/22/2020 14:36,41199,1961,1299,0,0
California,US,4/22/2020 14:36,35795,1321,3345,0,0
Pennsylvania,US,4/22/2020 14:36,35339,1614,466,0,0
Illinois,US,4/22/2020 14:36,33059,1468,645,0,0
Michigan,US,4/22/2020 14:36,32967,2700,3272,0,0
Florida,US,4/22/2020 14:36,27869,867,174,0,0
Louisiana,US,4/22/2020 14:36,24854,1405,0,0,0
Texas,US,4/22/2020 14:36,20921,545,6409,0,0
Connecticut,US,4/22/2020 14:36,20360,1423,63,0,0
Georgia,US,4/22/2020 14:36,20166,818,340,0,0
Maryland,US,4/22/2020 14:36,14193,584,917,0,0
Ohio,US,4/22/2020 14:36,13725,557,448,0,0
WA,US,4/22/2020 14:36,12705,682,1790,0,0
Indiana,US,4/22/2020 14:36,12097,635,1559,0,0
Colorado,US,4/22/2020 14:36,10460,486,559,0,0
Virginia,US,4/22/2020 14:36,9630,324,721,0,0
Tennessee,US,4/22/2020 14:36,7394,157,3828,0,0
North Carolina,US,4/22/2020 14:36,7135,245,1302,0,0
Missouri,US,4/22/2020 14:36,6105,229,1219,0,0
Rhode Island,US,4/22/2020 14:36,5500,171,0,0,0
Alabama,US,4/22/2020 14:36,5327,185,0,0,0
Arizona,US,4/22/2020 14:36,5256,208,6,0,0
Mississippi,US,4/22/2020 14:36,4716,183,0,0,0
Wisconsin,US,4/22/2020 14:36,4625,244,196,0,0
South Carolina,US,4/22/2020 14:36,4608,135,0,0,0
Nevada,US,4/22/2020 14:36,3937,163,2044,0,0
Iowa,US,4/22/2020 14:36,3641,83,1171,0,0
Utah,US,4/22/2020 14:36,3297,32,218,0,0
Kentucky,US,4/22/2020 14:36,3192,171,1174,0,0
Washington DC,US,4/22/2020 14:36,3098,112,636,0,0
Delaware,US,4/22/2020 14:36,2931,82,565,0,0
Oklahoma,US,4/22/2020 14:36,2807,164,1703,0,0
Minnesota,US,4/22/2020 14:36,2567,160,1160,0,0
Arkansas,US,4/22/2020 14:36,2262,42,726,0,0
Kansas,US,4/22/2020 14:36,2210,109,444,0,0
New Mexico,US,4/22/2020 14:36,2072,65,529,0,0
