Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/23/2020 12:44,263513,20234,29826,0,0
New Jersey,US,4/23/2020 12:44,95914,5150,730,0,0
Massachusetts,US,4/23/2020 12:44,42944,2182,1299,0,0
California,US,4/23/2020 12:44,37603,1434,3580,0,0
Pennsylvania,US,4/23/2020 12:44,36212,1673,586,0,0
Illinois,US,4/23/2020 12:44,35109,1565,645,0,0
Michigan,US,4/23/2020 12:44,33966,2813,3272,0,0
Florida,US,4/23/2020 12:44,28309,893,174,0,0
Louisiana,US,4/23/2020 12:44,25258,1473,0,0,0
Connecticut,US,4/23/2020 12:44,22469,1544,63,0,0
Texas,US,4/23/2020 12:44,21675,567,7341,0,0
Georgia,US,4/23/2020 12:44,21102,846,340,0,0
Maryland,US,4/23/2020 12:44,14775,698,981,0,0
Ohio,US,4/23/2020 12:44,14117,610,448,0,0
WA,US,4/23/2020 12:44,12865,695,1798,0,0
Indiana,US,4/23/2020 12:44,12438,666,1559,0,0
Colorado,US,4/23/2020 12:44,10891,508,559,0,0
Virginia,US,4/23/2020 12:44,10266,349,721,0,0
Tennessee,US,4/23/2020 12:44,7842,166,4013,0,0
North Carolina,US,4/23/2020 12:44,7556,267,1302,0,0
Missouri,US,4/23/2020 12:44,6320,242,1244,0,0
Rhode Island,US,4/23/2020 12:44,5841,181,0,0,0
Alabama,US,4/23/2020 12:44,5610,201,0,0,0
Arizona,US,4/23/2020 12:44,5473,231,6,0,0
Mississippi,US,4/23/2020 12:44,4894,193,0,0,0
Wisconsin,US,4/23/2020 12:44,4845,248,196,0,0
South Carolina,US,4/23/2020 12:44,4761,140,0,0,0
Nevada,US,4/23/2020 12:44,4081,187,2209,0,0
Iowa,US,4/23/2020 12:44,3748,90,1171,0,0
Utah,US,4/23/2020 12:44,3445,34,218,0,0
Kentucky,US,4/23/2020 12:44,3373,185,1174,0,0
Washington DC,US,4/23/2020 12:44,3206,127,645,0,0
Delaware,US,4/23/2020 12:44,3200,89,599,0,0
Oklahoma,US,4/23/2020 12:44,2894,170,1774,0,0
Minnesota,US,4/23/2020 12:44,2722,179,1160,0,0
Kansas,US,4/23/2020 12:44,2418,112,444,0,0
Arkansas,US,4/23/2020 12:44,2392,44,726,0,0
New Mexico,US,4/23/2020 12:44,2210,71,529,0,0
Oregon,US,4/23/2020 12:44,2059,78,595,0,0
South Dakota,US,4/23/2020 12:44,1858,9,937,0,0
Nebraska,US,4/23/2020 12:44,1813,38,0,0,0
Idaho,US,4/23/2020 12:44,1802,54,767,0,0
New Hampshire,US,4/23/2020 12:44,1588,48,550,0,0
Puerto Rico,US,4/23/2020 12:44,1378,67,0,0,0
Navajo Nation,US,4/23/2020 12:44,1366,45,0,0,0
West Virginia,US,4/23/2020 12:44,963,29,360,0,0
Maine,US,4/23/2020 12:44,907,39,455,0,0
Vermont,US,4/23/2020 12:44,823,40,0,0,0
North Dakota,US,4/23/2020 12:44,679,14,229,0,0
Hawaii,US,4/23/2020 12:44,592,12,444,0,0
Wyoming,US,4/23/2020 12:44,447,6,290,0,0
Montana,US,4/23/2020 12:44,439,14,296,0,0
Alaska,US,4/23/2020 12:44,335,9,168,0,0
Guam,US,4/23/2020 12:44,136,5,97,0,0
Grand Princess,US,4/23/2020 12:44,103,3,0,0,0
US Virgin Islands,US,4/23/2020 12:44,54,3,48,0,0
Diamond Princess,US,4/23/2020 12:44,49,0,0,0,0
Quebec,Canada,4/23/2020 12:44,20965,1134,4291,0,0
Ontario,Canada,4/23/2020 12:44,13718,762,6689,0,0
Alberta,Canada,4/23/2020 12:44,3401,66,1310,0,0
British Columbia,Canada,4/23/2020 12:44,1795,93,1115,0,0
Nova Scotia,Canada,4/23/2020 12:44,772,12,330,0,0
Saskatchewan,Canada,4/23/2020 12:44,326,4,261,0,0
Manitoba,Canada,4/23/2020 12:44,257,6,154,0,0
Newfoundland and Labrador,Canada,4/23/2020 12:44,256,3,199,0,0
New Brunswick,Canada,4/23/2020 12:44,118,0,104,0,0
Prince Edward Island,Canada,4/23/2020 12:44,26,0,24,0,0
Yukon,Canada,4/23/2020 12:44,11,0,8,0,0
Northwest Territories,Canada,4/23/2020 12:44,5,0,5,0,0
