Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
New York,US,4/17/2020 09:48,223691,12248,28103,0
New Jersey,US,4/17/2020 09:48,75317,3518,470,0
Massachusetts,US,4/17/2020 09:48,32181,1108,729,0
Michigan,US,4/17/2020 09:48,28809,1996,502,0
Pennsylvania,US,4/17/2020 09:48,28258,841,317,0
California,US,4/17/2020 09:48,27677,957,1259,0
Illinois,US,4/17/2020 09:48,25734,1072,429,0
Florida,US,4/17/2020 09:48,23343,668,174,0
Louisiana,US,4/17/2020 09:48,22532,1156,0,0
Texas,US,4/17/2020 09:48,16876,414,3681,0
Connecticut,US,4/17/2020 09:48,15884,971,63,0
Georgia,US,4/17/2020 09:48,15669,587,340,0
WA,US,4/17/2020 09:48,11057,579,1715,0
Maryland,US,4/17/2020 09:48,10784,392,736,0
Indiana,US,4/17/2020 09:48,9542,477,146,0
Ohio,US,4/17/2020 09:48,8414,391,367,0
Colorado,US,4/17/2020 09:48,8286,357,510,0
Virginia,US,4/17/2020 09:48,6889,208,721,0
Tennessee,US,4/17/2020 09:48,6375,136,2196,0
North Carolina,US,4/17/2020 09:48,5639,150,900,0
Missouri,US,4/17/2020 09:48,5174,169,443,0
Alabama,US,4/17/2020 09:48,4345,133,0,0
Arizona,US,4/17/2020 09:48,4237,150,6,0
South Carolina,US,4/17/2020 09:48,3931,112,0,0
Wisconsin,US,4/17/2020 09:48,3875,197,87,0
Mississippi,US,4/17/2020 09:48,3624,129,0,0
Rhode Island,US,4/17/2020 09:48,3529,87,0,0
Nevada,US,4/17/2020 09:48,3214,137,1400,0
Utah,US,4/17/2020 09:48,2683,20,219,0
Kentucky,US,4/17/2020 09:48,2435,129,800,0
Oklahoma,US,4/17/2020 09:48,2357,131,1060,0
Washington DC,US,4/17/2020 09:48,2350,81,552,0
Iowa,US,4/17/2020 09:48,2141,60,908,0
Delaware,US,4/17/2020 09:48,2070,55,354,0
Minnesota,US,4/17/2020 09:48,1809,87,1020,0
Oregon,US,4/17/2020 09:48,1736,64,42,0
Arkansas,US,4/17/2020 09:48,1620,37,548,0
Kansas,US,4/17/2020 09:48,1615,80,391,0
Idaho,US,4/17/2020 09:48,1587,41,0,0
New Mexico,US,4/17/2020 09:48,1484,36,353,0
South Dakota,US,4/17/2020 09:48,1311,7,373,0
New Hampshire,US,4/17/2020 09:48,1139,32,365,0
Puerto Rico,US,4/17/2020 09:48,1043,56,0,0
Nebraska,US,4/17/2020 09:48,952,21,0,0
Navajo Nation,US,4/17/2020 09:48,921,38,0,0
Maine,US,4/17/2020 09:48,796,27,333,0
Vermont,US,4/17/2020 09:48,774,33,0,0
West Virginia,US,4/17/2020 09:48,728,12,147,0
Hawaii,US,4/17/2020 09:48,530,9,359,0
Montana,US,4/17/2020 09:48,415,7,218,0
North Dakota,US,4/17/2020 09:48,393,9,163,0
Alaska,US,4/17/2020 09:48,300,9,106,0
Wyoming,US,4/17/2020 09:48,296,2,164,0
Guam,US,4/17/2020 09:48,135,5,66,0
Grand Princess,US,4/17/2020 09:48,103,3,0,0
US Virgin Islands,US,4/17/2020 09:48,51,1,43,0
Diamond Princess,US,4/17/2020 09:48,49,0,0,0
Quebec,Canada,4/17/2020 09:48,15857,630,2841,0
Ontario,Canada,4/17/2020 09:48,9840,490,4194,0
Alberta,Canada,4/17/2020 09:48,1996,48,914,0
British Columbia,Canada,4/17/2020 09:48,1561,75,955,0
Nova Scotia,Canada,4/17/2020 09:48,579,3,176,0
Saskatchewan,Canada,4/17/2020 09:48,305,4,219,0
Newfoundland and Labrador,Canada,4/17/2020 09:48,252,3,170,0
Manitoba,Canada,4/17/2020 09:48,250,5,121,0
New Brunswick,Canada,4/17/2020 09:48,117,0,77,0
Prince Edward Island,Canada,4/17/2020 09:48,26,0,23,0
Yukon,Canada,4/17/2020 09:48,8,0,6,0
Northwest Territories,Canada,4/17/2020 09:48,5,0,2,0
,US,4/17/2020 09:48,0,0,0,3397021
,Canada,4/17/2020 09:48,0,0,0,487625
,Spain,4/17/2020 09:48,184948,19315,74797,930230
,Italy,4/17/2020 09:48,168941,22170,40164,1178403
,France,4/17/2020 09:48,165027,17920,32812,333807
,Germany,4/17/2020 09:48,137698,4052,77000,1728357
,UK,4/17/2020 09:48,103093,13729,626,417649
,Iran,4/17/2020 09:48,77995,4869,52229,310340
,Turkey,4/17/2020 09:48,74193,1643,7089,518143
Brussels,Belgium,4/17/2020 09:48,34809,4857,7562,134303
,Brazil,4/17/2020 09:48,30683,1947,14026,62985
,Netherlands,4/17/2020 09:48,29214,3315,250,147948
,Russia,4/17/2020 09:48,27938,232,2304,1613413
,Switzerland,4/17/2020 09:48,26732,1281,15900,206400
,Portugal,4/17/2020 09:48,18841,629,493,208314
,Austria,4/17/2020 09:48,14476,410,8986,162816
,India,4/17/2020 09:48,13430,448,1768,302956
,Ireland,4/17/2020 09:48,13271,486,77,90646
,Israel,4/17/2020 09:48,12758,142,2818,187250
,Sweden,4/17/2020 09:48,12540,1333,550,74600
,Peru,4/17/2020 09:48,12491,274,6120,121468
,South Korea,4/17/2020 09:48,10613,229,7757,538775
,Chile,4/17/2020 09:48,8807,105,3299,98424
,Japan,4/17/2020 09:48,8626,178,901,94236
,Ecuador,4/17/2020 09:48,8225,403,838,27868
,Poland,4/17/2020 09:48,7918,314,774,169071
,Romania,4/17/2020 09:48,7707,392,1357,79629
,Pakistan,4/17/2020 09:48,6919,128,1645,78979
,Norway,4/17/2020 09:48,6896,152,32,133707
,Denmark,4/17/2020 09:48,6879,321,3023,82380
