Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/21/2020 12:42,253191,18822,29586,0,0
New Jersey,US,4/21/2020 12:42,88806,4520,730,0,0
Massachusetts,US,4/21/2020 12:42,39643,1809,1299,0,0
Pennsylvania,US,4/21/2020 12:42,34005,1357,466,0,0
California,US,4/21/2020 12:42,33701,1226,3337,0,0
Michigan,US,4/21/2020 12:42,32000,2468,3237,0,0
Illinois,US,4/21/2020 12:42,31508,1349,645,0,0
Florida,US,4/21/2020 12:42,27058,823,174,0,0
Louisiana,US,4/21/2020 12:42,24523,1328,0,0,0
Texas,US,4/21/2020 12:42,20083,520,5706,0,0
Connecticut,US,4/21/2020 12:42,19815,1331,63,0,0
Georgia,US,4/21/2020 12:42,19399,775,340,0,0
Maryland,US,4/21/2020 12:42,13684,582,917,0,0
Ohio,US,4/21/2020 12:42,12919,509,448,0,0
WA,US,4/21/2020 12:42,12486,658,1782,0,0
Indiana,US,4/21/2020 12:42,11688,577,1559,0,0
Colorado,US,4/21/2020 12:42,10112,449,559,0,0
Virginia,US,4/21/2020 12:42,8990,300,721,0,0
Tennessee,US,4/21/2020 12:42,7238,152,3575,0,0
North Carolina,US,4/21/2020 12:42,6910,218,1181,0,0
Missouri,US,4/21/2020 12:42,5890,200,547,0,0
Rhode Island,US,4/21/2020 12:42,5090,155,0,0,0
Alabama,US,4/21/2020 12:42,5078,164,0,0,0
Arizona,US,4/21/2020 12:42,5068,191,6,0,0
Mississippi,US,4/21/2020 12:42,4512,169,0,0,0
Wisconsin,US,4/21/2020 12:42,4499,230,196,0,0
South Carolina,US,4/21/2020 12:42,4439,124,0,0,0
Nevada,US,4/21/2020 12:42,3830,159,1957,0,0
Utah,US,4/21/2020 12:42,3213,28,218,0,0
Iowa,US,4/21/2020 12:42,3159,79,1171,0,0
Kentucky,US,4/21/2020 12:42,3050,154,1174,0,0
Washington DC,US,4/21/2020 12:42,2927,105,630,0,0
Delaware,US,4/21/2020 12:42,2745,72,495,0,0
Oklahoma,US,4/21/2020 12:42,2680,143,1614,0,0
Minnesota,US,4/21/2020 12:42,2470,143,1160,0,0
Kansas,US,4/21/2020 12:42,2065,102,444,0,0
Arkansas,US,4/21/2020 12:42,1971,42,726,0,0
New Mexico,US,4/21/2020 12:42,1971,58,465,0,0
Oregon,US,4/21/2020 12:42,1956,75,42,0,0
Idaho,US,4/21/2020 12:42,1736,48,660,0,0
South Dakota,US,4/21/2020 12:42,1685,7,709,0,0
Nebraska,US,4/21/2020 12:42,1648,33,0,0,0
New Hampshire,US,4/21/2020 12:42,1447,42,521,0,0
Puerto Rico,US,4/21/2020 12:42,1252,63,0,0,0
Navajo Nation,US,4/21/2020 12:42,1197,44,0,0,0
West Virginia,US,4/21/2020 12:42,902,24,265,0,0
Maine,US,4/21/2020 12:42,875,35,414,0,0
Vermont,US,4/21/2020 12:42,816,38,0,0,0
North Dakota,US,4/21/2020 12:42,627,13,189,0,0
Hawaii,US,4/21/2020 12:42,584,10,423,0,0
Montana,US,4/21/2020 12:42,433,10,243,0,0
Alaska,US,4/21/2020 12:42,321,9,153,0,0
Wyoming,US,4/21/2020 12:42,317,2,290,0,0
Guam,US,4/21/2020 12:42,136,5,97,0,0
Grand Princess,US,4/21/2020 12:42,103,3,0,0,0
US Virgin Islands,US,4/21/2020 12:42,53,3,46,0,0
Diamond Princess,US,4/21/2020 12:42,49,0,0,0,0
Quebec,Canada,4/21/2020 12:42,19319,939,3847,0,0
Ontario,Canada,4/21/2020 12:42,12279,643,5674,0,0
Alberta,Canada,4/21/2020 12:42,2908,59,1230,0,0
British Columbia,Canada,4/21/2020 12:42,1699,86,1041,0,0
Nova Scotia,Canada,4/21/2020 12:42,721,9,248,0,0
Saskatchewan,Canada,4/21/2020 12:42,316,4,238,0,0
Newfoundland and Labrador,Canada,4/21/2020 12:42,257,3,191,0,0
Manitoba,Canada,4/21/2020 12:42,254,6,144,0,0
New Brunswick,Canada,4/21/2020 12:42,118,0,98,0,0
Prince Edward Island,Canada,4/21/2020 12:42,26,0,23,0,0
Yukon,Canada,4/21/2020 12:42,11,0,8,0,0
Northwest Territories,Canada,4/21/2020 12:42,5,0,5,0,0
,US,4/21/2020 12:42,0,0,0,4026360,13951
,Canada,4/21/2020 12:42,0,0,0,559578,557
,Spain,4/21/2020 12:42,200210,20852,80587,930230,7371
,Italy,4/21/2020 12:42,181228,24114,48877,1398024,2573
,France,4/21/2020 12:42,155383,20265,37409,463662,5683
,Germany,4/21/2020 12:42,147065,4862,91500,1728357,2889
,UK,4/21/2020 12:42,124743,16509,626,501379,1559
,Turkey,4/21/2020 12:42,90980,2140,13430,673980,1909
,Iran,4/21/2020 12:42,83505,5209,59273,353012,3389
,Russia,4/21/2020 12:42,47121,405,3446,2053319,700
,Brazil,4/21/2020 12:42,40743,2587,22130,291922,7919
Brussels,Belgium,4/21/2020 12:42,39983,5828,8895,161896,1071
,Netherlands,4/21/2020 12:42,33405,3751,322,171415,1158
,Switzerland,4/21/2020 12:42,27944,1429,18600,224442,386
,Portugal,4/21/2020 12:42,20863,735,610,235878,215
,India,4/21/2020 12:42,18539,592,3273,401586,0
,Peru,4/21/2020 12:42,16325,445,6968,148011,385
,Ireland,4/21/2020 12:42,15652,687,77,90646,294
,Austria,4/21/2020 12:42,14795,470,10631,182949,194
,Sweden,4/21/2020 12:42,14777,1580,550,74600,521
,Israel,4/21/2020 12:42,13713,177,4049,240303,149
,Japan,4/21/2020 12:42,11135,263,1239,116725,217
,South Korea,4/21/2020 12:42,10683,237,8213,571014,55
,Chile,4/21/2020 12:42,10507,139,4676,118827,377
,Saudi Arabia,4/21/2020 12:42,10484,103,1490,180000,88
,Ecuador,4/21/2020 12:42,10128,507,1150,32453,124
,Poland,4/21/2020 12:42,9593,380,1133,214236,160
,Romania,4/21/2020 12:42,8936,478,2017,98491,261
,Pakistan,4/21/2020 12:42,8892,176,1970,104302,46
,Mexico,4/21/2020 12:42,8772,712,2627,49570,207
,Singapore,4/21/2020 12:42,8014,11,801,94796,23
,Denmark,4/21/2020 12:42,7515,364,4312,96244,84
,United Arab Emirates,4/21/2020 12:42,7265,43,1360,790000,1
,Norway,4/21/2020 12:42,7156,181,32,143255,58
,Czechia,4/21/2020 12:42,6900,194,1559,172123,84
,Indonesia,4/21/2020 12:42,6760,590,747,43749,0
,Serbia,4/21/2020 12:42,6630,125,870,41812,108
,Philippines,4/21/2020 12:42,6459,428,613,59928,1
,Belarus,4/21/2020 12:42,6264,51,514,102556,92
,Qatar,4/21/2020 12:42,6015,9,555,64620,37
,Ukraine,4/21/2020 12:42,5710,151,359,58093,45
,Malaysia,4/21/2020 12:42,5425,89,3295,108216,45
,Dominican Republic,4/21/2020 12:42,4964,235,416,57809,128
,Panama,4/21/2020 12:42,4658,136,204,19091,98
,Colombia,4/21/2020 12:42,3977,189,804,65169,98
,Finland,4/21/2020 12:42,3868,98,2000,59200,67
,Luxembourg,4/21/2020 12:42,3558,75,637,33798,32
,Egypt,4/21/2020 12:42,3333,250,821,55000,0
,South Africa,4/21/2020 12:42,3300,58,1055,121510,36
,Morocco,4/21/2020 12:42,3046,143,350,16386,1
,Argentina,4/21/2020 12:42,3031,142,737,34568,123
,Bangladesh,4/21/2020 12:42,2948,101,85,26604,1
,Thailand,4/21/2020 12:42,2792,47,1999,142589,61
,Algeria,4/21/2020 12:42,2718,384,1099,6500,40
,Moldova,4/21/2020 12:42,2548,70,457,11763,212
,Greece,4/21/2020 12:42,2245,116,577,54344,61
,Kuwait,4/21/2020 12:42,1995,9,367,0,39
,Hungary,4/21/2020 12:42,1984,199,267,48057,60
,Bahrain,4/21/2020 12:42,1907,7,769,89225,2
,Croatia,4/21/2020 12:42,1881,47,771,26610,18
,Kazakhstan,4/21/2020 12:42,1852,19,447,117949,22
,Iceland,4/21/2020 12:42,1773,10,1362,43143,4
,Uzbekistan,4/21/2020 12:42,1627,5,261,136000,8
,Iraq,4/21/2020 12:42,1574,82,1043,59055,0
,Estonia,4/21/2020 12:42,1535,40,165,40930,9
,New Zealand,4/21/2020 12:42,1445,13,1006,89508,3
,Azerbaijan,4/21/2020 12:42,1436,19,791,95747,16
,Oman,4/21/2020 12:42,1410,7,238,0,3
,Armenia,4/21/2020 12:42,1339,22,580,13373,30
,Slovenia,4/21/2020 12:42,1335,77,193,41802,26
,Lithuania,4/21/2020 12:42,1326,37,242,66352,17
,Bosnia and Herzegovina,4/21/2020 12:42,1309,49,381,18538,4
,North Macedonia,4/21/2020 12:42,1225,54,200,11870,9
,Slovakia,4/21/2020 12:42,1173,13,251,46734,8
,Cameroon,4/21/2020 12:42,1163,42,305,0,33
,Cuba,4/21/2020 12:42,1087,36,285,28598,9
,Ghana,4/21/2020 12:42,1042,9,99,68591,4
,Afghanistan,4/21/2020 12:42,1026,36,135,6422,7
Hong Kong,Hong Kong,4/21/2020 12:42,1026,4,630,131786,8
