Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
,Ecuador,4/17/2020 14:45,8225,403,838,27868
,Poland,4/17/2020 14:45,7918,314,774,169071
,Romania,4/17/2020 14:45,7707,392,1357,79629
,Pakistan,4/17/2020 14:45,6919,128,1645,78979
,Norway,4/17/2020 14:45,6905,152,32,133707
,Denmark,4/17/2020 14:45,6879,321,3023,82380
,Czechia,4/17/2020 14:45,6433,169,972,146004
,Saudi Arabia,4/17/2020 14:45,6380,83,990,150000
,Mexico,4/17/2020 14:45,6297,486,2125,40091
,United Arab Emirates,4/17/2020 14:45,5825,35,1095,767000
,Philippines,4/17/2020 14:45,5660,362,435,48171
,Indonesia,4/17/2020 14:45,5516,496,548,36000
,Serbia,4/17/2020 14:45,5318,103,443,29472
,Malaysia,4/17/2020 14:45,5182,84,2766,87183
,Singapore,4/17/2020 14:45,4427,10,683,72680
,Belarus,4/17/2020 14:45,4204,40,203,81246
,Ukraine,4/17/2020 14:45,4161,116,186,42823
,Qatar,4/17/2020 14:45,4103,7,415,56381
,Panama,4/17/2020 14:45,4016,109,98,17850
,Dominican Republic,4/17/2020 14:45,3755,196,215,12229
,Luxembourg,4/17/2020 14:45,3444,69,552,31660
,Finland,4/17/2020 14:45,3369,75,1700,49700
,Colombia,4/17/2020 14:45,3233,144,550,52085
,Egypt,4/17/2020 14:45,2673,196,596,25000
,Thailand,4/17/2020 14:45,2672,46,1593,100498
,Argentina,4/17/2020 14:45,2669,122,631,26457
,South Africa,4/17/2020 14:45,2605,48,903,95060
,Morocco,4/17/2020 14:45,2283,130,249,11996
,Algeria,4/17/2020 14:45,2268,348,783,3359
,Greece,4/17/2020 14:45,2207,105,269,50771
,Moldova,4/17/2020 14:45,2154,54,235,9208
,Croatia,4/17/2020 14:45,1791,35,529,20158
,Iceland,4/17/2020 14:45,1739,8,1144,38204
,Bahrain,4/17/2020 14:45,1700,7,703,76630
,Hungary,4/17/2020 14:45,1652,142,199,38489
,Bangladesh,4/17/2020 14:45,1572,60,49,17003
,Kuwait,4/17/2020 14:45,1524,3,225,0
,Iraq,4/17/2020 14:45,1434,80,856,49260
,Estonia,4/17/2020 14:45,1434,36,133,36024
,New Zealand,4/17/2020 14:45,1409,11,816,74401
,Kazakhstan,4/17/2020 14:45,1402,17,277,85735
,Uzbekistan,4/17/2020 14:45,1349,4,129,100000
,Azerbaijan,4/17/2020 14:45,1283,15,460,75397
,Slovenia,4/17/2020 14:45,1268,61,174,38137
,Bosnia and Herzegovina,4/17/2020 14:45,1167,43,277,14743
,Armenia,4/17/2020 14:45,1159,18,358,9632
,Lithuania,4/17/2020 14:45,1128,32,178,48537
,North Macedonia,4/17/2020 14:45,1081,46,121,10422
,Oman,4/17/2020 14:45,1019,4,176,0
Hong Kong,Hong Kong,4/17/2020 14:45,1018,4,485,116273
,Cameroon,4/17/2020 14:45,996,22,164,0
,Slovakia,4/17/2020 14:45,977,8,167,34458
,Cuba,4/17/2020 14:45,862,27,171,21837
,Afghanistan,4/17/2020 14:45,840,30,54,0
,Tunisia,4/17/2020 14:45,822,37,43,13930
,Bulgaria,4/17/2020 14:45,800,38,122,18502
,Cyprus,4/17/2020 14:45,735,12,77,17923
Yokohama,Japan,4/17/2020 14:45,712,12,644,0
,Ivory Coast,4/17/2020 14:45,688,6,193,0
,Andorra,4/17/2020 14:45,682,33,169,1673
,Latvia,4/17/2020 14:45,675,5,57,31302
,Lebanon,4/17/2020 14:45,663,21,86,18115
,Costa Rica,4/17/2020 14:45,642,4,74,9396
,Ghana,4/17/2020 14:45,641,8,83,50719
,Niger,4/17/2020 14:45,609,15,105,4427
,Djibouti,4/17/2020 14:45,591,2,73,6430
,Burkina Faso,4/17/2020 14:45,546,32,257,0
,Albania,4/17/2020 14:45,518,26,277,4827
,Uruguay,4/17/2020 14:45,502,9,286,11239
,Kyrgyzstan,4/17/2020 14:45,466,5,91,26147
,Bolivia,4/17/2020 14:45,465,31,26,2185
,Channel Islands,4/17/2020 14:45,457,19,73,3320
,Honduras,4/17/2020 14:45,442,41,9,2012
,Nigeria,4/17/2020 14:45,442,13,152,5000
,Guinea,4/17/2020 14:45,438,1,49,0
,San Marino,4/17/2020 14:45,426,38,55,846
,Malta,4/17/2020 14:45,412,3,82,21164
,Jordan,4/17/2020 14:45,402,7,259,20500
Taiwan,Taiwan,4/17/2020 14:45,395,6,155,50703
,Reunion,4/17/2020 14:45,394,0,237,0
,Palestine,4/17/2020 14:45,374,2,63,17329
,Georgia,4/17/2020 14:45,348,3,76,5027
,Senegal,4/17/2020 14:45,335,2,194,0
,Mauritius,4/17/2020 14:45,324,9,81,8279
,Montenegro,4/17/2020 14:45,303,4,55,3874
,Isle of Man,4/17/2020 14:45,284,4,154,2261
,Vietnam,4/17/2020 14:45,268,0,177,206253
,DRC,4/17/2020 14:45,267,22,23,0
,Sri Lanka,4/17/2020 14:45,238,7,68,4768
,Kenya,4/17/2020 14:45,234,11,53,9630
,Mayotte,4/17/2020 14:45,233,3,69,1500
,Guatemala,4/17/2020 14:45,214,7,21,7200
,Venezuela,4/17/2020 14:45,204,9,111,268503
,Paraguay,4/17/2020 14:45,199,8,30,4267
,Faeroe Islands,4/17/2020 14:45,184,0,169,5765
,Mali,4/17/2020 14:45,171,13,34,0
,El Salvador,4/17/2020 14:45,164,6,33,8333
,Martinique,4/17/2020 14:45,158,8,73,0
,Guadeloupe,4/17/2020 14:45,145,8,67,0
,Jamaica,4/17/2020 14:45,143,5,21,1424
,Rwanda,4/17/2020 14:45,138,0,60,6237
,Brunei,4/17/2020 14:45,136,1,108,10826
,Gibraltar,4/17/2020 14:45,132,0,105,1760
,Cambodia,4/17/2020 14:45,122,0,98,5768
,Congo,4/17/2020 14:45,117,5,11,0
,Trinidad and Tobago,4/17/2020 14:45,114,8,20,1282
,Madagascar,4/17/2020 14:45,111,0,33,0
,Aruba,4/17/2020 14:45,95,2,39,1237
,Gabon,4/17/2020 14:45,95,1,6,0
,Tanzania,4/17/2020 14:45,94,4,11,0
,Monaco,4/17/2020 14:45,93,3,12,0
,Ethiopia,4/17/2020 14:45,92,3,15,5389
,French Guiana,4/17/2020 14:45,86,0,51,0
,Myanmar,4/17/2020 14:45,85,4,2,3236
,Bermuda,4/17/2020 14:45,81,5,33,527
,Togo,4/17/2020 14:45,81,5,45,3618
,Somalia,4/17/2020 14:45,80,5,2,0
,Liechtenstein,4/17/2020 14:45,79,1,55,900
,Barbados,4/17/2020 14:45,75,5,15,900
,Cayman Islands,4/17/2020 14:45,61,1,7,690
,Liberia,4/17/2020 14:45,59,6,4,0
,Sint Maarten,4/17/2020 14:45,57,9,12,163
,Cabo Verde,4/17/2020 14:45,56,1,1,0
,Guyana,4/17/2020 14:45,55,6,8,213
,French Polynesia,4/17/2020 14:45,55,0,0,920
,Uganda,4/17/2020 14:45,55,0,20,7693
,Bahamas,4/17/2020 14:45,53,8,6,0
,Equatorial Guinea,4/17/2020 14:45,51,0,4,854
,Libya,4/17/2020 14:45,49,1,11,699
,Zambia,4/17/2020 14:45,48,2,30,1696
Macau,Macau,4/17/2020 14:45,45,0,16,0
,Guinea-Bissau,4/17/2020 14:45,43,0,0,1500
,Haiti,4/17/2020 14:45,41,3,0,365
,Saint Martin,4/17/2020 14:45,35,2,13,0
,Benin,4/17/2020 14:45,35,1,18,0
,Eritrea,4/17/2020 14:45,35,0,0,0
,Syria,4/17/2020 14:45,33,2,5,0
,Sudan,4/17/2020 14:45,32,5,4,0
,Mongolia,4/17/2020 14:45,31,0,5,1077
,Mozambique,4/17/2020 14:45,31,0,2,855
,Chad,4/17/2020 14:45,27,0,5,0
,Maldives,4/17/2020 14:45,25,0,16,3432
,Zimbabwe,4/17/2020 14:45,24,3,2,1299
,Antigua and Barbuda,4/17/2020 14:45,23,3,3,73
,Angola,4/17/2020 14:45,19,2,5,0
,Laos,4/17/2020 14:45,19,0,2,1288
,Belize,4/17/2020 14:45,18,2,0,567
,New Caledonia,4/17/2020 14:45,18,0,1,3002
,Timor-Leste,4/17/2020 14:45,18,0,1,0
,Fiji,4/17/2020 14:45,17,0,0,0
,Malawi,4/17/2020 14:45,16,2,0,343
,Eswatini,4/17/2020 14:45,16,1,8,714
,Nepal,4/17/2020 14:45,16,0,2,15800
,Dominica,4/17/2020 14:45,16,0,8,345
,Namibia,4/17/2020 14:45,16,0,4,362
,Botswana,4/17/2020 14:45,15,1,0,3441
,Saint Lucia,4/17/2020 14:45,15,0,11,319
,Sierra Leone,4/17/2020 14:45,15,0,0,0
,Curacao,4/17/2020 14:45,14,1,10,230
,Grenada,4/17/2020 14:45,14,0,0,92
,Saint Kitts and Nevis,4/17/2020 14:45,14,0,0,234
,CAR,4/17/2020 14:45,12,0,4,0
,St. Vincent Grenadines,4/17/2020 14:45,12,0,1,87
,Turks and Caicos,4/17/2020 14:45,11,1,0,83
,Falkland Islands,4/17/2020 14:45,11,0,1,137
,Greenland,4/17/2020 14:45,11,0,11,912
,Montserrat,4/17/2020 14:45,11,0,1,36
,Seychelles,4/17/2020 14:45,11,0,0,0
,Suriname,4/17/2020 14:45,10,1,6,0
,MS Zaandam,4/17/2020 14:45,9,2,0,0
,Gambia,4/17/2020 14:45,9,1,2,281
,Nicaragua,4/17/2020 14:45,9,1,4,0
,Vatican City,4/17/2020 14:45,8,0,2,0
,Mauritania,4/17/2020 14:45,7,1,2,713
,Papua New Guinea,4/17/2020 14:45,7,0,0,167
,St. Barth,4/17/2020 14:45,6,0,4,0
,Western Sahara,4/17/2020 14:45,6,0,0,0
,Burundi,4/17/2020 14:45,5,1,0,0
,Bhutan,4/17/2020 14:45,5,0,2,1166
,British Virgin Islands,4/17/2020 14:45,4,0,2,0
,Sao Tome and Principe,4/17/2020 14:45,4,0,0,19
,South Sudan,4/17/2020 14:45,4,0,0,0
,Anguilla,4/17/2020 14:45,3,0,1,0
,Caribbean Netherlands,4/17/2020 14:45,3,0,0,10
,Saint Pierre Miquelon,4/17/2020 14:45,1,0,0,0
,Yemen,4/17/2020 14:45,1,0,0,0
