Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,3/27/2020 07:55,37797,385,0
New Jersey,US,3/27/2020 07:55,6876,81,1
California,US,3/27/2020 07:55,3707,78,6
Michigan,US,3/27/2020 07:55,2858,61,0
WA,US,3/27/2020 07:55,2632,134,1
Illinois,US,3/27/2020 07:55,2538,26,2
Massachusetts,US,3/27/2020 07:55,2417,25,1
Florida,US,3/27/2020 07:55,2357,27,0
Louisiana,US,3/27/2020 07:55,2305,83,0
Pennsylvania,US,3/27/2020 07:55,1722,18,0
Georgia,US,3/27/2020 07:55,1525,48,0
Texas,US,3/27/2020 07:55,1461,20,0
Tennessee,US,3/27/2020 07:55,1096,3,0
Colorado,US,3/27/2020 07:55,1088,20,0
Connecticut,US,3/27/2020 07:55,1012,19,0
Ohio,US,3/27/2020 07:55,868,15,0
Wisconsin,US,3/27/2020 07:55,708,10,1
North Carolina,US,3/27/2020 07:55,682,3,0
Indiana,US,3/27/2020 07:55,645,17,0
Maryland,US,3/27/2020 07:55,583,4,3
Nevada,US,3/27/2020 07:55,521,10,0
Arizona,US,3/27/2020 07:55,508,6,1
Missouri,US,3/27/2020 07:55,508,8,0
Mississippi,US,3/27/2020 07:55,485,5,0
Virginia,US,3/27/2020 07:55,465,13,0
Alabama,US,3/27/2020 07:55,449,1,0
South Carolina,US,3/27/2020 07:55,424,7,0
Utah,US,3/27/2020 07:55,353,1,0
Minnesota,US,3/27/2020 07:55,346,1,0
Arkansas,US,3/27/2020 07:55,335,2,0
Oregon,US,3/27/2020 07:55,266,10,0
Oklahoma,US,3/27/2020 07:55,248,7,0
Washington DC,US,3/27/2020 07:55,231,3,0
Kentucky,US,3/27/2020 07:55,198,5,1
Rhode Island,US,3/27/2020 07:55,181,0,0
Iowa,US,3/27/2020 07:55,180,1,0
Vermont,US,3/27/2020 07:55,158,9,0
Maine,US,3/27/2020 07:55,155,0,0
Idaho,US,3/27/2020 07:55,146,0,0
Kansas,US,3/27/2020 07:55,138,3,0
New Hampshire,US,3/27/2020 07:55,137,1,0
Delaware,US,3/27/2020 07:55,130,0,0
New Mexico,US,3/27/2020 07:55,113,1,0
Hawaii,US,3/27/2020 07:55,95,0,0
Nebraska,US,3/27/2020 07:55,74,0,0
Montana,US,3/27/2020 07:55,71,0,0
Puerto Rico,US,3/27/2020 07:55,64,2,1
Alaska,US,3/27/2020 07:55,59,1,0
Wyoming,US,3/27/2020 07:55,53,0,0
North Dakota,US,3/27/2020 07:55,52,0,0
West Virginia,US,3/27/2020 07:55,52,0,0
Diamond Princess,US,3/27/2020 07:55,49,0,0
South Dakota,US,3/27/2020 07:55,46,1,0
Guam,US,3/27/2020 07:55,45,1,0
Grand Princess,US,3/27/2020 07:55,28,1,0
US Virgin Islands,US,3/27/2020 07:55,17,0,0
Quebec,Canada,3/27/2020 07:55,1632,8,0
Ontario,Canada,3/27/2020 07:55,858,13,6
British Columbia,Canada,3/27/2020 07:55,659,14,4
Alberta,Canada,3/27/2020 07:55,419,2,0
Saskatchewan,Canada,3/27/2020 07:55,86,0,0
Newfoundland and Labrador,Canada,3/27/2020 07:55,82,0,0
Nova Scotia,Canada,3/27/2020 07:55,73,0,0
Manitoba,Canada,3/27/2020 07:55,36,0,0
New Brunswick,Canada,3/27/2020 07:55,26,0,0
Grand Princess,US,3/27/2020 07:55,13,0,0
Prince Edward Island,Canada,3/27/2020 07:55,5,0,0
Yukon,Canada,3/27/2020 07:55,3,0,0
Northwest Territories,Canada,3/27/2020 07:55,1,0,0
Diamond Princess,US,3/27/2020 07:55,0,1,0
,Italy,3/27/2020 07:55,80589,8215,10361
,Spain,3/27/2020 07:55,56347,4154,7015
,Germany,3/27/2020 07:55,43646,262,5673
,Iran,3/27/2020 07:55,29406,2234,10457
,France,3/27/2020 07:55,29155,1696,4948
,Switzerland,3/27/2020 07:55,11811,191,131
,UK,3/27/2020 07:55,11658,578,135
,South Korea,3/27/2020 07:55,9241,131,4144
,Netherlands,3/27/2020 07:55,7431,434,3
,Austria,3/27/2020 07:55,6847,49,112
Brussels,Belgium,3/27/2020 07:55,6235,220,675
,Turkey,3/27/2020 07:55,3629,75,26
,Portugal,3/27/2020 07:55,3544,60,43
,Norway,3/27/2020 07:55,3346,14,6
,Brazil,3/27/2020 07:55,2915,77,6
,Sweden,3/27/2020 07:55,2840,71,16
,Israel,3/27/2020 07:55,2693,8,68
,Malaysia,3/27/2020 07:55,2031,23,215
,Czechia,3/27/2020 07:55,1925,9,10
,Denmark,3/27/2020 07:55,1877,41,1
,Ireland,3/27/2020 07:55,1564,9,5
