Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/22/2020 07:03,258361,19456,29643,0,0
New Jersey,US,4/22/2020 07:03,89900,4520,730,0,0
Massachusetts,US,4/22/2020 07:03,41199,1961,1299,0,0
California,US,4/22/2020 07:03,35465,1282,3337,0,0
Pennsylvania,US,4/22/2020 07:03,35225,1608,466,0,0
Illinois,US,4/22/2020 07:03,33059,1468,645,0,0
Michigan,US,4/22/2020 07:03,32667,2575,3237,0,0
Florida,US,4/22/2020 07:03,27495,839,174,0,0
Louisiana,US,4/22/2020 07:03,24854,1405,0,0,0
Connecticut,US,4/22/2020 07:03,20360,1423,63,0,0
Texas,US,4/22/2020 07:03,20267,528,6486,0,0
Georgia,US,4/22/2020 07:03,19881,798,340,0,0
Maryland,US,4/22/2020 07:03,14193,584,917,0,0
Ohio,US,4/22/2020 07:03,13725,557,448,0,0
WA,US,4/22/2020 07:03,12532,661,1782,0,0
Indiana,US,4/22/2020 07:03,12097,635,1559,0,0
Colorado,US,4/22/2020 07:03,10111,449,559,0,0
Virginia,US,4/22/2020 07:03,9630,324,721,0,0
Tennessee,US,4/22/2020 07:03,7394,157,3828,0,0
North Carolina,US,4/22/2020 07:03,7119,240,1257,0,0
Missouri,US,4/22/2020 07:03,6064,224,1217,0,0
Rhode Island,US,4/22/2020 07:03,5500,171,0,0,0
Alabama,US,4/22/2020 07:03,5270,180,0,0,0
Arizona,US,4/22/2020 07:03,5256,208,6,0,0
Mississippi,US,4/22/2020 07:03,4716,183,0,0,0
Wisconsin,US,4/22/2020 07:03,4625,244,196,0,0
South Carolina,US,4/22/2020 07:03,4439,124,0,0,0
Nevada,US,4/22/2020 07:03,3937,163,2044,0,0
Iowa,US,4/22/2020 07:03,3641,83,1171,0,0
Utah,US,4/22/2020 07:03,3297,32,218,0,0
Washington DC,US,4/22/2020 07:03,3098,112,636,0,0
Kentucky,US,4/22/2020 07:03,3050,154,1174,0,0
Delaware,US,4/22/2020 07:03,2931,82,565,0,0
Oklahoma,US,4/22/2020 07:03,2807,164,1703,0,0
Minnesota,US,4/22/2020 07:03,2567,160,1160,0,0
Kansas,US,4/22/2020 07:03,2136,108,444,0,0
Oregon,US,4/22/2020 07:03,2004,78,42,0,0
Arkansas,US,4/22/2020 07:03,1990,42,726,0,0
New Mexico,US,4/22/2020 07:03,1971,58,465,0,0
South Dakota,US,4/22/2020 07:03,1755,8,824,0,0
Idaho,US,4/22/2020 07:03,1736,48,660,0,0
Nebraska,US,4/22/2020 07:03,1613,33,0,0,0
New Hampshire,US,4/22/2020 07:03,1447,42,521,0,0
Navajo Nation,US,4/22/2020 07:03,1321,45,0,0,0
Puerto Rico,US,4/22/2020 07:03,1298,64,0,0,0
West Virginia,US,4/22/2020 07:03,908,26,265,0,0
Maine,US,4/22/2020 07:03,888,36,443,0,0
Vermont,US,4/22/2020 07:03,818,40,0,0,0
North Dakota,US,4/22/2020 07:03,644,13,214,0,0
Hawaii,US,4/22/2020 07:03,584,10,423,0,0
Wyoming,US,4/22/2020 07:03,443,2,290,0,0
Montana,US,4/22/2020 07:03,437,12,243,0,0
Alaska,US,4/22/2020 07:03,329,9,153,0,0
Guam,US,4/22/2020 07:03,136,5,97,0,0
Grand Princess,US,4/22/2020 07:03,103,3,0,0,0
US Virgin Islands,US,4/22/2020 07:03,53,3,46,0,0
Diamond Princess,US,4/22/2020 07:03,49,0,0,0,0
Quebec,Canada,4/22/2020 07:03,20126,1044,4048,0,0
Ontario,Canada,4/22/2020 07:03,12441,660,5806,0,0
Alberta,Canada,4/22/2020 07:03,2908,59,1230,0,0
British Columbia,Canada,4/22/2020 07:03,1699,86,1041,0,0
Nova Scotia,Canada,4/22/2020 07:03,737,10,286,0,0
Saskatchewan,Canada,4/22/2020 07:03,320,4,252,0,0
Newfoundland and Labrador,Canada,4/22/2020 07:03,257,3,194,0,0
Manitoba,Canada,4/22/2020 07:03,255,6,150,0,0
New Brunswick,Canada,4/22/2020 07:03,118,0,102,0,0
Prince Edward Island,Canada,4/22/2020 07:03,26,0,23,0,0
Yukon,Canada,4/22/2020 07:03,11,0,8,0,0
Northwest Territories,Canada,4/22/2020 07:03,5,0,5,0,0
,US,4/22/2020 07:03,0,0,0,4162414,14016
,Canada,4/22/2020 07:03,0,0,0,565931,557
,Spain,4/22/2020 07:03,204178,21282,82514,930230,7705
,Italy,4/22/2020 07:03,183957,24648,51600,1450150,2471
,France,4/22/2020 07:03,158050,20796,39181,463662,5433
,Germany,4/22/2020 07:03,148291,5033,95200,1728357,2889
,UK,4/22/2020 07:03,129044,17337,626,535342,1559
,Turkey,4/22/2020 07:03,95591,2259,14918,713409,1865
,Iran,4/22/2020 07:03,84802,5297,60965,365723,3357
,Russia,4/22/2020 07:03,52763,456,3873,2142604,700
,Brazil,4/22/2020 07:03,43079,2741,22991,291922,8318
Brussels,Belgium,4/22/2020 07:03,40956,5998,9002,167110,1079
,Netherlands,4/22/2020 07:03,34134,3916,322,171415,1087
,Switzerland,4/22/2020 07:03,28063,1478,19400,227554,386
,Portugal,4/22/2020 07:03,21379,762,917,271962,213
,India,4/22/2020 07:03,18985,603,3273,401586,0
,Peru,4/22/2020 07:03,17837,484,6982,155724,380
,Ireland,4/22/2020 07:03,16040,730,9233,111584,315
,Sweden,4/22/2020 07:03,15322,1765,550,94500,515
,Austria,4/22/2020 07:03,14873,491,10971,189018,196
,Israel,4/22/2020 07:03,13942,184,4507,240303,139
,Saudi Arabia,4/22/2020 07:03,11631,109,1640,500000,81
,Japan,4/22/2020 07:03,11135,263,1239,116725,217
,Chile,4/22/2020 07:03,10832,147,4969,122357,392
,South Korea,4/22/2020 07:03,10683,237,8213,571014,55
,Ecuador,4/22/2020 07:03,10398,520,1207,33389,137
,Poland,4/22/2020 07:03,9856,401,1297,224355,160
,Pakistan,4/22/2020 07:03,9565,201,2073,111806,46
,Romania,4/22/2020 07:03,9242,498,2153,101552,245
,Singapore,4/22/2020 07:03,9125,11,839,94796,23
,Mexico,4/22/2020 07:03,8772,712,2627,49570,378
,United Arab Emirates,4/22/2020 07:03,7755,46,1443,790000,1
,Denmark,4/22/2020 07:03,7695,370,4700,100543,81
,Norway,4/22/2020 07:03,7191,182,32,145279,58
,Indonesia,4/22/2020 07:03,7135,616,842,50370,0
,Czechia,4/22/2020 07:03,6961,201,1753,178617,75
,Serbia,4/22/2020 07:03,6890,130,977,45355,101
,Belarus,4/22/2020 07:03,6723,55,577,108545,92
,Philippines,4/22/2020 07:03,6599,437,654,64845,1
,Qatar,4/22/2020 07:03,6533,9,614,66725,37
,Ukraine,4/22/2020 07:03,6125,161,367,61997,45
,Malaysia,4/22/2020 07:03,5482,92,3349,108216,43
,Dominican Republic,4/22/2020 07:03,5044,245,463,16973,126
,Panama,4/22/2020 07:03,4658,136,204,20996,98
,Finland,4/22/2020 07:03,4014,141,2000,61800,63
,Colombia,4/22/2020 07:03,3977,189,804,65169,98
,Luxembourg,4/22/2020 07:03,3618,78,670,34962,32
,Egypt,4/22/2020 07:03,3490,264,870,55000,0
