Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,3/26/2020 00:02,26376,271,0.0
New Jersey,US,3/26/2020 00:02,3675,44,1.0
California,US,3/26/2020 00:02,2628,54,6.0
WA,US,3/26/2020 00:02,2472,125,1.0
Michigan,US,3/26/2020 00:02,1795,24,0.0
Illinois,US,3/26/2020 00:02,1537,16,2.0
Florida,US,3/26/2020 00:02,1467,23,0.0
Louisiana,US,3/26/2020 00:02,1388,46,0.0
Massachusetts,US,3/26/2020 00:02,1159,11,1.0
Georgia,US,3/26/2020 00:02,1097,38,0.0
Texas,US,3/26/2020 00:02,1027,13,0.0
Pennsylvania,US,3/26/2020 00:02,946,8,0.0
Colorado,US,3/26/2020 00:02,912,11,0.0
Tennessee,US,3/26/2020 00:02,780,2,0.0
Connecticut,US,3/26/2020 00:02,618,12,0.0
Ohio,US,3/26/2020 00:02,567,8,0.0
North Carolina,US,3/26/2020 00:02,512,0,0.0
Wisconsin,US,3/26/2020 00:02,487,5,1.0
Indiana,US,3/26/2020 00:02,369,12,0.0
Maryland,US,3/26/2020 00:02,352,4,3.0
South Carolina,US,3/26/2020 00:02,342,7,0.0
Arizona,US,3/26/2020 00:02,326,6,1.0
Mississippi,US,3/26/2020 00:02,320,1,0.0
Virginia,US,3/26/2020 00:02,304,9,0.0
Utah,US,3/26/2020 00:02,298,1,0.0
Nevada,US,3/26/2020 00:02,285,6,0.0
Missouri,US,3/26/2020 00:02,278,8,0.0
Minnesota,US,3/26/2020 00:02,262,1,0.0
Alabama,US,3/26/2020 00:02,242,0,0.0
Arkansas,US,3/26/2020 00:02,232,2,0.0
Oregon,US,3/26/2020 00:02,211,8,0.0
Washington DC,US,3/26/2020 00:02,187,2,0.0
Kentucky,US,3/26/2020 00:02,163,4,1.0
Iowa,US,3/26/2020 00:02,125,1,0.0
Rhode Island,US,3/26/2020 00:02,124,0,0.0
Maine,US,3/26/2020 00:02,118,0,0.0
New Hampshire,US,3/26/2020 00:02,108,1,0.0
Oklahoma,US,3/26/2020 00:02,106,3,0.0
Delaware,US,3/26/2020 00:02,104,0,0.0
Kansas,US,3/26/2020 00:02,102,2,0.0
New Mexico,US,3/26/2020 00:02,100,0,0.0
Vermont,US,3/26/2020 00:02,95,7,0.0
Hawaii,US,3/26/2020 00:02,90,1,0.0
Idaho,US,3/26/2020 00:02,81,0,0.0
Nebraska,US,3/26/2020 00:02,71,0,0.0
Montana,US,3/26/2020 00:02,51,0,0.0
,,3/26/2020 00:02,51,2,
Diamond Princess,US,3/26/2020 00:02,49,0,0.0
Alaska,US,3/26/2020 00:02,42,0,0.0
West Virginia,US,3/26/2020 00:02,39,0,0.0
Wyoming,US,3/26/2020 00:02,37,0,0.0
North Dakota,US,3/26/2020 00:02,36,0,0.0
,,3/26/2020 00:02,32,1,
South Dakota,US,3/26/2020 00:02,30,1,0.0
Grand Princess,US,3/26/2020 00:02,28,1,0.0
,,3/26/2020 00:02,17,0,
Quebec,Canada,3/26/2020 00:02,1016,4,0.0
British Columbia,Canada,3/26/2020 00:02,617,13,4.0
Ontario,Canada,3/26/2020 00:02,588,8,6.0
Alberta,Canada,3/26/2020 00:02,358,2,0.0
Saskatchewan,Canada,3/26/2020 00:02,72,0,0.0
Nova Scotia,Canada,3/26/2020 00:02,51,0,0.0
Newfoundland and Labrador,Canada,3/26/2020 00:02,35,0,0.0
Manitoba,Canada,3/26/2020 00:02,21,0,0.0
New Brunswick,Canada,3/26/2020 00:02,18,0,0.0
Grand Princess,US,3/26/2020 00:02,13,0,0.0
Prince Edward Island,Canada,3/26/2020 00:02,3,0,0.0
Yukon,Canada,3/26/2020 00:02,2,0,0.0
Northwest Territories,Canada,3/26/2020 00:02,1,0,0.0
Diamond Princess,US,3/26/2020 00:02,0,1,0.0
,Italy,3/26/2020 00:02,69176,6820,8326.0
,Spain,3/26/2020 00:02,47610,3434,5367.0
,Germany,3/26/2020 00:02,34055,175,3540.0
,Iran,3/26/2020 00:02,27017,2077,9625.0
,France,3/26/2020 00:02,22304,1100,3281.0
,Switzerland,3/26/2020 00:02,10456,145,131.0
,South Korea,3/26/2020 00:02,9137,126,3730.0
,UK,3/26/2020 00:02,8227,427,135.0
,Netherlands,3/26/2020 00:02,5560,276,2.0
,Austria,3/26/2020 00:02,5516,30,9.0
Brussels,Belgium,3/26/2020 00:02,4937,178,547.0
,Portugal,3/26/2020 00:02,2995,43,22.0
,Norway,3/26/2020 00:02,2902,14,6.0
,Sweden,3/26/2020 00:02,2345,41,16.0
,Brazil,3/26/2020 00:02,2271,47,2.0
,Israel,3/26/2020 00:02,2170,5,58.0
,Turkey,3/26/2020 00:02,1872,44,0.0
,Malaysia,3/26/2020 00:02,1796,19,199.0
,Denmark,3/26/2020 00:02,1715,34,1.0
,Czechia,3/26/2020 00:02,1497,5,10.0
,Ireland,3/26/2020 00:02,1329,7,5.0
,Japan,3/26/2020 00:02,1193,43,285.0
,Luxembourg,3/26/2020 00:02,1099,8,6.0
,Ecuador,3/26/2020 00:02,1082,27,3.0
,Pakistan,3/26/2020 00:02,1000,8,21.0
,Poland,3/26/2020 00:02,957,13,1.0
,Thailand,3/26/2020 00:02,934,4,70.0
,Chile,3/26/2020 00:02,922,2,17.0
,Romania,3/26/2020 00:02,906,13,86.0
,Saudi Arabia,3/26/2020 00:02,900,2,29.0
,Finland,3/26/2020 00:02,853,3,10.0
,Indonesia,3/26/2020 00:02,790,58,31.0
,Greece,3/26/2020 00:02,743,20,29.0
Yokohama,Japan,3/26/2020 00:02,712,10,587.0
,South Africa,3/26/2020 00:02,709,0,12.0
,Russia,3/26/2020 00:02,658,1,29.0
,Iceland,3/26/2020 00:02,648,2,51.0
,Philippines,3/26/2020 00:02,636,38,26.0
,India,3/26/2020 00:02,562,10,40.0
,Singapore,3/26/2020 00:02,558,2,156.0
,Slovenia,3/26/2020 00:02,528,5,10.0
,Qatar,3/26/2020 00:02,526,0,41.0
,Panama,3/26/2020 00:02,443,6,1.0
,Bahrain,3/26/2020 00:02,419,3,177.0
,Croatia,3/26/2020 00:02,418,1,16.0
,Peru,3/26/2020 00:02,416,7,1.0
Hong Kong,Hong Kong,3/26/2020 00:02,410,4,102.0
,Mexico,3/26/2020 00:02,405,5,4.0
,Estonia,3/26/2020 00:02,404,0,8.0
,Egypt,3/26/2020 00:02,402,20,80.0
,Argentina,3/26/2020 00:02,387,6,52.0
,Colombia,3/26/2020 00:02,378,3,6.0
,Lebanon,3/26/2020 00:02,333,4,8.0
,Iraq,3/26/2020 00:02,316,27,75.0
