Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,4/11/2020 07:03,172348,7867,16388
New Jersey,US,4/11/2020 07:03,54588,1932,51
Michigan,US,4/11/2020 07:03,22783,1281,94
California,US,4/11/2020 07:03,20345,552,705
Pennsylvania,US,4/11/2020 07:03,20051,418,170
Louisiana,US,4/11/2020 07:03,19253,755,0
Massachusetts,US,4/11/2020 07:03,18941,503,729
Illinois,US,4/11/2020 07:03,17887,597,158
Florida,US,4/11/2020 07:03,17531,390,0
Texas,US,4/11/2020 07:03,11884,232,1403
Georgia,US,4/11/2020 07:03,11485,416,0
WA,US,4/11/2020 07:03,9790,459,1076
Connecticut,US,4/11/2020 07:03,9784,380,0
Maryland,US,4/11/2020 07:03,6968,171,288
Indiana,US,4/11/2020 07:03,6907,300,28
Colorado,US,4/11/2020 07:03,6202,226,0
Ohio,US,4/11/2020 07:03,5878,231,0
Tennessee,US,4/11/2020 07:03,4892,98,627
Virginia,US,4/11/2020 07:03,4509,121,2
North Carolina,US,4/11/2020 07:03,3964,83,281
Missouri,US,4/11/2020 07:03,3624,92,108
Arizona,US,4/11/2020 07:03,3112,97,3
Wisconsin,US,4/11/2020 07:03,3068,128,84
Alabama,US,4/11/2020 07:03,2947,80,0
South Carolina,US,4/11/2020 07:03,2793,67,0
Nevada,US,4/11/2020 07:03,2722,90,868
Mississippi,US,4/11/2020 07:03,2469,82,0
Utah,US,4/11/2020 07:03,2103,17,26
Oklahoma,US,4/11/2020 07:03,1794,88,409
Rhode Island,US,4/11/2020 07:03,1727,43,0
Washington DC,US,4/11/2020 07:03,1660,38,426
Kentucky,US,4/11/2020 07:03,1495,80,306
Iowa,US,4/11/2020 07:03,1388,31,506
Idaho,US,4/11/2020 07:03,1354,24,0
Minnesota,US,4/11/2020 07:03,1336,57,675
Oregon,US,4/11/2020 07:03,1322,44,0
Delaware,US,4/11/2020 07:03,1209,23,159
Arkansas,US,4/11/2020 07:03,1171,21,305
Kansas,US,4/11/2020 07:03,1117,42,16
New Mexico,US,4/11/2020 07:03,989,17,171
New Hampshire,US,4/11/2020 07:03,819,21,227
Puerto Rico,US,4/11/2020 07:03,725,39,0
Vermont,US,4/11/2020 07:03,679,24,0
Nebraska,US,4/11/2020 07:03,635,15,0
Maine,US,4/11/2020 07:03,586,17,246
Navajo Nation,US,4/11/2020 07:03,558,22,0
South Dakota,US,4/11/2020 07:03,536,6,177
West Virginia,US,4/11/2020 07:03,536,5,0
Hawaii,US,4/11/2020 07:03,442,6,251
Montana,US,4/11/2020 07:03,365,6,165
North Dakota,US,4/11/2020 07:03,278,6,105
Alaska,US,4/11/2020 07:03,246,7,49
Wyoming,US,4/11/2020 07:03,239,0,101
Guam,US,4/11/2020 07:03,130,4,41
Grand Princess,US,4/11/2020 07:03,103,3,0
US Virgin Islands,US,4/11/2020 07:03,50,1,43
Diamond Princess,US,4/11/2020 07:03,49,0,0
Quebec,Canada,4/11/2020 07:03,10912,216,1112
Ontario,Canada,4/11/2020 07:03,6237,222,2574
