Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
New York,US,4/17/2020 10:42,223691,12248,28103,0
New Jersey,US,4/17/2020 10:42,75317,3518,470,0
Massachusetts,US,4/17/2020 10:42,32181,1108,729,0
Michigan,US,4/17/2020 10:42,28809,1996,502,0
Pennsylvania,US,4/17/2020 10:42,28258,841,317,0
California,US,4/17/2020 10:42,27677,957,1259,0
Illinois,US,4/17/2020 10:42,25734,1072,429,0
Florida,US,4/17/2020 10:42,23343,668,174,0
Louisiana,US,4/17/2020 10:42,22532,1156,0,0
Texas,US,4/17/2020 10:42,16876,414,3681,0
Connecticut,US,4/17/2020 10:42,15884,971,63,0
Georgia,US,4/17/2020 10:42,15669,587,340,0
WA,US,4/17/2020 10:42,11057,579,1715,0
Maryland,US,4/17/2020 10:42,10784,392,736,0
Indiana,US,4/17/2020 10:42,9542,477,146,0
Ohio,US,4/17/2020 10:42,8414,391,367,0
Colorado,US,4/17/2020 10:42,8286,357,510,0
Virginia,US,4/17/2020 10:42,6889,208,721,0
Tennessee,US,4/17/2020 10:42,6375,136,2196,0
North Carolina,US,4/17/2020 10:42,5639,150,900,0
Missouri,US,4/17/2020 10:42,5174,169,443,0
Alabama,US,4/17/2020 10:42,4345,133,0,0
Arizona,US,4/17/2020 10:42,4237,150,6,0
South Carolina,US,4/17/2020 10:42,3931,112,0,0
Wisconsin,US,4/17/2020 10:42,3875,197,87,0
Mississippi,US,4/17/2020 10:42,3624,129,0,0
Rhode Island,US,4/17/2020 10:42,3529,87,0,0
Nevada,US,4/17/2020 10:42,3214,137,1400,0
Utah,US,4/17/2020 10:42,2683,20,219,0
Kentucky,US,4/17/2020 10:42,2435,129,800,0
Oklahoma,US,4/17/2020 10:42,2357,131,1060,0
Washington DC,US,4/17/2020 10:42,2350,81,552,0
Iowa,US,4/17/2020 10:42,2141,60,908,0
Delaware,US,4/17/2020 10:42,2070,55,354,0
Minnesota,US,4/17/2020 10:42,1809,87,1020,0
Oregon,US,4/17/2020 10:42,1736,64,42,0
Arkansas,US,4/17/2020 10:42,1620,37,548,0
Kansas,US,4/17/2020 10:42,1615,80,391,0
Idaho,US,4/17/2020 10:42,1587,41,0,0
New Mexico,US,4/17/2020 10:42,1484,36,353,0
South Dakota,US,4/17/2020 10:42,1311,7,373,0
New Hampshire,US,4/17/2020 10:42,1139,32,365,0
Puerto Rico,US,4/17/2020 10:42,1043,56,0,0
Nebraska,US,4/17/2020 10:42,952,21,0,0
Navajo Nation,US,4/17/2020 10:42,921,38,0,0
Maine,US,4/17/2020 10:42,796,27,333,0
Vermont,US,4/17/2020 10:42,774,33,0,0
West Virginia,US,4/17/2020 10:42,728,12,147,0
Hawaii,US,4/17/2020 10:42,530,9,359,0
Montana,US,4/17/2020 10:42,415,7,218,0
North Dakota,US,4/17/2020 10:42,393,9,163,0
Alaska,US,4/17/2020 10:42,300,9,106,0
Wyoming,US,4/17/2020 10:42,296,2,164,0
Guam,US,4/17/2020 10:42,135,5,66,0
Grand Princess,US,4/17/2020 10:42,103,3,0,0
