Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,4/03/2020 18:19,92743,2468,6507
New Jersey,US,4/03/2020 18:19,25590,537,0
California,US,4/03/2020 18:19,11126,244,164
Michigan,US,4/03/2020 18:19,10791,417,15
Louisiana,US,4/03/2020 18:19,9159,310,0
Florida,US,4/03/2020 18:19,9008,144,0
Massachusetts,US,4/03/2020 18:19,8966,154,10
Illinois,US,4/03/2020 18:19,7697,167,7
Pennsylvania,US,4/03/2020 18:19,7345,92,67
WA,US,4/03/2020 18:19,6595,272,568
Georgia,US,4/03/2020 18:19,5444,176,0
Texas,US,4/03/2020 18:19,5253,86,377
Connecticut,US,4/03/2020 18:19,3824,112,0
Colorado,US,4/03/2020 18:19,3728,97,0
Indiana,US,4/03/2020 18:19,3039,78,0
Ohio,US,4/03/2020 18:19,2902,81,0
Tennessee,US,4/03/2020 18:19,2845,36,184
Maryland,US,4/03/2020 18:19,2331,36,53
North Carolina,US,4/03/2020 18:19,2041,21,37
Missouri,US,4/03/2020 18:19,1860,22,28
Wisconsin,US,4/03/2020 18:19,1748,38,1
Virginia,US,4/03/2020 18:19,1706,41,2
Arizona,US,4/03/2020 18:19,1598,32,3
South Carolina,US,4/03/2020 18:19,1554,31,0
Nevada,US,4/03/2020 18:19,1484,38,26
Alabama,US,4/03/2020 18:19,1270,32,0
Mississippi,US,4/03/2020 18:19,1177,26,0
Utah,US,4/03/2020 18:19,1088,7,0
Idaho,US,4/03/2020 18:19,891,9,0
Oklahoma,US,4/03/2020 18:19,881,34,1
Oregon,US,4/03/2020 18:19,826,21,0
Kentucky,US,4/03/2020 18:19,770,31,64
Minnesota,US,4/03/2020 18:19,742,18,342
Arkansas,US,4/03/2020 18:19,683,12,50
Rhode Island,US,4/03/2020 18:19,657,12,0
Washington DC,US,4/03/2020 18:19,653,12,173
Iowa,US,4/03/2020 18:19,614,11,3
Kansas,US,4/03/2020 18:19,558,14,0
New Hampshire,US,4/03/2020 18:19,479,5,101
New Mexico,US,4/03/2020 18:19,403,7,26
Delaware,US,4/03/2020 18:19,393,12,49
Maine,US,4/03/2020 18:19,376,7,94
Vermont,US,4/03/2020 18:19,338,17,0
Puerto Rico,US,4/03/2020 18:19,316,12,0
Hawaii,US,4/03/2020 18:19,283,2,72
Nebraska,US,4/03/2020 18:19,255,6,0
Montana,US,4/03/2020 18:19,241,5,32
West Virginia,US,4/03/2020 18:19,217,2,0
South Dakota,US,4/03/2020 18:19,165,2,57
North Dakota,US,4/03/2020 18:19,159,3,43
Wyoming,US,4/03/2020 18:19,153,0,31
Alaska,US,4/03/2020 18:19,147,3,0
Grand Princess,US,4/03/2020 18:19,103,3,0
Guam,US,4/03/2020 18:19,82,3,12
Diamond Princess,US,4/03/2020 18:19,49,0,0
US Virgin Islands,US,4/03/2020 18:19,37,0,29
Quebec,Canada,4/03/2020 18:19,5518,36,224
Ontario,Canada,4/03/2020 18:19,2793,53,831
British Columbia,Canada,4/03/2020 18:19,1121,31,641
Alberta,Canada,4/03/2020 18:19,969,13,174
Saskatchewan,Canada,4/03/2020 18:19,206,3,36
Nova Scotia,Canada,4/03/2020 18:19,193,0,16
Newfoundland and Labrador,Canada,4/03/2020 18:19,183,1,10
Manitoba,Canada,4/03/2020 18:19,167,1,11
New Brunswick,Canada,4/03/2020 18:19,91,0,22
Prince Edward Island,Canada,4/03/2020 18:19,22,0,3
Yukon,Canada,4/03/2020 18:19,6,0,3
Northwest Territories,Canada,4/03/2020 18:19,2,0,0
,Italy,4/03/2020 18:19,115242,13915,18278
,Spain,4/03/2020 18:19,112065,10348,26743
,Germany,4/03/2020 18:19,84794,1107,22440
,France,4/03/2020 18:19,59105,5387,12428
,Iran,4/03/2020 18:19,50468,3160,16711
,UK,4/03/2020 18:19,33718,2921,135
,Switzerland,4/03/2020 18:19,18827,536,4013
,Turkey,4/03/2020 18:19,18135,356,415
Brussels,Belgium,4/03/2020 18:19,15348,1011,2495
,Netherlands,4/03/2020 18:19,14697,1339,250
,Austria,4/03/2020 18:19,11199,158,1749
,South Korea,4/03/2020 18:19,10062,174,6021
,Portugal,4/03/2020 18:19,9034,209,68
,Brazil,4/03/2020 18:19,8066,327,127
,Israel,4/03/2020 18:19,6857,36,338
,Sweden,4/03/2020 18:19,5568,308,103
,Norway,4/03/2020 18:19,5218,50,32
,Czechia,4/03/2020 18:19,3869,46,71
,Ireland,4/03/2020 18:19,3849,98,5
,Russia,4/03/2020 18:19,3548,30,235
,Chile,4/03/2020 18:19,3404,18,335
,Denmark,4/03/2020 18:19,3386,123,1089
,Ecuador,4/03/2020 18:19,3163,120,65
,Malaysia,4/03/2020 18:19,3116,50,767
,Poland,4/03/2020 18:19,2946,57,56
,Romania,4/03/2020 18:19,2738,116,267
,Philippines,4/03/2020 18:19,2633,107,51
,Japan,4/03/2020 18:19,2617,63,472
,India,4/03/2020 18:19,2567,72,192
,Luxembourg,4/03/2020 18:19,2487,30,80
,Pakistan,4/03/2020 18:19,2450,35,126
,Thailand,4/03/2020 18:19,1978,19,581
,Saudi Arabia,4/03/2020 18:19,1885,21,328
,Indonesia,4/03/2020 18:19,1790,170,112
,Finland,4/03/2020 18:19,1615,19,300
,Greece,4/03/2020 18:19,1544,53,61
,Mexico,4/03/2020 18:19,1510,50,633
