Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/19/2020 20:44,242570,17627,28884,0,0
New Jersey,US,4/19/2020 20:44,81599,4249,498,0,0
Massachusetts,US,4/19/2020 20:44,36372,1560,1299,0,0
Pennsylvania,US,4/19/2020 20:44,31795,1105,373,0,0
California,US,4/19/2020 20:44,30812,1148,2740,0,0
Michigan,US,4/19/2020 20:44,30791,2308,3237,0,0
Illinois,US,4/19/2020 20:44,29161,1259,606,0,0
Florida,US,4/19/2020 20:44,25492,748,174,0,0
Louisiana,US,4/19/2020 20:44,23580,1267,0,0,0
Texas,US,4/19/2020 20:44,18905,483,4806,0,0
Georgia,US,4/19/2020 20:44,17841,677,340,0,0
Connecticut,US,4/19/2020 20:44,17550,1086,63,0,0
Maryland,US,4/19/2020 20:44,12326,537,771,0,0
WA,US,4/19/2020 20:44,12064,630,1765,0,0
Indiana,US,4/19/2020 20:44,10641,545,173,0,0
Ohio,US,4/19/2020 20:44,10222,451,448,0,0
Colorado,US,4/19/2020 20:44,9440,413,529,0,0
Virginia,US,4/19/2020 20:44,8053,258,721,0,0
Tennessee,US,4/19/2020 20:44,6762,146,3234,0,0
North Carolina,US,4/19/2020 20:44,6376,191,1177,0,0
Missouri,US,4/19/2020 20:44,5596,198,511,0,0
Arizona,US,4/19/2020 20:44,4724,180,6,0,0
Alabama,US,4/19/2020 20:44,4723,147,0,0,0
Rhode Island,US,4/19/2020 20:44,4491,137,0,0,0
South Carolina,US,4/19/2020 20:44,4248,119,0,0,0
Wisconsin,US,4/19/2020 20:44,4199,212,194,0,0
Mississippi,US,4/19/2020 20:44,3974,152,0,0,0
Nevada,US,4/19/2020 20:44,3644,151,1770,0,0
Utah,US,4/19/2020 20:44,2933,25,220,0,0
Kentucky,US,4/19/2020 20:44,2707,144,979,0,0
Washington DC,US,4/19/2020 20:44,2666,91,608,0,0
Oklahoma,US,4/19/2020 20:44,2570,139,1534,0,0
Delaware,US,4/19/2020 20:44,2538,67,466,0,0
Iowa,US,4/19/2020 20:44,2513,74,1095,0,0
Minnesota,US,4/19/2020 20:44,2213,121,1118,0,0
Kansas,US,4/19/2020 20:44,1854,86,421,0,0
Oregon,US,4/19/2020 20:44,1844,72,42,0,0
New Mexico,US,4/19/2020 20:44,1798,53,465,0,0
Arkansas,US,4/19/2020 20:44,1777,38,726,0,0
Idaho,US,4/19/2020 20:44,1668,44,520,0,0
South Dakota,US,4/19/2020 20:44,1542,7,552,0,0
