Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
New York,US,4/19/2020 07:10,241712,17671,28265,0
New Jersey,US,4/19/2020 07:10,81420,4070,470,0
Massachusetts,US,4/19/2020 07:10,36372,1404,729,0
Pennsylvania,US,4/19/2020 07:10,31652,1042,340,0
Michigan,US,4/19/2020 07:10,30791,2308,3237,0
California,US,4/19/2020 07:10,29891,1065,2674,0
Illinois,US,4/19/2020 07:10,29160,1259,600,0
Florida,US,4/19/2020 07:10,25277,741,174,0
Louisiana,US,4/19/2020 07:10,23580,1267,0,0
Texas,US,4/19/2020 07:10,18317,462,4202,0
Georgia,US,4/19/2020 07:10,17669,673,340,0
Connecticut,US,4/19/2020 07:10,16809,1036,63,0
Maryland,US,4/19/2020 07:10,12326,537,771,0
WA,US,4/19/2020 07:10,11739,611,1757,0
Indiana,US,4/19/2020 07:10,10641,545,173,0
Ohio,US,4/19/2020 07:10,10222,451,448,0
Colorado,US,4/19/2020 07:10,9047,391,510,0
Virginia,US,4/19/2020 07:10,8053,258,721,0
Tennessee,US,4/19/2020 07:10,6589,142,3018,0
North Carolina,US,4/19/2020 07:10,6320,187,997,0
Missouri,US,4/19/2020 07:10,5579,197,502,0
Arizona,US,4/19/2020 07:10,4724,180,6,0
Alabama,US,4/19/2020 07:10,4655,153,0,0
Rhode Island,US,4/19/2020 07:10,4491,137,0,0
South Carolina,US,4/19/2020 07:10,4248,119,0,0
Wisconsin,US,4/19/2020 07:10,4199,212,176,0
Mississippi,US,4/19/2020 07:10,3974,152,0,0
Nevada,US,4/19/2020 07:10,3626,151,1755,0
Utah,US,4/19/2020 07:10,2933,25,220,0
Washington DC,US,4/19/2020 07:10,2666,91,608,0
Kentucky,US,4/19/2020 07:10,2522,137,979,0
Iowa,US,4/19/2020 07:10,2513,74,1095,0
Oklahoma,US,4/19/2020 07:10,2465,136,1534,0
Delaware,US,4/19/2020 07:10,2323,61,423,0
Minnesota,US,4/19/2020 07:10,2209,121,1118,0
Oregon,US,4/19/2020 07:10,1844,72,42,0
Kansas,US,4/19/2020 07:10,1821,85,421,0
Arkansas,US,4/19/2020 07:10,1744,38,548,0
New Mexico,US,4/19/2020 07:10,1711,51,382,0
Idaho,US,4/19/2020 07:10,1655,43,390,0
South Dakota,US,4/19/2020 07:10,1542,7,552,0
New Hampshire,US,4/19/2020 07:10,1287,37,468,0
Nebraska,US,4/19/2020 07:10,1249,24,0,0
Navajo Nation,US,4/19/2020 07:10,1127,44,0,0
Puerto Rico,US,4/19/2020 07:10,1118,60,0,0
Maine,US,4/19/2020 07:10,847,32,352,0
Vermont,US,4/19/2020 07:10,803,38,0,0
West Virginia,US,4/19/2020 07:10,785,16,255,0
Hawaii,US,4/19/2020 07:10,553,9,390,0
North Dakota,US,4/19/2020 07:10,528,9,183,0
Montana,US,4/19/2020 07:10,426,10,243,0
Alaska,US,4/19/2020 07:10,314,9,128,0
Wyoming,US,4/19/2020 07:10,305,2,187,0
Guam,US,4/19/2020 07:10,136,5,97,0
Grand Princess,US,4/19/2020 07:10,103,3,0,0
US Virgin Islands,US,4/19/2020 07:10,53,3,46,0
Diamond Princess,US,4/19/2020 07:10,49,0,0,0
Quebec,Canada,4/19/2020 07:10,17521,688,3068,0
Ontario,Canada,4/19/2020 07:10,10456,524,4556,0
Alberta,Canada,4/19/2020 07:10,2397,50,1124,0
British Columbia,Canada,4/19/2020 07:10,1618,78,996,0
Nova Scotia,Canada,4/19/2020 07:10,649,7,184,0
Saskatchewan,Canada,4/19/2020 07:10,313,4,234,0
Newfoundland and Labrador,Canada,4/19/2020 07:10,257,3,189,0
Manitoba,Canada,4/19/2020 07:10,253,5,140,0
New Brunswick,Canada,4/19/2020 07:10,117,0,83,0
Prince Edward Island,Canada,4/19/2020 07:10,26,0,23,0
Yukon,Canada,4/19/2020 07:10,9,0,7,0
Northwest Territories,Canada,4/19/2020 07:10,5,0,3,0
,US,4/19/2020 07:10,0,0,0,3697990
,Canada,4/19/2020 07:10,0,0,0,507701
,Spain,4/19/2020 07:10,191726,20043,74797,930230
,Italy,4/19/2020 07:10,175925,23227,44927,1305833
,France,4/19/2020 07:10,151793,19323,35983,463662
,Germany,4/19/2020 07:10,143172,4452,85400,1728357
,UK,4/19/2020 07:10,114217,15464,626,460437
,Turkey,4/19/2020 07:10,82329,1890,10453,598933
,Iran,4/19/2020 07:10,80868,5031,55987,330137
Brussels,Belgium,4/19/2020 07:10,37183,5453,8348,145997
,Russia,4/19/2020 07:10,36793,313,3057,1831892
,Brazil,4/19/2020 07:10,36599,2347,14026,62985
,Netherlands,4/19/2020 07:10,31589,3601,250,154911
,Switzerland,4/19/2020 07:10,27404,1368,17100,216400
,Portugal,4/19/2020 07:10,19685,687,610,235878
,India,4/19/2020 07:10,15722,521,2463,335123
,Ireland,4/19/2020 07:10,14758,571,77,90646
,Austria,4/19/2020 07:10,14671,443,10214,175932
,Peru,4/19/2020 07:10,14420,348,6684,135895
,Sweden,4/19/2020 07:10,13822,1511,550,74600
,Israel,4/19/2020 07:10,13265,164,3456,187250
,South Korea,4/19/2020 07:10,10653,232,7937,546463
,Japan,4/19/2020 07:10,10296,222,1069,111325
,Chile,4/19/2020 07:10,9730,126,4035,108891
,Ecuador,4/19/2020 07:10,9022,456,1008,30922
,Poland,4/19/2020 07:10,8742,347,981,192960
,Romania,4/19/2020 07:10,8418,421,1730,90991
