Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
,Argentina,4/18/2020 11:55,2758,129,666,28650
,Thailand,4/18/2020 11:55,2700,47,1689,100498
,Morocco,4/18/2020 11:55,2564,135,281,12952
,Algeria,4/18/2020 11:55,2418,364,846,3359
,Moldova,4/18/2020 11:55,2264,56,276,9848
,Greece,4/18/2020 11:55,2224,108,269,50771
,Bangladesh,4/18/2020 11:55,1838,75,58,19193
,Croatia,4/18/2020 11:55,1814,36,600,20953
,Hungary,4/18/2020 11:55,1763,156,207,41590
,Iceland,4/18/2020 11:55,1754,9,1224,39536
,Bahrain,4/18/2020 11:55,1740,7,725,79564
,Kuwait,4/18/2020 11:55,1658,5,258,0
,Kazakhstan,4/18/2020 11:55,1546,17,347,85735
,Iraq,4/18/2020 11:55,1482,81,906,51737
,Estonia,4/18/2020 11:55,1459,38,145,37594
,New Zealand,4/18/2020 11:55,1409,11,816,74401
,Uzbekistan,4/18/2020 11:55,1405,4,156,136000
,Azerbaijan,4/18/2020 11:55,1340,15,528,86607
,Slovenia,4/18/2020 11:55,1304,66,174,39330
,Bosnia and Herzegovina,4/18/2020 11:55,1214,46,320,15751
,Armenia,4/18/2020 11:55,1201,19,402,10793
,Lithuania,4/18/2020 11:55,1149,33,210,53101
,North Macedonia,4/18/2020 11:55,1117,49,139,10859
,Oman,4/18/2020 11:55,1069,6,176,0
,Slovakia,4/18/2020 11:55,1049,9,175,37732
Hong Kong,Hong Kong,4/18/2020 11:55,1022,4,533,131786
,Cameroon,4/18/2020 11:55,1017,22,168,0
,Cuba,4/18/2020 11:55,923,31,192,23317
,Afghanistan,4/18/2020 11:55,906,30,99,0
,Tunisia,4/18/2020 11:55,864,37,43,14640
,Bulgaria,4/18/2020 11:55,846,41,141,18502
,Cyprus,4/18/2020 11:55,750,12,77,29075
,Djibouti,4/18/2020 11:55,732,2,76,7486
Yokohama,Japan,4/18/2020 11:55,712,13,644,0
,Andorra,4/18/2020 11:55,696,35,191,1673
,Ivory Coast,4/18/2020 11:55,688,6,193,0
,Latvia,4/18/2020 11:55,682,5,88,32837
,Lebanon,4/18/2020 11:55,668,21,86,19185
,Costa Rica,4/18/2020 11:55,649,4,88,9752
,Ghana,4/18/2020 11:55,641,8,83,50719
,Niger,4/18/2020 11:55,627,18,110,4688
,Burkina Faso,4/18/2020 11:55,557,35,294,0
,Albania,4/18/2020 11:55,539,26,283,5080
,Uruguay,4/18/2020 11:55,502,9,286,11239
,Nigeria,4/18/2020 11:55,493,17,159,7153
,Kyrgyzstan,4/18/2020 11:55,489,5,114,26147
,Guinea,4/18/2020 11:55,477,3,59,0
,Channel Islands,4/18/2020 11:55,470,20,73,3320
,Bolivia,4/18/2020 11:55,465,31,26,2185
,Honduras,4/18/2020 11:55,442,41,10,2012
,San Marino,4/18/2020 11:55,435,39,57,846
,Malta,4/18/2020 11:55,422,3,91,21164
,Jordan,4/18/2020 11:55,407,7,265,20500
,Palestine,4/18/2020 11:55,402,2,69,17329
,Reunion,4/18/2020 11:55,402,0,237,0
Taiwan,Taiwan,4/18/2020 11:55,395,6,166,51603
,Georgia,4/18/2020 11:55,370,3,79,5027
,Senegal,4/18/2020 11:55,342,2,198,0
,Mauritius,4/18/2020 11:55,324,9,108,9755
,Montenegro,4/18/2020 11:55,303,5,55,3874
,Isle of Man,4/18/2020 11:55,291,4,169,2375
,DRC,4/18/2020 11:55,287,23,25,0
,Vietnam,4/18/2020 11:55,268,0,198,206253
,Kenya,4/18/2020 11:55,246,11,53,10784
,Mayotte,4/18/2020 11:55,245,4,117,1700
,Sri Lanka,4/18/2020 11:55,244,7,77,4768
,Guatemala,4/18/2020 11:55,214,7,21,7200
,Venezuela,4/18/2020 11:55,204,9,111,268503
,Paraguay,4/18/2020 11:55,199,8,30,4612
,Faeroe Islands,4/18/2020 11:55,184,0,171,5846
,El Salvador,4/18/2020 11:55,177,7,38,9267
,Mali,4/18/2020 11:55,171,13,34,0
,Martinique,4/18/2020 11:55,158,8,73,0
,Tanzania,4/18/2020 11:55,147,5,11,0
,Guadeloupe,4/18/2020 11:55,145,8,67,0
,Congo,4/18/2020 11:55,143,6,11,0
,Jamaica,4/18/2020 11:55,143,5,25,1424
,Rwanda,4/18/2020 11:55,143,0,65,6237
,Brunei,4/18/2020 11:55,136,1,112,11089
,Gibraltar,4/18/2020 11:55,132,0,105,1760
,Cambodia,4/18/2020 11:55,122,0,98,5768
,Madagascar,4/18/2020 11:55,117,0,33,2357
,Somalia,4/18/2020 11:55,116,6,2,0
,Trinidad and Tobago,4/18/2020 11:55,114,8,20,1298
,Gabon,4/18/2020 11:55,108,1,7,572
,Ethiopia,4/18/2020 11:55,96,3,15,6231
,Aruba,4/18/2020 11:55,96,2,43,1298
,French Guiana,4/18/2020 11:55,96,0,61,0
,Monaco,4/18/2020 11:55,94,3,20,0
,Myanmar,4/18/2020 11:55,88,4,5,3236
,Bermuda,4/18/2020 11:55,83,5,35,552
,Togo,4/18/2020 11:55,83,5,48,3926
,Liechtenstein,4/18/2020 11:55,79,1,55,900
,Equatorial Guinea,4/18/2020 11:55,79,0,4,854
,Liberia,4/18/2020 11:55,76,7,7,0
,Barbados,4/18/2020 11:55,75,5,15,965
,Guyana,4/18/2020 11:55,63,6,9,283
,Cayman Islands,4/18/2020 11:55,61,1,7,702
,Sint Maarten,4/18/2020 11:55,57,9,12,163
,Cabo Verde,4/18/2020 11:55,56,1,1,0
,Uganda,4/18/2020 11:55,56,0,20,9975
,French Polynesia,4/18/2020 11:55,55,0,0,920
,Bahamas,4/18/2020 11:55,54,9,9,0
,Zambia,4/18/2020 11:55,52,2,30,2191
,Libya,4/18/2020 11:55,49,1,11,699
Macau,Macau,4/18/2020 11:55,45,0,16,0
,Haiti,4/18/2020 11:55,43,3,0,365
,Guinea-Bissau,4/18/2020 11:55,43,0,0,1500
,Syria,4/18/2020 11:55,38,2,5,0
,Saint Martin,4/18/2020 11:55,35,2,13,0
,Benin,4/18/2020 11:55,35,1,18,0
,Eritrea,4/18/2020 11:55,35,0,0,0
,Mozambique,4/18/2020 11:55,34,0,2,898
,Sudan,4/18/2020 11:55,33,6,4,0
,Mongolia,4/18/2020 11:55,31,0,5,1450
,Nepal,4/18/2020 11:55,30,0,2,15800
,Maldives,4/18/2020 11:55,29,0,16,3497
,Chad,4/18/2020 11:55,27,0,5,0
,Sierra Leone,4/18/2020 11:55,26,0,0,0
,Zimbabwe,4/18/2020 11:55,24,3,2,2493
,Antigua and Barbuda,4/18/2020 11:55,23,3,3,73
,Angola,4/18/2020 11:55,19,2,5,0
,Laos,4/18/2020 11:55,19,0,2,1288
,Belize,4/18/2020 11:55,18,2,0,651
,New Caledonia,4/18/2020 11:55,18,0,14,3316
,Timor-Leste,4/18/2020 11:55,18,0,1,0
,Malawi,4/18/2020 11:55,17,2,3,417
,Eswatini,4/18/2020 11:55,17,1,8,714
,Fiji,4/18/2020 11:55,17,0,0,0
,Dominica,4/18/2020 11:55,16,0,8,345
,Namibia,4/18/2020 11:55,16,0,4,362
,Botswana,4/18/2020 11:55,15,1,0,3602
,Saint Lucia,4/18/2020 11:55,15,0,11,319
,Curacao,4/18/2020 11:55,14,1,10,269
,Grenada,4/18/2020 11:55,14,0,6,92
,Saint Kitts and Nevis,4/18/2020 11:55,14,0,0,234
,CAR,4/18/2020 11:55,12,0,4,0
,St. Vincent Grenadines,4/18/2020 11:55,12,0,1,87
,Turks and Caicos,4/18/2020 11:55,11,1,0,83
,Falkland Islands,4/18/2020 11:55,11,0,1,137
,Greenland,4/18/2020 11:55,11,0,11,1019
,Montserrat,4/18/2020 11:55,11,0,1,36
,Seychelles,4/18/2020 11:55,11,0,5,0
,Suriname,4/18/2020 11:55,10,1,6,0
,MS Zaandam,4/18/2020 11:55,9,2,0,0
,Gambia,4/18/2020 11:55,9,1,2,316
,Nicaragua,4/18/2020 11:55,9,1,4,0
,Vatican City,4/18/2020 11:55,8,0,2,0
,Mauritania,4/18/2020 11:55,7,1,2,713
,Papua New Guinea,4/18/2020 11:55,7,0,0,167
,St. Barth,4/18/2020 11:55,6,0,4,0
,Western Sahara,4/18/2020 11:55,6,0,0,0
,Burundi,4/18/2020 11:55,5,1,0,80
,Bhutan,4/18/2020 11:55,5,0,2,7913
,British Virgin Islands,4/18/2020 11:55,4,0,2,0
,Sao Tome and Principe,4/18/2020 11:55,4,0,0,19
,South Sudan,4/18/2020 11:55,4,0,0,0
,Anguilla,4/18/2020 11:55,3,0,1,0
,Caribbean Netherlands,4/18/2020 11:55,3,0,0,10
,Saint Pierre Miquelon,4/18/2020 11:55,1,0,0,0
,Yemen,4/18/2020 11:55,1,0,0,0
