Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
New York,US,4/18/2020 11:55,230624,12825,28089,0
New Jersey,US,4/18/2020 11:55,78467,3840,470,0
Massachusetts,US,4/18/2020 11:55,34402,1404,729,0
Michigan,US,4/18/2020 11:55,30023,2227,502,0
Pennsylvania,US,4/18/2020 11:55,29888,921,340,0
California,US,4/18/2020 11:55,29198,1041,2560,0
Illinois,US,4/18/2020 11:55,27575,1132,465,0
Florida,US,4/18/2020 11:55,24759,726,174,0
Louisiana,US,4/18/2020 11:55,23118,1213,0,0
Texas,US,4/18/2020 11:55,18020,453,4190,0
Georgia,US,4/18/2020 11:55,17432,668,340,0
Connecticut,US,4/18/2020 11:55,16809,1036,63,0
WA,US,4/18/2020 11:55,11706,610,1757,0
Maryland,US,4/18/2020 11:55,11572,425,736,0
Indiana,US,4/18/2020 11:55,10154,519,150,0
Ohio,US,4/18/2020 11:55,9107,418,448,0
Colorado,US,4/18/2020 11:55,9047,391,510,0
Virginia,US,4/18/2020 11:55,7491,231,721,0
Tennessee,US,4/18/2020 11:55,6589,142,3018,0
North Carolina,US,4/18/2020 11:55,6066,180,966,0
Missouri,US,4/18/2020 11:55,5371,184,472,0
Alabama,US,4/18/2020 11:55,4572,151,0,0
Arizona,US,4/18/2020 11:55,4511,169,6,0
Rhode Island,US,4/18/2020 11:55,4177,118,0,0
South Carolina,US,4/18/2020 11:55,4086,116,0,0
Wisconsin,US,4/18/2020 11:55,4053,206,135,0
Mississippi,US,4/18/2020 11:55,3793,140,0,0
Nevada,US,4/18/2020 11:55,3524,142,1660,0
Utah,US,4/18/2020 11:55,2810,23,220,0
Kentucky,US,4/18/2020 11:55,2522,137,956,0
Washington DC,US,4/18/2020 11:55,2476,86,573,0
Oklahoma,US,4/18/2020 11:55,2465,136,1060,0
Iowa,US,4/18/2020 11:55,2332,64,1007,0
Delaware,US,4/18/2020 11:55,2323,61,378,0
Minnesota,US,4/18/2020 11:55,2070,111,1066,0
Oregon,US,4/18/2020 11:55,1785,70,42,0
Kansas,US,4/18/2020 11:55,1742,83,421,0
New Mexico,US,4/18/2020 11:55,1711,51,382,0
Arkansas,US,4/18/2020 11:55,1695,37,548,0
Idaho,US,4/18/2020 11:55,1609,41,390,0
South Dakota,US,4/18/2020 11:55,1411,7,457,0
New Hampshire,US,4/18/2020 11:55,1287,37,468,0
Nebraska,US,4/18/2020 11:55,1138,24,0,0
Puerto Rico,US,4/18/2020 11:55,1068,58,0,0
Navajo Nation,US,4/18/2020 11:55,1042,41,0,0
Maine,US,4/18/2020 11:55,827,29,352,0
Vermont,US,4/18/2020 11:55,779,35,0,0
West Virginia,US,4/18/2020 11:55,776,16,223,0
Hawaii,US,4/18/2020 11:55,553,9,374,0
Montana,US,4/18/2020 11:55,422,8,233,0
North Dakota,US,4/18/2020 11:55,393,9,163,0
Alaska,US,4/18/2020 11:55,309,9,110,0
Wyoming,US,4/18/2020 11:55,305,2,187,0
Guam,US,4/18/2020 11:55,136,5,97,0
Grand Princess,US,4/18/2020 11:55,103,3,0,0
US Virgin Islands,US,4/18/2020 11:55,51,2,43,0
Diamond Princess,US,4/18/2020 11:55,49,0,0,0
Quebec,Canada,4/18/2020 11:55,16798,688,3068,0
Ontario,Canada,4/18/2020 11:55,10456,524,4556,0
Alberta,Canada,4/18/2020 11:55,2397,50,1124,0
British Columbia,Canada,4/18/2020 11:55,1618,78,983,0
Nova Scotia,Canada,4/18/2020 11:55,606,4,177,0
Saskatchewan,Canada,4/18/2020 11:55,307,4,228,0
Newfoundland and Labrador,Canada,4/18/2020 11:55,256,3,176,0
Manitoba,Canada,4/18/2020 11:55,250,5,132,0
New Brunswick,Canada,4/18/2020 11:55,117,0,83,0
Prince Edward Island,Canada,4/18/2020 11:55,26,0,23,0
Yukon,Canada,4/18/2020 11:55,8,0,6,0
Northwest Territories,Canada,4/18/2020 11:55,5,0,3,0
,US,4/18/2020 11:55,0,0,0,3574984
,Canada,4/18/2020 11:55,0,0,0,507701
,Spain,4/18/2020 11:55,190839,20002,74797,930230
,Italy,4/18/2020 11:55,172434,22745,42727,1244108
,France,4/18/2020 11:55,147969,18681,34420,463662
,Germany,4/18/2020 11:55,141397,4352,83114,1728357
,UK,4/18/2020 11:55,108692,14576,626,438991
,Iran,4/18/2020 11:55,79494,4958,54064,319879
,Turkey,4/18/2020 11:55,78546,1769,8631,558413
Brussels,Belgium,4/18/2020 11:55,36138,5163,7961,139387
,Brazil,4/18/2020 11:55,34221,2171,14026,62985
,Russia,4/18/2020 11:55,32008,273,2590,1718019
,Netherlands,4/18/2020 11:55,30449,3459,250,154911
,Switzerland,4/18/2020 11:55,27078,1327,16400,206400
,Portugal,4/18/2020 11:55,19022,657,519,234207
,Austria,4/18/2020 11:55,14595,431,9704,169272
,India,4/18/2020 11:55,14352,486,2041,335123
,Ireland,4/18/2020 11:55,13980,530,77,90646
,Peru,4/18/2020 11:55,13489,300,6541,127513
,Sweden,4/18/2020 11:55,13216,1400,550,74600
,Israel,4/18/2020 11:55,12982,151,3126,187250
,South Korea,4/18/2020 11:55,10635,230,7829,546463
,Japan,4/18/2020 11:55,9787,190,935,100703
,Chile,4/18/2020 11:55,9252,116,3621,103873
,Ecuador,4/18/2020 11:55,8450,421,838,27868
,Poland,4/18/2020 11:55,8379,332,866,179654
,Romania,4/18/2020 11:55,8067,411,1508,85805
,Saudi Arabia,4/18/2020 11:55,7142,87,1049,150000
,Denmark,4/18/2020 11:55,7073,336,3389,87024
,Pakistan,4/18/2020 11:55,7025,135,1765,84704
,Norway,4/18/2020 11:55,6937,161,32,136236
,Mexico,4/18/2020 11:55,6875,546,2125,40091
,Czechia,4/18/2020 11:55,6549,173,1174,154307
,United Arab Emirates,4/18/2020 11:55,6302,37,1188,767000
,Indonesia,4/18/2020 11:55,5923,520,607,37134
,Philippines,4/18/2020 11:55,5878,387,487,48171
,Serbia,4/18/2020 11:55,5690,110,534,32566
,Malaysia,4/18/2020 11:55,5251,86,2967,96695
,Singapore,4/18/2020 11:55,5050,11,708,94796
,Belarus,4/18/2020 11:55,4779,42,342,86813
,Qatar,4/18/2020 11:55,4663,7,464,58328
,Ukraine,4/18/2020 11:55,4662,125,246,47096
,Dominican Republic,4/18/2020 11:55,4126,200,268,13282
,Panama,4/18/2020 11:55,4016,109,98,17850
,Finland,4/18/2020 11:55,3489,82,1700,52500
,Luxembourg,4/18/2020 11:55,3480,72,579,32394
,Colombia,4/18/2020 11:55,3439,153,634,52085
,Egypt,4/18/2020 11:55,2844,205,646,25000
,South Africa,4/18/2020 11:55,2783,50,903,100827
