Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,4/05/2020 07:25,113833,3565,10953
New Jersey,US,4/05/2020 07:25,34124,846,0
Michigan,US,4/05/2020 07:25,14225,540,44
California,US,4/05/2020 07:25,12764,288,214
Louisiana,US,4/05/2020 07:25,12496,409,0
Massachusetts,US,4/05/2020 07:25,11736,192,10
Florida,US,4/05/2020 07:25,11111,191,0
Pennsylvania,US,4/05/2020 07:25,10444,136,76
Illinois,US,4/05/2020 07:25,10357,244,7
WA,US,4/05/2020 07:25,7104,296,582
Texas,US,4/05/2020 07:25,6370,110,551
Georgia,US,4/05/2020 07:25,6160,201,0
Connecticut,US,4/05/2020 07:25,4914,131,0
Colorado,US,4/05/2020 07:25,4181,111,0
Indiana,US,4/05/2020 07:25,3953,116,0
Ohio,US,4/05/2020 07:25,3739,102,0
Tennessee,US,4/05/2020 07:25,3322,50,248
Maryland,US,4/05/2020 07:25,3125,54,53
North Carolina,US,4/05/2020 07:25,2452,31,40
Virginia,US,4/05/2020 07:25,2407,52,2
Missouri,US,4/05/2020 07:25,2310,33,33
Arizona,US,4/05/2020 07:25,2019,52,3
Wisconsin,US,4/05/2020 07:25,2013,51,1
South Carolina,US,4/05/2020 07:25,1917,40,0
Nevada,US,4/05/2020 07:25,1742,46,29
Alabama,US,4/05/2020 07:25,1580,43,0
Mississippi,US,4/05/2020 07:25,1455,35,0
Utah,US,4/05/2020 07:25,1429,8,0
Oklahoma,US,4/05/2020 07:25,1161,42,1
Idaho,US,4/05/2020 07:25,1013,10,0
Washington DC,US,4/05/2020 07:25,902,21,235
Oregon,US,4/05/2020 07:25,899,22,0
Minnesota,US,4/05/2020 07:25,865,24,410
Kentucky,US,4/05/2020 07:25,831,37,228
Rhode Island,US,4/05/2020 07:25,806,17,0
Iowa,US,4/05/2020 07:25,787,14,3
Arkansas,US,4/05/2020 07:25,743,12,79
Kansas,US,4/05/2020 07:25,698,21,3
New Hampshire,US,4/05/2020 07:25,540,7,144
New Mexico,US,4/05/2020 07:25,495,10,26
Vermont,US,4/05/2020 07:25,461,20,0
Maine,US,4/05/2020 07:25,456,10,140
Puerto Rico,US,4/05/2020 07:25,452,18,0
Delaware,US,4/05/2020 07:25,450,14,71
Nebraska,US,4/05/2020 07:25,321,6,0
Hawaii,US,4/05/2020 07:25,319,3,72
West Virginia,US,4/05/2020 07:25,282,2,0
Montana,US,4/05/2020 07:25,265,6,32
South Dakota,US,4/05/2020 07:25,212,2,76
Wyoming,US,4/05/2020 07:25,187,0,37
North Dakota,US,4/05/2020 07:25,186,3,63
Alaska,US,4/05/2020 07:25,171,3,0
Grand Princess,US,4/05/2020 07:25,103,3,0
Guam,US,4/05/2020 07:25,93,4,20
Diamond Princess,US,4/05/2020 07:25,49,0,0
US Virgin Islands,US,4/05/2020 07:25,40,0,34
Quebec,Canada,4/05/2020 07:25,6101,61,306
Ontario,Canada,4/05/2020 07:25,3630,94,1219
British Columbia,Canada,4/05/2020 07:25,1203,38,673
Alberta,Canada,4/05/2020 07:25,1075,18,196
Nova Scotia,Canada,4/05/2020 07:25,236,0,50
Saskatchewan,Canada,4/05/2020 07:25,220,3,48
Newfoundland and Labrador,Canada,4/05/2020 07:25,195,1,10
Manitoba,Canada,4/05/2020 07:25,182,2,11
New Brunswick,Canada,4/05/2020 07:25,91,0,25
Prince Edward Island,Canada,4/05/2020 07:25,22,0,4
Yukon,Canada,4/05/2020 07:25,6,0,3
Northwest Territories,Canada,4/05/2020 07:25,4,0,1
,Spain,4/05/2020 07:25,124870,11818,34219
,Italy,4/05/2020 07:25,124632,15362,20996
,Germany,4/05/2020 07:25,95614,1427,26400
,France,4/05/2020 07:25,89953,7560,15438
,Iran,4/05/2020 07:25,55743,3452,19736
,UK,4/05/2020 07:25,41903,4313,135
,Turkey,4/05/2020 07:25,23934,501,786
,Switzerland,4/05/2020 07:25,20505,666,6415
Brussels,Belgium,4/05/2020 07:25,18431,1283,3247
,Netherlands,4/05/2020 07:25,16627,1651,250
,Austria,4/05/2020 07:25,11781,186,2507
,Portugal,4/05/2020 07:25,10524,266,75
,Brazil,4/05/2020 07:25,10278,431,127
,South Korea,4/05/2020 07:25,10156,177,6325
,Israel,4/05/2020 07:25,7851,44,427
,Sweden,4/05/2020 07:25,6443,373,205
,Norway,4/05/2020 07:25,5550,62,32
,Russia,4/05/2020 07:25,4731,43,333
,Ireland,4/05/2020 07:25,4604,137,25
,Czechia,4/05/2020 07:25,4362,59,78
,Chile,4/05/2020 07:25,4161,27,528
,Denmark,4/05/2020 07:25,4077,161,1283
,Poland,4/05/2020 07:25,3627,79,116
,Romania,4/05/2020 07:25,3613,146,329
,Malaysia,4/05/2020 07:25,3483,57,915
,Ecuador,4/05/2020 07:25,3465,172,100
,Philippines,4/05/2020 07:25,3094,144,57
,India,4/05/2020 07:25,3082,86,229
,Japan,4/05/2020 07:25,2935,69,514
,Pakistan,4/05/2020 07:25,2818,41,131
,Luxembourg,4/05/2020 07:25,2729,31,500
,Saudi Arabia,4/05/2020 07:25,2179,29,420
,Indonesia,4/05/2020 07:25,2092,191,150
,Thailand,4/05/2020 07:25,2067,20,674
,Finland,4/05/2020 07:25,1882,25,300
,Peru,4/05/2020 07:25,1746,73,914
,Mexico,4/05/2020 07:25,1688,60,633
,Greece,4/05/2020 07:25,1673,68,78
,Panama,4/05/2020 07:25,1673,41,13
,Serbia,4/05/2020 07:25,1624,44,54
,South Africa,4/05/2020 07:25,1585,9,95
,United Arab Emirates,4/05/2020 07:25,1505,10,125
,Dominican Republic,4/05/2020 07:25,1488,68,16
,Iceland,4/05/2020 07:25,1417,4,396
,Colombia,4/05/2020 07:25,1406,32,85
,Argentina,4/05/2020 07:25,1353,42,279
,Qatar,4/05/2020 07:25,1325,3,109
,Algeria,4/05/2020 07:25,1251,130,90
,Ukraine,4/05/2020 07:25,1225,32,25
,Singapore,4/05/2020 07:25,1189,6,297
,Croatia,4/05/2020 07:25,1126,12,119
,Egypt,4/05/2020 07:25,1070,71,241
,Estonia,4/05/2020 07:25,1039,13,59
,Slovenia,4/05/2020 07:25,977,22,79
,New Zealand,4/05/2020 07:25,950,1,127
,Morocco,4/05/2020 07:25,919,59,66
,Iraq,4/05/2020 07:25,878,56,259
Hong Kong,Hong Kong,4/05/2020 07:25,862,4,173
,Lithuania,4/05/2020 07:25,771,11,7
,Armenia,4/05/2020 07:25,770,7,43
,Moldova,4/05/2020 07:25,752,12,29
Yokohama,Japan,4/05/2020 07:25,712,11,619
,Bahrain,4/05/2020 07:25,688,4,423
,Hungary,4/05/2020 07:25,678,32,58
,Bosnia and Herzegovina,4/05/2020 07:25,624,21,30
