Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/19/2020 08:35,241712,17671,28265,0,0
New Jersey,US,4/19/2020 08:35,81420,4070,470,0,0
Massachusetts,US,4/19/2020 08:35,36372,1404,729,0,0
Pennsylvania,US,4/19/2020 08:35,31652,1042,340,0,0
Michigan,US,4/19/2020 08:35,30791,2308,3237,0,0
California,US,4/19/2020 08:35,30491,1140,2674,0,0
Illinois,US,4/19/2020 08:35,29160,1259,600,0,0
Florida,US,4/19/2020 08:35,25492,748,174,0,0
Louisiana,US,4/19/2020 08:35,23580,1267,0,0,0
Texas,US,4/19/2020 08:35,18704,476,4806,0,0
Georgia,US,4/19/2020 08:35,17669,673,340,0,0
Connecticut,US,4/19/2020 08:35,17550,1086,63,0,0
Maryland,US,4/19/2020 08:35,12326,537,771,0,0
WA,US,4/19/2020 08:35,11776,613,1761,0,0
Indiana,US,4/19/2020 08:35,10641,545,173,0,0
Ohio,US,4/19/2020 08:35,10222,451,448,0,0
Colorado,US,4/19/2020 08:35,9047,391,510,0,0
Virginia,US,4/19/2020 08:35,8053,258,721,0,0
Tennessee,US,4/19/2020 08:35,6589,142,3018,0,0
North Carolina,US,4/19/2020 08:35,6328,187,1174,0,0
Missouri,US,4/19/2020 08:35,5579,197,502,0,0
Arizona,US,4/19/2020 08:35,4724,180,6,0,0
Alabama,US,4/19/2020 08:35,4712,153,0,0,0
Rhode Island,US,4/19/2020 08:35,4491,137,0,0,0
South Carolina,US,4/19/2020 08:35,4248,119,0,0,0
Wisconsin,US,4/19/2020 08:35,4199,212,194,0,0
Mississippi,US,4/19/2020 08:35,3974,152,0,0,0
Nevada,US,4/19/2020 08:35,3626,151,1755,0,0
Utah,US,4/19/2020 08:35,2933,25,220,0,0
Kentucky,US,4/19/2020 08:35,2707,144,979,0,0
Washington DC,US,4/19/2020 08:35,2666,91,608,0,0
Delaware,US,4/19/2020 08:35,2538,67,466,0,0
Iowa,US,4/19/2020 08:35,2513,74,1095,0,0
Oklahoma,US,4/19/2020 08:35,2465,136,1534,0,0
Minnesota,US,4/19/2020 08:35,2209,121,1118,0,0
Oregon,US,4/19/2020 08:35,1844,72,42,0,0
