Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,4/15/2020 10:42,203020,10842,26999
New Jersey,US,4/15/2020 10:42,68824,2805,355
Massachusetts,US,4/15/2020 10:42,28164,957,729
Michigan,US,4/15/2020 10:42,27001,1768,433
California,US,4/15/2020 10:42,25537,783,1308
Pennsylvania,US,4/15/2020 10:42,25465,691,264
Illinois,US,4/15/2020 10:42,23248,868,409
Florida,US,4/15/2020 10:42,21628,571,163
Louisiana,US,4/15/2020 10:42,21518,1013,0
Texas,US,4/15/2020 10:42,15016,342,2524
Georgia,US,4/15/2020 10:42,14578,525,340
Connecticut,US,4/15/2020 10:42,13989,671,63
WA,US,4/15/2020 10:42,11034,546,1424
Maryland,US,4/15/2020 10:42,9472,302,594
Indiana,US,4/15/2020 10:42,8527,387,131
Colorado,US,4/15/2020 10:42,7950,329,498
Ohio,US,4/15/2020 10:42,7285,324,237
Virginia,US,4/15/2020 10:42,6182,154,2
Tennessee,US,4/15/2020 10:42,5827,124,1969
North Carolina,US,4/15/2020 10:42,5170,112,325
Missouri,US,4/15/2020 10:42,4746,149,227
Alabama,US,4/15/2020 10:42,3953,114,0
Arizona,US,4/15/2020 10:42,3809,131,3
Wisconsin,US,4/15/2020 10:42,3555,170,87
South Carolina,US,4/15/2020 10:42,3553,97,0
Rhode Island,US,4/15/2020 10:42,3251,80,0
Nevada,US,4/15/2020 10:42,3134,126,1249
Mississippi,US,4/15/2020 10:42,3087,111,0
Utah,US,4/15/2020 10:42,2417,18,219
Kentucky,US,4/15/2020 10:42,2210,106,629
Oklahoma,US,4/15/2020 10:42,2184,108,1060
Washington DC,US,4/15/2020 10:42,2058,67,518
Delaware,US,4/15/2020 10:42,1926,43,319
Iowa,US,4/15/2020 10:42,1899,49,674
Minnesota,US,4/15/2020 10:42,1695,79,909
Oregon,US,4/15/2020 10:42,1633,55,0
Arkansas,US,4/15/2020 10:42,1498,32,444
Idaho,US,4/15/2020 10:42,1464,33,0
Kansas,US,4/15/2020 10:42,1441,69,258
New Mexico,US,4/15/2020 10:42,1407,36,340
New Hampshire,US,4/15/2020 10:42,1091,27,249
South Dakota,US,4/15/2020 10:42,988,6,261
Puerto Rico,US,4/15/2020 10:42,923,45,0
Nebraska,US,4/15/2020 10:42,897,20,0
Navajo Nation,US,4/15/2020 10:42,813,28,0
Vermont,US,4/15/2020 10:42,752,29,0
Maine,US,4/15/2020 10:42,735,20,292
West Virginia,US,4/15/2020 10:42,640,9,57
Hawaii,US,4/15/2020 10:42,517,9,310
Montana,US,4/15/2020 10:42,399,7,197
North Dakota,US,4/15/2020 10:42,341,9,138
