Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,3/27/2020 07:32,"37,769",385,0
New Jersey,US,3/27/2020 07:32,"6,876",81,1
California,US,3/27/2020 07:32,"3,651",76,6
Michigan,US,3/27/2020 07:32,"2,858",61,0
WA,US,3/27/2020 07:32,"2,632",134,1
Illinois,US,3/27/2020 07:32,"2,538",26,2
Massachusetts,US,3/27/2020 07:32,"2,417",15,1
Florida,US,3/27/2020 07:32,"2,357",27,0
Louisiana,US,3/27/2020 07:32,"2,305",83,0
Pennsylvania,US,3/27/2020 07:32,"1,722",18,0
Georgia,US,3/27/2020 07:32,"1,525",48,0
Texas,US,3/27/2020 07:32,"1,456",19,0
Colorado,US,3/27/2020 07:32,"1,087",20,0
Tennessee,US,3/27/2020 07:32,"1,012",3,0
Connecticut,US,3/27/2020 07:32,936,19,0
Ohio,US,3/27/2020 07:32,868,15,0
Wisconsin,US,3/27/2020 07:32,708,9,1
North Carolina,US,3/27/2020 07:32,681,3,0
Indiana,US,3/27/2020 07:32,645,17,0
Maryland,US,3/27/2020 07:32,583,4,3
Nevada,US,3/27/2020 07:32,521,10,0
Arizona,US,3/27/2020 07:32,508,6,1
Missouri,US,3/27/2020 07:32,499,8,0
Mississippi,US,3/27/2020 07:32,485,5,0
Virginia,US,3/27/2020 07:32,463,13,0
Alabama,US,3/27/2020 07:32,449,1,0
South Carolina,US,3/27/2020 07:32,424,7,0
Utah,US,3/27/2020 07:32,353,1,0
Minnesota,US,3/27/2020 07:32,346,1,0
Arkansas,US,3/27/2020 07:32,335,2,0
Oregon,US,3/27/2020 07:32,266,10,0
Oklahoma,US,3/27/2020 07:32,248,7,0
Washington DC,US,3/27/2020 07:32,231,3,0
Kentucky,US,3/27/2020 07:32,198,5,1
Rhode Island,US,3/27/2020 07:32,181,0,0
Iowa,US,3/27/2020 07:32,180,1,0
Vermont,US,3/27/2020 07:32,158,9,0
Maine,US,3/27/2020 07:32,155,0,0
Idaho,US,3/27/2020 07:32,146,0,0
Kansas,US,3/27/2020 07:32,138,3,0
New Hampshire,US,3/27/2020 07:32,137,1,0
Delaware,US,3/27/2020 07:32,130,0,0
New Mexico,US,3/27/2020 07:32,113,1,0
Hawaii,US,3/27/2020 07:32,95,0,0
Nebraska,US,3/27/2020 07:32,74,0,0
Montana,US,3/27/2020 07:32,71,0,0
Puerto Rico,US,3/27/2020 07:32,64,2,1
Alaska,US,3/27/2020 07:32,59,1,0
Wyoming,US,3/27/2020 07:32,53,0,0
North Dakota,US,3/27/2020 07:32,52,0,0
West Virginia,US,3/27/2020 07:32,52,0,0
Diamond Princess,US,3/27/2020 07:32,49,0,0
South Dakota,US,3/27/2020 07:32,46,1,0
Guam,US,3/27/2020 07:32,45,1,0
Grand Princess,US,3/27/2020 07:32,28,1,0
US Virgin Islands,US,3/27/2020 07:32,17,0,0
Quebec,Canada,3/27/2020 07:32,"1,632",8,0
Ontario,Canada,3/27/2020 07:32,858,13,6
British Columbia,Canada,3/27/2020 07:32,659,14,4
Alberta,Canada,3/27/2020 07:32,419,2,0
Saskatchewan,Canada,3/27/2020 07:32,86,0,0
Newfoundland and Labrador,Canada,3/27/2020 07:32,82,0,0
Nova Scotia,Canada,3/27/2020 07:32,73,0,0
Manitoba,Canada,3/27/2020 07:32,36,0,0
New Brunswick,Canada,3/27/2020 07:32,26,0,0
Grand Princess,US,3/27/2020 07:32,13,0,0
Prince Edward Island,Canada,3/27/2020 07:32,5,0,0
Yukon,Canada,3/27/2020 07:32,3,0,0
Northwest Territories,Canada,3/27/2020 07:32,1,0,0
Diamond Princess,US,3/27/2020 07:32,0,1,0
,Italy,3/27/2020 07:32,80589,8215,10361
,Spain,3/27/2020 07:32,56197,4145,7015
,Germany,3/27/2020 07:32,43646,262,5673
,Iran,3/27/2020 07:32,29406,2234,10457
,France,3/27/2020 07:32,29155,1696,4948
,Switzerland,3/27/2020 07:32,11811,191,131
,UK,3/27/2020 07:32,11658,578,135
,South Korea,3/27/2020 07:32,9241,131,4144
,Netherlands,3/27/2020 07:32,7431,434,3
,Austria,3/27/2020 07:32,6847,49,112
Brussels,Belgium,3/27/2020 07:32,6235,220,675
,Turkey,3/27/2020 07:32,3629,75,26
,Portugal,3/27/2020 07:32,3544,60,43
,Norway,3/27/2020 07:32,3346,14,6
,Brazil,3/27/2020 07:32,2915,77,6
,Sweden,3/27/2020 07:32,2840,71,16
,Israel,3/27/2020 07:32,2693,8,68
,Malaysia,3/27/2020 07:32,2031,23,215
,Czechia,3/27/2020 07:32,1925,9,10
,Denmark,3/27/2020 07:32,1877,41,1
,Ireland,3/27/2020 07:32,1564,9,5
,Luxembourg,3/27/2020 07:32,1453,9,6
,Japan,3/27/2020 07:32,1399,47,359
,Ecuador,3/27/2020 07:32,1382,34,3
,Chile,3/27/2020 07:32,1306,4,22
,Poland,3/27/2020 07:32,1221,16,7
,Pakistan,3/27/2020 07:32,1179,9,21
,Thailand,3/27/2020 07:32,1045,4,88
,Romania,3/27/2020 07:32,1029,22,94
,Saudi Arabia,3/27/2020 07:32,1012,3,33
,Finland,3/27/2020 07:32,958,5,10
,South Africa,3/27/2020 07:32,927,0,12
,Indonesia,3/27/2020 07:32,893,78,35
,Greece,3/27/2020 07:32,892,26,36
,Russia,3/27/2020 07:32,840,3,38
,Iceland,3/27/2020 07:32,802,2,68
,India,3/27/2020 07:32,722,16,45
Yokohama,Japan,3/27/2020 07:32,712,10,597
,Philippines,3/27/2020 07:32,707,45,28
,Singapore,3/27/2020 07:32,683,2,172
,Peru,3/27/2020 07:32,580,9,14
,Slovenia,3/27/2020 07:32,562,6,10
,Panama,3/27/2020 07:32,558,8,2
,Qatar,3/27/2020 07:32,549,0,43
,Estonia,3/27/2020 07:32,538,1,8
,Argentina,3/27/2020 07:32,502,8,63
,Egypt,3/27/2020 07:32,495,21,95
,Croatia,3/27/2020 07:32,495,2,22
,Colombia,3/27/2020 07:32,491,6,8
,Dominican Republic,3/27/2020 07:32,488,10,3
,Mexico,3/27/2020 07:32,475,6,4
,Bahrain,3/27/2020 07:32,458,4,204
,Serbia,3/27/2020 07:32,457,7,15
Hong Kong,Hong Kong,3/27/2020 07:32,453,4,110
,Iraq,3/27/2020 07:32,382,36,105
,Lebanon,3/27/2020 07:32,368,6,23
,Algeria,3/27/2020 07:32,367,25,29
,United Arab Emirates,3/27/2020 07:32,333,2,52
,Lithuania,3/27/2020 07:32,299,4,1
,Armenia,3/27/2020 07:32,290,1,18
,New Zealand,3/27/2020 07:32,283,0,27
,Morocco,3/27/2020 07:32,275,10,8
,Bulgaria,3/27/2020 07:32,264,3,8
,Hungary,3/27/2020 07:32,261,10,28
Taiwan,Taiwan,3/27/2020 07:32,252,2,29
,Latvia,3/27/2020 07:32,244,0,1
,Costa Rica,3/27/2020 07:32,231,2,2
,Slovakia,3/27/2020 07:32,226,0,2
,Andorra,3/27/2020 07:32,224,3,1
,Uruguay,3/27/2020 07:32,217,0,0
,Jordan,3/27/2020 07:32,212,0,1
,San Marino,3/27/2020 07:32,208,21,4
,Kuwait,3/27/2020 07:32,208,0,49
,North Macedonia,3/27/2020 07:32,201,3,3
,Tunisia,3/27/2020 07:32,200,6,2
,Bosnia and Herzegovina,3/27/2020 07:32,189,3,2
,Moldova,3/27/2020 07:32,177,1,2
,Albania,3/27/2020 07:32,174,6,17
,Ukraine,3/27/2020 07:32,162,5,1
,Vietnam,3/27/2020 07:32,153,0,20
,Burkina Faso,3/27/2020 07:32,152,4,10
,Cyprus,3/27/2020 07:32,146,3,4
,Faeroe Islands,3/27/2020 07:32,140,0,47
,Reunion,3/27/2020 07:32,135,0,1
,Malta,3/27/2020 07:32,134,0,2
,Ghana,3/27/2020 07:32,132,4,1
,Azerbaijan,3/27/2020 07:32,122,3,15
,Brunei,3/27/2020 07:32,114,0,5
,Kazakhstan,3/27/2020 07:32,111,1,2
,Oman,3/27/2020 07:32,109,0,23
,Sri Lanka,3/27/2020 07:32,106,0,7
,Venezuela,3/27/2020 07:32,106,0,15
,Senegal,3/27/2020 07:32,105,0,9
,Cambodia,3/27/2020 07:32,96,0,10
,Ivory Coast,3/27/2020 07:32,96,0,3
,Afghanistan,3/27/2020 07:32,94,2,2
,Belarus,3/27/2020 07:32,86,0,29
,Palestine,3/27/2020 07:32,84,1,17
,Mauritius,3/27/2020 07:32,81,2,0
,Georgia,3/27/2020 07:32,79,0,11
,Cameroon,3/27/2020 07:32,75,1,2
,Uzbekistan,3/27/2020 07:32,75,0,0
,Guadeloupe,3/27/2020 07:32,73,1,0
,Montenegro,3/27/2020 07:32,69,1,0
,Cuba,3/27/2020 07:32,67,1,1
,Martinique,3/27/2020 07:32,66,1,0
,Nigeria,3/27/2020 07:32,65,1,2
,Trinidad and Tobago,3/27/2020 07:32,61,1,0
,Liechtenstein,3/27/2020 07:32,56,0,0
,Honduras,3/27/2020 07:32,52,1,0
,DRC,3/27/2020 07:32,51,3,0
,Channel Islands,3/27/2020 07:32,46,1,0
,Bangladesh,3/27/2020 07:32,44,5,11
,Kyrgyzstan,3/27/2020 07:32,44,0,0
,Paraguay,3/27/2020 07:32,41,3,0
,Rwanda,3/27/2020 07:32,41,0,0
,Bolivia,3/27/2020 07:32,40,0,0
,Mayotte,3/27/2020 07:32,36,0,0
,Monaco,3/27/2020 07:32,33,0,1
,Kenya,3/27/2020 07:32,31,1,1
Macau,Macau,3/27/2020 07:32,31,0,10
,French Polynesia,3/27/2020 07:32,30,0,0
