Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
New York,US,4/17/2020 18:43,223691,12248,28103,0
New Jersey,US,4/17/2020 18:43,75317,3518,470,0
Massachusetts,US,4/17/2020 18:43,32181,1245,729,0
Michigan,US,4/17/2020 18:43,29263,2093,502,0
Pennsylvania,US,4/17/2020 18:43,28314,848,317,0
California,US,4/17/2020 18:43,28157,973,1473,0
Illinois,US,4/17/2020 18:43,25733,1073,465,0
Florida,US,4/17/2020 18:43,23340,668,174,0
Louisiana,US,4/17/2020 18:43,22532,1156,0,0
Texas,US,4/17/2020 18:43,17263,429,3677,0
Georgia,US,4/17/2020 18:43,16368,617,340,0
Connecticut,US,4/17/2020 18:43,15884,971,63,0
WA,US,4/17/2020 18:43,11285,587,1719,0
Maryland,US,4/17/2020 18:43,10784,392,736,0
Indiana,US,4/17/2020 18:43,9549,480,150,0
Colorado,US,4/17/2020 18:43,8675,374,510,0
Ohio,US,4/17/2020 18:43,8414,391,367,0
Virginia,US,4/17/2020 18:43,6889,208,721,0
Tennessee,US,4/17/2020 18:43,6263,141,2196,0
North Carolina,US,4/17/2020 18:43,5668,155,964,0
Missouri,US,4/17/2020 18:43,5239,175,472,0
Alabama,US,4/17/2020 18:43,4404,137,0,0
Arizona,US,4/17/2020 18:43,4241,150,6,0
South Carolina,US,4/17/2020 18:43,3931,109,0,0
Wisconsin,US,4/17/2020 18:43,3889,197,93,0
Rhode Island,US,4/17/2020 18:43,3838,105,0,0
Mississippi,US,4/17/2020 18:43,3624,129,0,0
Nevada,US,4/17/2020 18:43,3321,142,1531,0
Utah,US,4/17/2020 18:43,2689,21,219,0
Kentucky,US,4/17/2020 18:43,2435,129,956,0
Oklahoma,US,4/17/2020 18:43,2357,131,1060,0
Washington DC,US,4/17/2020 18:43,2350,81,552,0
Iowa,US,4/17/2020 18:43,2141,60,987,0
Delaware,US,4/17/2020 18:43,2075,52,378,0
Minnesota,US,4/17/2020 18:43,1912,95,1020,0
Oregon,US,4/17/2020 18:43,1736,64,42,0
Arkansas,US,4/17/2020 18:43,1620,37,548,0
Kansas,US,4/17/2020 18:43,1617,80,391,0
Idaho,US,4/17/2020 18:43,1609,41,390,0
New Mexico,US,4/17/2020 18:43,1597,44,353,0
South Dakota,US,4/17/2020 18:43,1311,7,373,0
New Hampshire,US,4/17/2020 18:43,1211,34,455,0
Nebraska,US,4/17/2020 18:43,1066,24,0,0
Puerto Rico,US,4/17/2020 18:43,1043,56,0,0
Navajo Nation,US,4/17/2020 18:43,1042,41,0,0
Maine,US,4/17/2020 18:43,796,27,333,0
Vermont,US,4/17/2020 18:43,768,35,0,0
West Virginia,US,4/17/2020 18:43,739,13,223,0
Hawaii,US,4/17/2020 18:43,541,9,374,0
Montana,US,4/17/2020 18:43,415,7,218,0
North Dakota,US,4/17/2020 18:43,393,9,163,0
Alaska,US,4/17/2020 18:43,300,9,106,0
Wyoming,US,4/17/2020 18:43,296,2,164,0
Guam,US,4/17/2020 18:43,135,5,66,0
Grand Princess,US,4/17/2020 18:43,103,3,0,0
US Virgin Islands,US,4/17/2020 18:43,51,1,43,0
Diamond Princess,US,4/17/2020 18:43,49,0,0,0
Quebec,Canada,4/17/2020 18:43,15857,630,2841,0
Ontario,Canada,4/17/2020 18:43,9828,459,4194,0
Alberta,Canada,4/17/2020 18:43,2158,50,914,0
British Columbia,Canada,4/17/2020 18:43,1575,77,983,0
Nova Scotia,Canada,4/17/2020 18:43,579,3,176,0
Saskatchewan,Canada,4/17/2020 18:43,305,4,219,0
Newfoundland and Labrador,Canada,4/17/2020 18:43,252,3,170,0
Manitoba,Canada,4/17/2020 18:43,250,5,121,0
New Brunswick,Canada,4/17/2020 18:43,117,0,80,0
Prince Edward Island,Canada,4/17/2020 18:43,26,0,23,0
Yukon,Canada,4/17/2020 18:43,8,0,6,0
Northwest Territories,Canada,4/17/2020 18:43,5,0,2,0
,US,4/17/2020 18:43,0,0,0,3411394
,Canada,4/17/2020 18:43,0,0,0,487625
,Spain,4/17/2020 18:43,184948,19315,74797,930230
,Italy,4/17/2020 18:43,168941,22170,40164,1178403
,France,4/17/2020 18:43,165027,17920,32812,333807
,Germany,4/17/2020 18:43,138135,4093,81800,1728357
,UK,4/17/2020 18:43,103093,13729,626,417649
,Iran,4/17/2020 18:43,77995,4869,52229,310340
,Turkey,4/17/2020 18:43,74193,1643,7089,518143
Brussels,Belgium,4/17/2020 18:43,34809,4857,7562,134303
,Russia,4/17/2020 18:43,32008,273,2590,1718019
,Brazil,4/17/2020 18:43,30891,1952,14026,62985
,Netherlands,4/17/2020 18:43,29214,3315,250,147948
,Switzerland,4/17/2020 18:43,26732,1281,15900,206400
,Portugal,4/17/2020 18:43,18841,629,493,221049
,Austria,4/17/2020 18:43,14508,410,8986,162816
,India,4/17/2020 18:43,13495,448,1777,302956
,Ireland,4/17/2020 18:43,13271,486,77,90646
,Israel,4/17/2020 18:43,12855,148,2967,187250
,Sweden,4/17/2020 18:43,12540,1333,550,74600
,Peru,4/17/2020 18:43,12491,274,6120,121468
,South Korea,4/17/2020 18:43,10635,230,7829,546463
,Japan,4/17/2020 18:43,9231,190,935,100703
,Chile,4/17/2020 18:43,8807,105,3299,98424
,Ecuador,4/17/2020 18:43,8225,403,838,27868
,Poland,4/17/2020 18:43,8214,318,866,169071
,Romania,4/17/2020 18:43,7707,400,1357,79629
,Denmark,4/17/2020 18:43,7073,321,3023,87024
,Pakistan,4/17/2020 18:43,7025,135,1765,84704
,Norway,4/17/2020 18:43,6905,152,32,133707
,Czechia,4/17/2020 18:43,6437,170,979,154307
,Saudi Arabia,4/17/2020 18:43,6380,83,990,150000
,Mexico,4/17/2020 18:43,6297,486,2125,40091
,Philippines,4/17/2020 18:43,5878,387,487,48171
,United Arab Emirates,4/17/2020 18:43,5825,35,1095,767000
,Indonesia,4/17/2020 18:43,5516,496,548,36000
,Serbia,4/17/2020 18:43,5318,103,443,29472
,Malaysia,4/17/2020 18:43,5182,84,2766,90562
,Ukraine,4/17/2020 18:43,4662,125,246,42823
,Singapore,4/17/2020 18:43,4427,10,683,94796
,Belarus,4/17/2020 18:43,4204,40,203,81246
,Qatar,4/17/2020 18:43,4103,7,415,56381
,Panama,4/17/2020 18:43,4016,109,98,17850
,Dominican Republic,4/17/2020 18:43,3755,196,215,12229
,Luxembourg,4/17/2020 18:43,3444,69,552,31660
,Finland,4/17/2020 18:43,3369,75,1700,49700
,Colombia,4/17/2020 18:43,3233,144,550,52085
,Thailand,4/17/2020 18:43,2700,47,1689,100498
,Egypt,4/17/2020 18:43,2673,196,596,25000
,Argentina,4/17/2020 18:43,2669,122,631,26457
,South Africa,4/17/2020 18:43,2605,48,903,95060
,Morocco,4/17/2020 18:43,2283,130,249,11996
,Algeria,4/17/2020 18:43,2268,348,783,3359
,Greece,4/17/2020 18:43,2207,105,269,50771
,Moldova,4/17/2020 18:43,2154,54,276,9848
,Croatia,4/17/2020 18:43,1791,35,529,20158
,Hungary,4/17/2020 18:43,1763,156,207,41590
,Iceland,4/17/2020 18:43,1739,8,1144,38204
,Bahrain,4/17/2020 18:43,1700,7,703,76630
,Bangladesh,4/17/2020 18:43,1572,60,49,17003
,Kuwait,4/17/2020 18:43,1524,3,225,0
,Kazakhstan,4/17/2020 18:43,1480,17,285,85735
,Iraq,4/17/2020 18:43,1434,80,856,49260
,Estonia,4/17/2020 18:43,1434,36,133,36024
,New Zealand,4/17/2020 18:43,1409,11,816,74401
,Uzbekistan,4/17/2020 18:43,1380,4,140,100000
,Azerbaijan,4/17/2020 18:43,1283,15,460,75397
,Slovenia,4/17/2020 18:43,1268,61,174,38137
,Armenia,4/17/2020 18:43,1201,19,402,10793
,Bosnia and Herzegovina,4/17/2020 18:43,1167,43,277,14743
,Lithuania,4/17/2020 18:43,1149,32,210,53101
,North Macedonia,4/17/2020 18:43,1081,46,121,10422
,Oman,4/17/2020 18:43,1069,5,176,0
Hong Kong,Hong Kong,4/17/2020 18:43,1018,4,485,116273
,Cameroon,4/17/2020 18:43,996,22,164,0
,Slovakia,4/17/2020 18:43,977,8,167,34458
,Afghanistan,4/17/2020 18:43,906,30,99,0
,Cuba,4/17/2020 18:43,862,27,171,21837
,Bulgaria,4/17/2020 18:43,825,40,141,18502
,Tunisia,4/17/2020 18:43,822,37,43,13930
,Cyprus,4/17/2020 18:43,735,12,77,25734
Yokohama,Japan,4/17/2020 18:43,712,13,644,0
,Ivory Coast,4/17/2020 18:43,688,6,193,0
