Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hainan,China,02/15/2020 03:30,162,4,38,,2020-02-15 19:30:00,19.2000001,109.5999999
Yunnan,China,02/15/2020 03:30,162,0,42,,2020-02-15 19:30:00,25.0,102.0
Guizhou,China,02/15/2020 03:30,143,1,40,,2020-02-15 19:30:00,27.0,107.0
Shanxi,China,02/15/2020 03:30,127,0,42,,2020-02-15 19:30:00,37.0,112.0
Tianjin,China,02/15/2020 03:30,121,3,32,,2020-02-15 19:30:00,39.1235635,117.1980785
Liaoning,China,02/15/2020 03:30,119,1,29,,2020-02-15 19:30:00,40.9739116,122.3263915
Gansu,China,02/15/2020 03:30,90,2,45,,2020-02-15 19:30:00,38.0000001,101.9999999
Jilin,China,02/15/2020 03:30,88,1,25,,2020-02-15 19:30:00,42.9995032,125.9816054
Ningxia,China,02/15/2020 03:30,70,0,27,,2020-02-15 19:30:00,37.3095528,105.9608553
Xinjiang,China,02/15/2020 03:30,70,1,6,,2020-02-15 19:30:00,41.7574769,87.1673842
Inner Mongolia,China,02/15/2020 03:30,68,0,6,,2020-02-15 19:30:00,43.2443242,114.3251664
,Singapore,02/15/2020 03:30,67,0,17,,2020-02-15 19:30:00,1.340863,103.8303918
Hong Kong,Hong Kong,02/15/2020 03:30,56,1,1,,2020-02-15 19:30:00,22.2793278,114.1628131
,Thailand,02/15/2020 03:30,34,0,14,,2020-02-15 19:30:00,18.7544594,100.624804
,Japan,02/15/2020 03:30,44,1,11,,2020-02-15 19:30:00,34.9046568,136.6310496
,South Korea,02/15/2020 03:30,28,0,9,,2020-02-15 19:30:00,36.5581914,127.9408564
,Malaysia,02/15/2020 03:30,21,0,7,,2020-02-15 19:30:00,4.5693754,102.2656823
Qinghai,China,02/15/2020 03:30,18,0,11,,2020-02-15 19:30:00,35.4070952,95.9521157
Taiwan,Taiwan,02/15/2020 03:30,18,0,2,,2020-02-15 19:30:00,23.9739374,120.9820179
,Germany,02/15/2020 03:30,16,0,1,,2020-02-15 19:30:00,51.0834196,10.4234469
,Vietnam,02/15/2020 03:30,16,0,7,,2020-02-15 19:30:00,13.2904027,108.4265113
,France,02/15/2020 03:30,11,0,3,,2020-02-15 19:30:00,45.1562575,5.4515829
Macau,Macau,02/15/2020 03:30,10,0,3,,2020-02-15 19:30:00,22.1757605,113.5514142
,UK,02/15/2020 03:30,9,0,1,,2020-02-15 19:30:00,54.7023545,-3.2765753
,United Arab Emirates,02/15/2020 03:30,8,0,1,,2020-02-15 19:30:00,24.0002488,53.9994829
California,US,02/15/2020 03:30,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara",2020-02-15 19:30:00,36.7014631,-118.7559974
Brisbane,Australia,02/15/2020 03:30,5,0,0,,2020-02-15 19:30:00,-27.4689682,153.0234991
,India,02/15/2020 03:30,3,0,3,,2020-02-15 19:30:00,16.3876987,73.7305913
Sydney,Australia,02/15/2020 03:30,4,0,4,,2020-02-15 19:30:00,-33.8548157,151.2164539
Melbourne,Australia,02/15/2020 03:30,4,0,4,,2020-02-15 19:30:00,-37.8142176,144.9631608
British Columbia,Canada,02/15/2020 03:30,5,0,0,,2020-02-15 19:30:00,55.001251,-125.002441
Ontario,Canada,02/15/2020 03:30,3,0,1,,2020-02-15 19:30:00,50.000678,-86.000977
,Philippines,02/15/2020 03:30,3,1,2,,2020-02-15 19:30:00,12.7503486,122.7312101
,Italy,02/15/2020 03:30,3,0,0,,2020-02-15 19:30:00,46.3144754,11.0480288
,Russia,02/15/2020 03:30,2,0,2,,2020-02-15 19:30:00,48.2783785,46.1663642
Illinois,US,02/15/2020 03:30,2,0,2,Chicago,2020-02-15 19:30:00,40.0796606,-89.4337288
Adelaide,Australia,02/15/2020 03:30,2,0,0,,2020-02-15 19:30:00,-34.9281805,138.5999312
,Spain,02/15/2020 03:30,2,0,1,,2020-02-15 19:30:00,39.3262345,-4.8380649
,Cambodia,02/15/2020 03:30,1,0,1,,2020-02-15 19:30:00,13.5066394,104.869423
,Finland,02/15/2020 03:30,1,0,1,,2020-02-15 19:30:00,63.2467777,25.9209164
,Sri Lanka,02/15/2020 03:30,1,0,1,,2020-02-15 19:30:00,7.1895221,79.9548574
Tibet,China,02/15/2020 03:30,1,0,1,,2020-02-15 19:30:00,31.8943432,87.0781371
,Nepal,02/15/2020 03:30,1,0,1,,2020-02-15 19:30:00,28.1083929,84.0917139
,Sweden,02/15/2020 03:30,1,0,0,,2020-02-15 19:30:00,63.4352121,14.8290863
Massachusetts,US,02/15/2020 03:30,1,0,0,Boston,2020-02-15 19:30:00,42.3788774,-72.032366
WA,US,02/15/2020 03:30,1,0,1,Seattle,2020-02-15 19:30:00,47.2868352,-120.2126139
Arizona,US,02/15/2020 03:30,1,0,0,Tempe,2020-02-15 19:30:00,34.395342,-111.7632755
Brussels,Belgium,02/15/2020 03:30,1,0,0,,2020-02-15 19:30:00,50.8465573,4.351697
WI,US,02/15/2020 03:30,1,0,0,Madison,2020-02-15 19:30:00,44.4308975,-89.6884637
Texas,US,02/15/2020 03:30,1,0,0,,2020-02-15 19:30:00,31.8160381,-99.5120986
,Egypt,02/15/2020 03:30,1,0,0,,2020-02-15 19:30:00,26.2540493,29.2675469
