Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/03/2020 18:00,13522,414,396,,2020-02-04 10:00:00,31.1517252,112.8783222
Guangdong,China,02/03/2020 18:00,725,0,21,,2020-02-04 10:00:00,23.1357694,113.1982688
Zhejiang,China,02/03/2020 18:00,724,0,43,,2020-02-04 10:00:00,29.0000001,119.9999999
Henan,China,02/03/2020 18:00,566,2,16,,2020-02-04 10:00:00,34.0000001,113.9999999
Hunan,China,02/03/2020 18:00,521,0,22,,2020-02-04 10:00:00,27.6662087,111.7487063
Anhui,China,02/03/2020 18:00,408,0,14,,2020-02-04 10:00:00,32.0,117.0
Jiangxi,China,02/03/2020 18:00,391,0,18,,2020-02-04 10:00:00,28.0,116.0
Chongqing,China,02/03/2020 18:00,312,2,8,,2020-02-04 10:00:00,29.5585712,106.5492822
Jiangsu,China,02/03/2020 18:00,271,0,8,,2020-02-04 10:00:00,33.0000001,119.9999999
Shandong,China,02/03/2020 18:00,259,0,7,,2020-02-04 10:00:00,36.0000001,118.9999999
Sichuan,China,02/03/2020 18:00,254,1,14,,2020-02-04 10:00:00,30.5000001,102.4999999
Beijing,China,02/03/2020 18:00,212,1,12,,2020-02-04 10:00:00,39.906217,116.3912757
Shanghai,China,02/03/2020 18:00,203,1,10,,2020-02-04 10:00:00,31.2252985,121.4890497
Fujian,China,02/03/2020 18:00,179,0,1,,2020-02-04 10:00:00,26.5450001,117.842778
Shaanxi,China,02/03/2020 18:00,128,0,0,,2020-02-04 10:00:00,36.0,109.0
Guangxi,China,02/03/2020 18:00,127,0,7,,2020-02-04 10:00:00,24.0,109.0
Heilongjiang,China,02/03/2020 18:00,121,2,2,,2020-02-04 10:00:00,48.0000047,127.999992
Yunnan,China,02/03/2020 18:00,117,0,5,,2020-02-04 10:00:00,25.0,102.0
Hebei,China,02/03/2020 18:00,113,1,3,,2020-02-04 10:00:00,39.0000001,116.0
