Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/06/2020 20:00,22112,618,817,,2020-02-07 12:00:00,31.1517252,112.8783222
Guangdong,China,02/06/2020 20:00,1018,1,69,,2020-02-07 12:00:00,23.1357694,113.1982688
Zhejiang,China,02/06/2020 20:00,1006,0,98,,2020-02-07 12:00:00,29.0000001,119.9999999
Henan,China,02/06/2020 20:00,914,3,68,,2020-02-07 12:00:00,34.0000001,113.9999999
Hunan,China,02/06/2020 20:00,772,0,91,,2020-02-07 12:00:00,27.6662087,111.7487063
Jiangxi,China,02/06/2020 20:00,661,0,45,,2020-02-07 12:00:00,28.0,116.0
Anhui,China,02/06/2020 20:00,665,0,34,,2020-02-07 12:00:00,32.0,117.0
Chongqing,China,02/06/2020 20:00,411,2,24,,2020-02-07 12:00:00,29.5585712,106.5492822
Jiangsu,China,02/06/2020 20:00,408,0,38,,2020-02-07 12:00:00,33.0000001,119.9999999
Shandong,China,02/06/2020 20:00,379,0,31,,2020-02-07 12:00:00,36.0000001,118.9999999
Sichuan,China,02/06/2020 20:00,344,1,37,,2020-02-07 12:00:00,30.5000001,102.4999999
Beijing,China,02/06/2020 20:00,274,1,38,,2020-02-07 12:00:00,39.906217,116.3912757
Shanghai,China,02/06/2020 20:00,269,1,25,,2020-02-07 12:00:00,31.2252985,121.4890497
Heilongjiang,China,02/06/2020 20:00,277,3,8,,2020-02-07 12:00:00,48.0000047,127.999992
Fujian,China,02/06/2020 20:00,215,0,14,,2020-02-07 12:00:00,26.5450001,117.842778
Shaanxi,China,02/06/2020 20:00,173,0,9,,2020-02-07 12:00:00,36.0,109.0
Guangxi,China,02/06/2020 20:00,172,0,17,,2020-02-07 12:00:00,24.0,109.0
Hebei,China,02/06/2020 20:00,171,1,16,,2020-02-07 12:00:00,39.0000001,116.0
Yunnan,China,02/06/2020 20:00,135,0,7,,2020-02-07 12:00:00,25.0,102.0
Hainan,China,02/06/2020 20:00,111,2,8,,2020-02-07 12:00:00,19.2000001,109.5999999
Shanxi,China,02/06/2020 20:00,96,0,12,,2020-02-07 12:00:00,37.0,112.0
Liaoning,China,02/06/2020 20:00,94,0,5,,2020-02-07 12:00:00,40.9739116,122.3263915
Tianjin,China,02/06/2020 20:00,79,1,2,,2020-02-07 12:00:00,39.1235635,117.1980785
Guizhou,China,02/06/2020 20:00,77,1,6,,2020-02-07 12:00:00,27.0,107.0
Gansu,China,02/06/2020 20:00,67,0,9,,2020-02-07 12:00:00,38.0000001,101.9999999
Jilin,China,02/06/2020 20:00,65,1,4,,2020-02-07 12:00:00,42.9995032,125.9816054
Inner Mongolia,China,02/06/2020 20:00,50,0,4,,2020-02-07 12:00:00,43.2443242,114.3251664
,Japan,02/06/2020 20:00,45,0,1,,2020-02-07 12:00:00,34.9046568,136.6310496
Ningxia,China,02/06/2020 20:00,43,0,1,,2020-02-07 12:00:00,37.3095528,105.9608553
Xinjiang,China,02/06/2020 20:00,39,0,0,,2020-02-07 12:00:00,41.7574769,87.1673842
,Singapore,02/06/2020 20:00,30,0,1,,2020-02-07 12:00:00,1.340863,103.8303918
,Thailand,02/06/2020 20:00,25,0,8,,2020-02-07 12:00:00,18.7544594,100.624804
Hong Kong,Hong Kong,02/06/2020 20:00,24,1,0,,2020-02-07 12:00:00,22.2793278,114.1628131
,South Korea,02/06/2020 20:00,24,0,2,,2020-02-07 12:00:00,36.5581914,127.9408564
Qinghai,China,02/06/2020 20:00,18,0,3,,2020-02-07 12:00:00,35.4070952,95.9521157
Taiwan,Taiwan,02/06/2020 20:00,16,0,1,,2020-02-07 12:00:00,23.9739374,120.9820179
,Malaysia,02/06/2020 20:00,14,0,1,,2020-02-07 12:00:00,4.5693754,102.2656823
,Germany,02/06/2020 20:00,13,0,0,,2020-02-07 12:00:00,51.3876262,7.0015229
,Vietnam,02/06/2020 20:00,12,0,3,,2020-02-07 12:00:00,13.2904027,108.4265113
Macau,Macau,02/06/2020 20:00,10,0,1,,2020-02-07 12:00:00,22.1757605,113.5514142
,France,02/06/2020 20:00,6,0,0,,2020-02-07 12:00:00,45.1562575,5.4515829
California,US,02/06/2020 20:00,6,0,0,"San Benito, Los Angeles, Orange, Santa Clara",2020-02-07 12:00:00,36.7014631,-118.7559974
,United Arab Emirates,02/06/2020 20:00,5,0,0,,2020-02-07 12:00:00,24.0002488,53.9994829
Brisbane,Australia,02/06/2020 20:00,5,0,0,,2020-02-07 12:00:00,-27.4689682,153.0234991
Sydney,Australia,02/06/2020 20:00,4,0,3,,2020-02-07 12:00:00,-33.8548157,151.2164539
