Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Melbourne,Australia,02/06/2020 20:00,4,0,0,,2020-02-07 12:00:00,-37.8142176,144.9631608
Ontario,Canada,02/06/2020 20:00,3,0,0,,2020-02-07 12:00:00,50.000678,-86.000977
,India,02/06/2020 20:00,3,0,0,,2020-02-07 12:00:00,16.3876987,73.7305913
,Philippines,02/06/2020 20:00,3,1,0,,2020-02-07 12:00:00,12.7503486,122.7312101
,UK,02/06/2020 20:00,3,0,0,,2020-02-07 12:00:00,54.7023545,-3.2765753
,Italy,02/06/2020 20:00,2,0,0,,2020-02-07 12:00:00,46.3144754,11.0480288
,Russia,02/06/2020 20:00,2,0,0,,2020-02-07 12:00:00,48.2783785,46.1663642
Illinois,US,02/06/2020 20:00,2,0,0,Chicago,2020-02-07 12:00:00,40.0796606,-89.4337288
Adelaide,Australia,02/06/2020 20:00,2,0,0,,2020-02-07 12:00:00,-34.9281805,138.5999312
British Columbia,Canada,02/06/2020 20:00,2,0,0,,2020-02-07 12:00:00,55.001251,-125.002441
,Cambodia,02/06/2020 20:00,1,0,0,,2020-02-07 12:00:00,13.5066394,104.869423
,Finland,02/06/2020 20:00,1,0,1,,2020-02-07 12:00:00,63.2467777,25.9209164
Tibet,China,02/06/2020 20:00,1,0,0,,2020-02-07 12:00:00,31.8943432,87.0781371
,Nepal,02/06/2020 20:00,1,0,0,,2020-02-07 12:00:00,28.1083929,84.0917139
,Spain,02/06/2020 20:00,1,0,0,,2020-02-07 12:00:00,39.3262345,-4.8380649
,Sri Lanka,02/06/2020 20:00,1,0,1,,2020-02-07 12:00:00,7.1895221,79.9548574
,Sweden,02/06/2020 20:00,1,0,0,,2020-02-07 12:00:00,63.4352121,14.8290863
Massachusetts,US,02/06/2020 20:00,1,0,0,Boston,2020-02-07 12:00:00,42.3788774,-72.032366
WA,US,02/06/2020 20:00,1,0,0,Seattle,2020-02-07 12:00:00,47.2868352,-120.2126139
Arizona,US,02/06/2020 20:00,1,0,0,Tempe,2020-02-07 12:00:00,34.395342,-111.7632755
,Belgium,02/06/2020 20:00,1,0,0,,2020-02-07 12:00:00,50.4073222,4.3258288
WI,US,02/06/2020 20:00,1,0,0,Madison,2020-02-07 12:00:00,44.4308975,-89.6884637
