Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Beijing,China,07/20/2020 07:00,929,9,804,0,0,2020-07-20 22:00:00,116,21540000.0,Asia,Worldwide,39.906217,116.3912757
Xinjiang,China,07/20/2020 07:00,123,3,73,0,0,2020-07-20 22:00:00,47,21810000.0,Asia,Worldwide,41.7574769,87.1673842
Shanghai,China,07/20/2020 07:00,733,7,707,0,0,2020-07-20 22:00:00,19,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Guangdong,China,07/20/2020 07:00,1659,8,1637,0,0,2020-07-20 22:00:00,14,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Inner Mongolia,China,07/20/2020 07:00,250,1,237,0,0,2020-07-20 22:00:00,12,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Liaoning,China,07/20/2020 07:00,164,2,154,0,0,2020-07-20 22:00:00,8,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Sichuan,China,07/20/2020 07:00,602,3,592,0,0,2020-07-20 22:00:00,7,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Shandong,China,07/20/2020 07:00,798,7,785,0,0,2020-07-20 22:00:00,6,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Tianjin,China,07/20/2020 07:00,203,3,195,0,0,2020-07-20 22:00:00,5,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Shaanxi,China,07/20/2020 07:00,322,3,316,0,0,2020-07-20 22:00:00,3,37330000.0,Asia,Worldwide,36.0,109.0
Zhejiang,China,07/20/2020 07:00,1270,1,1267,0,0,2020-07-20 22:00:00,2,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Fujian,China,07/20/2020 07:00,364,1,361,0,0,2020-07-20 22:00:00,2,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Hebei,China,07/20/2020 07:00,349,6,341,0,0,2020-07-20 22:00:00,2,74700000.0,Asia,Worldwide,39.0000001,116.0
Yunnan,China,07/20/2020 07:00,188,2,184,0,0,2020-07-20 22:00:00,2,45970000.0,Asia,Worldwide,25.0,102.0
Jiangsu,China,07/20/2020 07:00,655,0,654,0,0,2020-07-20 22:00:00,1,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Chongqing,China,07/20/2020 07:00,583,6,576,0,0,2020-07-20 22:00:00,1,30480000.0,Asia,Worldwide,29.5585712,106.5492822
Guangxi,China,07/20/2020 07:00,255,2,252,0,0,2020-07-20 22:00:00,1,48380000.0,Asia,Worldwide,24.0,109.0
Shanxi,China,07/20/2020 07:00,201,0,200,0,0,2020-07-20 22:00:00,1,36500000.0,Asia,Worldwide,37.0,112.0
Hubei,China,07/20/2020 07:00,68135,4512,63623,0,0,2020-07-20 22:00:00,0,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
Henan,China,07/20/2020 07:00,1276,22,1254,0,0,2020-07-20 22:00:00,0,95590000.0,Asia,Worldwide,34.0000001,113.9999999
Hunan,China,07/20/2020 07:00,1019,4,1015,0,0,2020-07-20 22:00:00,0,67370000.0,Asia,Worldwide,27.6662087,111.74870630000001
Anhui,China,07/20/2020 07:00,991,6,985,0,0,2020-07-20 22:00:00,0,62000000.0,Asia,Worldwide,32.0,117.0
Heilongjiang,China,07/20/2020 07:00,945,13,932,0,0,2020-07-20 22:00:00,0,38310000.0,Asia,Worldwide,48.000004700000005,127.99999199999999
Jiangxi,China,07/20/2020 07:00,937,1,936,0,0,2020-07-20 22:00:00,0,45200000.0,Asia,Worldwide,28.0,116.0
Hainan,China,07/20/2020 07:00,171,6,163,0,0,2020-07-20 22:00:00,2,9258000.0,Asia,Worldwide,19.2000001,109.5999999
Gansu,China,07/20/2020 07:00,167,2,165,0,0,2020-07-20 22:00:00,0,25580000.0,Asia,Worldwide,38.0000001,101.9999999
Jilin,China,07/20/2020 07:00,155,2,153,0,0,2020-07-20 22:00:00,0,27460000.0,Asia,Worldwide,42.9995032,125.9816054
Guizhou,China,07/20/2020 07:00,147,2,145,0,0,2020-07-20 22:00:00,0,34750000.0,Asia,Worldwide,27.0,107.0
Ningxia,China,07/20/2020 07:00,75,0,75,0,0,2020-07-20 22:00:00,0,6301000.0,Asia,Worldwide,37.3095528,105.9608553
Qinghai,China,07/20/2020 07:00,18,0,18,0,0,2020-07-20 22:00:00,0,5627000.0,Asia,Worldwide,35.40709520000001,95.95211570000001
Tibet,China,07/20/2020 07:00,1,0,1,0,0,2020-07-20 22:00:00,0,3180000.0,Asia,Worldwide,31.894343199999998,87.07813709999999
