Province/State,Country/Region,Last Update,Confirmed,Recovered,Deaths,City
Hubei,Mainland China,2/09/2020 23:00,29631,1795,871,
Guangdong,Mainland China,2/09/2020 23:00,1151,147,1,
Zhejiang,Mainland China,2/09/2020 23:00,1092,205,0,
Henan,Mainland China,2/09/2020 23:00,1073,169,6,
Hunan,Mainland China,2/09/2020 23:00,879,194,1,
Anhui,Mainland China,2/09/2020 23:00,830,89,3,
Jiangxi,Mainland China,2/09/2020 23:00,771,102,1,
Jiangsu,Mainland China,2/09/2020 23:00,492,80,0,
Chongqing,Mainland China,2/09/2020 23:00,468,51,2,
Shandong,Mainland China,2/09/2020 23:00,459,63,1,
Sichuan,Mainland China,2/09/2020 23:00,405,76,1,
Beijing,Mainland China,2/09/2020 23:00,337,44,2,
Heilongjiang,Mainland China,2/09/2020 23:00,331,15,7,
Shanghai,Mainland China,2/09/2020 23:00,295,48,1,
Fujian,Mainland China,2/09/2020 23:00,261,36,0,
Shaanxi,Mainland China,2/09/2020 23:00,213,26,0,
Hebei,Mainland China,2/09/2020 23:00,218,35,2,
Guangxi,Mainland China,2/09/2020 23:00,210,18,1,
Yunnan,Mainland China,2/09/2020 23:00,141,19,0,
Hainan,Mainland China,2/09/2020 23:00,136,19,3,
Shanxi,Mainland China,2/09/2020 23:00,119,25,0,
Liaoning,Mainland China,2/09/2020 23:00,107,12,0,
Guizhou,Mainland China,2/09/2020 23:00,109,7,1,
Tianjin,Mainland China,2/09/2020 23:00,94,4,1,
Gansu,Mainland China,2/09/2020 23:00,83,16,2,
Jilin,Mainland China,2/09/2020 23:00,80,12,1,
Yokohama,Japan,2/09/2020 23:00,70,0,0,
Inner Mongolia,Mainland China,2/09/2020 23:00,58,5,0,
Ningxia,Mainland China,2/09/2020 23:00,49,13,0,
Xinjiang,Mainland China,2/09/2020 23:00,49,0,0,
,Singapore,2/09/2020 23:00,43,6,0,
,Thailand,2/09/2020 23:00,32,10,0,
Hong Kong,Hong Kong,2/09/2020 23:00,36,0,1,
,South Korea,2/09/2020 23:00,27,3,0,
,Japan,2/09/2020 23:00,26,4,0,
Qinghai,Mainland China,2/09/2020 23:00,18,3,0,
Taiwan,Taiwan,2/09/2020 23:00,18,1,0,
,Malaysia,2/09/2020 23:00,17,3,0,
,Germany,2/09/2020 23:00,14,0,0,
,Vietnam,2/09/2020 23:00,14,3,0,
,France,2/09/2020 23:00,11,0,0,
Macau,Macau,2/09/2020 23:00,10,1,0,
,United Arab Emirates,2/09/2020 23:00,7,0,0,
California,US,2/09/2020 23:00,6,0,0,"San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/09/2020 23:00,5,0,0,
New South Wales,Australia,2/09/2020 23:00,4,3,0,
Victoria,Australia,2/09/2020 23:00,4,2,0,
British Columbia,Canada,2/09/2020 23:00,4,0,0,
Ontario,Canada,2/09/2020 23:00,3,0,0,
,India,2/09/2020 23:00,3,0,0,
,Philippines,2/09/2020 23:00,3,2,1,
,UK,2/09/2020 23:00,4,0,0,
,Italy,2/09/2020 23:00,3,0,0,
,Russia,2/09/2020 23:00,2,0,0,
Illinois,US,2/09/2020 23:00,2,2,0,Chicago
South Australia,Australia,2/09/2020 23:00,2,0,0,
,Cambodia,2/09/2020 23:00,1,1,0,
,Finland,2/09/2020 23:00,1,1,0,
,Sri Lanka,2/09/2020 23:00,1,1,0,
Tibet,Mainland China,2/09/2020 23:00,1,0,0,
,Nepal,2/09/2020 23:00,1,0,0,
,Spain,2/09/2020 23:00,2,0,0,
,Sweden,2/09/2020 23:00,1,0,0,
Massachusetts,US,2/09/2020 23:00,1,0,0,Boston
WA,US,2/09/2020 23:00,1,0,0,Seattle
Arizona,US,2/09/2020 23:00,1,0,0,Tempe
Brussels,Belgium,2/09/2020 23:00,1,0,0,
WI,US,2/09/2020 23:00,1,0,0,Madison
