Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,03/30/2020 18:00,67801,3186,62882,2020-03-31 10:00:00,1733,58500000.0,31.1517252,112.8783222
Beijing,China,03/30/2020 18:00,577,8,415,2020-03-31 10:00:00,154,21540000.0,39.906217,116.3912757
Shanghai,China,03/30/2020 18:00,498,5,338,2020-03-31 10:00:00,155,24280000.0,31.2252985,121.4890497
Guangdong,China,03/30/2020 18:00,1484,8,1351,2020-03-31 10:00:00,125,113460000.0,23.1357694,113.1982688
Fujian,China,03/30/2020 18:00,340,1,295,2020-03-31 10:00:00,44,38560000.0,26.5450001,117.842778
Zhejiang,China,03/30/2020 18:00,1255,1,1225,2020-03-31 10:00:00,29,57370000.0,29.0000001,119.9999999
Tianjin,China,03/30/2020 18:00,174,3,133,2020-03-31 10:00:00,38,15621200.0,39.1235635,117.1980785
Inner Mongolia,China,03/30/2020 18:00,97,1,74,2020-03-31 10:00:00,22,24710000.0,43.2443242,114.3251664
Shandong,China,03/30/2020 18:00,773,7,753,2020-03-31 10:00:00,13,100472400.0,36.0000001,118.9999999
Jiangsu,China,03/30/2020 18:00,645,0,631,2020-03-31 10:00:00,14,80400000.0,33.0000001,119.9999999
Sichuan,China,03/30/2020 18:00,550,3,536,2020-03-31 10:00:00,11,81100000.0,30.5000001,102.4999999
Gansu,China,03/30/2020 18:00,138,2,125,2020-03-31 10:00:00,11,25580000.0,38.0000001,101.9999999
Shaanxi,China,03/30/2020 18:00,253,3,242,2020-03-31 10:00:00,8,37330000.0,36.0,109.0
Yunnan,China,03/30/2020 18:00,180,2,172,2020-03-31 10:00:00,6,45970000.0,25.0,102.0
Liaoning,China,03/30/2020 18:00,136,2,124,2020-03-31 10:00:00,10,43900000.0,40.9739116,122.3263915
Jilin,China,03/30/2020 18:00,98,1,92,2020-03-31 10:00:00,5,27460000.0,42.9995032,125.9816054
Hebei,China,03/30/2020 18:00,321,6,310,2020-03-31 10:00:00,5,74700000.0,39.0000001,116.0
Henan,China,03/30/2020 18:00,1276,22,1251,2020-03-31 10:00:00,3,95590000.0,34.0000001,113.9999999
Chongqing,China,03/30/2020 18:00,579,6,570,2020-03-31 10:00:00,3,30480000.0,29.5585712,106.5492822
